"","SAR_RS14715","SAR_RS00075","SAR_RS00550","SAR_RS00655","SAR_RS00720","SAR_RS00835","SAR_RS00855","SAR_RS01020","SAR_RS01025","SAR_RS01030","SAR_RS01035","SAR_RS01040","SAR_RS01740","SAR_RS01745","SAR_RS01750","SAR_RS02195","SAR_RS02200","SAR_RS02510","SAR_RS02515","SAR_RS03195","SAR_RS03205","SAR_RS03210","SAR_RS03710","SAR_RS03770","SAR_RS03775","SAR_RS03790","SAR_RS03795","SAR_RS03970","SAR_RS03990","SAR_RS03995","SAR_RS04345","SAR_RS04355","SAR_RS04360","SAR_RS04420","SAR_RS04425","SAR_RS04490","SAR_RS04495","SAR_RS04670","SAR_RS15045","SAR_RS05775","SAR_RS15075","SAR_RS06075","SAR_RS06225","SAR_RS06280","SAR_RS06285","SAR_RS06290","SAR_RS06395","SAR_RS06695","SAR_RS06700","SAR_RS07095","SAR_RS07445","SAR_RS07450","SAR_RS08110","SAR_RS08440","SAR_RS09005","SAR_RS09065","SAR_RS09155","SAR_RS09935","SAR_RS10370","SAR_RS10530","SAR_RS10815","SAR_RS11325","SAR_RS11420","SAR_RS11425","SAR_RS11430","SAR_RS11435","SAR_RS11440","SAR_RS11445","SAR_RS11450","SAR_RS11455","SAR_RS11460","SAR_RS11785","SAR_RS11895","SAR_RS11945","SAR_RS11990","SAR_RS12020","SAR_RS12440","SAR_RS12520","SAR_RS12525","SAR_RS12640","SAR_RS12655","SAR_RS13335","SAR_RS13420","SAR_RS13570","SAR_RS13765","SAR_RS14345","SAR_RS14350","SAR_RS14355","SAR_RS14595","SAR_RS14605"
"MRSA_Oxs_3 (GE) - TPM",-0.478528142664731,1.7992237398145,0.426780986866137,0.524795491837107,-0.886463949385579,-0.494702475212578,-0.379049122496573,-1.29035805732732,-1.04172199636937,-1.08202404116089,-0.986654925076862,-0.899682986956984,-1.28938369522924,-1.22992317398459,-1.13305254551143,-0.614382494844605,-0.909697837922525,-0.637292682765958,-0.684904897010698,-1.02963999829998,-0.682867095272785,-0.112227224867924,-0.467189783996842,-0.947164089043483,-0.738693631423794,-0.719622166618893,-0.612739308800649,-0.581179916703152,0.690328778697979,1.15224485867229,-0.855034541962217,-0.742615334452521,-0.731151987843097,-0.796495848708215,-0.692143810451013,-0.616877970412362,0.300481103254453,-0.242709385764882,0.444155588322778,-0.539309321336604,-1.10452718307453,-0.748638122177348,-0.79260294069734,-0.614772051755444,-0.873556739187098,-0.818850692607421,1.34311349163806,-0.166066683222252,-0.383545345683403,0.0528913448166189,-0.838446683465171,-0.750958932767992,-0.842162565943323,-0.427140264819711,-1.2674192440303,-0.659152378406381,-0.905148473228487,0.717438272578109,0.128576610649875,-0.552346776310944,-0.31619550442054,-0.82708160081503,-0.00981888774452897,0.249947716303795,0.301723501864762,0.106218516358463,-0.109760174410904,-0.0992191837611909,-0.0359038574318948,-0.269997247705395,0.176247485828829,0.736669007324816,0.559402319879948,-0.557737791479615,-0.998697583835124,-0.451330423543984,-0.329697552573325,-0.932505643064067,-0.942473629923942,-0.535533166516068,-0.895923437899924,-0.987726741191231,-0.960782109336185,-0.244176566190041,0.525666687853231,-0.556982147804554,-0.694198567775349,-0.782555352943828,-0.284798130346323,-0.771475216398355
"MRSA_Sp_1 (GE) - TPM",-0.864487165519703,0.574155762628171,-0.475625912620681,2.18358069495846,-0.179006193503272,-0.578099841755206,1.55988089063916,-0.109222215754008,0.428544955362407,0.163014251593622,-0.101366086987147,-0.102925816982464,-0.5626614385504,-0.421762340977882,-0.243557151787729,0.444437937689339,-0.0935573535703104,-0.461725874380903,-0.531356536222171,-0.721029368645712,-0.580120151815739,-0.80837275116741,-0.0955947982126659,-0.202330666889996,-0.50356673592178,-0.235160061434239,-0.148474125547224,0.64687437703008,1.05883143305275,1.00785302502301,0.201847340873758,-0.617915024171509,-0.422502020540674,-0.211333528592976,-0.56382860353536,-0.492005280060467,-0.432186466747089,-0.18712744937054,1.60912701814272,-0.571189420638898,-0.636606471442772,-0.668950171277191,-0.177096975872521,-0.107343972636622,-0.239958277733021,-0.295360086891705,0.0399617559350645,-0.0260018380797406,-0.203063215147491,0.235872019722667,-1.25076590664098,-0.759192557380412,0.552017314808585,-0.592384219164751,-1.47224783514811,-0.847177376565266,-0.560276783773981,0.690166525994127,-0.772431757803318,-0.62190253005129,0.0540567369979585,-0.721589615960503,0.461469993522118,-0.177385753073846,0.31079771313619,0.429406386977813,1.19020463045112,1.30465371534912,0.394455302916112,1.19276340462142,1.08431590625376,-1.0303120706868,-0.937150908070277,-0.703291055027093,-0.358484475086975,-1.16277841376429,-1.18015953528401,-0.241346735766599,-0.222810627061748,0.200369478352905,-0.529720821948441,0.203737210662209,-0.527292502433503,-1.29131248152315,-1.99065601273372,-0.570886287144188,-0.443687546578342,-0.40590316753908,-0.558251682387302,-0.622360268307477
"MRSA_Sp_2 (GE) - TPM",-0.775296032284546,0.301059459081352,-0.838669461392639,1.77367761123782,0.0252597015421064,-0.610222063923369,-0.612219585568778,0.0112286404298053,-0.0846649033977783,0.215841148730685,0.172258965601976,-0.277211160074948,-1.13978037508384,-0.828260902214726,-0.0338733845667433,0.381924890731292,0.740889088170062,-0.462593278500205,-0.508421098685237,-0.623862447612637,-0.620775980559626,-0.836090816776543,0.0303516038366187,-0.235945342807007,-0.497244570447297,-0.482529785008436,-0.361842650261755,0.567182575927012,0.773674056534858,0.433746505915441,-0.286720499217641,-0.512389782019305,-0.372388305922413,-0.371187751542331,-0.579509809290398,-0.193312137453843,-0.661081316861018,-0.00896886227934855,0.739859183703923,-0.387915838378723,-0.593324668021034,-0.512202928278589,-0.254684147060326,-0.0999810042911656,-0.189405815617421,-0.142338513128047,-0.069053328740227,0.00882619231903615,-0.372026170173107,-0.105534214451033,-1.1375595550827,-0.850322728421193,0.37570971173178,-0.497629876221011,-1.51767989933807,-0.475855333973626,-0.592124700247043,0.00463371877765208,-0.745302351123332,-0.779639601650659,-0.0123102916406526,-0.580831894144199,0.44646879300382,-0.0861380215344884,0.0764291641910633,0.168199771767711,0.556469945966536,0.874056856265806,1.15727167705801,1.20713269780075,0.677190298512708,-0.84072088454636,-0.892611310055912,-0.407966993977706,-0.36879829792176,-0.443825618913126,-0.945279561944896,-0.359116062616252,-0.340603156208506,0.361926908599891,-0.507812520971631,0.284346112859214,-0.398839680242219,-1.42854905828046,-1.60541727484021,-0.663274793795467,-0.434761698481095,-0.428607733221515,-0.0798178624628611,-0.632521580161787
"MRSA_Sp_3 (GE) - TPM",-0.855395109135264,-0.141343773840994,-1.02006498239526,1.28447813418547,-0.407036206721115,-0.760365599083245,0.626833082370273,0.269227028198078,0.44760601347856,-0.082473769089569,-0.210397492235089,-0.113017249729636,-0.630222056573778,-0.231134226041028,-0.392389643223174,0.136040422816721,-0.703768921187636,-0.475481534036441,-0.578523200638562,-0.704585528808445,-0.666153483118038,-0.920763157687942,-0.500134188214202,-0.229777485734685,-0.418057879224666,-1.18280735421055,-0.571330764771317,0.792253668557913,0.314027307476584,0.499703041899285,0.0551070234838719,-0.566295654890112,-0.486241510222894,-0.298557386843253,-0.0246612107896706,-0.622230268643132,-0.732772565821757,-0.0235311892210194,1.41997065193485,0.18251164562318,-0.786096987778892,-0.536056535129042,-0.240630386109642,-0.404533745753356,-0.463124647956523,-0.146489851525775,-0.274171568116882,0.193184670346568,0.302323119241179,-0.144343887099547,-1.59118260337919,-0.81258202023747,0.484700341533939,-0.537739414784222,-1.83420805122362,-0.531380661710698,-0.454416408736383,-0.0868910865735639,-0.692686900859029,-0.95859523016348,-0.642210719341955,-0.906481200546287,0.119429613616455,-0.162100895158391,-0.0897715504990934,-0.140631790545553,0.608414691151348,0.803525673531371,0.208717974864871,1.04216089998511,1.37120161585731,-0.60170839529398,-1.00659630424075,-0.821835790702141,-0.0815744075572045,-0.753085344485882,-1.01952931409261,-0.447284268608779,-0.388860003094741,0.480278449239324,-0.528312880935662,0.501355895201613,-0.570356779671012,-1.2255097890174,-1.68789346303728,-0.757329699756902,-0.511206111493625,-0.45386656690708,-0.556010847772942,-0.653172667168738
"MRSA_Tm_1 (GE) - TPM",-0.439958497585317,0.0279432752114918,-0.889657132885812,0.230167704317109,-0.221056301018886,-0.316670088813159,-0.596211284187055,-0.42486702628902,-0.135160232984653,-0.281122809194359,-0.207191421982154,0.0265699142653601,0.635102236953823,1.573129126891,0.809846062487983,-0.487141103360835,-0.228231952018385,-0.435970629524924,-0.497322352540452,-0.317563191231582,0.107183495167928,-0.311751194284553,-0.597968581641456,-0.095499647707082,-0.0828315696030288,-0.0614095029748594,-0.289935985687629,-0.656826917994957,-0.808792404767813,-0.671390862654263,-0.694188980898768,-0.366500026840321,-0.22477614738549,-0.217834798975102,-0.254526382407278,-0.46369998150112,-0.0808351682840033,0.0849082079775719,0.132049323475641,-0.218378204708394,0.227979133009263,-0.292384443551085,-0.267031022429084,0.0473983656188294,0.445561976609933,0.137016812084666,-0.865017677529791,-0.10061528210029,-0.79719150302743,-0.247437848085183,1.14083219384141,0.680260731151355,0.01336479019756,-0.522696728262889,-0.554926944675302,0.378345795158038,0.391166660624551,-0.633145667415671,0.324229752559601,-0.435957157908566,1.26401321810615,-0.479048700499621,-0.369939230809329,0.00816373158243355,0.173433350528908,0.1869943239846,0.360695369429063,-0.0118276689666205,-0.776113727204377,0.292733058923626,-0.37538753406849,-0.432112905599318,0.0595875453084152,0.367879869900608,0.0152914810010229,-0.304695119916631,0.185726585059219,-0.221659047078256,-0.190485994538972,-0.299289329412338,-0.223616697346238,0.139183155832231,-0.498524684306103,-0.138336900190537,-0.359725842535281,-0.446790918780063,-0.468990633583105,-0.453278342200144,-0.670578628929931,-0.0291827054384016
"MRSA_Tm_2 (GE) - TPM",0.0807189608714819,0.329781827967312,-0.740360077473647,0.88482627220221,-0.0613554659239315,-0.356958519970495,-0.523622361176466,-0.180469715422299,-0.433051830965468,-0.00339327041903927,0.106167241111521,0.177371705040227,1.01573937941887,1.8467806237592,1.80551620169355,0.52548104733086,0.227799122701018,-0.351140036193764,-0.403583582924995,-0.148956500887958,-0.0427705145401496,-0.264021117120076,-0.261011896781078,0.0417390172104561,-0.0137267615563853,0.531684119216935,-0.346217301210806,-0.665423262587142,-0.894955386009607,-0.808992569185875,0.084409249714584,-0.260743204775156,-0.162603086840814,-0.22357255429448,-0.308028385262059,-0.301721411417539,0.389270729561998,-0.0823691433209578,-0.227770102404416,0.0597141373475339,0.428568796614497,-0.044651508307157,-0.133776433973137,0.105169914320887,0.350831212339191,0.72140186762814,-1.03738095229234,-0.377910923796175,-0.598079402773699,-0.443130097746676,0.381017710678611,0.212169734656424,0.0507166535899051,-0.428654974073952,-0.617097766378326,0.252369077222076,0.553314551210069,-0.763523959683047,0.0535608155373294,-0.320070507627546,0.627628239260134,-0.207907691378056,-0.141780407320235,-0.432167041012305,-0.279774914345658,-0.324136270568117,-0.366011524655082,-0.436158425239254,-0.205621675663749,-0.362601362079994,-0.437194898682586,-0.432676555821808,0.0344824271278289,0.251106174616596,0.439113160519324,-0.0434698079209563,-0.00819139263613043,-0.244923918274496,-0.22960437279849,-0.33184893647777,-0.311960515251959,0.30970523230288,-0.50292478752742,0.208622078297061,-0.211845363320292,-0.377774103916763,-0.524977004508659,-0.696745612373467,-0.468837570636168,-0.0291837687356183
"MRSA_Tm_3 (GE) - TPM",-0.383141106438321,-0.0142098898545867,-0.60288063997454,0.245706846062541,0.170988944141763,-0.471328392143985,-0.274166341380756,0.365856113974986,0.621178725067445,0.229685790199496,0.262285551461861,0.36688062415193,1.53419885127179,1.64619413260477,2.26827379626405,-0.139622086236333,-0.210670962869535,-0.270715490739843,-0.300479691762257,0.134304552037921,0.159948113292843,-0.337617956456282,-0.425489999515239,0.315536728446337,-0.00646892679769126,0.607316783329871,0.192029739166042,-0.652819665667868,-0.759167164717634,-0.738649394398295,-0.0599538068695451,0.138722867692073,-0.282678712532177,0.876057672238612,-0.231429822416098,0.210136695410147,0.707421148144723,-0.286509309113384,0.550534901909753,-0.390809473439476,0.437495928553967,0.237055687883086,0.371708654753776,0.260589942871923,0.546942077448796,0.553927822672595,-1.09422746253582,-0.505207899847432,-0.477581645596272,-0.672298725320632,0.705060392911502,0.074538390427803,0.164424425615033,-0.412780112457264,-0.346033332946811,0.579782646256271,0.593891088737387,-0.985835702939203,0.458956130016237,-0.137914959060505,0.631125362845186,-0.276793310990332,-0.292468062279158,-0.574933658455671,-0.292585920472605,-0.725268857555982,-0.834312834373559,-0.469713496791336,-0.13567949189733,-0.125409008325011,-0.518743305411866,0.0966782947182409,0.00374162823393597,1.14939100539536,0.664097976989806,-0.208945578868767,0.453496221523707,-0.111943906135119,-0.188227048207338,-0.185926084951239,0.00429083305151963,0.421796653767851,-0.199373151198574,0.564421195446318,-0.641170584009798,-0.329947425218887,-0.327616604340769,-0.479143890852505,-0.281798557529666,0.508470641959777
"MRSA_Vic_1 (GE) - TPM",-0.273955764327097,-0.0337956083002122,-0.240562637227746,0.567082009946161,-0.336200309476427,-0.350314173006556,-0.104418285266319,-0.271692743251789,-0.0317120338154001,-0.186201969845022,-0.271038957196568,-0.281981038653001,0.0816246394330191,0.628033199404682,0.544542572569057,-0.074489652331541,-0.731231496259472,-0.435189560133986,-0.497071212934762,0.120324179432193,-0.31073522677128,-0.271923127612103,-0.752242307558246,-0.41732707163803,-0.357721540161535,-0.17813576863172,-0.347518707756152,0.0648863665314113,-0.598579311095678,-0.628630759719148,-0.386978249554504,-0.503387132695532,-0.383343811716119,0.0390881086476418,-0.0593015209044477,-0.757097257277276,-1.03353149429012,0.120494175806556,-0.193269864117805,0.329814853282232,0.562142029602287,0.23863290926842,-0.0443424761194871,0.0255146058491317,0.207661419571979,0.108237145991264,0.285252116026961,-0.413793702100603,-0.0652124726977671,-0.203368355066629,1.02914516163135,0.381199560413004,-0.333079870487911,-0.102549550600483,-0.699996434546855,-0.148743983078701,-0.111127652229005,0.640224160564127,-0.302402713305828,0.188132119262668,-0.167572723372791,0.16035445948999,-0.261474828846126,0.295277412484096,0.509587429218278,0.718891295390087,0.691684265190222,0.816889265355074,0.407289178545474,1.1263883729905,0.38746702104306,-0.451890418325539,-0.536143398022371,-0.466498319763591,0.296600192537857,0.0493012840347526,0.0391499358084602,-0.466229010882249,-0.543091574117409,-0.455475132224031,-0.0170919499109071,-0.529760532428602,-0.644198325925219,-0.130453682566162,-0.0945199006173586,-0.0653738833538876,-0.398673292679984,-0.501011187306527,-0.978064944749133,-0.241297450169496
"MRSA_Vic_2 (GE) - TPM",-0.455865691432355,0.153607719871629,-0.449294170857153,0.802688947703209,-0.336803148638918,-0.236159878052846,0.0668067493107499,0.0276953000597336,0.154992764789988,-0.0658201907925393,-0.228966592926398,-0.16348374368243,0.529806201584557,0.615069249003662,0.24140711268285,-0.052918259513654,-0.259812414557866,-0.493000225949305,-0.463650156463182,-0.0553619839247002,-0.372256238923339,-0.325900925268895,-0.637885160074975,-0.474881502107807,-0.322988407118799,-0.176532782800573,-0.569501337517542,-0.226061773518658,-0.78288485401902,-0.543617311163805,-0.380448340738137,-0.519357276899527,-0.227447621532682,0.197618768503135,-0.0821438923984544,-1.06451661357505,-1.10997530942539,0.132292586096632,0.891380529587553,0.213212553991627,0.330462151471961,0.599310213986636,-0.345913056658462,-0.0850134573994595,0.00777161013612723,0.160403784328238,-0.00434595385073681,-0.10360025746076,-0.173122002971936,-0.414092636249946,0.743159041327224,0.369766459581535,-0.346799996256539,-0.122067801737221,-0.831899575890974,-0.236387731901893,0.0330355804815542,0.549007571909469,-0.266068811555542,0.0546654797533931,0.542590985029817,-0.740529014272358,0.495425669566963,0.227881255195517,0.181063740957584,0.70068437263362,0.795312728707945,0.697448036976204,0.273825300916072,0.702546128937318,0.332112899853477,-0.623274559623408,-0.527572643111554,-0.458045858431989,0.175385185393034,-0.59430045206425,-0.274859320401355,-0.517131053091623,-0.552284699098143,-0.4807571838038,0.0867827179749101,-0.238317615315389,-0.550946524565309,0.0143150111710363,-0.312703690103638,0.0281337527703418,-0.332443500431205,-0.526243429975759,-1.09080423658704,0.0900360364468642
"MRSA_Vic_3 (GE) - TPM",0.0258799635035673,-0.0778150538872251,-0.198022050279386,0.694472580956487,-0.113238798205891,-0.200527782898219,1.14571671382801,0.29462611223972,0.346602125161374,0.269731450019776,0.111626615235433,-0.194204115060956,0.589924719484835,0.540342184971783,1.13461643144281,-0.157642529944127,0.018150403246816,-0.338616004413451,-0.370938357019137,0.275951378848788,-0.334915810774666,-0.551873249187862,0.0339541863556708,-0.423954935472978,-0.256924371403759,-0.0271197206036324,-0.427737703923643,-0.62376832225536,-0.810635469868224,-0.813584882089364,-0.397959413783697,-0.230682367081809,-0.429856865176777,-0.0896431023691846,0.331388537249574,-0.769140890857746,-0.681023784518003,-0.0890133217872787,0.617074058948815,0.228472371933331,0.184852416000843,0.229345257562654,0.0703544712124632,-0.173541546234762,0.0645556525255094,0.0968536855417775,-0.0252335579087651,-0.476102760433997,0.142039522965653,0.103281503567543,0.502335084140582,-0.154338570206192,-0.292731910170053,0.0254300394113431,-0.875648611282037,0.111495047578944,0.14688242089262,-0.216338220494789,-0.324006668913837,0.259069476993163,-0.212922166281045,-0.294930505726211,0.612873321321489,-0.0943577926849803,0.0383762395497719,0.00136714896249013,0.0361420492616571,0.284025640293268,0.320890266797643,0.376022780649379,0.580578962746011,-0.462923099585259,-0.487299584007988,-0.372314443922845,0.421751889419003,-0.241746689879839,-0.189723643999866,-0.397903421005604,-0.534164070751623,-0.423393412292981,0.11378530035721,-0.0830467544313794,-0.322439154285752,0.660818190554042,0.160477892854709,0.228030501211066,-0.166103772666512,-0.353893234388625,-0.861143537815415,0.239732808223861
