"","PA0071","PA0355","PA0450","PA0567","PA0687","PA0937","PA1111","PA1146","PA1242","PA1243","PA1270","PA1323","PA1408","PA1443","PA1542","PA1562","PA1605","PA1754","PA1785","PA2038","PA2138","PA2145","PA2151","PA2176","PA2293","PA2320","PA2453","PA2659","PA2747","PA2751","PA2754a","PA2884","PA3046","PA3114","PA3350","PA3371","PA3372","PA3446","PA3460","PA3461","PA3591","PA3689","PA3691","PA3719","PA3795","PA4122","PA4172","PA4344","PA4345","PA4655","PA4660","PA4738","PA4739","PA4904","PA5303","PA5482","PA5567"
"PSEUDO_Oxs_2 (GE) - TPM",2.10009520378238,-0.561928768293344,-0.882121708591654,-0.560168237047429,-0.651270608776067,0.0450642902771329,-0.811891729257392,0.291358049793943,-0.602054326975361,-0.611421911789562,1.24542649008044,-0.628360235849693,-0.561549157079393,-0.0394240267740012,-0.867858141384905,-0.826081340923945,-0.505424504149047,-0.844198932603289,-0.355028549055029,-1.01454242634803,-0.772412551443855,-1.05004827699368,-0.787206556949071,-0.631851917987295,1.01447460954477,-0.0665267957015137,0.0458452253671856,-0.134325707270619,-0.56437966013102,-0.456394151339476,1.06974389152216,-0.135623949831527,0.0788762663485819,0.712797947623945,-0.0158390000185427,-0.425675238928631,-0.482598313664752,-0.587725230877822,-0.592554093315498,-0.65331169373618,-0.138964132221772,-0.797416200431798,-0.563161932546288,-0.818699136739852,-0.608986880724037,-0.635830510720667,-0.489514923185578,-0.913078999531396,-0.36270431237926,-1.09119250212861,-0.826242560930036,-0.481487788073217,-0.471843612126375,-0.753156408198224,-0.182951120372336,-0.489631043589572,0.167744114894715
"PSEUDO_Oxs_3 (GE) - TPM",1.10423925335893,-0.571570978286536,-0.815451451192927,-0.463057021028994,-0.108574796824143,0.103619071773062,-0.723004453761635,-0.707636209477256,-0.569785570190597,-0.527406849634747,0.65586816451437,-0.599027672799431,-0.373864219215342,0.246268432989046,-0.731273416078034,-0.853894156167792,-0.812391647540289,-0.609294597082168,-0.48822349623863,-0.639120265428585,-0.663639172353771,-1.17964032128697,-0.73434712587948,-0.624291005115347,0.0395275339044355,0.0456673731855995,-0.0980752924675787,-0.53273791651178,-0.559379793498586,-0.695945858593116,-0.440870522339527,-0.387217749706854,0.44571899590324,0.954389327363408,0.0600411024000776,-0.497454168065026,-0.427331172845023,-0.499746174051843,-0.659026258864409,-0.645482117189514,0.647737564542902,-0.678520144178165,-0.5876766910442,-0.332583975778895,-0.790850121529649,0.218973546521387,-1.10535596944459,-1.03388149253624,-0.421866009203138,-0.884382636097552,-0.965943149168524,-0.480096066017689,-0.471389856050472,-0.43054833410248,-0.292793302385648,-0.479428866782759,-0.339451272543521
"PSEUDO_Sp_1 (GE) - TPM",-1.3785160780268,-0.151317336250851,-1.26650409595249,-0.044042455972129,-0.325702491397657,-0.118276667491287,0.0945618236275957,1.57970273508382,0.702983270037703,0.556720214839779,-0.623096320160164,0.502589229557253,1.99682522348983,-1.2866050113288,-0.444780267161579,-0.126364084477779,-0.403650619992061,-1.14248611898737,0.308080825344599,-1.86315380050031,0.426823792895323,0.945699786579945,1.29789610460974,-0.148825482362369,-0.573210958942856,1.24497655398394,-1.5757472886011,2.73052861353294,1.12240648383667,1.73387258321616,-0.758732430782215,-0.889617272567374,-1.9830779058994,-1.83587678623112,1.04768638288227,-0.122023662891779,-0.205826257513675,-0.437557066309758,0.715266860873393,0.5736359741219,-0.720417941797247,-0.224165449199197,0.107950437609969,1.96838157680695,0.930810658952372,-0.273850357448561,1.21651715778177,0.0524772382532992,0.47604561668306,-0.886243126415126,-1.12670428212499,-0.203256560819855,-0.262461102212968,-0.138663293745886,-1.70287989674893,-0.121607726476889,-1.35688054844427
"PSEUDO_Sp_2 (GE) - TPM",-1.40746510636055,-0.186320537647191,-1.2132084702962,0.324847113404474,-0.975955573085368,-0.627995585168653,1.38347367054155,-0.0501789042879311,1.05544818762687,0.868045918154131,-0.901162529330523,1.19285134675068,1.98032413528633,-1.57842755682647,-0.592958404023597,0.145213288264002,-0.458881787607653,-0.713218055055335,-0.387320913554304,-0.948715660908725,0.226298679094134,1.32142136576208,1.85794037243242,0.631118329185913,-0.494511154294211,0.264901788309309,-1.5429403746433,2.88976297040332,2.7368443658567,2.74268308962011,-1.49733534068975,-0.243381230924352,-1.85147093762593,-2.01000264496587,1.13160203164033,-0.166737433377231,0.0178747134273034,-0.531087222209439,1.23002368789295,1.06239424190634,-1.45168996276015,-0.540564561137208,0.533562856908106,1.41233067691759,1.40766477008292,1.4336341758737,2.81803143729578,0.738674345437176,0.619009498042895,-0.631665605360417,-1.18107991632536,-0.154148007360976,-0.270465396013982,-0.774888855909439,-1.5791391073529,-0.118734935633012,-0.293477409991788
"PSEUDO_Sp_3 (GE) - TPM",-1.37294192861186,-0.180280352921379,-0.489158034399311,-0.0152564774987204,0.135563425019146,-0.648332973418987,0.197336073690176,1.4166501841066,1.12636442802857,0.784763102160372,-1.47739644337207,0.880048650245578,2.2204290503535,-1.2978273150608,-0.711896388337643,0.050234394093014,-0.409241122883372,-1.29578740869454,0.0328692429474375,-1.22278136429441,-0.411525812674646,1.94102594836884,2.21317808180723,0.156385035581402,-0.719494711303131,0.639318455659664,-1.57850182060836,2.04526296573606,1.47796319648505,1.60221191831188,-0.62071042500936,-0.396062998657564,-2.29070586622453,-1.59961226031105,1.65234024408221,-0.281663722680485,-0.197427384753415,-0.529375230277923,1.70559267240511,1.02265608612803,-1.17040960222931,-0.42203107741917,0.267027659587667,3.65848688712419,1.1690665190813,1.33842139085378,2.20661662230476,-0.178564724556047,0.137207193232711,-1.24811133126616,-0.861359493582535,-0.226811214876531,-0.273506592042133,-0.758623547930337,-1.54572509062913,-0.0437693109419569,-0.41260518179854
"PSEUDO_Tm_1 (GE) - TPM",-0.0212526430180169,-0.630421591810894,-0.450178234223439,-0.542439795732912,0.280018121768476,0.00179783745497586,-1.00049356496079,-0.0805228050277511,-0.303879569443754,0.0789116353074926,-0.441828055308092,-0.720326519548856,-1.06711285361916,-0.529817677048421,-0.867845037797507,-1.18849281793876,-1.39386858153639,-0.375941469168338,-0.208399327034985,-0.984784263554648,-0.917095180899616,-1.22915334023617,-0.525150159054924,-0.881483089449353,0.378102015584859,-0.314158045668276,0.755668286339581,-0.803565851346523,-0.58794377607036,-0.541263365256316,-1.35358889127094,-0.489652254400932,0.273908483270271,0.356181312076272,-0.250117900762632,-0.501010244317349,-0.491433099996478,-0.577826082657735,-0.959646641404749,-0.881250196769911,0.953787042505775,-0.628006809957496,-0.678042708705512,-0.622123979864585,-0.990968663931075,-0.568850414923064,-0.802732833315973,-1.11428036381597,-0.953052489832927,-0.551372326046053,-0.0965350851389723,-0.458741404872427,-0.45022079020171,-0.605359276907752,0.389142640762034,-0.47551665403951,0.856409238219832
"PSEUDO_Tm_2 (GE) - TPM",1.49957467966593,-0.623577873200778,-0.56833922763727,-0.634976836979737,0.619581043606964,0.106627581919352,-0.824781940386569,1.75587562350892,-0.116482647455047,0.170188091775837,-0.131477987360326,-0.721410538946602,-0.871676133491388,-0.124146298968999,-0.90920103997263,-1.08281551012661,-1.02746280583811,0.00500611878516975,-0.442989047808904,-0.594837123396032,-0.749063192206708,-1.23543895943193,-0.645650132268826,-0.808420639756285,-0.148671579058287,-0.090889388988989,0.794209865738707,-0.608920926335364,-0.577482514200714,-0.619528646128043,-1.36424264699641,-0.404710283784328,0.726222781181213,1.23978933107896,-0.527926930019037,-0.480318103241652,-0.463581165970163,-0.42677204000146,-1.00064892168765,-0.927602715084716,-0.15540779456244,-0.666242106748649,-0.646103141559668,-0.734406787788508,-0.922752221333452,-0.154927160597094,-0.878034170711193,-0.909202562769452,-1.00334330231008,-0.178097612568771,0.12331063520619,-0.458992985561306,-0.460122590938283,-0.452647015757196,-0.220620281244228,-0.466547436380876,0.478447253636741
"PSEUDO_Tm_3 (GE) - TPM",0.0536983337868664,-0.599130773149919,-0.0139941602290741,-0.601672289436663,1.19131989107551,-0.246949108333377,-0.958550859676936,0.794145790853302,-0.414905503207452,-0.0488661147767371,0.00778730212883155,-0.712932205276744,-0.839101518513519,0.396273787721761,-0.868067519983531,-1.11308183539727,-0.923405893219608,-0.142883851564367,-0.135362113830487,-0.707346895791357,-0.665347516735474,-1.18615453444886,-0.528276705820406,-0.844260553934135,0.628597179494454,-0.0368709232408984,0.513697121786141,-0.635293834210548,-0.547848941306646,-0.590904258778274,-1.38013877279117,-0.580651367764235,0.759828275901475,1.37847597101501,0.010690354303524,-0.4430952981632,-0.453207938785175,-0.446522332108555,-0.913726335075785,-0.846825547122325,2.63534201583048,-0.666916848567277,-0.644942091672945,-0.413279441405587,-0.850077961511158,-1.09451497929919,-0.714286387249835,-1.10757984950788,-0.848554513737746,0.0116500706478601,-0.06514634177304,-0.449746850283232,-0.435927527264368,-0.520048504481536,0.500475365077218,-0.457725941049686,0.889842494120765
"PSEUDO_Vic_1 (GE) - TPM",-0.0276066456259642,-0.373834523257972,0.443833479816534,-0.353948127086039,0.824384115470943,0.264620444497335,-0.351357273347728,0.999090065204326,-0.624248081333386,-0.58882996301125,0.957314057439773,-0.418810530056163,-0.165171390482045,0.709493945397935,-0.629290266712691,-0.133879934116423,-0.0340431075092124,0.588521488827826,0.847927328016511,0.65490967479175,-0.30992638425471,-0.212179394597353,-0.423189922842814,-0.405355463762956,0.0366541659956722,1.75610207838831,-0.452790651174387,-0.434597747703594,-0.522291820381977,-0.543596574292223,-0.209444592168119,0.51535097565776,-0.0442974749089317,0.393214058239731,0.502194978897113,-0.42200121800127,-0.388289421300577,0.146228767140888,-0.603145509177874,-0.563279106280687,0.588290471501238,0.0431677078676379,-0.508272501356641,0.615283096790968,-0.491943180457027,0.181312375155062,0.187099167391763,-0.0686626692368639,0.229685133991691,-0.1671772022212,-0.048433310359835,-0.45667589176103,-0.449604218905731,-0.0619726701104245,0.980106419494034,-0.455296483502198,1.21948315600956
"PSEUDO_Vic_2 (GE) - TPM",-0.292622764508116,-0.444083275055576,0.251383336865415,-0.565986873168256,-0.519131542303801,0.753354464085654,-0.285942898182857,-1.20312670573252,-0.743654048368777,-0.914819306406226,1.99699528782481,-0.535403504917775,-0.893728439327163,0.69003718055783,-0.594270582376479,-0.268856370626634,-0.449747065428394,0.685781201305685,-0.134658109230497,0.638625649632772,-0.639577137634134,-0.477772009765015,-0.544722200659113,-0.539578766782243,-0.49619122234974,1.52969329033668,-0.0691338088218731,-0.30376817256017,-0.486948177447951,-0.578281712814147,-0.536022197896907,0.881700850638125,0.0108060455047271,-0.566755306279083,-0.310740520905509,-0.321855045596035,-0.484238779077245,0.0484921530809802,-0.649216290438956,-0.449973526629263,1.54141241730012,0.523056159936076,-0.522211335159632,0.527505932465108,-0.671297729961447,-1.14558032184262,-0.840207814510003,-0.696910567734027,-0.735567863982097,-1.03006052494435,-0.807266179336331,-0.454583313856632,-0.45205365895172,-0.377594711446158,2.00677627042562,-0.463765351618319,1.49602622330034
"PSEUDO_Vic_3 (GE) - TPM",-0.733319589532532,-0.438578555451099,0.446784584967056,-0.382875898916188,-0.775169563593147,0.483250447999327,-0.315339840096431,-0.244750541914379,-0.611096516668841,-0.857301130936824,-0.153955175923293,-0.484303829113652,-0.650150760896225,0.176384673420485,-0.815972328982229,-0.369782459766867,-0.341037089607106,0.716595116480314,-1.63526236471427,1.06612139702965,-0.452244819275628,-0.709798533581934,-0.342100540537084,-0.566961955166749,-1.23207461691617,1.51216109908334,0.0933092304704962,-0.345525640286604,-0.461946472293919,-0.680825754127755,1.00310916050029,-0.197113569019554,0.197060329986871,-0.313085020041813,-0.543169174106928,-0.365328553851068,-0.502280799248544,0.169988954569056,-0.607221268091974,-0.506170998710048,-0.204943896037871,0.455314040387676,-0.50892307274045,0.227552289315752,-0.459564500194637,-1.26139581504768,0.087455984793342,-0.465365222066771,-0.173844511048835,-0.459385507967953,-0.563474354594983,-0.443828126180783,-0.450390624461727,-0.465375650750218,1.88596310193265,-0.469750346461949,0.479258402951857
