"","ECP_RS00435","ECP_RS00440","ECP_RS00710","ECP_RS00715","ECP_RS00990","ECP_RS00995","ECP_RS02060","ECP_RS02255","ECP_RS02700","ECP_RS03190","ECP_RS03635","ECP_RS03645","ECP_RS03900","ECP_RS04095","ECP_RS04250","ECP_RS04520","ECP_RS04720","ECP_RS05050","ECP_RS05265","ECP_RS05465","ECP_RS06715","ECP_RS08565","ECP_RS08705","ECP_RS08735","ECP_RS08745","ECP_RS09380","ECP_RS09565","ECP_RS12540","ECP_RS12560","ECP_RS12565","ECP_RS12825","ECP_RS12985","ECP_RS13245","ECP_RS13385","ECP_RS13800","ECP_RS13925","ECP_RS14125","ECP_RS14195","ECP_RS14565","ECP_RS14770","ECP_RS14810","ECP_RS15385","ECP_RS15410","ECP_RS16310","ECP_RS17140","ECP_RS17955","ECP_RS17960","ECP_RS17965","ECP_RS17975","ECP_RS18015","ECP_RS18175","ECP_RS20165","ECP_RS20375","ECP_RS21065","ECP_RS21185","ECP_RS21980","ECP_RS22785","ECP_RS22830","ECP_RS24000"
"UPEC_Li_2 (GE) - TPM",-0.497033850456959,0.595281095590961,-1.27414931442194,-0.96372467274698,-0.547286358724277,-0.433221692654338,-1.0256426603839,0.038092471260461,0.654183448673766,-0.0384903923934978,-0.453081275588005,1.09323460914601,0.236722632447438,0.873821469201953,1.47170780789871,0.220966373829772,0.0247621138527382,-0.580520119513298,0.0504100973680663,1.37406533352719,-1.68439428072844,-0.00532977814799101,0.0536280366431939,0.202925191541317,0.233162831888757,-0.289476948651349,1.10321154393533,1.03236916691634,0.59110763217023,-0.541475126429314,-0.0383904497832494,-0.758586488710182,-0.637903606730568,-0.916727746261792,0.251894715172395,1.04413209669207,-1.81286953246947,0.780383848249129,0.412432586246615,0.0634759639498592,0.0675822358966339,-0.588289168022401,-0.677804431108813,-0.189213957381971,-0.482407441563345,0.708923689316108,-0.0314969228190823,0.587373589594036,0.887949865384068,-0.503141856187063,-0.477287129642528,0.77314105845276,0.156094124530097,-1.4393191470877,1.04342163364162,-1.20842224938282,1.00559346545584,-1.27774168068916,0.616400403051556
"UPEC_Li_3 (GE) - TPM",-0.0887590572004789,-0.114453731654205,-1.0558799548791,-0.75563476214871,-0.297388375780854,-0.817670987116209,-0.471432822136963,-0.0947594402316261,0.618050242958493,0.23981403410911,-0.272976018241687,0.899094814605407,-0.0477508227029621,0.388985734855615,0.662701453499417,0.395663104981441,-0.110131773017884,-0.605519095796611,0.092256632072639,1.15420697180515,-1.32657244478787,-0.709981943978405,0.255203718187258,0.195494668223431,0.252925464219255,-0.362755655538073,0.856915314361435,-0.0943310003646473,1.01185534675038,-1.01555943121778,0.808880185416055,-0.573454142588935,-0.725687760794382,-1.11149081249832,0.708305497167393,-0.115704368301704,-0.394894150928017,0.447474198051082,0.750828874104489,0.316059855039748,0.542625999414183,-0.731205572399077,-0.828146353416616,-0.29950001062322,0.654993136508618,0.720890916212919,0.516300395543152,0.804382400959203,0.435263169939285,-0.558245641598515,-0.460917976087241,0.808672084652513,0.253791211605572,-0.857114678329804,0.484863957073752,-0.753049973486917,0.953686938771253,-0.635442470373293,1.53433808889029
"UPEC_Mig_1 (GE) - TPM",-1.24991384764013,0.108800422261594,0.156855457562022,-0.209390249445697,-0.712335350636393,-0.468589569090623,-1.38502090186865,-0.731163536189734,-1.34149357378248,-0.483007461588926,-0.901427641524272,-0.408038337703058,-1.27254265811338,-1.16448702197787,-1.61335385429042,-0.662493773516404,0.587250654044981,-2.00148770882064,-0.516302561341951,-1.24684722523541,-0.196248122462112,-0.340322689820261,-1.09401437954379,-1.33828501958385,-0.649850215345751,-0.877165606756508,-1.34953242690417,-1.13512804404773,-1.01968031753548,-1.01555943121778,-0.586069518051238,-1.41581887787832,-1.40243402933161,-1.20451196518534,-0.740975570132402,-1.43475969235604,-1.37407416507957,-0.777980079677541,-0.813745626220893,-1.11600684386264,0.407364096659552,2.55725456443068,-0.138071868888033,0.000476277519570594,-0.460221083689493,-0.860531146130465,-0.561421921087556,-1.05291655122558,-0.819674308638209,-1.24250907735553,-1.90953006017806,-0.93237434607837,-1.01284281873925,-0.876358506317034,-0.946020651436117,-1.21194961812383,-1.50958484922893,-0.435942157210901,-0.211725068116864
"UPEC_Mig_2 (GE) - TPM",-1.08864460927389,0.0664541630190977,-0.405699538362924,-0.437898109366353,-0.643098985075165,-0.839326506580456,-1.06072453536326,-0.864307489795783,-1.48457151780726,-0.444963471439843,-0.870163734598545,-0.876804800741495,-1.3585896324107,-0.746348216209719,-1.78091622714863,-0.697491390518911,0.406759658086423,-0.925185526339857,-0.692391395653475,-1.38366396729497,-0.715937760091699,-0.399192363575556,-0.718219127847927,-1.3111529135445,-0.887934567885939,-0.927681917683338,-1.40505095880097,-0.774322973503749,-1.01968031753548,-1.01555943121778,-0.26347937908431,-1.19121746721433,-1.48132598567074,-0.862288116532271,-0.69827170395237,-1.80714583710163,-0.964819906183315,-0.259025836549847,-1.17887010384912,-1.23059105778322,1.03580141389799,-0.72551555390017,-0.992694350155958,-0.243640894624755,-0.589474346426549,-1.01975704610739,-0.666562368210184,-1.1433351476278,-0.62274063346248,-1.08676570163488,-1.15856071376492,-1.11453766402044,-0.821985576203338,-0.995267120052776,-1.44248721594849,-0.593592700539425,-1.25585259144739,-0.361424102767306,-0.761137383255543
"UPEC_Mig_3 (GE) - TPM",-1.40788414162996,0.195677624005127,-0.166868305532373,-0.108287092599368,-0.521099724296465,-0.788955164681085,-0.441716537638179,-0.415677006037561,-1.38592501640408,-0.539924956871551,-0.77091285510015,-1.13281504012951,-1.342810606983,-0.534613992581534,-0.943630712070375,-0.666335405805226,0.836509980539334,-0.698228779162664,-0.164562482757027,-1.26179771371901,-0.430999116731107,0.333679891663531,-0.201895023655067,-1.33053808496875,-0.728167009597754,-0.897289760140949,-1.37187616945275,0.514896637095634,-0.53727216453011,-1.01555943121778,-0.884175295260575,-1.01538204456036,-1.38551276509411,-0.818220045233199,-0.539107021840546,-1.41040858255698,-0.69936872755094,-0.467942455606277,-0.470327415573643,-1.30293723289438,-0.207031958405669,0.0978692476662977,-0.285509239743392,-0.254140929482472,-1.45671232707749,-0.743816445915374,-0.722772660341834,-1.07934358944941,-0.955508760001999,-0.771947874418416,-1.46061385096142,-0.698537530172491,-1.02408385369039,-0.960522033834851,-0.402612740249254,-1.6488517265869,-1.11014465298886,-0.0825836989424634,0.0668963730828015
"UPEC_Nd_1 (GE) - TPM",2.06206329987189,2.40326110071411,0.616376356853832,2.29032086705633,2.99948171489013,2.03169556178136,2.35528922867796,1.88010511541925,1.7694027633616,2.64730033500575,2.12168118161145,1.59936075570493,2.10264257627741,2.28950402232142,0.947602367355156,2.4875005208334,2.28864930566452,1.91883210808271,2.93980879738238,1.37629549135418,1.68981245655077,1.52475019836339,1.33721876121749,2.91394457361683,2.3591832811438,2.28701840307632,2.6110534465604,1.75973720206987,2.30743483005737,1.67732509371644,0.869307504369849,1.73930528042122,2.07580793807923,2.23846648917785,2.22286016651845,1.83423244350246,2.60509156165209,1.17987383000789,1.67526511302839,1.4630938450016,1.17095484130821,0.601424862455138,1.73681616236922,2.1615704604529,1.34214825579605,0.932666452793096,1.5699768045189,1.80002302048733,1.41314452613236,1.27415901304902,2.30136748106742,1.48857674439415,2.76715734706014,1.48466341268361,1.29314544015366,1.83622493065517,1.71174059024166,0.962362064021269,1.83989896646743
"UPEC_Nd_2 (GE) - TPM",1.47764208960957,1.07931275185999,0.497077753168298,1.18157601316119,1.77211851894138,2.09549253183819,1.1933147952436,1.66333863546978,1.80727440867098,2.60086337435121,2.77133587271017,1.89017857012183,2.59409090370194,1.61416164534467,2.15353852932667,2.05430160224394,2.0327505865126,1.70582615960995,0.919958182135806,1.57621623269264,-0.225575071784799,0.506377557637129,1.54250169580314,1.04781837068762,1.41886810044607,2.45535589299883,2.34866509860326,0.704790548784032,0.653965968411313,0.790584323124095,1.07368224033634,1.13833321303704,1.79150226464539,0.813322786997249,0.584172444820613,0.847973235724749,1.20876470699225,1.59770910038149,0.523361170723831,0.838433073754497,1.09990541582899,0.444840016883799,1.24974196679189,2.10352174655209,0.844342082135487,1.15006302561952,1.25859877479087,1.68366370495191,1.6293610036261,0.81879826566609,1.31495353181306,1.94904629447749,2.04228213546131,0.263107088928543,1.08778815463106,2.15972017691485,1.50705697817178,2.06203314074652,1.45162173905117
"UPEC_Nd_3 (GE) - TPM",2.96449878608906,0.94170139674716,2.46539274466765,3.31832143317375,2.24682509815767,2.13441363041362,2.4696074076867,3.18569793110103,3.67894038646997,1.24616712258171,2.22083362812868,3.04123932227242,2.03889127619955,1.66000191623624,2.91025624529902,2.42135474275706,2.42987418209416,2.37716870450311,1.53141330139429,2.03925422233667,1.67673891987922,2.96551639381989,0.621032347303063,1.99058493314845,0.984401109423119,2.57496279420419,1.55598076256043,1.42807959889767,3.38524162577303,1.17843110971447,2.21494964444713,2.5031819906489,2.62200444414916,1.47399287900654,3.25025836826954,3.12902502897717,0.954697073903889,1.99948813413075,3.45501701810798,1.88480518839069,1.21662611608621,2.72351134263462,3.11273139963359,3.64011566427151,2.34089566711858,1.19428834959613,2.7304967176189,1.73928296721162,1.96250718274642,2.10704627061143,1.30233333467648,1.72253156667147,2.49540721741836,0.694734857902656,2.36803637194103,1.5510699146569,2.47708468775194,2.42704645029242,1.62477566096331
"UPEC_Ns_1 (GE) - TPM",-0.571532452477087,-1.24023297708841,-1.04706368100441,-0.658310740557776,-1.14664911588597,-1.12844921211201,-1.00572404638467,-0.92238451087499,-0.547348884029722,-0.30873503590994,-0.552689800823435,-0.315299493542583,-0.0420828108968327,-0.68133354537852,-0.513684225935758,-0.620874654934202,-0.893318304007187,-0.930952124867451,-0.779202616057624,-0.106764022603785,-0.688449561636122,-0.478209146244534,-0.994522626770781,0.0616179771480002,-0.229473656259517,-0.57903646106583,-0.212602512506002,-0.884178819054669,-0.297848235091186,-0.416346103457959,-1.3531845757456,-0.764834584786933,-0.737071856144928,-0.749776967006473,-1.25468722519625,-0.0189916132985989,-1.20408263916865,0.153026454025651,0.166360363110834,-0.181283649550676,-0.645366982334459,-0.43566949625786,-0.834554144970028,-0.762077293085748,-1.22491244631208,-0.981351775800821,-1.10936069160897,-0.801319695745528,-1.13833695013181,-0.807186928329749,-0.718294578413388,-0.346086315752512,-0.576797158986823,-1.00684295855084,-0.618436366382339,-1.08504097212263,-0.546679913374419,-1.32896974866383,-0.440806267179681
"UPEC_Ns_2 (GE) - TPM",-0.630853168612825,-1.09741936738867,-1.30018017068498,-0.39279995518746,-1.06200157407557,-1.19972726036235,-0.237612682076688,-0.529046122237652,0.617436970889521,0.608807270365881,-0.343219350188744,0.411617046691193,0.33695269972151,0.00945042117681388,0.700160100459104,-0.278849680153786,-0.714221694120525,0.0571624558751013,-0.40198259885517,0.554100799676709,-0.567470166941868,0.307069390124919,-0.120336426436955,-0.0523719120999894,-0.0864833391076791,-0.333647159646594,0.338440513293555,-0.414941503642062,0.292380875924116,-0.832858389171905,-0.838254696139919,-0.305831254114736,-0.0398752874964275,-0.609111766804845,-0.482831953450352,0.493375813750224,-1.5730773412225,0.707153992416974,-0.029683031518555,-0.0537302938161467,-0.686989756960206,-0.481738334722503,-0.292511934487307,-0.778185912555019,-0.530547776411192,0.112830036902275,-0.0913439323973578,0.311244992568261,-0.309037915605906,0.276192641696569,0.212554432301496,0.314917048552871,-0.0760117944995154,0.725253930396343,0.227764473580378,0.102366025432179,-0.0286581795266287,-1.02362600620059,0.562578257344746
"UPEC_Ns_3 (GE) - TPM",-0.331272080251065,-1.22421148287897,-0.937740545964611,-0.659608292910191,-0.866148296799578,-0.901461692165218,0.294305498058803,-0.706751794488253,0.600245606400317,1.11770977191536,-0.469577399400346,-0.0141240638587362,0.615906647837069,-0.431359833437386,-0.551952492273096,-0.170037850681773,-0.314000926049318,0.696116326951318,-0.460481579584324,0.15463800095016,-0.880845391376592,0.271148891516575,-0.100521537836246,0.31786444691682,-0.253958186169053,-0.301064147393256,0.24394002384463,-0.866184674145607,0.851140769134437,-0.00609529000863032,-0.742127710472978,0.633126965172202,0.0672096620330272,-0.075922983126175,-0.619410889136712,-0.38056400888139,-1.25481994708149,0.590881067765763,-0.22014486501262,-0.0592217364586991,-0.838418177522319,-0.756806915796008,-0.0832724057525829,-0.691968500406526,-0.686072902066512,-0.452727855549208,-0.452384804397334,-0.00242643531279347,-0.40471138681451,0.58982269503772,0.162487252618142,-0.119592039766384,-0.216648535646671,0.0412686072076878,0.531586636316174,0.123724647000354,-0.71606878990095,-0.674387947972806,0.349248314548038
"UPEC_Oss_1 (GE) - TPM",0.254917870493188,-0.876015792855359,-0.234763948866051,-0.0932849944958062,-0.101048025029501,-0.657609227803145,-0.0312181297582819,-0.752269093168023,-0.986447253829872,-0.91169986439793,-0.432982133848597,-0.830213389393432,-0.0923089267902774,-0.871172866327904,-0.324278937097155,-0.777288973394766,-0.780514424580307,0.136779996558779,-0.330876062115246,-0.36347165590959,-0.370386541781125,-0.222214413445348,-1.03014931714881,-0.180024483075957,0.205618244107981,-0.649074977484875,-0.743998806929701,-0.347895363480767,-0.247317299597966,0.0560945358062534,1.45232239771525,0.0569375898020247,-0.0120199369053548,0.529861927978989,-1.19053233312495,0.157732047124917,-0.379248648202097,-0.414069303874172,0.291071837909063,-0.12691918918862,-0.751074676933025,-0.615412026017672,-0.355451509521319,-0.537419568437131,0.533194396341221,-1.34238772430273,-1.22659399767797,-1.07219338741785,-1.17287603933055,-1.00088123896724,0.237787656529209,-0.239788580423155,-0.673885980763798,-0.71237683914789,-0.38777730219987,0.0977402345049644,-0.0773610525722678,-0.491631413445454,-0.378088019351485
"UPEC_Oss_2 (GE) - TPM",-0.0875091762350673,-0.934818952893589,-0.391214708470398,-0.203348784908019,0.0942490062511679,-0.30676827109938,0.191428375430077,-0.206886575051558,-0.558267812083985,-0.0364670855133693,-0.244526278340454,-0.887365268019921,-0.168742934716029,-0.465722791933845,0.0608760136730399,-0.655461447490333,-0.612394568564961,0.168798005135083,-0.261437713875667,0.115513057724989,0.0363670233783501,-0.961912052900107,-0.450306309038017,-0.0646591829491171,0.0489905607885709,-0.516113009848204,-0.338097554590812,-0.387131106889314,0.300943626001097,0.738500520814137,0.671848283085428,-0.0179124541428518,-0.0723512243285773,0.904352706389744,-0.228747581452686,0.697569570654175,0.3764432153874,-0.240494618680572,-0.50952854199505,-0.119214480482201,-0.51292879718537,-0.367070444285012,0.62688659909835,-0.53278288261224,0.190800578676161,-0.840089613301502,-1.02276939814095,-0.799805086721507,-0.768268963929363,-0.302605783601833,0.074879212677063,0.444949601110376,-0.366050390824848,0.280627399385142,-0.110997842830234,0.233736755809099,0.104137753574675,-0.953664788912733,0.159571651300912
"UPEC_Oss_3 (GE) - TPM",0.420473072698173,-0.911733494212926,0.0844264587808061,-0.418348664753059,0.582285326937675,0.32972239032424,1.22685519061292,-0.416097960751534,-0.504111595593369,0.208164720629331,-0.00619114620006135,-0.647728324742634,0.655143803376507,-0.869245150819631,-0.322962308737233,-0.563168068032854,-0.544294674906513,-0.349137487262293,-0.499505859550377,-0.0682741502329627,0.57477547337153,-0.99382344741954,-0.894056737236085,0.0775509982204641,0.00858829443006136,-0.397837440364435,-0.485726114925986,0.0638235335883079,0.115472953366365,0.454464438226543,0.496443270395635,0.61969492583637,0.300551833357173,1.56603674272423,-0.839654379677693,-0.253638655682119,0.417256126858093,-0.199716232189456,-0.761983229015389,-0.14584899382357,-0.678139603388491,-0.693170097821618,0.0300299215274521,-0.546077964542164,1.44652679480409,-1.03580356217064,-0.954540202687363,-0.772306554424498,-0.658654723071766,0.078913625116822,0.752701342836722,0.0151523115023983,0.029087838029528,0.42325440240635,-0.396806949182215,0.954100039160552,-0.00241949084985273,-0.163443458952116,0.285538552418888
