"","NTHI_RS00245","NTHI_RS00390","NTHI_RS01940","NTHI_RS04765","NTHI_RS04820","NTHI_RS04825","NTHI_RS04830","NTHI_RS04835","NTHI_RS05045","NTHI_RS05730","NTHI_RS05735","NTHI_RS06630","NTHI_RS07855","NTHI_RS08890","NTHI_RS09050","NTHI_RS09055"
"HINF_Mig_2 (GE) - TPM",0.868196545851434,-1.50980238487386,0.43505971704044,1.08335196540648,0.965839201768762,0.894531656559537,0.836366431853869,1.22499628391564,0.766714407484949,1.25616788181942,2.03681068539556,0.992681375888114,-1.57495370673946,0.670799109485043,-1.22534818873285,-1.44510915616045
"HINF_Mig_3 (GE) - TPM",0.29456363770907,-1.48833683761817,0.148461386335256,0.63854624765287,0.967640219176541,1.0717268641433,1.06534736443505,1.46918241566209,0.406623574188271,1.87669196875807,2.29382019012727,0.524935384656266,-1.34586599535496,1.44902142675798,-1.23511604391117,-1.47928939013906
"HINF_Nd_1 (GE) - TPM",0.327217489753617,-0.85279735506605,-0.0136555922833494,-0.342619166959898,0.910874271557138,0.727169723952121,0.818760625679582,0.607371395517926,-0.052219377562002,-0.557303009437021,-0.475154375727772,-0.542354513256434,-0.0763625376062289,-0.616342399840836,-1.00711121060591,-1.12531601780814
"HINF_Nd_2 (GE) - TPM",0.706172365429933,-1.04467703918333,0.0767604259518835,-0.383104108541598,1.27235897493803,0.764568794820443,0.507477757589331,0.536381026326287,0.117610233499004,-0.581678016364823,-0.627664881960154,-0.498760113615963,-0.613254993101804,0.190881519974714,-1.08522957405423,-1.19757134079605
"HINF_Nd_3 (GE) - TPM",0.312336799123242,-1.0324807946633,0.561266861180775,-0.261110664883035,0.811273277332423,0.959999366980471,0.587211117450646,0.558590608395693,0.165373731996574,-0.551878996117319,-0.665623244418669,-0.536501564252258,-0.128238266307266,0.386788736493047,-1.03166052521546,-1.22311749400064
"HINF_Ns_1 (GE) - TPM",-0.452281379175704,1.74820792478126,-0.444143287032402,-0.844029942886923,-0.866048016313837,-0.864622766024396,-0.953003893103708,-0.948736863672827,-1.21195281728903,-0.587119790478352,-0.657697319545717,-1.03097232746145,0.00761002608496521,-1.70729493078337,0.431038784737725,0.5307672958182
"HINF_Ns_2 (GE) - TPM",-0.527107021472412,1.61444283690189,-0.501093892466082,-0.873472860033207,-0.893662540654592,-0.811419197667422,-0.861242184977203,-0.989553989085602,-1.21293839357466,-0.428707877287073,-0.577774159182179,-0.721009778249495,0.516285508737556,-0.919365297340129,0.300040511490248,0.339199096867996
"HINF_Ns_3 (GE) - TPM",-0.195861869665492,1.01162338910996,-0.770255505606385,-0.739807415961919,-0.854072603436908,-0.924261378431044,-1.06600783763145,-1.13039855775119,-1.17650020718968,-0.341409570999637,-0.591544500955598,-0.45357168215194,1.00488245579433,0.312464385205079,0.0335040092238168,0.283799067290963
"HINF_Oss_1 (GE) - TPM",-0.0259971193381141,0.377464764716522,-0.0548737839182881,-0.220068132830101,-1.09628010256356,-1.06927545917416,-0.969933138469861,-0.878147069993464,-0.853093421804604,-0.777551633089523,-0.689708319471022,-1.48907811964136,1.12870604660357,-0.894904486088478,1.97899978285314,1.73608426855387
"HINF_Oss_2 (GE) - TPM",0.421133357677329,0.210165056435478,0.763178881404422,-0.352653574112617,-1.15769553039312,-1.12080308596135,-0.941243407959543,-1.037182444539,-0.769392666414651,-0.591503044469778,-0.635066764094012,-1.25367321667522,2.23665564996008,-0.962140259856028,1.65372774839778,0.797506837051389
"HINF_Oss_3 (GE) - TPM",-0.953927441695892,0.649705507912709,-0.0359522957413515,-0.500229458332016,-1.26185191048249,-1.24323906310265,-1.21839979011092,-1.12928050172197,-0.983002753307093,-0.887929293704753,-0.840958103937226,-1.54988309093629,1.66610272034245,-0.702340890528759,2.28767072840829,1.65549431392479
"HINF_Oxs_1 (GE) - TPM",-0.950064502154572,1.05774541603914,-1.56080081289583,-0.918577316930526,-0.866552547075583,-0.931283972163446,-0.882655612471843,-0.89047554404317,-0.962123838605224,-0.882252941989415,-0.79553005437227,-0.871755947666033,0.163010553051143,-0.717449859497945,1.11146447347976,1.18260106728681
"HINF_Oxs_2 (GE) - TPM",-0.0226771752249586,1.27932506117697,-0.434083873553622,-0.958868015534097,-0.848155980226011,-0.860503761764025,-0.861359411446345,-0.816501294087969,-0.915760631363745,-0.75805085951193,-0.770512552896075,-0.484213886879455,0.675100417621195,-1.24407593396811,1.12781066473124,0.797403339488735
"HINF_Oxs_3 (GE) - TPM",-1.59386521493348,0.809967268713091,-0.786409290899807,-0.918373769690729,-1.09714987884381,-1.16612967718353,-1.12806206771464,-1.17974364133234,-1.01966763539579,-0.744455555944498,-0.785449733388798,-0.535111877110577,0.910011858250912,-0.552849378496474,1.19433396208158,1.4060727650447
"HINF_Sp_1 (GE) - TPM",1.01968139008825,-0.151965362797949,0.574915428022836,1.43018704702643,1.03483611609866,1.34363311506542,1.39628203061696,0.939922056264684,1.23926000209128,1.67822102975438,1.37250456988459,0.933929358932023,0.100705139598252,-0.0175392427935088,-1.07751624527006,-1.26003163490682
"HINF_Sp_2 (GE) - TPM",1.63561943160756,-0.0780276737874893,1.96596095863511,1.04823815087467,1.09171749333866,0.739127984798104,0.812762299673051,0.702993524293097,0.752077408167909,0.782858625867297,-0.159905024174651,0.960939383092572,0.187724387028764,0.57304499400795,-1.15819557512199,-1.35282944553378
"HINF_Sp_3 (GE) - TPM",1.22868713404798,0.38034459967447,0.972209491658733,1.23978427121327,1.48515788669081,1.5521436972419,1.57510352490308,1.02662698155815,1.34104581921013,2.64355042920482,1.7253585000903,0.820146404499359,0.286286395139446,0.668959112286996,-0.980956220412229,-1.11853579255823
"HINF_Tm_1 (GE) - TPM",0.327918326224901,-0.643120224643642,0.168147354687737,0.419120411538241,0.574234344849479,0.731618215389247,0.663880126691682,0.302427803438511,0.364780451099319,0.262784193354451,0.929831846246375,0.488543672965201,-0.898585603943884,0.274933829217154,-0.78852424456167,-0.69969888887712
"HINF_Tm_2 (GE) - TPM",1.41455863116987,-0.819524515212241,0.31842074522813,0.452431399910227,0.921983488618965,0.798182510939222,0.192470905425586,0.21441715304267,0.292124512149084,0.554465572363711,1.3725691137962,0.305266013368339,-0.865070019720778,0.68008425442885,-0.855726641030238,-0.731763866615864
"HINF_Tm_3 (GE) - TPM",1.29761801645434,-0.898386984718703,0.154372605611538,0.672871952369031,0.712574297998742,0.638181399011671,0.147366466483329,0.0313857990419937,0.397604366421445,0.381917844805557,0.619531861462387,0.374106100576178,-1.51497445254268,1.42655035865112,-0.942094271938905,-0.849277889689095
"HINF_Vic_1 (GE) - TPM",1.16612408343979,-1.12579319612178,0.910806972119706,1.35711238225387,1.82653353246695,2.09319805355356,1.86839864237877,2.45427539386269,1.13948621138121,0.163433711989108,0.271279427539306,0.978627113760193,-1.11188701110891,1.60479657322621,-0.439263701079508,-0.292102623049365
"HINF_Vic_2 (GE) - TPM",1.2413932453531,-1.10332026700586,2.98441357023462,2.94395655724586,1.01132610720988,1.05788416867344,1.58003144677224,1.14649475277183,2.71237126756353,1.38953783829375,1.30495925751763,3.00559697258005,-1.47122487064867,1.58089496184118,-0.441784794739659,0.068611115511741
"HINF_Vic_3 (GE) - TPM",1.54766464967784,-1.13923991222592,1.09623445328204,1.51341160969901,1.13712442913191,1.04618183165883,1.74321517877738,1.76450745673647,1.65042546627206,1.66123950629247,0.941346092970537,1.45672037781852,-0.899828083743157,1.68709759273101,-0.331180171680107,-0.157606201945825
