"","PA0186","PA0226","PA0257","PA0283","PA0441","PA0443","PA0499","PA0573","PA0691","PA0906","PA1095","PA1096","PA1285","PA1286","PA1313","PA1347","PA1384","PA1418","PA1473","PA1474","PA1679","PA1883","PA1919","PA2064","PA2083","PA2206","PA2334","PA2705","PA2912","PA3003","PA3293","PA3349","PA3351","PA3357","PA3526","PA4080","PA4195","PA4309","PA4326","PA4441","PA4633","PA5115","PA5264","PA5272","PA5378","PA5392","PA5547"
"PSEUDO_Li_2 (GE) - TPM",1.40123137502296,0.0290630951717561,0.447207031962859,-0.538958816340674,0.533203280585557,-0.234073428790516,0.493877586012824,0.605482895321272,0.88856703062546,0.258142030913796,-0.257650896378272,-0.168732797652464,-0.0484793885594715,-0.131550347784721,0.308771687858206,0.566268914424703,0.726387930573564,-0.0970220539074046,-0.199707193775177,-0.492358185278522,0.0149071814601232,0.0946356548185405,1.45440495441603,-0.43963332961772,0.960114160635131,0.739354910726788,0.743149201680542,-0.643546977249694,-0.737822418365999,-0.124665132595815,-0.817111078053429,-0.141118996191297,-0.514169475108441,0.425277655516662,-0.00738468228503088,-0.466783759236432,0.247216611778619,-0.310860752772289,0.996139529303206,0.368024518492416,-0.0284753500159466,0.253939281015709,1.18152804304759,0.892699728565928,1.65175328404666,0.96203168780519,1.88628387583679
"PSEUDO_Li_3 (GE) - TPM",2.25749148712685,0.124147913190206,0.949689595490995,-0.598235222631951,0.283344167223987,1.71302680547207,0.583411829349062,0.674822496320086,1.25750643707091,0.193353109593223,0.187736300617711,-0.286186512392197,-0.375810890901283,-0.634361770086919,-0.506731501706319,1.31006841060612,0.71155320960047,-0.337282554556956,-0.56270958971008,-0.646267737740767,-0.0788368314765142,0.0158927313901362,1.53047767661541,-0.692668935338921,0.479771863246702,0.740959189311474,0.0180413991673778,-0.509494776422009,-0.0354340892805401,0.111907704127943,-1.37374430453064,0.00324808616795296,-0.730529003348012,-0.401236380804324,-0.232525209842896,-0.407713996535057,0.144750437037703,-0.400495595429714,0.495100222632525,0.0231658066192271,-0.241879135781083,-0.649169218775605,1.1690000968827,0.0513035292013899,1.0100316451061,2.01401124469908,0.958399811559855
"PSEUDO_Mig_1 (GE) - TPM",0.254111482454091,0.966520204083963,0.0336598888359965,-1.08572703760334,1.48068176145771,0.196272648612811,-0.955151752736581,-0.454475488365414,0.331699089647576,0.699902273232642,-0.0975234830524594,0.0320514338940811,0.0294048300925546,-0.447795192723394,-0.32344894211251,-0.46155580540305,1.08344927368259,-0.643833257892005,-0.6943054061185,-0.253977035541432,0.095337248915452,0.0131544374380348,0.587216021942746,-1.2200416645653,0.153267609369681,-0.465396003003649,-0.0495660195803704,-1.15890528493656,-0.432329653276823,-0.855771612265907,-0.0385308727318929,-0.307250516121945,0.788794961635634,-1.25261913745571,1.01595119524281,-0.509634137764388,0.758871031529354,-0.521342153433036,0.967107133379336,-1.10418520140079,-0.0623853077914691,-0.849372723446913,1.37085047629967,-0.0946611425012278,1.01491695435442,-0.852518171483911,-0.352725247482764
"PSEUDO_Mig_2 (GE) - TPM",-0.140311661118623,-0.0232191606738885,-0.206025608452501,-1.08961753007417,0.859732024702038,-0.497993067728247,-0.583301493140111,-0.985875547654441,-0.195506485971433,0.685404908731855,-0.321261710490143,-0.353058624610859,0.404028082134221,0.42080041922421,0.135261824738108,-0.391939916116982,-0.136103217228509,-0.528969676437323,-0.6105732713372,-0.578346773877012,-0.0745534592695224,-0.249097630121548,0.594503187120772,-1.06135784247938,-0.363301197511499,-0.571121278506647,-0.773772588335051,-1.3882187212943,-0.998798837840528,-1.216153447858,-0.964251609201891,-0.664188965214712,1.32813294724052,-0.756368278349881,0.313430083226178,-0.387537072947884,1.12807023227857,-0.727165323013496,0.161696427991989,-0.938456702225142,-0.515906770982348,-1.1302229532777,0.030636492694413,-0.255102794406268,0.525160217920605,-0.80921615969513,0.00162746520303692
"PSEUDO_Mig_3 (GE) - TPM",0.092971045590539,-0.384837593626748,-0.499441872661975,-1.08915571542486,1.27704939843405,0.137244809881014,-0.94795627004894,-1.60874042615768,1.20713867695083,0.788841848533231,-0.183310280820298,-0.311123916892986,0.27258282861061,-0.232126539078007,-0.679604001398687,-0.297599012742053,0.104972809128394,-0.445510639780438,-0.603412501734628,-0.624545287827915,0.182727233960792,-0.32599598420364,0.557252980567758,-0.754287467504484,-0.161553566297508,-0.895822403017699,-1.36370044939071,-1.40867536457821,-0.878871685521827,-0.666470157827931,-0.449078490631113,-0.799015365850926,1.21622980165534,-1.3371014686493,0.79223805033887,-0.13668268700786,0.522695434652329,-0.641294420094231,0.307307425322663,-0.950943973626913,-0.659818774818488,-1.20101544997922,0.474254281447247,-0.0850288544610919,0.586284664371089,-1.26408665033754,-0.340556014908615
"PSEUDO_Nd_1 (GE) - TPM",0.248348058002371,-0.099482402397722,-0.739078691468687,-0.684072790943567,0.586703378061467,1.35038939769992,0.69898504266213,1.45556993334206,0.315870900088034,-0.228465800166432,-0.580194785453662,-0.442370377324829,-0.966907247353638,-0.700271511176647,-0.898147631600587,0.906183273832885,-0.451312794014206,-0.481353086774054,0.947939298872273,-0.326936416018641,-0.827930952504663,-0.0813063125804237,-1.69442278911386,1.02060171161327,-1.17662899385786,0.289093210744385,0.743724360457259,0.53177978848333,-0.604005844071096,-0.276991500034206,0.147889549947538,0.551499454744112,-1.34642282123995,0.116060008374396,-1.30059585267402,-0.494514150847142,-1.1988976247785,-0.0161105352022905,-1.01550079114774,0.136249317454637,0.684268027966263,0.187504636636935,-0.307408536957177,-0.384595492851628,-0.117982304071461,-0.106171828667039,-0.580697158374384
"PSEUDO_Nd_2 (GE) - TPM",-0.261527678119129,-0.88639911906976,1.25772496937492,0.413921630188983,0.327971368866362,-0.850810014368498,0.843243850077331,-0.141522322378368,-1.5721006614684,0.113599516212973,-0.768331907990151,-0.390170198698896,-0.260273010655753,-0.831560544981388,-1.25815412740759,-0.327055248743238,-0.435130523121241,0.0540006446876796,2.32698850394755,-0.106687539446812,-0.892622487176406,2.571357045288,-1.68899601935217,1.50913720947599,1.24267114594527,0.225141340577949,-0.303478884439856,0.700529155001801,0.983982928972402,0.759253567591886,0.0394875897829927,0.21105358603751,-1.31580614563511,1.28520892718923,-1.44337646909853,-1.03221365002758,-1.21856059840193,0.0579988381487585,-1.28617733298035,-0.344616435860804,0.512885887345515,0.444067047844058,0.357380716300954,-0.240393951556411,-0.0297377332637249,0.302442155622772,-0.840127103061107
"PSEUDO_Nd_3 (GE) - TPM",1.75115299805154,0.442960808224979,1.04416026677943,3.57587435852595,1.0391761841249,0.774697631615628,1.31999742009813,0.550144515297202,1.30358336369126,-0.242492357051713,-0.455385817669088,-0.167957570076085,-0.651582402422375,-0.00221384186343214,0.373854771920984,0.75057963818286,-0.466652277196122,-0.451475670715274,1.05465759683235,-0.0516849032553827,-0.479143832449707,1.94744992846709,-1.1273311562785,1.32952430037553,2.33946586283915,0.823590295436732,0.774789064553815,1.48626220657134,1.01034536654368,0.251517753286581,0.914549985731138,0.446324958183464,-1.06455726018464,0.369699506630919,-0.823161119253966,-0.634246497591898,-0.482810035420631,0.0890437290900537,-0.791987960942784,-0.436033245108859,1.0272861424046,1.11139526777387,0.179034905448773,0.132573923183334,-0.211318863168758,2.13566457083808,0.543413425378242
"PSEUDO_Ns_1 (GE) - TPM",0.0848594700881942,-0.00992373880739246,-0.0872689103656561,-0.304063350537939,-0.0783049273899561,-0.228979170966037,0.812597243879951,0.286326207036453,-0.170652864502627,-0.421950773198155,1.53607973025998,0.92157791777199,1.33189103982167,0.837111490462009,-0.629166782876019,1.36415263678397,0.768190700543494,0.567892940468168,0.438516044443845,0.45850573783308,-0.514672186999544,-0.281692100006265,1.37061798060619,-0.07446539573204,0.536251025792293,1.46271024593327,0.326944099675477,1.207557935622,-1.0066438862232,-1.28260872821869,-0.632932549317749,0.180635369177393,1.3503411055325,-0.374875708629727,0.202008822167332,0.742905226302224,1.00091578084558,1.54046902582851,-0.0498677409377415,1.01183550682492,0.990555651252693,1.62801172009208,0.617774333405258,1.06380960561128,0.578143015047254,1.05134603887487,-0.256208638585967
"PSEUDO_Ns_2 (GE) - TPM",1.03147375979157,-0.739975195378685,-0.145751902253444,0.135965549818468,0.0151089001172834,-0.0137308049263253,0.975400148422519,0.696425749731013,0.644343656310024,-0.123449434817204,1.44098090327777,0.753572126133314,1.24576159013477,1.53767351819762,0.124243663572832,1.33460718135348,0.312541885996485,0.616062009922156,0.8940165572847,1.04246326821045,-0.165925240829273,-0.229429728079999,0.875526731201916,-0.392675410810422,0.962134049747489,0.883167370320284,0.537317152992509,1.06092583916949,-1.11390877588348,-1.4171763157193,-1.37668347118943,0.603239422722734,1.27041881737964,-0.160656529426967,0.793117442608264,1.54489280075663,1.26873203000495,1.9873280706776,0.467029083999342,0.924541820174839,1.18077960722341,1.37832184833452,1.27713365336822,1.7220426272873,0.808218156369085,0.181935248208726,-0.0638290410555764
"PSEUDO_Ns_3 (GE) - TPM",0.624939041866137,2.55224807841614,0.394899943690536,-0.0441572588233576,0.52914894711434,0.670354063281284,0.981874535624604,0.751360288346136,-0.0140422240443374,0.223294420572812,1.29809168950663,1.07040617891397,1.11251114279834,1.10058422511567,-0.334988157051305,1.31343639660716,1.25308657097486,0.737141188103982,0.644120912975187,0.826045569735164,0.267642210351948,-0.132234968149336,0.801004646016944,-0.578314552524751,1.25774889806556,1.61139440556973,1.6323870101078,0.724856397913354,-0.687541003104261,-1.84067660029893,-1.2233414960416,0.663964338872585,1.59494180743076,-0.394510073850741,0.678525669201068,1.42168273160323,1.75072498601458,1.88952633442585,0.94524134752055,0.844868830949061,1.33479972836592,1.38204189138045,1.21853276024784,1.17246043365288,1.18520516491239,0.0140326628876558,0.384327253175383
"PSEUDO_Oss_1 (GE) - TPM",-0.582756468390826,-0.218829833475684,1.4160356710348,-0.315943157431347,-0.470150978563565,-0.772012936651531,-0.0625486717385126,-1.21610442146246,0.565090111544668,0.539910541967771,-0.223932371092801,0.0150397350091056,-1.36378044348344,-1.1765108819299,-0.857231198309522,-0.843801351665453,-0.531257535613682,-0.0878252632558565,-1.04957283411014,-0.750908673230967,-0.447614453811621,-0.30089174159126,-0.667209154261184,-0.366530422182991,-0.986772797870499,-1.29363870836757,-1.79891664623676,-0.609968612694521,0.196932188531341,-0.121733047901272,0.366829101059876,-0.0823537409855251,1.01091041712925,0.221536835065663,-0.338888125566158,-0.855744369242064,-0.739289945608191,-0.700999887568417,-0.887916772975536,-0.581055988536442,-0.389977670339824,-0.303408371997713,0.921053585735754,-0.64167351651709,-0.424087685314849,-0.587070823573014,-0.365939522152671
"PSEUDO_Oss_2 (GE) - TPM",-0.0958080316426453,0.82636041050916,0.712753609335428,-0.00334007101858854,0.161882824879689,-0.674479265480826,0.5673860266608,-1.29060611693559,-0.582727482573818,0.228953262106883,-0.135898581385371,-0.0638721485552814,-1.52750674574796,-0.876202316918813,-0.805476098405358,-0.71907509140287,-0.0413605222036593,-0.399987162188893,-1.0723977435588,-0.735326867131089,-0.234517858671139,-0.236735465170218,-0.075659608581046,0.117615228014994,-0.676494791958971,-1.43269770199124,-0.777410612142295,-0.0875773181454392,1.59613682425131,0.50832614309359,0.971053941155253,0.708540156033505,0.826335562065899,-0.437676643866717,-0.00123548858938542,-0.640842510984538,-0.173944050074818,-0.609559754541239,-0.68951624341159,-0.537119534178396,-0.194376347246443,-0.48815120550858,1.01669224184016,-0.764862056500927,0.213549497507527,-1.18044990234811,-0.173897866888242
"PSEUDO_Oss_3 (GE) - TPM",-0.812977288095695,-0.972886523205571,0.330369063485637,-0.146236604049621,-0.919815125502058,-1.29338151520078,0.263777944973161,-2.43368457731775,-0.869651581223786,0.828060526244679,-0.0931247559502606,0.372284585918791,-1.49233958304843,-1.12952404261506,-0.565036026610927,-0.362151135394521,0.241730463745838,-0.0531694969724384,-1.05234894293773,-1.01423698599491,-0.354920790960094,-0.201299815259237,-0.697447436888483,-0.111531262949142,-1.54251342875934,-1.3134498824658,-1.54636353108182,-0.681169578134781,-1.28700834915894,-0.406489610034914,-0.833852207711468,0.556736586377194,0.106620605208835,-1.15370543142851,-0.155589909793589,-1.38136365443515,-1.165141550413,-0.654218921413045,-1.06425679929158,-0.725177162382879,-0.224321564481769,-0.298706137380465,1.45751295941235,-0.853700149026613,0.401858476882637,-1.5050486548986,-0.740677029779926
"PSEUDO_Oxs_1 (GE) - TPM",-0.595413326348432,-0.97371040147281,0.887417873886693,-0.734633590211901,-0.357147402888962,-0.334351462362794,-0.689122287050508,-0.179727906963074,-0.189584707330951,0.276271260828154,-0.0704796500496962,-0.267912124696093,-0.959675268347261,-0.978644286115705,-1.03714582236166,-1.19044181700196,-0.973911081006927,-0.334027465200874,-0.693041755410553,-0.197944432211596,-0.315044643431043,-0.754640652323846,-0.255606647274363,-0.914236095140889,-0.613866897345033,-0.279873535176664,-0.715568905573909,0.273367224327126,-0.892873374021124,0.611687778508714,1.14445910139403,-0.357148640219256,-0.164798091986358,-0.592144989217699,-0.409973658823096,-0.783673997288833,-0.683027949857037,-0.513986923430945,-0.0809749716972768,-0.264282095506555,-0.419520137701529,-0.289843239143027,-0.689067953226912,-0.142594816365077,-0.384307829325648,-0.732399242957378,-0.501796124495492
"PSEUDO_Oxs_2 (GE) - TPM",-0.885781436564703,-1.0383382272805,0.345328308780639,-0.685588201170874,-0.675074345276335,-0.51137927517735,-0.226170184263211,0.0696825897188057,-1.03067397687775,0.191808024600842,-0.153792376352174,-0.342863737375012,-0.691826685872326,-0.733879810448437,-0.850891534819228,-1.39398343182081,-1.3589267261812,-0.293183741141877,-0.657002439429869,0.197416018929646,-0.302054273730903,-0.427061243693673,-0.244636478178237,-0.410276250177536,-0.202638031549341,0.111578886442138,0.283423072806692,0.440865758628865,-0.721349986000163,0.618911938602435,2.29134924673185,-0.253318522630857,-0.0863504235737819,0.0774384326129935,-0.148816415889373,-0.519768601629013,-1.10856659330978,-0.5097058469723,-0.34148376531262,-0.18204225924,-0.299051971985199,0.0617215587224024,-0.643548098515065,-0.226734583699476,-0.106499077311601,0.463155759022052,0.13112954814481
"PSEUDO_Oxs_3 (GE) - TPM",-0.345167120171945,0.61881706217513,-0.228740293738872,-0.356448795226663,-0.70834979441418,-0.171353083045351,-0.714667335708242,-1.32381261431287,-0.599814104342449,-0.384320921186611,-0.39160280146486,-0.410977069270728,-0.953905048345591,-0.93983112546981,-0.33990301108782,-0.532286578138543,-1.48866466875208,-0.25911769959552,-0.568473106055972,-0.287988648660792,-0.403240778890048,-0.604243393571965,-0.0697633359961998,-0.249622629984927,-0.352069785778258,-0.431219412082867,-0.23099445773804,0.607322334618376,-0.693414925119011,1.4273110571556,0.556700300005855,-0.561935324322466,-0.137538916203247,0.099421111234982,-0.51970595646322,-0.848605606871328,-1.10170821285087,-0.548858377692659,-0.395030846391106,-0.292009159635172,-0.505757326909111,-0.551939163319775,-0.877880498409454,-0.204447714442876,-0.784020556295993,-0.107249412620715,-0.182698802642459
"PSEUDO_Sp_1 (GE) - TPM",-1.44769766538966,-0.223906738629971,-2.5905754875317,-0.846555120230792,-1.35645178991327,-1.51228510332927,-1.02129477877105,-0.11247334587266,-1.15610846838909,-1.86786902918262,-1.36374360125086,-1.48441826796379,-0.74497411082564,-0.784729341126921,-0.195284132706383,-2.09119350139432,-2.15885657941398,-1.1852327695036,0.289103525065015,0.861188360859867,-1.12858313725317,-1.02206611013705,-0.516636231417957,-0.220181191887946,-1.58581652675179,-0.933188832088033,0.692662483499036,-0.490568386463378,-0.221712744024824,0.234620129765613,1.13899264907818,-0.737201542826699,0.0181901789084653,0.482302292178082,-0.680396266807042,-0.734879570004299,-0.971598923633205,-0.640227095553306,-0.464498424373852,-1.31225171383752,-0.8306109034686,-1.09865312924728,-1.86046119668316,-1.2302939090944,-0.53364031684773,-0.0387071768283234,-1.62434247782065
"PSEUDO_Sp_2 (GE) - TPM",-1.92337237111837,-0.611224908216817,-1.4121055918798,-1.10032962349766,-1.27538292183983,-1.24564708345256,-0.63962639620538,0.698867731279167,-1.5721006614684,-1.87592868655086,-1.37127003222604,-1.36960274162559,-0.812003833602447,-1.11840091921234,0.15633147810206,-1.35599818557396,-1.18341115843232,-1.48222683069183,0.36687444224314,0.375915754094448,-1.0934775832132,-1.10590014284474,0.0934180775993188,-0.722826347950319,-1.53451731311799,-0.626815710830887,-0.296872204392345,-0.112831545891249,0.727750580125914,0.483158382259199,1.41885567685189,-0.537014103206614,-0.762198898633117,0.451405834925495,-0.688174608427983,-0.209075120372475,-1.05376585780199,-0.589779377484979,-0.6606683481519,-1.39276811778548,-0.869662727091567,-0.539245041196751,-1.48509577894646,-1.14320177065298,-1.47443948355968,-0.919758024973392,-1.40273368706051
"PSEUDO_Sp_3 (GE) - TPM",-1.6976228106443,-1.80447968969286,-1.94247225791226,-0.975702266441699,-1.68104967966068,-1.00645973912416,-1.01294301828452,0.580716474923755,-1.5721006614684,-2.78014310125465,-1.40206585444575,-1.42747913377008,-0.575709782119833,-0.946867230577817,-0.0854651817014384,-1.13483398648167,-1.95973124706349,-1.50602879992304,-0.0404641771570032,0.535161465180041,-0.941892462632702,-1.24430365299393,-0.0864342984265679,0.284141525973045,-1.35357751186339,-0.995967378646717,-0.143229360611285,-0.421806356044893,1.63633595231439,1.1599148653725,2.39647955157549,-0.743796785635374,-0.849784142280744,0.0400583422587985,-0.810639813112059,-0.521201574928321,-0.90588116399828,-0.493509173749234,-0.0976736602860872,-1.55815226471009,-0.961541801315988,-0.338847378459092,-1.6911063881022,-1.48203227315877,-1.0163987858119,-0.168111020466403,-1.00377955969722
"PSEUDO_Tm_1 (GE) - TPM",-0.976985272759767,-1.1695121997112,-0.494043105049141,-0.454988501162088,-1.00445927959669,-0.759552011153334,-1.41603482865517,-1.05389307114256,-0.449766024345551,-0.151676108061828,-1.21170562357345,-1.41827080418409,-0.789488483344893,-0.264531754358407,-0.443029266370914,-1.06703554591986,-0.907014573739839,-0.287226892335822,-1.46249208211533,-1.66234102305784,-1.0628007786303,-0.484167568210493,-1.71632490119382,1.64067904832177,-1.27943413542122,-1.34206232843947,-0.46158526433009,-2.09466247639202,1.20748442496819,0.458238364523657,-0.12193181008719,-1.98027702224276,-1.63216331387446,0.323101942514646,-1.43260932350025,-0.857792034709647,-0.55861582978194,-1.17803441062978,-1.42637607077083,-0.432468607544273,-1.69453679570865,-1.61124354541853,-1.30692221210414,-1.57336902346823,-2.01389651740332,-1.25649257931132,-0.754488723643312
