"","YPK_0001","YPK_0041","YPK_0057","YPK_0076","YPK_0077","YPK_0078","YPK_0079","YPK_0125","YPK_0126","YPK_0127","YPK_0170","YPK_0356","YPK_0357","YPK_0426","YPK_0469","YPK_0474","YPK_0499","YPK_0500","YPK_0559","YPK_0649","YPK_0699","YPK_0791","YPK_0792","YPK_0839","YPK_0867","YPK_0868","YPK_0869","YPK_0983","YPK_0984","YPK_0986","YPK_0988","YPK_0989","YPK_0990","YPK_0991","YPK_0992","YPK_0993","YPK_0998","YPK_0999","YPK_1001","YPK_1063","YPK_1075","YPK_1105","YPK_1150","YPK_1181","YPK_1253","YPK_1265","YPK_1302","YPK_1303","YPK_1350","YPK_1351","YPK_1364","YPK_1387","YPK_1388","YPK_1389","YPK_1406","YPK_1466","YPK_1502","YPK_1503","YPK_1517","YPK_1534","YPK_1535","YPK_1566","YPK_1598","YPK_1599","YPK_1600","YPK_1601","YPK_1611","YPK_1803","YPK_1843","YPK_1855","YPK_1866","YPK_1940","YPK_1963","YPK_1964","YPK_1994","YPK_2017","YPK_2018","YPK_2065","YPK_2094","YPK_2095","YPK_2163","YPK_2214","YPK_2429","YPK_2447","YPK_2451","YPK_2624","YPK_2661","YPK_2817","YPK_2820","YPK_2866","YPK_2956","YPK_2965","YPK_2966","YPK_2967","YPK_2968","YPK_3036","YPK_3153","YPK_3155","YPK_3156","YPK_3177","YPK_3178","YPK_3179","YPK_3180","YPK_3181","YPK_3182","YPK_3183","YPK_3184","YPK_3187","YPK_3188","YPK_3189","YPK_3252","YPK_3297","YPK_3299","YPK_3300","YPK_3301","YPK_3302","YPK_3303","YPK_3304","YPK_3305","YPK_3404","YPK_3421","YPK_3422","YPK_3579","YPK_3582","YPK_3583","YPK_3617","YPK_3688","YPK_3710","YPK_3761","YPK_3766","YPK_3821","YPK_3825","YPK_3921","YPK_3922","YPK_3923","YPK_4028","YPK_4102","YPK_4144","YPK_4145","YPK_4182","YPK_4229"
"YPSTB_Li_2..GE....TPM",-0.1583251672809,0.712628160195761,-0.48303131711441,-0.447866902605466,-0.437208263345787,-0.323807249194996,-0.493122046798799,-0.248913870104582,-0.22428840150306,0.441563275939504,0.559317790729094,-0.230408402426465,-0.346638935718105,-0.383528455468869,-0.00531047567129173,-0.369750059080869,1.33641926476619,1.82842100327064,0.616009260440883,-0.335113211110805,-0.747254212563339,0.955534307668039,0.199712457981495,-0.289963025412838,0.735265669831907,0.00131363386314638,0.146167824258271,0.145898411567571,0.41899343040351,-0.0332076944610746,0.586974136245356,0.51491529109369,0.384788289496084,0.502662400747507,0.616301783658997,0.558837329792942,-0.373534478623083,-0.306443546032928,-0.427209122223453,1.35308179510155,0.889920111289341,-0.817672287163486,0.51222562241996,-0.192482332777878,-0.398885335678745,0.244843666539476,-0.706819093803334,-0.8167295460458,-0.419419014853841,-0.304767267152775,0.131790955854726,-0.864481495763786,-0.699010747758804,-0.780759009075252,-0.544878232725015,0.633635286249275,0.455758636161117,0.730949262767938,1.14892036757614,-0.580499626446706,-0.439554083999778,-0.324631578593608,-0.909420936743349,-0.885176940077563,-0.657511460519002,-0.347988074660464,-0.562098454502273,-0.190640503535061,-0.393984939771625,0.713413511750893,0.151135473142423,1.77745842242888,-0.245485149246557,-0.31729047017211,0.166413822822547,-0.374924530056157,-0.372650301716373,-0.537667092807976,-1.25958133868198,-1.01409895638772,0.245050187661861,0.344186399356512,-0.267141428594981,-0.324326565620268,-0.746891655518325,2.24341443618478,-0.384459269363648,0.974468051617979,-0.36933330152229,1.40936971430269,-0.53193559867052,-0.337178634268884,-0.352375480463127,-0.44354500847278,-0.631325270501887,-0.164878331932222,1.71842035810638,-0.497581233053216,-0.350990381426993,0.947152020102653,0.915970774002863,0.761776327299481,0.523058553435678,0.571887484154916,0.652338819038918,-0.340281802954426,0.334345845502756,1.11313778331898,1.77847182348944,0.349258690148454,0.690208443428668,-0.290008712519417,-0.189788406652068,-0.21295710858874,-0.148816557935521,-0.10860864781833,-0.109492799621241,-0.217316486043103,-0.165348840670327,-0.318343544535437,-0.000549062977468323,-0.00904214896997782,0.612269627658647,-0.482824797337115,-0.438940223072938,0.813479408475469,-0.0165941916315109,-0.296732419978947,-0.293526503575033,-0.118927680619389,0.479987891821593,0.387121115383151,-0.402376997893761,-0.42525940971113,-0.382987732337135,1.23585458382349,-0.057763666933602,0.333436462077852,1.16780125027551,-0.333327794855145,-1.59064927379955
"YPSTB_Li_3..GE....TPM",0.699035737970113,0.394794865955456,-0.435151557613558,-0.402366929227015,-0.397073597882227,-0.358284612563938,-0.519574757519733,-0.369342164051081,-0.168637613036633,0.64270525072231,0.402297281441392,-0.452405504036594,-0.274014407729448,-0.369856630568678,-0.0188875769709493,-0.741932040887041,1.10658086860627,1.73414100148333,0.294012703916972,-0.387524797730743,-0.417574696239013,0.701556933415742,0.279845210137702,-0.444039834435499,0.584402611326178,0.0314923808200891,-0.030403674585405,0.0615304183595249,0.157344323625128,-0.25321523128019,0.472498201404878,0.360160300521829,0.435154628945742,0.348691832070573,0.328261570458933,0.426047415001722,-0.436956432247116,-0.138504150288383,-0.387229390725477,1.18172086215617,1.04492996116771,-0.885516770193703,0.15249217787893,-0.431015668925462,-0.31727026624496,0.0687572466727712,-0.791638536371091,-0.792346286028146,-0.251952140463145,-0.337387793757808,0.147050778502505,-0.775935409877706,-0.734607965715341,-0.750100375113507,-0.452363837064264,0.183940781943838,1.36023646644836,1.31955317383303,1.12744864252964,-0.541001794910461,-0.440125576667423,-0.260409279018027,-0.590894724684415,-0.719036147060183,-0.674431481194823,-0.400767805779,-0.376920716674637,-0.288843088689553,-0.383251500031879,0.219708858136147,-0.0908974847779032,0.960443349616019,-0.171949661031231,0.134145400316765,-0.158004975222776,-0.404673975293585,-0.45914698468633,-0.346043282745223,-0.98874191341522,-1.07036427764875,-0.0215286620549225,0.131025413550896,-0.379195983813505,-0.334963099219769,-0.866540474223923,1.92742646370638,1.50745345264621,-0.322930334432175,-0.12546408351975,1.12016541204757,0.226406023283621,-0.314085248561238,-0.350201451208412,-0.455912133912938,-0.675262325971622,-0.384033300935619,1.4160903273904,-0.458739249095138,-0.377182776760467,0.287136086167944,0.340323038801932,0.146847485690183,0.724482337230617,0.615709110170182,0.75060419488952,0.229258594651043,0.301195234039504,0.725111251808485,0.661132399347995,-0.124878080494178,0.791123736356556,-0.289208954898204,-0.198497852074831,-0.206001090897792,-0.0715402042737422,-0.0989076781119617,-0.259788747580951,-0.350187658638111,-0.14069755006403,-0.389207286331906,0.0941206110900023,-0.00424912881720184,0.698431357913572,-0.46430269989578,-0.424703831202366,0.726027733670297,0.687855222970319,-0.423268935224867,-0.409012599676421,0.0625235368490172,0.777377057029114,0.0782912177250236,-0.406126329671759,-0.462251029116631,-0.402016534337315,1.40446302675392,-0.238648925882916,0.268862356967044,0.835270843530967,-0.256178752704555,-1.49321137228014
"YPSTB_Mig_1..GE....TPM",-1.4492318372843,-0.317177536365081,1.86882213783426,-0.259405294570857,-0.267049263287583,0.390781877469917,0.791819624286323,0.0899171663717993,0.277492557276616,0.135434735116393,-1.60367806911915,-0.687520375950313,-0.531667300832495,-0.153725042565826,0.671544452447028,-0.741932040887041,-0.696421000767555,-0.655898120198642,-0.249683044212425,-0.301167613101593,-0.310003221876991,-0.731298417482152,-0.659254669984541,-0.649622132875979,1.08787966041654,1.96830403538092,1.51442533832831,0.736329152064382,-0.0561758155187938,-0.82519414312299,0.214806246731376,0.611838186568588,0.108572462372002,-0.0626866857530572,0.822011676868249,1.81825728283696,-0.140457811956813,0.362489146122615,2.52178006144756,1.18227425133291,1.58119638490261,-0.411753175291403,1.15202754361126,0.564432092840272,-0.43909381697377,-0.653022078658668,-0.335966347501128,-0.729880244719379,-0.342127289384274,-0.529889981022439,0.00491500159625558,-0.529851736454937,-0.584768951216373,-0.238478487511024,0.524152964213174,1.72630074171303,-1.10197238394196,0.787210375469547,-0.818772868421285,-0.140377114553214,-0.351447460506121,-0.676445298284651,-0.00444102037656999,-0.457788724081234,0.144115319349044,0.584255575841565,-0.270701142377397,0.00882542478748695,-0.158888321459199,-0.72213105216574,-1.07423042869233,0.0636911930176554,-0.254877420112347,0.515997495147146,0.207417200913206,0.000838682607454894,0.979885942459035,-0.874806484833578,-0.979031409399018,-0.461598715052921,0.10751763295505,-0.148049404435723,1.3439422779079,0.0184092005009002,0.797139843512038,-0.339983865892071,-0.892219618617588,2.06064965693368,1.78334976554948,-0.406036155521689,-0.446031490852196,-0.544700520166587,-0.758893960556681,-0.745140363274202,-0.903248668531176,0.347346796371095,-1.3064110258139,-0.293454176366689,-0.460459875892171,0.390661025339857,0.27509152771591,-0.082452684674396,0.564915788988826,-0.444921846230519,0.148579057970629,-0.146452529811722,0.0963363314597458,0.791399304232143,0.220884145922203,-0.940886263029918,-0.344064183783923,0.845337845853833,0.133217840577635,0.122536846060845,0.298477887723791,0.28804810717336,0.00606137586573917,-0.0270806940959841,-0.0291484947399379,0.314204864569301,-0.441175522835394,-0.0906312191493701,0.542348786028261,-0.700683869841996,-0.754646512943168,1.1405299812817,-0.689826453405206,0.328462695113491,-0.142705536089014,0.758896020478306,-0.128006558737535,2.0790511239651,-0.403195618985523,-0.341647958708984,-0.372751864317115,0.0716018234916266,-0.458671649958654,0.0769797342632016,0.100336405762578,-0.375442670228237,-0.0695555657619816
"YPSTB_Mig_2..GE....TPM",-1.47982474694816,-0.274566765923511,1.58082831112052,-0.274847042393107,-0.17403487159792,0.428156275313521,1.15706738148926,-0.217976267774359,0.611448299193519,0.120050857488679,-1.44624957527475,-0.554187955627626,-0.249990838398601,-0.228804787555964,0.868976475495422,0.0226582301791136,-0.851294291932009,-0.225194995479746,-0.317413052498318,-0.319072702884598,0.00157921986041503,-0.996586060999046,-0.574266781990176,0.630602043847605,0.978442107612142,2.06691192579199,1.34401251879891,1.03791175130105,0.227678026292978,-0.118309074328597,0.431150756311108,0.0497190702318137,-0.202938786773583,0.123282025037914,1.05333457409602,2.00119361382106,-0.300320158972105,0.489270177021997,2.16047803812637,1.18661004283018,1.58674301448161,-0.57175363772752,0.99328905180197,0.513044628907885,-0.371668164546797,-0.463748729094087,-0.0963248996909068,-0.780900900032038,-0.457995776555549,-0.490828529168861,0.0219024816737325,-0.556836464014255,-0.608901478144186,0.0998152257761926,0.339810263580933,1.94920050803215,-0.373996656422611,0.452449476317423,-0.68036557931457,-0.348984013299113,-0.308818866135306,-0.629505378972503,-0.025413034373311,-0.487969824861765,-0.0264410119330211,0.633797847050763,-0.0254080461599839,0.593598566347276,-0.147034764805161,-0.576791335946601,-1.03260197535776,0.077990268995039,-0.471511936914412,0.51248905102033,-0.407416428668014,-0.0231129424312291,1.19885436231869,-0.850747099891461,-1.06851827818125,-0.604012001023271,1.20494550077976,-0.612992879966169,1.09382680525476,0.0452750750124918,0.745608220819249,0.224184548832006,-0.923939519972034,0.749646423349677,0.746750692230548,-0.00678162352768247,-0.624677283935646,-0.53785036920672,-0.744529319891993,-0.66740043539195,-0.888736774202968,0.31533632182447,-1.03897246394526,-0.499436452230956,-0.49790799962859,0.0872860096008741,0.0260408666115289,-0.347458224095617,-0.0568509412150556,-0.282571941136529,0.0336735058047288,0.185847967790085,-0.0144455525410907,0.224081364423849,1.04184453117575,-1.00148607739114,-0.129578166232972,0.688412734381847,0.285642050808777,0.106330932945127,0.219368496076877,0.364081351077831,-0.0768000189027633,-0.136468591883652,-0.0874882982081841,0.463143966225889,-0.400770580187509,0.113781083793514,0.735512507687623,-0.683934322975997,-0.722497032271246,0.834941159108388,-0.85208119485305,0.435501992500751,-0.0679257375951944,0.412543469410831,-0.34090534744736,2.25899662835405,-0.406709279196074,-0.371524442076938,-0.357133632267363,0.459152880954967,0.364895163114916,0.0305530011109114,0.0811930130923433,-0.227292941006647,0.0485756119405647
"YPSTB_Mig_3..GE....TPM",-1.29276524388863,-0.813032368908111,2.25313061656317,-0.274175896887318,-0.15112546674003,0.590138741238867,0.707563974316684,-0.309986813274991,0.664746759059702,0.112252554499403,-1.78759444197855,-0.639265731426032,-0.303166276135572,-0.233987344026213,0.111348861836487,-0.304171681025433,-0.394495411812742,-0.62181656304648,-0.124264474128101,-0.373501377365866,-0.188613243786345,-1.20747094296981,-0.68521694183756,-0.306632331908661,0.995324593411822,2.02345743057915,1.43506851904867,0.630465402416988,0.228931126464402,-0.467390020175301,0.436589126417501,0.0664452481552419,0.352648091364498,-0.171959279339637,0.531884624682437,2.13445504569376,-0.0802935663109161,0.41439719834724,2.37369995306434,1.76497388325465,1.61174006923708,-0.844797900159408,1.57335198697772,0.704647870148353,-0.419183091819892,-0.537141238524851,-0.274374801126154,-0.798092641000947,-0.358961650567918,-0.538229437571393,0.0145140444868648,-0.457742831501568,-0.465540594040961,0.0751749593078266,0.915763281594743,2.21775900725387,-0.155297056562877,-0.582546157324813,-0.786733990739284,-0.347847656803092,-0.264176324350192,-0.558193998001509,0.102966703566218,-0.345648762521137,-0.10602169400165,0.691026590785871,0.2345931611411,0.17731840133256,-0.170433697046695,-0.647860952867866,-0.787036329335391,0.187512420337117,-0.337472488647838,0.8880991031366,-0.791754373443285,-0.115455553943295,1.16009739048853,-0.612739574160806,-0.871483316224047,-0.765922430613488,0.766565615617281,0.677378319183075,0.76199807170545,-0.0558164203062543,0.515499330589271,0.0884653022967202,-0.842075574905548,0.654911600998191,0.556873849583547,-0.100846182690894,-0.469339185681013,-0.562517544502705,-0.786375841987827,-0.722025629144225,-0.885950279186708,0.420472864776505,-1.06398964858947,-0.414058012620477,-0.398871701308279,0.422059218644004,0.732955533008742,0.120235087281507,0.0139665470415138,-0.186443453365857,0.0896918736542586,-0.0202481279943542,0.823278934459136,1.69531058287964,1.8321965095795,-1.0101375237603,-0.879189173075666,1.28074518012268,0.13728233589103,0.228619470420245,0.215155511513388,0.138761274859931,-0.0749060759485399,-0.110324654733122,-0.20640264465279,0.299384298532935,-0.325427123044073,0.433781458455892,0.645252189603169,-0.719897838957253,-0.793160831055016,1.02257783017655,-1.23266434806686,0.372854585297247,0.00827686511086267,0.998856395569333,-0.23073140739033,2.18642397229688,-0.415432178754893,-0.28497849851479,-0.359099448907932,-0.0730200084132777,-0.290113118272595,0.154820478816666,0.185851042586768,-0.263449690784681,0.046286407885559
"YPSTB_Nd_1..GE....TPM",-0.765223220586909,1.23410505339691,0.928209542429211,1.02701864328037,1.04145340486148,1.12719936717991,0.535784124213074,0.00817414775256222,0.344934588952834,0.819395075722314,0.502068849912038,-0.132692555568958,0.118005926104972,0.130439436692579,-0.618425840083295,0.936671419959521,0.201391097263272,0.110236442252465,0.134222895834098,0.0234661210833455,0.319004050277963,0.559641129364928,0.937673440000788,-1.23371288767757,0.86358261914948,0.295816531562675,0.374670266938599,0.974031925296702,0.882890236793194,1.24057861161655,1.09056215669302,-0.00851281414484349,0.892020025549562,0.321834529791743,0.104610311768819,0.386288335995856,0.0412245712969672,0.2898452447577,0.769454607508733,0.474875765444036,-0.134893446769401,-0.625797926424971,0.160889138090258,0.0236237769110376,-0.112183729706178,-0.0861160503888605,-0.143073312820806,-0.551100581550318,0.499083655135727,0.285135410413261,0.203048751362046,0.759422027792692,0.659405680955947,1.70275683567466,0.379338446885477,-0.0111443116218335,-1.36883086169335,0.562750207472137,-0.382474682358606,-0.184682859263322,-0.369139210875703,0.409645314073716,-0.106369832358042,0.745638474471583,0.771016457742775,1.12783951582874,0.141243260064809,1.02912798069152,0.729563233134447,-1.38095999695973,-0.263332066750499,-0.80700133828109,1.18981200096585,1.03899969056337,0.410804101089359,1.11885286309238,1.53279623454251,0.777018389317702,0.0665274838519514,0.655235094053345,-0.477974801625526,0.723714774494073,0.331449352640858,-0.0550099369744858,-0.602901369919802,0.257982216264207,0.311483254138019,0.798085530882846,1.47167618668068,0.591338619945952,-0.564714962051264,0.989378572928226,0.486271903139319,0.827640272076412,0.710862928957112,-0.18810565680201,-0.637202564850102,-0.102962565126414,-0.241177831413234,-1.50470204899007,-1.33032368728672,-0.81298646147458,-1.30365580437775,-1.12602447747505,-0.953354189013016,-1.14968785379458,-0.949465099842751,0.183454015701598,0.351913312498379,-0.653255013188267,-0.27846376860848,-0.286912324270458,1.48786162083819,0.834287574109679,1.12754292334462,1.07447704970274,1.38569296664152,0.852438157489836,1.27775438821468,0.505842257136901,1.44150933403931,1.01525011167394,0.776942051269617,-0.376367734547894,-0.648056242024501,0.0687228523832632,-0.142014118723761,1.48624224571042,0.559413498664755,1.33661445759683,0.697761921298387,-0.470700360800703,0.630517147667625,0.735180481245233,0.646467898748438,-0.0331398399559398,0.885174942908221,0.46721078195969,0.656626993910714,-0.010170430357296,0.672555648089676
"YPSTB_Nd_2..GE....TPM",-0.827007053741771,0.630100193931923,1.0623462774049,0.783593817890645,0.850886851283964,0.666018239092809,0.693768085135667,-0.0349341027256787,-0.0491666907781648,0.44007714971878,0.47886345952632,0.0162107698861005,0.03937894673167,-0.0653099781206908,-0.343477915922435,0.379732606854621,0.0865167748016476,0.524839151835805,0.259370750804042,0.0545920862454385,0.112990806858788,-0.119848079210093,0.961756348764739,-0.678742098268963,1.08256241392575,0.393255142816674,0.604748503980006,1.63453003473108,0.650329125278903,0.229202996212687,0.326476011493009,-0.231974041118349,1.35608265700099,0.242307894592126,0.459898574408593,0.202659970545894,-0.337057238217408,0.195578807684161,0.84644297024047,0.346530048187263,-0.375562084474985,-0.814396424815807,0.580547096600132,0.248520910056186,-0.0259705130511496,-0.0700433566140457,-0.0157858199211474,-0.657863423892191,0.0951225670493885,0.264856020757728,0.161353646118517,0.606803982100579,0.381618249705879,1.16869504904175,0.468693306017558,-0.0709888109585636,-0.504867426053944,-0.851036316716795,-1.10246763554831,-0.313992493400594,-0.364654787019658,0.655126524447983,-0.540379927439335,0.793304377715448,0.726609112269727,0.867683749205687,0.823793120829386,1.59859678178726,0.752426297988591,-1.39634126379166,-0.00731664015465593,-0.987151811221621,1.1044266327786,0.604305940424892,1.63722424870167,1.52561817747186,1.93175109308242,1.29585844599657,0.247461341978682,0.562545841475617,-0.899559633921921,0.320516855274593,0.254881382913996,-0.27778902788296,-0.354224711617288,0.450044938756802,-0.0629747020695373,1.35099452930001,0.232219413296456,1.50741208143946,-0.617589801482746,1.14029381634882,0.835363305260823,1.02351656963455,0.981070377500951,-0.392211531555776,-0.91039294055304,-0.178298737143398,-0.251249797573238,-1.66478615442115,-1.51985651357583,-1.10029331255003,-1.86580968922015,-1.44586143948152,-0.896375559646601,-1.45777163120043,-1.0426120578805,-0.100445018147697,0.0265327716988605,-0.746749660208912,0.21092877095991,-0.292933268492052,1.23306609062066,1.11876852948868,0.986520567233604,1.11410038359878,1.20024458904403,0.946887330752543,1.47873924115611,0.401820969159858,1.5352494423577,0.599205731504389,0.308176133812322,-0.24639456965022,-0.561996883618942,0.219247440959202,0.393484658855292,1.36811567625073,0.419343854272247,1.24084395974178,0.299545655333925,-0.457058938549341,0.795596580706741,0.589380482247579,0.60546199087907,0.172021560196234,0.703170039898466,0.630480390346376,1.04824996179508,0.102224925535963,0.397177764555325
"YPSTB_Nd_3..GE....TPM",-0.22053472290647,0.840339969700023,0.796321864616167,1.77457419379291,1.90381532908076,1.70337156737173,1.03323663981393,-0.351525112055381,0.166538573376824,0.607602556203069,1.40135871854648,0.187592803368153,0.0769438469065954,0.497517162869554,-0.0458500680824381,0.734687210953284,0.658252626845562,0.932247064590574,0.247609432416501,0.082080795752747,1.03635072368318,0.397640953921858,0.791192410873906,-0.46102858932948,1.73137102734401,0.497278286856856,0.848010703141996,1.53800430011027,0.861906818522567,0.362662055143821,0.545809633727191,0.143165983148215,1.5789648212234,0.422229575469227,-0.0652053208330537,0.180290912863033,-0.12977001693109,-0.0153909518397235,0.885406536133669,0.118513019727361,-0.362943150840515,-0.565067492576085,-0.190770102584434,0.497123641835913,0.0113943081491749,0.0125445836526319,0.0713508680722229,-0.355778255277422,0.589138370288176,0.367360927381937,0.231031776760745,0.750027072714176,0.239236181256205,0.892913403366183,1.69139608009215,0.0668290255306423,-0.418620751773672,0.518458633377131,0.0651624853342708,-0.000706714977470762,-0.292378709160963,0.744783408237615,-0.0643848311861595,0.897293661989136,0.879419509276981,0.992130594730195,0.833972187241479,1.88629225523555,1.13364505461176,-1.42538867716965,0.0874489253769054,-0.676504635283985,1.73398430188114,1.2422217219761,1.32900158304849,1.48642442603859,1.43581523815376,0.406415910571025,0.523983926425637,0.329260230087263,-0.243622708613918,1.84129162726581,0.185444297182625,-0.206839554524132,-0.260848509681419,0.242620923474931,0.491309255305943,-0.993696131302068,1.0470484521595,1.48901876461287,0.171845099311383,1.56117909812752,1.3244814265701,1.21154215985937,1.14376265204845,0.0972687534729793,-0.653982986247824,-0.0293584397548887,-0.236512185134118,-1.73203544658638,-1.2165444887939,-1.15078496555015,-1.37489159585583,-1.01111163141158,-0.786693847694148,-0.961752291846076,-0.549775478426925,0.0813304540201318,0.302963177815801,-0.773391966262304,1.48840576313139,-0.42723232454014,1.5464292129426,1.4759422458686,1.62944579060232,1.16447139142207,1.57002780827382,1.58359465152325,1.94116354187777,0.490199056441534,2.24232430210615,1.35329923276853,1.11460451037375,0.0217372703782152,-0.432367523318639,0.372963666383477,0.495749638116691,1.94246571783615,0.581987463603252,1.2381798957829,1.06326840745952,-0.36637127854044,0.799618405889741,0.890039503633355,0.79850438224505,0.931051295005756,1.06536460276632,1.18483120958358,1.10954381496464,0.196865068455103,0.858041843997989
"YPSTB_Ns_1..GE....TPM",-0.486787501074891,-0.198388378394118,-0.643951035131851,-0.49377921378259,-0.497731472851684,-0.865332750338568,-0.96452862836238,-0.459286953596505,-0.815675179523358,-0.881997123644859,0.0365056929454106,-0.576539149341491,-0.397468737466794,-0.594391487836645,-0.0257118535029369,-0.741932040887041,-0.644124093619841,-0.280959263080191,-0.66967603692812,-0.500234783221707,-0.85198352729817,-0.774339990923968,-0.802843472851175,-1.63371448518691,-0.587344942131729,-0.717910405807895,-0.679606440278875,-1.0613771126727,-0.899194622067911,-0.994215954318228,-1.15964680566456,-0.859402073131313,-0.837991074649016,-0.553277050072023,-0.555099473032269,0.613430838665126,-0.495930055967199,-0.526376191764152,-0.595407572890095,-0.866806136451525,-0.274493838474806,-1.62767146338153,-0.917395276659054,-1.13880309817352,-0.381913752419265,-0.0801799421122741,-0.606206067327905,0.150376201580064,-0.54165598175455,-0.208732629991206,-0.42866690759276,-0.875810071908285,-0.770486174994027,-0.908693892522913,-1.82252855776692,-1.11885277303293,-0.349498274540976,-0.743060987145732,-0.567671604364928,-0.347782738280418,-0.311540860916868,-0.791967835343339,-0.585525173476283,-0.501738245506475,-0.369522443923259,-0.572210354173015,-0.654570324638923,-0.534069962345924,-0.467109139449145,0.80126844764061,0.556046707003525,0.00412470567195069,-0.621950401196748,-0.465195121483555,-0.921398777402731,-0.474452645740224,-0.59535749562858,-0.722131382278731,-0.794035258376834,-0.719700247589379,-0.203307726330516,-1.28441413985416,-0.440573024361507,-0.671038116538396,0.660189033730277,-0.462061570864971,-0.440308436749708,-0.467074525913335,-0.784807539418485,-1.13006973166941,-0.059993910535794,-0.745387390928267,-0.731448872718098,-0.578851845797825,-0.573765125395045,-0.97677420832748,-1.43655888186825,-0.281162208857028,-0.258178690633801,0.427856159360915,-0.237854300179706,0.0363919985316615,-0.415724834267376,-0.887719386010107,-0.977524835062233,-0.407706686562109,0.36411691906174,-0.681834920297063,-1.10445739992313,0.407861961089402,-1.3112574669999,-0.839257222568913,-0.630985945049415,-0.482868315076181,-0.306060011464255,-0.354467120926096,-0.382071862785229,-0.275600250300726,-0.523792832769697,-0.311831196315296,-0.448122396653626,-0.856536200619665,-0.999276115189496,-0.318562009866578,-0.273958128937529,-0.720235916860895,-0.637763412020116,-0.856437834924962,-0.397916610147587,-0.722501724875545,-0.663491663778715,-0.492903728400929,-0.459556387818131,-0.464998471756462,-0.434281475086022,-0.966955887451485,-1.43154389010973,-0.584970117455807,-0.401856695410808,-0.531969370346033,-0.0626595349251867
"YPSTB_Ns_2..GE....TPM",-0.0926747721771334,-0.018327863473193,-0.598000314258068,-0.475493978939244,-0.479183748168972,-0.800954179409764,-0.652929831976467,-0.460215452749409,-0.604380043009888,-0.830475509250827,0.282482119046292,-0.555353716375689,-0.347558025629919,-0.597904604654692,-0.123665789606485,-0.488617564389979,-0.710763000695501,-0.388074683233858,-0.469364367456558,-0.528591386572971,-0.888532166404038,-0.382148355531465,-0.636186459776081,-1.84313749304575,-0.307664724997893,-0.582930114967722,-0.591481640284073,-0.980523493708899,-0.62860729541191,-0.787370625137061,-0.667327412179089,-0.608418173075054,-0.433257887239257,-0.429048950783641,-0.304544157397972,0.227036766539218,-0.199785385856241,-0.403755837180251,-0.572526466367041,-0.638645995465736,-0.312988655101346,-1.58310853088764,-0.913341007103304,-0.628981957690441,-0.428408407316703,-0.114872565508246,-0.714626159150866,-0.0961967644200223,-0.505775647244584,-0.259839015141309,-0.384422699699444,-0.698805134712721,-0.729952716500027,-0.779923981233043,-1.35904204973157,-0.957266471608125,-0.67180830810735,-0.485174796447431,-0.0188212604573264,-0.30397570689422,-0.338283176375393,-0.632063805251257,-0.190998458688925,-0.179528751876541,-0.176566256786337,-0.494923279687598,-0.574443254485694,-0.282182629994047,-0.458015905033686,0.495271422644837,-0.00300766167823209,0.0930309041866455,-0.554911396703284,-0.643459697221255,-0.63391675783453,-0.41608884897298,-0.556457117463449,-0.851260600174145,-0.600230865153531,-0.581251814524073,0.0870591109058935,-0.783559872584236,-0.457448798658777,-0.697180441777294,0.842087801202434,-0.23248625250999,-0.153511174439315,-0.694996281068134,-0.765421226591901,-0.496487913979481,0.32872945907993,-0.704626278957609,-0.632609985904946,-0.486191875508432,-0.37640961440108,-0.731304570712408,-1.71424898355804,-0.282527504179535,-0.311802616189372,0.365273125549257,0.10896368512155,0.155880329251219,-0.224535249022682,-0.554977257763574,-0.97901351711471,-0.0136916063725547,0.114473241374163,-0.412757215652818,-0.85900201087824,0.191396934175173,-1.27462187245145,-0.718885897376569,-0.359376275691386,-0.124200731992504,-0.272637289696673,-0.117128149379002,-0.278461454692053,-0.14739391586283,-0.483369978103731,-0.282130013356289,-0.400965548583351,-0.733530802880426,-0.663098698240582,-0.292605178574025,-0.267884600279924,-0.319209941449413,-0.550200234319628,-0.711911251973319,-0.173897079896076,-0.431523839883228,-0.423594315201389,-0.310086073460304,-0.413198838989294,-0.445647311802932,-0.405647937648129,-0.676039262608966,-1.52959891070572,-0.424835193659397,-0.104069091800464,-0.556517614740092,-0.0921169742384508
