"","SAR_RS00290","SAR_RS00555","SAR_RS01365","SAR_RS01370","SAR_RS01605","SAR_RS01610","SAR_RS01615","SAR_RS01620","SAR_RS01625","SAR_RS01630","SAR_RS01720","SAR_RS01725","SAR_RS01730","SAR_RS01815","SAR_RS01900","SAR_RS01910","SAR_RS14840","SAR_RS01920","SAR_RS02005","SAR_RS02010","SAR_RS02015","SAR_RS02310","SAR_RS02595","SAR_RS02795","SAR_RS02870","SAR_RS02925","SAR_RS03050","SAR_RS03155","SAR_RS03380","SAR_RS04140","SAR_RS04145","SAR_RS04175","SAR_RS04390","SAR_RS04395","SAR_RS04595","SAR_RS04730","SAR_RS04750","SAR_RS04755","SAR_RS05070","SAR_RS05145","SAR_RS05395","SAR_RS05400","SAR_RS05405","SAR_RS05410","SAR_RS05505","SAR_RS05710","SAR_RS05880","SAR_RS06450","SAR_RS06470","SAR_RS06475","SAR_RS06885","SAR_RS06890","SAR_RS06920","SAR_RS06925","SAR_RS06955","SAR_RS15150","SAR_RS07030","SAR_RS07035","SAR_RS07130","SAR_RS07495","SAR_RS07610","SAR_RS07625","SAR_RS07950","SAR_RS08055","SAR_RS08060","SAR_RS08070","SAR_RS08120","SAR_RS08350","SAR_RS08705","SAR_RS09040","SAR_RS09045","SAR_RS09115","SAR_RS09165","SAR_RS09170","SAR_RS09565","SAR_RS09875","SAR_RS09880","SAR_RS10195","SAR_RS10525","SAR_RS11510","SAR_RS11530","SAR_RS11615","SAR_RS11795","SAR_RS11800","SAR_RS11805","SAR_RS11810","SAR_RS11815","SAR_RS11830","SAR_RS11835","SAR_RS11850","SAR_RS11855","SAR_RS12240","SAR_RS12385","SAR_RS12800","SAR_RS13275","SAR_RS13405","SAR_RS13410","SAR_RS13490","SAR_RS13660","SAR_RS13890","SAR_RS14170","SAR_RS14255","SAR_RS14560","SAR_RS14600"
"MRSA_Oss_3 (GE) - TPM",-0.311099093978768,-0.691788124796682,-0.396545040918218,-1.10903887667063,-0.183335150088757,-0.301550754903255,1.78704593626564,0.843699067374195,0.608815588171113,1.0931505706085,0.203748505967409,0.873456379422488,0.296490482713624,-0.255959718651141,-0.647318897236488,-0.99986258838956,-1.01090560194912,-0.24465851152804,0.00247172245558755,-0.00519743549071427,-0.336795609990433,0.382578873878925,0.0247201255025767,0.671964328115282,0.434995421694391,0.0145551487446778,-0.0373622723295323,-0.166666666666667,-0.41080966710332,-0.736572475407919,-0.429458212153673,-0.276899259315294,-0.607221355348607,-0.273458980013886,-0.350701552711408,0.710646585916981,0.592629650282276,0.254894233253888,-0.0268690014455541,-0.407509797996525,-0.0502128579883573,-0.0276167331750202,-0.684786858958592,-0.553621688780362,-0.565899093570329,-0.165393690314862,0.375562819606203,-0.360044507204725,-0.570517853202637,-0.327050874467218,-0.598453723833976,-0.332911590798165,-0.551018250618702,-0.457579476349589,1.44440250390521,-0.238754427923922,-0.368766579747744,-0.330232136690501,-0.531859599911372,0.402369861558519,-0.33172930591339,0.00983538860750085,-0.247183764292025,-0.731483083177594,0.840780669279398,0.838454843499315,0.784433399198796,-0.163118416015313,0.528393600134605,0.0746450442187597,-0.0852980527207417,-0.711028955837808,0.121931253083312,0.328736736661786,-0.482766200748403,0.184520159683866,-0.196631447009765,1.09037661908746,-0.395791846961698,-0.328996417299863,-0.880288705944763,-0.241565845050024,-0.263352434641265,-0.394077100728693,-0.76641894058484,-0.848425756517149,-1.06272555168748,-0.637411417723822,-0.739432636356366,-0.696069879221019,-0.347934126479413,0.863191658852246,-0.518132176747814,-1.03220547628997,0.814144365028727,-0.454029397814901,0.0467007709875653,-0.166666666666667,-0.0205595774688771,0.94291576788405,-0.678161060560928,0.118488463996181,-0.284048323270203,0.449509896994821
"MRSA_Oxs_1 (GE) - TPM",2.25605698199897,2.70630874017367,3.16647240291413,1.96257070117588,1.52995873741921,2.204354862147,1.2693926196508,1.73609479801907,2.07386405546296,1.79027481559363,2.19892236998878,1.8554212433358,1.38806755842284,2.89962637666933,2.79389826094919,2.81561605304496,2.40431389266893,3.23772939228127,2.90283267982409,2.68850295773308,2.5264823948447,1.72893602191719,2.45972128965589,2.14289695944688,0.942103647796931,2.74193831990873,2.03051152834901,-0.166666666666667,2.76831044030733,2.20950893208962,3.17040912850086,2.02406660633803,2.2512566788034,1.92284671320126,1.21659406570627,2.08753899655921,1.74966656453308,2.03304004288547,1.52343869920932,1.48674137950862,2.46763394101399,2.71673864161784,2.37193243628758,2.11392626975398,1.53459507855569,1.52204335220816,1.07067770871621,3.19290067660262,2.72271717604996,3.12158237827212,2.98953691060262,3.2875409771067,2.85666151365476,3.13912362912172,2.08094161085426,1.06596996164183,3.10785594889849,3.38319865768627,1.80780898034141,1.8279559936823,5.08916624308272,1.77551917593289,-0.247183764292025,3.0309827789496,2.53985682726928,1.28636830378296,2.3995991506563,2.01811315572518,2.04582508679008,1.28618916084544,1.31251759501489,2.16478717736645,2.45639218285131,2.35061171318184,1.42553919119399,2.51703248836169,2.70780607766584,1.85997139469061,3.56416336438617,-0.328996417299863,2.59504374774217,3.77993565915181,2.73809253227396,3.02547052397876,2.87762801549489,2.84971332753874,2.93391525896472,2.8615216178514,2.88241126139185,2.77971848516538,2.06511041000954,2.18144910524833,2.72402628714646,2.84398930965082,2.01120652988242,2.94490805791349,2.51081439749144,-0.166666666666667,2.00044712528617,3.03399483479452,2.74882361289576,2.82337406999544,2.97788591056108,2.09095317168086
"MRSA_Oxs_2 (GE) - TPM",1.82441189948731,3.12731279324871,3.25039098760416,2.19536589576726,1.44560037839276,1.73428114644607,2.4998130283123,2.28723582862408,2.37913900047558,1.41035109035914,2.29408053164321,1.90372811879928,1.8427467548099,3.54205748210575,2.89117393564888,2.98854505731286,2.67730319195829,3.03482589662365,2.81679098647121,2.26896776098569,1.68708707984205,1.57853351979153,2.35870658604111,2.2713092753224,1.05400263447561,2.45999308732833,2.26601992139314,-0.166666666666667,2.71227937734011,2.13825082171078,2.91761626262219,2.00992637768407,2.59223193002323,1.88675716096531,1.62604737932908,2.15049565512253,1.84440401278181,1.74916695997876,1.77002823698347,2.93721245167705,2.95607446507536,3.38204792439843,3.20320134564257,3.09775511426528,1.30479547985678,3.45081029191886,1.18843116147115,3.25083526154914,2.8145326186188,2.96064629420721,3.1027105129824,3.64922947204089,3.35584049273838,3.33216175344342,2.51281863111529,3.51820732202535,3.93210087710713,3.32530459140528,1.80089870041322,2.3122771502023,1.12654697305294,2.01603578369261,1.70812554998491,2.37516447985392,3.29158638848748,1.05591253916071,2.38142742811445,2.0977740324738,1.87910033632761,1.74980180269852,1.80643949560099,1.73435452266244,2.65369664587034,1.62027984368813,1.50785413059131,3.16067947075931,2.51197898958073,2.04509578214126,3.54617304034995,4.87044950424616,2.67022252318455,3.33268727177189,3.07493204626171,3.10708095869788,2.85073554100711,3.49657603905261,3.5221264287954,3.12061689780989,2.76729390261223,3.07209878756987,2.43294223173369,2.41474180574978,3.03259880638477,3.35597516318281,2.41573833247358,2.90963124438644,3.34301447314273,-0.166666666666667,1.45105118551812,2.36071987905859,3.01860892873563,2.34018737856761,2.91326033735428,1.51202692821385
"MRSA_Oxs_3 (GE) - TPM",4.13892592629327,2.54239342790049,3.09662897065242,3.75059924310385,3.52773486732603,3.05450003096501,3.2119827448737,3.40051216060373,3.29057587688108,2.7566205738226,3.81806926655294,3.41212869025407,2.87179583079362,3.18487265789344,1.57447399144041,2.5907259007339,3.04897611296356,2.10024869774023,1.56972684310879,2.2125831957144,4.17052758338219,2.80920295980085,3.60007658903313,2.59912273333453,2.6468070577299,2.84995198824161,3.33774660967324,5.83333333333333,2.54188480160964,1.97825750969776,2.72541148950628,3.86579356260742,2.51739939216961,3.35061765661845,3.02804779873197,2.39417080911998,3.1869568587513,3.92437927929541,3.92142028149567,2.00885281693741,3.53724290801132,3.03963296450815,2.45942972589168,2.37753497249004,3.683190742457,3.17065551059403,3.13223286788405,3.30315099064712,2.99427164128945,3.06639947644607,3.20349585948225,2.82318104557224,2.69184322026088,2.70590568914078,2.79480271664964,2.88414521555285,2.59220083546412,2.60142562043746,3.06934413902247,3.62426066321361,-0.33172930591339,4.02547121675442,5.37756109771733,2.36098756869688,2.00330179581757,2.89731012656223,2.5726989588979,3.49185549776856,3.37303508286801,3.95585700864675,3.7309562399753,2.73631476304252,3.63597962380564,3.1617118404257,3.06100674571515,2.17790723436713,2.82463891398369,2.82945614140534,2.58990420187955,1.54062828629599,2.23403883178657,2.55153109145297,2.05087482315663,2.36721074732088,1.95172668050014,2.18892505837143,1.97332971635823,2.68758322740549,2.72889155774041,2.62246127734841,2.15636525047756,2.49080927381435,2.89135048230379,1.40496042857394,3.97447918099619,2.77798002148212,2.62313690525257,5.83333333333333,3.82191326074864,2.71863625696141,2.79151753001928,2.83619081143939,3.4683473161623,3.5902633995596
"MRSA_Sp_1 (GE) - TPM",-0.415585198116773,-0.645081303814698,-0.513542940317204,-0.412435941059437,-0.129678741366032,0.421250999645478,0.792253350400767,-0.00792020772837938,-0.314762251086144,-1.41503405832556,-0.287000951151472,-0.347300438471749,-0.67975534227671,-0.263493784941964,-1.00558093046636,-0.889037178924978,-1.08934315965604,-0.653122524994748,0.622525225834807,0.0514316845078422,0.282589832687506,-0.248807661463852,-0.546284766488791,0.27942409771618,-0.783216558310588,-0.117223138808017,-0.594158823032822,-0.166666666666667,-0.381171280075528,0.114665803719626,-0.312404710201962,0.408493500116409,0.321743410596636,-0.302193576798823,0.986777395203796,0.0439785698524602,1.07911703843527,-0.738581207435391,-0.430231829602001,-0.453745588471732,-0.303411138585907,-0.307126341220312,0.446301189147327,0.0437834783044307,1.36438445040862,-0.61699463660541,-1.68681992501707,-0.263912406004972,-0.310930701596662,-0.3431101579399,-0.361307704678419,-0.296141046442129,-0.274299845359488,-0.00297407822580065,-0.863131413963098,-0.0323817535322729,-0.234013345137381,-0.0432046589082351,1.48511115719375,-1.02824283028205,-0.33172930591339,-0.953594093547199,-0.247183764292025,0.159120542486163,-0.0122797249083174,1.17005082336496,-0.140424292256831,-0.0666414157945388,-0.64937259197896,-0.482609053396567,-0.790847866237986,-0.659471365646963,-0.601390546563736,-0.874413143451907,1.05612854599087,-0.719250362912159,-0.438785198927119,-0.163277440035453,-0.254084436633431,-0.328996417299863,-0.682558074098071,-0.322763165561467,-0.257339672622152,0.186384446940197,-0.0216023436893701,-0.793796951357707,-0.58780237451702,-0.292569674517572,-0.475580945108385,-1.22132513750649,-1.66206714517793,-0.81190631905413,-0.702534885809143,-0.777547451116732,-0.784752327939413,0.659846448349695,0.431592716083708,-0.166666666666667,-1.39236837601965,-0.498005593918112,0.177799840929718,-0.877923570823276,-0.526776151572772,-0.351047482006458
"MRSA_Sp_2 (GE) - TPM",-0.383002489893923,-0.624249073315197,-0.485310370818305,-0.237504082513048,0.834758361402621,-0.0232118049508018,0.551059671060166,-0.450966580587718,-0.415050959262293,-1.64287758742268,-0.333164785671853,-0.484599495991086,-0.64381514343648,0.0756875578180029,-1.00380884389129,-0.930760346886211,-1.14490444573505,-0.787977217947303,0.687396459636541,-0.143180580020849,0.14638076649849,-0.783586599153915,-0.669549147456499,0.376637939486964,-0.753148840278049,-0.278115888260733,-0.557348732368494,-0.166666666666667,-0.447190084768196,0.0398319238226023,-0.37227134232557,0.302540719959957,0.274441484188606,-0.574250734151124,1.03093007884918,-0.0104996598985599,0.551154238881801,-0.60683341382779,-0.693069421445767,-0.565579874886054,-0.329796963213559,-0.339285137209224,-0.0185094813294349,-0.136548773689188,1.07733380303748,-0.217796286029204,-1.81431411648065,-0.256456863578362,-0.453244831982475,-0.370801351828177,-0.497829944626488,-0.323860068249057,-0.296192366849755,-0.152443782829965,-0.959919930580152,0.0740549009844899,-0.248868521955398,0.0398465849869216,1.29139126055048,-1.26514479160004,-0.33172930591339,-1.03786618126866,-0.247183764292025,0.0817650020078128,-0.224341158033045,0.0811340325925877,-0.41711012126358,-0.147381643539801,-0.70055131465646,-0.292831986509757,-0.921619190272594,-0.975528171914836,-0.614729789884158,-0.914049056359536,0.864196977254785,-0.501782071980338,-0.680201070082322,-0.703989975144984,-0.165758167391898,-0.328996417299863,-0.577154239521347,-0.334352020303011,-0.014677467156973,0.275722694850484,-0.211169344613309,-0.654295118706728,-0.664206741604773,-0.59189731539737,-0.559482654647553,-1.21589268559076,-1.52760006771558,-0.891318782277532,-0.715126747368125,-0.583676628964257,-0.779584595057309,0.266829431354408,0.504696381908703,-0.166666666666667,-1.2052788516755,-0.494325397251552,0.415433690738247,-0.881679568910882,-0.536551560387221,-0.583550119170597
"MRSA_Sp_3 (GE) - TPM",-0.390188366749448,-0.734638267853929,-0.488601646285528,-0.351198296187658,0.242075852238842,0.174923006767795,0.662225828222699,-0.255776607274686,-0.521171725927357,-1.63066703075221,-0.33078166208847,-0.599517370755917,-0.682675586103473,0.0171158246942385,-1.06823688270997,-1.05854578977308,-0.303773098534258,-0.505374552521687,0.529732096084572,-0.0897760505833775,0.080089698447247,-0.085410696008563,-0.626836383273455,-0.116363639602868,-0.920143656336562,-0.320437765056958,-0.496933524876203,-0.166666666666667,-0.308283104644084,-0.044974024835054,-0.504095386926435,0.242161519875069,-0.192771436594309,-0.217000617177273,0.716413732179783,-0.537621456415907,0.450822386440618,-0.798132851850662,-0.602815253586443,-0.358450123949201,-0.269003605313052,-0.305518560081805,0.0892237030060024,-0.4894493235003,1.1863223223753,0.0778300117128863,-0.916227690041278,-0.305893204848443,-0.483666700259143,-0.457827229964796,-0.453306362505826,-0.326534862735524,-0.124025142868677,-0.163481205206955,-0.899061007985964,-0.379301041793165,-0.0329080082680864,0.0178554219845894,1.35290446197729,-1.02996397938706,-0.33172930591339,-0.804843233510655,-0.247183764292025,-0.0251988350427981,-0.465420971822881,0.615788525219215,-0.460535049790855,-0.410908285314706,-0.602121733175847,-0.696146112232802,-0.916369745853494,-1.28623983810852,-0.616309193367271,-0.696894289584244,1.43773467145511,-0.40264986635699,-0.291959879154692,-0.388174064841054,-0.156326457417724,-0.328996417299863,-0.924687123228528,-0.312025822770556,0.0313683053861747,0.660255528795275,-0.0837762332886114,-0.775374302992241,-0.68013971382364,-0.60019576113524,-0.643156700504125,-1.20831805196724,-1.32938820558998,-0.900450223354647,-0.725035735218222,-0.52256642780317,-0.809452117224132,-0.0911497267300311,-0.364979462396025,-0.166666666666667,-1.15112229182895,-0.325906525671283,0.234577705016465,-0.898962714487369,-0.569503009747376,-0.396605533497784
"MRSA_Tm_1 (GE) - TPM",0.135607089095168,-0.470657556322186,-0.48530511848279,-0.344681347562116,-0.275451247783604,-0.0659979183258773,0.167539640930139,1.37482554653914,0.885069281385754,0.0266679003731198,-0.522437878004899,-0.585046424736496,-0.322813002648958,-0.159067105581529,0.69803436582878,0.690547394951849,0.976538225866619,0.442365493518791,0.484912163192786,0.407597254079098,0.336080036505949,0.595676991187567,-0.00245275336083128,0.376530461190738,-0.223169578800101,-0.15332497004692,0.539114870145909,-0.166666666666667,-0.62043016944404,-0.109835130778763,0.0947168728356789,0.78980494303748,-0.563319637016703,0.546217859099153,0.103617471556824,0.748932496047961,0.189768328932353,0.305018156572436,0.721263135879956,0.364297590048697,-0.0291999829352948,0.109444001092448,-0.353129685262211,-0.100326523579923,0.347221423332196,-0.129493083458783,0.061802098843321,-0.279015788023464,-0.323489614172264,-0.233452457578988,-0.481114646755373,-0.308299670780737,-0.162892181762472,-0.103959118168163,-0.445188621257363,-0.448756013024207,-0.344340277770428,-0.367767908990845,-0.0760685830741293,0.25052469417269,1.5501646719208,0.264601861225574,-0.247183764292025,0.102102974173571,-0.579002520395824,0.662545222913773,-0.411462570023714,0.681690588044099,0.0651549381654806,0.120966717174739,1.68083986331513,0.993942674750425,0.0995350089825243,0.391102791663338,0.93592553349373,0.0168545050498484,-0.242433152482647,-0.180588915855039,-0.283502613352894,-0.328996417299863,0.847752125144731,-0.187218681525487,-0.0742779642081887,-0.440963354494487,-0.215265812777329,0.0496548799641623,-0.00925655563831765,-0.552509712456307,-0.486544324718734,-0.548227297019283,-0.855239176208911,-0.608875096033746,-0.558188594137882,-0.443486867734113,-0.257920554779524,-0.533374786193188,-0.390365772083976,-0.166666666666667,0.850168595851809,-0.401073338395702,0.153405133182578,-0.709492536739259,-0.344026188337808,0.458604778597335
"MRSA_Tm_2 (GE) - TPM",0.130832262062077,-0.603343021501824,-0.470069824548519,-0.271056029682755,0.32029836003172,-0.784602420759218,-0.283284359248735,0.608305362465672,1.0952620739692,0.897657308495738,-0.480851212535022,-0.541150418488371,-0.474019944031634,-0.442101824294444,0.271866705393827,0.546634446106382,0.931518102231972,0.464999811716581,0.483081677600857,0.262867104164927,0.396962238342435,0.446432114587542,0.105439737302109,0.383953617288606,0.0375809955213002,-0.209545147630785,1.22434857541546,-0.166666666666667,-0.617764223875851,-0.195646680449787,0.127370993935811,0.841566349175641,-0.546224254073281,1.01908617079787,0.50475841631556,0.0756940177486829,-0.157469161016844,-0.0231017383751581,1.63113857071562,-0.0800791350914895,0.0872064490272685,-0.0340719532908892,-0.0995034311053526,-0.176792138511974,0.388124066639947,0.717580956293111,0.26856366188611,-0.307523962044844,-0.404705558914217,-0.370449612212012,-0.483830994098988,-0.269040382998902,0.0523804552225526,-0.151344756932021,-0.706686104924869,-0.779635111083523,-0.339403244408874,-0.407501794129728,-0.0985142383391378,0.412875510464226,-0.33172930591339,0.782847342940975,-0.247183764292025,0.297088918466176,-0.317089149266293,0.310179561975636,-0.563854610328786,0.937904833043766,0.0680537865752993,0.300823585625777,0.720646943117663,1.04030897261423,-0.171794533476987,0.535804656007417,0.824140723252963,-0.165822088242096,0.139477534247269,0.122330537741891,-0.359784710611299,-0.328996417299863,1.07208873753348,-0.172894728884681,-0.275524047056913,-0.391640979126181,0.462201706795542,-0.308757974142826,-0.371795374023994,-0.609643339772024,-0.545280517119216,-0.531754186237997,-0.977783045677609,-0.814474861341857,-0.564162914367408,-0.509883989603359,-0.252107862596556,-0.591105178378092,-0.579008291393573,-0.166666666666667,0.957186959108492,-0.510700694476985,0.103961400359452,-0.857410002497579,-0.375801139496576,0.334244834058548
"MRSA_Tm_3 (GE) - TPM",0.105532194403139,-0.545291584457014,-0.415613257662586,0.00253922145627998,-0.0695761105537907,-0.47743991543302,-0.0854319337219061,1.22536917173057,0.321462251228137,-0.409271778260805,-0.495123796586709,-0.685815960511653,-0.317495235277077,-0.46655133282799,0.345732045836667,0.33387230123796,0.139122762178915,0.980835679847388,0.476536807953442,0.0322387030607332,0.356891335730626,0.440883944174112,-0.0158627288999945,-0.110158345826512,0.0148032257163966,-0.0987082926400311,0.508927576180866,-0.166666666666667,-0.53219442052243,-0.0874699373701655,-0.013117666171305,0.340464266120558,-0.547134926037393,0.925109550549953,0.306315149498791,-0.152715208998687,-0.055078184739726,-0.0520506911610074,1.10569573711936,-0.220874695428472,0.280185166454137,0.0940217653948348,-0.311513023413467,-0.783195777820594,0.341013705911063,-0.233075512434926,0.464535205945647,-0.309797219814428,-0.321887295260215,-0.271791590202093,-0.40265125139022,-0.276437800650842,-0.26838229734141,-0.138304957422722,-0.506401303835772,-0.7204028988648,-0.280270520225729,-0.324635843331032,-0.152001848048176,0.0316362742590843,-0.33172930591339,0.699709468706244,-0.247183764292025,-0.166912968696586,-0.149527013024641,0.123806952467993,-0.642787372220709,1.08484773089733,-0.245945523063155,1.20069802945684,0.687507443375926,0.683940596554691,-0.258664078606386,0.764041188419756,0.390417967753814,0.00786728781422809,-0.0400316859534473,-0.156807737492862,-0.273861118801018,-0.328996417299863,0.627394500787121,-0.192710766257367,0.117750716533959,-0.636005552146213,0.258705002936731,-0.466947863941567,-0.302893246394018,-0.562680409782413,-0.430915089535919,-0.619828050081521,-0.768446284594851,-0.639163021356947,-0.464104468403549,-0.784407634767991,-0.221159825590208,-0.569014711316859,-0.451156376099177,-0.166666666666667,0.470692639107289,-0.632215037210085,0.240640510877016,-0.78848155979615,-0.35718486892045,0.173754573059255
"MRSA_Vic_1 (GE) - TPM",-0.44724378346333,0.859408640640434,0.0303585226692929,0.196021740801237,-0.219351493989642,-0.620895071541154,0.266468837252945,0.26661167658528,0.0719324660827524,-0.619129781814646,-0.355511468230024,-0.573767893104621,-0.445958145787393,-0.228564981260048,-0.191539098363865,-0.399567695579498,-0.268886292753099,-0.165776992332521,-1.00898739457233,-1.22586270388586,-0.509904125689253,0.201276398989572,0.125386989968671,0.469565944064555,-0.228168638803855,0.226812089249981,0.836373958935056,-0.166666666666667,0.197605855918554,-0.300316994519837,-0.277930488327706,0.121208646320371,0.578589230708553,-0.269420189137591,-0.550620630155983,-0.904599154314392,-0.0422847889708182,-0.241411940955304,0.28899170590388,-0.313737761276341,0.940863414910115,0.81155699069695,0.549775256556192,0.540497902905015,-0.0423041236236968,0.103487340158669,-0.101381516930962,-0.306552826826393,-0.0889797531164887,0.0576848317244555,-0.688244548767232,-0.299366876067996,0.298583310722364,-0.0305780915277644,-0.564715566885815,0.118196688286817,-0.282974990781829,-0.286120804018708,0.703621277221398,0.459744350553731,0.328793277425391,0.732723824536431,-0.247183764292025,0.434915184854302,-0.0817250960701206,0.236920865907643,-0.55051015013717,-0.913148507821466,-0.512831087509277,-0.20317149390566,0.177504167539622,0.378510973190314,-0.0967692294251662,-0.311860705484569,0.0151101727457909,1.10853638945397,0.683615340749439,0.155760612559023,-0.329100049584371,1.63356690923577,0.5176221603295,-0.370211557318635,0.227845190825819,0.127683919824731,-0.285984161989494,-0.292285077232086,-0.319795521960819,0.686019063388535,0.647988304044337,0.616086009904596,0.420520404870069,-0.465358660481246,0.14508048662592,-0.530381781950657,-0.486893632720545,0.646871924078094,0.801322863363948,-0.166666666666667,-0.218708773086711,-0.430354080274108,-0.20488613722964,-0.518757889146458,-0.358938574206838,-0.40836022924492
"MRSA_Vic_2 (GE) - TPM",-0.500257717077225,0.78736179110532,0.0264553732494897,0.407208337596601,-0.350840560292032,-1.00228651762945,-0.0708543551744084,-0.114194929880005,-0.21874910805231,-0.71138458688157,-0.350140282865093,-0.463678400615737,-0.511681438632078,-0.448550724103139,-0.197492004013145,-0.415157704997648,-0.406329246565117,-0.47889937308694,-0.955393518178564,-1.0986586620983,-0.447780616887336,0.0915237784831473,-0.0363798146179271,-0.531760834804474,-0.422365045926962,0.216474134546552,0.796826209668644,-0.166666666666667,0.191352099351189,-0.296519291862197,-0.303304999260929,0.0921553526441411,0.83574018383775,-0.598297678981525,-0.389841637331029,-1.08131126949878,0.0505135858593333,-0.0530868207947053,0.416025729770275,-0.282011388457068,0.504213359936553,0.441457625031855,0.480293917219233,0.152586374454369,-0.0998874297292517,-0.518810880556252,-0.631569938414513,-0.339028679323979,-0.200994908568959,0.00868942373156335,-0.751500485336546,-0.307120447170787,-0.106761581304966,-0.143255144108665,-0.647860517459057,-0.664108668602673,-0.318550259392104,-0.305813696984789,0.594367331265448,0.176298115891115,0.545053118463843,0.315615898839713,-0.247183764292025,0.0917324845688721,-0.313221508879576,0.393306563112894,-0.583897161413854,-0.93121452171716,-0.550948543853976,0.0030496590099079,0.0368913956561831,0.0663833880401759,-0.144269310693939,-0.0996113304258277,-0.044569915734012,0.537604995594459,0.403831473209699,-0.132015159240492,-0.336540603427082,-0.328996417299863,-0.185278687340347,-0.369138981088625,0.0866008382042116,-0.297317149851979,-0.497217150386524,-0.561737930304808,-0.547936870948789,0.578106676306354,0.695838909353646,0.294374239149016,0.395116827014293,-0.585284946848328,0.262214524022292,-0.542408139130638,-0.442984973796927,0.586041645693676,0.712174648387016,-0.166666666666667,-0.394863325719815,-0.42650585647281,-0.473610663178577,-0.489764304409591,-0.359726906198771,-0.367078793775872
"MRSA_Vic_3 (GE) - TPM",-0.430681313517004,1.06702122283479,0.22246188876095,0.452819171176641,-0.202946608527533,-0.210066236343872,-0.340181808644082,-0.109635680300676,0.0601920140002905,-0.0355765399658813,-0.287238314996344,-0.386070511908794,-0.502649779221072,-0.16910878813066,-0.145028346826249,0.0746894603311898,-0.818681300476286,-0.182614640830009,-0.832795000074221,-0.964610433781318,-0.51282445009406,-0.362893082394637,-0.0114983405366588,0.0661293883423401,-0.335728352470301,0.124507327327329,0.363025619903251,-0.166666666666667,0.36736678998375,-0.228745843295414,-0.293484434716045,0.0142940203399224,0.955675869504755,-0.657799235917198,-0.484447318264959,-1.57853288286139,0.179586957698009,-0.106541555821924,0.406525066037181,-0.661138226148925,0.428277656178922,0.421256770820972,0.113080996675867,0.686406145817039,0.186170233958188,-0.590083715255722,-0.539165755650886,-0.365637517642669,-0.202411696956554,-0.347291216357443,-0.592926529676835,-0.315541860053328,-0.0048434916090739,-0.189977795924771,-0.47051422904918,-0.728560223243681,-0.358136782042764,-0.34431775790748,0.535652779083347,-0.131955587976909,-0.33172930591339,0.255867774743796,-0.247183764292025,0.261331755115672,-0.143559338362415,0.0861004788031264,-0.562091590780621,-0.736255030283722,-0.482658701908264,0.345217036175347,-0.347256358363623,-0.0382433383371399,-0.00143805539019229,-0.0900411805003727,-0.197626205110367,0.698657541388942,0.471819137507334,-0.334909547457488,-0.328843181045323,-0.328996417299863,0.367264101302873,-0.357722384953095,0.035544333486882,-0.28044404779264,-0.0382974399848509,-0.704190562940406,-0.585902353833146,0.797913577420297,0.602910036871038,0.51090993557908,0.926335937704685,-0.480382387020435,0.408492532731126,-0.719346950590386,-0.417905377905012,0.818052145892957,0.284075053960338,-0.166666666666667,-0.114195215400107,-0.487781789994458,-0.0954146934883721,-0.380112036055138,-0.297995707389012,-0.517523809601468
