"","HPG27_RS00030","HPG27_RS08070","HPG27_RS00245","HPG27_RS08095","HPG27_RS00310","HPG27_RS00315","HPG27_RS00320","HPG27_RS00350","HPG27_RS08100","HPG27_RS00430","HPG27_RS00480","HPG27_RS00485","HPG27_RS00560","HPG27_RS00655","HPG27_RS00880","HPG27_RS00940","HPG27_RS01045","HPG27_RS01065","HPG27_RS01130","HPG27_RS01140","HPG27_RS01395","HPG27_RS01585","HPG27_RS01625","HPG27_RS01725","HPG27_RS01735","HPG27_RS01795","HPG27_RS08155","HPG27_RS02340","HPG27_RS02345","HPG27_RS02350","HPG27_RS02455","HPG27_RS02570","HPG27_RS02575","HPG27_RS02590","HPG27_RS08180","HPG27_RS02660","HPG27_RS02700","HPG27_RS02730","HPG27_RS02900","HPG27_RS03060","HPG27_RS03115","HPG27_RS03180","HPG27_RS03555","HPG27_RS08195","HPG27_RS03725","HPG27_RS03730","HPG27_RS03735","HPG27_RS03815","HPG27_RS03965","HPG27_RS08230","HPG27_RS04365","HPG27_RS04370","HPG27_RS04380","HPG27_RS08245","HPG27_RS04570","HPG27_RS04650","HPG27_RS04675","HPG27_RS04725","HPG27_RS04815","HPG27_RS04830","HPG27_RS04850","HPG27_RS04865","HPG27_RS04870","HPG27_RS04875","HPG27_RS08265","HPG27_RS04890","HPG27_RS08270","HPG27_RS04900","HPG27_RS04975","HPG27_RS04985","HPG27_RS04995","HPG27_RS05000","HPG27_RS05005","HPG27_RS05010","HPG27_RS05015","HPG27_RS05065","HPG27_RS05070","HPG27_RS05075","HPG27_RS05110","HPG27_RS05125","HPG27_RS05130","HPG27_RS08275","HPG27_RS05430","HPG27_RS05530","HPG27_RS08285","HPG27_RS05540","HPG27_RS05685","HPG27_RS08290","HPG27_RS05700","HPG27_RS08295","HPG27_RS06060","HPG27_RS06225","HPG27_RS06395","HPG27_RS06435","HPG27_RS06495","HPG27_RS06655","HPG27_RS06710","HPG27_RS06750","HPG27_RS06765","HPG27_RS06935","HPG27_RS06945","HPG27_RS06950","HPG27_RS07110","HPG27_RS07115","HPG27_RS07120","HPG27_RS07275","HPG27_RS07445","HPG27_RS07610","HPG27_RS07625","HPG27_RS07820","HPG27_RS07950","HPG27_RS08015"
"HP_G27_Oxs_3 (GE) - TPM",-0.464057152624604,-0.307046723726262,-0.5077285171746,-0.451302500949547,-0.325111608894903,-0.0655615252294159,0.8349585888659,-0.106925480514509,-0.20908042349213,-1.11087166012989,-0.0790779428684853,0.237793325683064,-0.0939259211486758,0.0360188437839325,0.745806699524614,0.401087434332871,0.429192828753691,0.0758587669978055,0.151852435204941,1.17101343940384,-0.530218269106122,-0.345152519294641,-0.375708213345167,0.302032784997466,0.0926910224018582,-0.0165638874501012,-0.0830556823906773,-0.136260127673558,0.204639521514649,-0.00416895835977583,0.350376209598126,-0.471645318548834,0.57132321290251,0.47834495652337,-0.157523875789008,-0.245000711973563,0.211042781454072,0.975199486851193,0.934607193988473,-0.364139211638693,1.11380381743473,0.583694977949354,0.612340504604888,0.0493893431839762,0.762600070474934,0.387224508378435,0.551637281774498,0.81003160989826,0.0846449072805035,0.0051783007260081,-0.282496756914781,-0.726523088638351,-0.335478082580271,-0.196998531730844,-0.283483837942673,-0.136898622539592,0.550055932805387,-0.714000117119362,0.378205146076848,0.0236153625710373,0.601932670315772,0.810692269496538,0.774054567233437,1.34624401903803,0.117130989990739,-0.242547180097759,-0.0431566915806904,-0.29004785950073,0.419123361682578,0.671360266246767,0.643345083110997,0.37415741766769,0.71161290191249,0.546924265023525,0.4389578715471,0.661199143993891,0.185872139188259,-0.0378112608347246,0.971547772451459,0.523875626679147,-0.0303654894807178,-0.372197260037738,-0.287222839437247,-0.648170595626282,-0.224802741882344,0.113845590420285,0.141213781961553,-0.514714901219926,0.737306448366503,0.0944165249649244,0.347401801060043,-0.629766602962425,0.291502988777465,0.408077505175176,-0.136872745449814,-0.612380852884635,0.102047898570446,0.0712610057401501,-0.39147780356306,-0.113835479904739,0.779835429247166,-0.0196554660536847,0.394730811353983,-0.287356795212718,-0.0477716741131892,0.362046633368057,0.0727573497389732,-1.3093411595773,0.673608212783215,-0.420147021009271,0.308148729181369,0.110362585939869
"HP_G27_Sp_1 (GE) - TPM",-0.431600566902542,-0.307046723726262,-0.267403603154475,-0.525027464558232,-0.579316044322073,-0.781964161520707,0.365971369007173,-0.0432598784647194,-0.552781438057197,-0.250410281023718,-1.31738481274796,-0.12398039571928,-1.44291476527664,-1.13576838010607,0.550016513498185,0.813061542741441,-0.491899220683637,0.499796012262825,-0.725235285600268,-0.624818433934425,1.35294147514632,0.570279336309,-0.33593737570725,-0.965877831763459,0.141766798155266,-0.480941751942256,-0.69205167252732,-0.636827479270551,-0.727800380913967,-0.678316864770602,-0.367580621708948,0.703147747422062,-0.229411607658519,-0.987638794826555,0.114290560658894,-0.317669426985954,0.784677740200584,-1.24316114302051,0.173629694422855,1.13216399183573,1.15230718253002,-0.483120786232757,-0.676792199906457,-0.419523777008696,-0.662189497656441,-0.152564655033547,0.00606273241463435,-0.0638499269614457,0.114127708548688,-0.438548248593672,0.337756953589206,-0.315978359397989,-0.317195429308418,1.89820816523187,-0.904840023402865,-0.206044261086887,-0.553268697887017,-1.57417031575727,0.633305284691267,-0.578205756657127,-0.602275322620132,-0.897289577674135,-0.150983315060119,-0.238840384943964,-0.372201265370542,-0.267102159574017,0.57716276231895,-0.501181489708796,-0.645829601500468,-0.441676733286812,-0.881744070595592,-0.359973462131572,0.986390205836748,0.0734196850121847,0.459933749369029,-0.336290675753201,-0.106783614561926,-0.648195613133139,-0.57318770230898,-0.768387036478375,-0.561190777733192,-0.573906176888119,-1.13251520696547,0.281289115604731,-0.379636748826762,0.10897726223724,-0.747157408815299,-0.347161456001405,-0.358665678441357,-0.901944389042688,1.05104286237167,-0.0201325388725815,-0.176543103533164,-1.58055489480641,0.422438608654483,0.0578311413646535,-0.30729832233198,-0.38758075961134,-1.9751742254025,-0.0790569756370394,-0.455399779088371,-0.35421106197122,-0.506983906800754,-0.25045819864064,-0.38502932163947,1.07483427262556,-0.355236958559181,0.317060841880675,-0.733451563960665,0.196496868308886,-0.764843083701833,1.04531728854947
"HP_G27_Sp_2 (GE) - TPM",-0.472769088190468,-0.307046723726262,1.75154898206223,-0.64834028060703,-0.501703672977165,-0.630559279347089,-1.78760393125317,-0.374140321458606,-0.0349096298831013,-0.794743309715051,-0.70705570606999,-0.529144169616148,-2.04162189255272,-0.205417736281113,-1.13569343929791,0.484035851327984,-0.45827056759049,-0.527896410991189,-0.636365608227757,-0.659215113219468,0.778298618846287,0.0218443397948792,-0.885870213598094,0.509843380619477,0.389996437183354,-0.387653841921088,-0.149830389609802,-0.636827479270551,-0.87021012090341,-0.669743735773202,-1.00526065571583,-0.471645318548834,-0.31986645767279,-0.869317961050915,1.3854846269748,-0.50736610771293,1.10766199340845,-1.04669960401404,-0.491646766445814,1.15342552661797,-0.688802218689561,-0.612688346326853,-0.800404931001851,-0.482399519876248,-0.243914446741937,-1.18821127109601,-0.203918446673668,-0.287783506009229,-0.732562658723651,-0.438548248593672,1.24495663788986,-0.241636341422107,-0.443677959465407,-1.43876364892597,-0.904840023402865,-0.408979695672117,-0.837227131491329,-0.973821810636191,0.105117889641398,-0.204982975382835,-0.602275322620132,-0.897289577674135,-0.910857489298405,-0.393398695727757,-0.48726413879916,-0.369584121256265,-0.437045162227252,-0.44613428557201,-0.0509222064675083,-0.431917555936411,-0.881744070595592,1.79115988379908,-0.40728355348788,0.0896221487528162,-0.175932482318769,-0.203487949471233,-0.191162004738761,-0.257473807527816,-0.563222475401714,0.0166495993211413,-0.521353714707842,-0.436040058670708,-1.19520272006304,-0.0747643712536158,-0.260839059786914,0.220526552327619,-0.698825505682416,-0.541852294580928,-0.664063057821059,-0.788203284270177,1.4322160032577,-0.112750880120249,-0.539654634125538,-1.27623569805998,0.508868087410307,-0.207571109730312,-0.395083874474476,-0.0451462172475309,-1.33673246234668,-0.41084629771225,-0.614221231563223,-0.468581343718823,-0.89303744905083,-0.33985788524658,-0.311355527744136,0.0423602192871215,-0.420806575410167,-0.507365684682662,-0.701489218932949,-0.137227729464375,-0.726120089739743,0.748313906371099
"HP_G27_Sp_3 (GE) - TPM",-0.262230319870043,-0.307046723726262,-0.857902803461727,-0.246171945278124,-0.543541331899165,-0.573976006939437,-0.946881597874528,-0.239506462416322,1.5578697551396,-0.458427787890914,-1.07675251342957,-0.569351825063536,-1.44705777187998,-0.986027981433352,-1.06537630853792,1.00088722471493,-0.219338677365743,-0.524420831723065,-0.582530845598742,-0.565486460474689,0.743979634808182,1.28094850455182,-0.23050870814995,0.0960375035314059,1.71862909825849,-0.479411126258555,-0.44650828177158,-0.636827479270551,-0.500372722288532,-1.14020835044374,-0.476956901084195,-0.471645318548834,-0.254647996847116,-0.740285739736511,1.11907336849224,-0.220085279390805,0.152363401365938,-0.312167331064993,-0.850813506059309,0.924065082545039,-0.0220246090697951,-0.584389323204538,-0.350779709613693,0.586095463227995,-0.000569913591275626,0.23292734205086,0.0252353325676097,0.103399366736554,-0.576651912383716,-0.438548248593672,-0.529465822243945,-0.314796247749471,-0.159506908107985,-0.762391030911681,-0.135780565953322,-0.408979695672117,-0.218568630310332,-0.0255408233398504,-0.244139251401592,0.188615881974102,-0.602275322620132,-0.897289577674135,-0.128819596508282,-0.200040313628266,-0.363098855100812,-0.332092445565595,0.392978051632388,-0.496870179870626,-0.34772064022355,-0.0809784856373627,-0.881744070595592,-1.3023243378683,-0.863370331546419,-0.541953980105128,0.30275212116072,-0.212397617077683,-0.174500280058472,-0.171110522369322,-0.431175590151982,-0.216065272523263,-0.251932134654923,-0.405035843601515,-1.11320716728228,1.0965075211727,-0.329263475228965,-0.0820826507552388,-0.776609214195841,-0.595229069121066,-0.357905538015806,1.48822044380977,2.71441078255703,0.434876052683906,-0.642360059139151,-1.58055489480641,1.51204591643915,0.579995019586952,-0.312624710895566,0.153925452354789,-1.2539356067959,-0.560754373674188,-0.608148573322292,-0.361780501232367,0.0396164533450916,-0.300469570501685,-0.348150745496522,1.14057161543712,-0.310174634113942,0.282049425094252,-0.41202118543589,0.0892868976798221,-0.637695990456989,2.23356168740902
"HP_G27_Tm_1 (GE) - TPM",0.181364049770671,0.656796321630344,-0.109187119446298,0.0121154366273973,-0.0784399121976994,-0.0191851599848616,0.00666127404516834,-0.223668979403718,-0.347492461201241,0.174438388564641,0.439775595959893,-0.26720738985291,-0.384327649457714,0.441172065919843,0.495666809551724,-0.115124286196368,-0.107232250089048,0.0773800894592955,0.348473176698328,0.0161928444546118,-0.404187540858144,0.384020273318285,0.196244673188912,-0.228184432807188,-0.285361967490391,-0.165712090989794,-0.238286654163886,-0.0295170842836782,-0.307813603694014,-0.469166791203865,-0.00841785607540385,-0.471645318548834,-0.442323763644125,0.0907662523888294,-0.195219819146455,0.0596804525242152,-0.631799009333059,-0.144331953915152,-0.164860716350421,-0.209257980960646,-0.29155850650545,-0.435792328070254,-0.168639227973494,-0.480229887584846,-0.261440851859484,0.332260240350639,-0.0742442598423666,-0.221940202828667,-0.523049675926262,-0.0557225590156764,0.371716824260373,-0.321776840458062,-0.206828058015864,0.579136469404641,-0.156827136969832,-0.408979695672117,0.00905541246198593,0.36313973710308,-0.732022739469217,-0.118134484761718,-0.483540225589544,-0.13748330370049,-0.53053941636564,-0.45943625935112,-0.280255279721969,-0.321100147138808,-0.241415616681091,-0.146165682062944,-0.934168486739317,-0.289814813149382,0.0656123172717212,-0.170369344445221,-0.678415371211718,-0.268526667978771,0.113986612182521,-0.13564958581052,-0.0490594307503276,-0.233385834446865,0.528347523596508,-0.596538520364496,-0.23801038548599,-0.166822466066391,0.356017362380493,-0.243635038884135,-0.348250912075976,-0.341820524288746,-0.00194055344293911,0.268231181086966,0.0695332456109374,-0.35229941974124,0.376410193809878,-0.0605031405980067,0.213226523830023,-0.0123021291524521,-0.277422442687794,-0.374384752204252,-0.113795476920378,-0.508125339066718,-0.528441953550592,-0.110613489242622,-0.288768547650006,-0.277179415953148,0.0277567336989694,-0.253321122967704,-0.311996525668884,-0.784819333046453,-0.412877036821568,0.765540040553881,-0.303600991637901,-0.859724767008645,0.411902962702374,-0.37211113323239
"HP_G27_Tm_2 (GE) - TPM",0.256145883906813,-0.307046723726262,-0.350210727168561,-0.137588445461419,-0.214025421895828,-0.358225018576776,-0.310413295245797,-0.295686900783597,0.129763073648963,0.13342169039443,-0.0144856083376049,-0.157083231876564,-0.432997906760298,0.088316091809232,-0.0939072341677212,-0.188320179249238,-0.0965508877189721,-0.185437880750455,0.0835180969797509,-0.0994450740699009,-0.488806209245402,-0.0659533820966069,0.152390547399139,-0.20021337630154,-0.889537875368392,-0.217593162038203,-0.056819117738131,-0.569521320033548,-0.385362153322838,-0.435680741800487,-0.217991310433538,-0.471645318548834,-0.606755981746192,-0.15066663361702,-0.198405666607979,-0.0512031551113041,-0.958932616219264,-0.58058855627085,-0.424217600123396,-0.532163233986672,-0.797579852860975,-0.452794180844823,-0.0844317711034023,-0.480605750969698,-0.276481919466715,-0.154180485552727,0.0193961038425414,-0.0293578051036537,-0.741505393927051,-0.305963005571722,-0.0533064928048813,1.06152758863735,-0.372686929869457,-0.0992539407342628,-0.531791188925549,-0.408979695672117,-0.230130454219857,-0.00596757507730168,-0.505425854079607,-0.0367681288249677,-0.503582750232666,-0.437979965159638,-0.552587868974824,-0.812766550108055,-0.289598679973523,-0.286860985420091,-0.223498921503452,-0.162902034608658,-0.685762027764031,0.309330700981865,-0.0943017621337019,-0.0478168625211253,-0.775072520932644,-0.107569570310489,-0.122536280294276,-0.044484323900805,-0.196860184735301,-0.23457507303572,-0.355186496913865,-0.85815515615954,-0.320815962001805,-0.0564241669111168,0.626916165527239,-0.595379724021421,-0.357035391308693,-0.075243000196236,-0.112344251197774,-0.128825949367617,-0.213329212074453,0.635076410360304,-0.0898593000231893,0.0350193142090928,0.53938385650912,-0.109904348393433,-0.30235563370642,-0.438340186105311,-0.25996376673082,-0.326142319744735,-0.0367189824826597,-0.0755951127768525,-0.29314006828835,-0.20122553378763,-0.53643782728901,-0.31546044455612,-0.320160855510865,-0.985733149082512,-0.490970764035754,-0.120658602799265,-0.232454746583487,-0.778687845563637,0.316692933337995,-0.239924953530448
"HP_G27_Tm_3 (GE) - TPM",0.24870362892694,-0.307046723726262,-0.857902803461727,0.0150701268496671,-0.0624473386088853,-0.0125981504338243,1.29047495077646,-0.235247388528204,-0.552781438057197,-0.428682810213563,0.544294498999611,0.0411382026990165,0.280790435673519,0.23331641255202,-0.866923074033386,-0.126046000667654,-0.0755491557272111,-0.179296751298016,0.501789013350213,0.156338093398771,-0.52444045438809,0.0918172771048151,-0.382577089535664,0.317007628997592,-0.739616857665959,-0.164531184646527,-0.16243015374156,-0.252031184509508,-0.215697967647742,-0.56974399650767,0.102244605172415,-0.471645318548834,-0.455834677802663,-0.0742551469417747,-0.585414257565691,-0.0500310066610964,-0.664496949249756,-0.839929425667123,-0.305733525554205,-0.486211659757166,0.310940980153024,0.17542491957721,0.328596171306332,-0.705566510226272,-0.109464925612673,-0.640835227318511,0.114889808440012,0.0639044755236957,0.0166156700337239,-0.438548248593672,0.245970358617779,-0.781596026956894,-0.148721311093391,-0.813189678700375,0.398512629875812,-0.408979695672117,0.526681541340728,0.23089964654495,-0.072135303136257,0.152460477270791,-0.226118206151754,-0.569049489675266,-0.428912880731528,-0.373846376354738,-0.377482747124047,-0.262019969897391,-0.266250925486558,-0.327642467193435,-0.445217201920485,-0.72781967272132,-0.381534140862264,0.0922602638287763,-1.01080435087123,-0.651070123300624,-1.27146576512472,-0.177723921381298,-0.00224453384133684,-1.10245066032298,-1.00483451773892,-0.454806866317873,-0.270007990967344,-0.306418566816686,0.0901162354208443,-0.00738310203828717,-0.262851711484854,-0.32394313107292,-0.107025724405576,0.0288589906867309,-0.117046006271282,-0.648287134208295,-0.335323311993417,-0.00686815289987363,0.305880581069738,-0.688811982737198,-0.436696340361693,-0.100059234015558,-0.367126517566467,-0.0574999747091431,-0.936822966915086,-0.427732483798593,-0.2061473085656,-0.152572422763757,-0.0134529588014766,-0.268885787191368,-0.293512266581903,-0.136619466517774,-0.47215732486876,-0.527746745735798,-0.175884921469874,-0.7198352554899,0.396974469072331,-0.417021846663112
"HP_G27_Vic_1 (GE) - TPM",-0.731711796305942,0.0201492308794432,-0.215797621325699,-0.0917699491424613,-0.0461943770484724,0.138803204301596,0.930968266064362,0.0506884099743745,-0.366942818731836,0.952207540586058,0.0487551532744609,0.12681354733123,0.959974890414102,-0.386196755874925,0.20894080465776,-0.789536720756393,-0.140186641629559,-0.329617293263348,-0.344114203757346,-0.718199740579324,1.24103976349163,-0.584144992485008,-0.988868285476917,-0.132465500340945,2.37446303412012,-0.401460355994663,-0.513689932759473,0.105362050345671,-0.0636145294746183,0.861713122422669,-0.330750811779651,0.5130655293981,0.423290500344394,-0.47437188062646,-0.594705966483875,-0.220220903070348,-0.625078429099337,1.43365491007896,-0.853605952310573,0.635048116753578,1.17494947987222,0.836106904720476,-0.147222951398993,0.829610100318157,-0.149206411749253,-0.249748161314452,0.349398233401953,-0.1630061198475,0.591840954077268,-0.351909649358073,-0.643270953442756,-0.853965723145044,-0.316427836875267,0.269502561202202,-0.650911967652334,-0.408979695672117,-0.369786309801908,-0.595180315323148,0.115209564412585,0.0924370524267094,-0.239512118900695,0.744093070196191,1.03434918798526,0.781477299714767,-0.128595191407918,-0.391887147896733,-0.441877618138491,-0.39108302032843,1.14030656433228,0.111333136266281,0.0830536093315829,-0.405706132714739,0.642434924639175,0.607641131602428,0.127483447113256,-0.544346106588541,-0.352672631831297,-0.236833857174505,0.260491195774012,-0.0436205938545604,-0.27292016715263,-0.414566764995091,-0.837082574767247,-0.165346347650318,0.0584842262449726,-0.145100198535711,-0.500889623989521,-0.59771054142223,0.760340542243231,-0.805213509674875,-1.10072734963357,1.28601642565207,-0.739856874610401,1.01306699900148,0.734070398928205,1.30577806506635,-0.490381891082039,0.693114430038503,-0.0176814508783247,-0.701816467304991,-0.33731749879738,-0.401781759882445,0.556067590668138,-0.329259777148162,-0.336072584172725,-0.285573206950347,-0.465910198175743,-1.42722093972052,-0.549231701240603,-0.716598130426017,-0.866804766010992,0.893221166337999
"HP_G27_Vic_2 (GE) - TPM",-0.782679912655871,0.424595074045042,-0.857902803461727,0.119595312392055,0.0831182446454595,0.227427345805627,0.298625754494805,-0.211395125933943,-0.552781438057197,0.872277995256191,-0.403410235763452,-0.193243804417367,0.86645198676013,-0.474524257439048,0.000320272409883457,-0.806077294753848,-0.335002066687513,-0.430801010596206,-0.538891084483582,-0.615388071892823,1.45807815456959,-0.626427967584728,-1.31860542026829,-0.0911393387877415,0.985519546120263,-0.357970731287857,-0.40199050933768,0.346643670444481,-0.0285566529729691,0.712778225754583,-0.354955649647182,-0.233601136241754,0.5417910361118,-0.605445649101769,-0.809817992209434,-0.12804906538373,-0.368560849459628,1.7864568610267,-0.982174360596333,0.0549060077620139,0.233999224537599,0.858005907354338,-0.752027733672927,0.432761871187462,-0.288315037832485,-0.558662989608223,0.918533063225132,-0.139587598818415,1.07666848911747,-0.438548248593672,-1.32696593136513,-0.86818756605959,-0.2734806736415,0.88089113718446,-0.677716947422311,-0.121139047845628,-0.333573492601503,-0.763910148270075,-0.328480696024405,-0.348469705822287,-0.241753719909041,-0.687558701265943,-0.294974976016337,1.53065728289735,-0.330162519144186,-0.364426388712962,-0.597983650659877,-0.433636656027663,1.16016685236263,1.2073199442408,-0.881744070595592,-1.3023243378683,0.952050112227605,-0.0358486342966161,-0.104854670811507,-0.986144601937252,-0.479707148015869,-0.169289306522335,-0.5601932443432,0.015848807009857,-0.457813283329284,-0.474559117847894,-0.659143637943345,-0.289061777911297,-0.0228528977669427,0.164493495551751,-0.479753993479016,-0.538634325697118,0.62329320552733,-0.720719525586666,-1.41528468376977,1.19220828559852,-0.899434690757901,0.495087620895283,-0.226917101000146,1.63532998936011,-0.536861073251645,0.412543334872339,-0.356393198202847,-0.733583682165093,-0.11603557791888,-0.406130098027514,0.232354716868213,-0.285101082498368,-0.30814996394271,0.00879922304557469,-0.52182389585574,-1.41949306686417,-0.460021972462754,-0.354482409580973,-0.799347593549193,1.02450264193234
"HP_G27_Vic_3 (GE) - TPM",-0.721851864191096,-0.307046723726262,-0.857902803461727,0.0575398352401405,0.105031324400393,0.553519983125741,0.94196099026664,-0.0161522706421584,-0.296471377713649,0.134445476271715,0.0118615097003985,-0.137036205547276,1.19295770880664,-0.481529130163259,0.0175171642545654,-0.707315011283109,-0.327863819630433,-0.76588722370547,-0.409681752149074,-0.575603624035027,0.51965269707042,-1.25139949798677,-1.49897596419367,-0.294623144810685,1.40175431843348,-0.451437609335634,-0.557871005104099,-0.106054534505858,-0.0669361933405134,0.607085262407254,-0.648094718414167,-0.471645318548834,0.490937150144132,-0.575596411039593,-0.856924792821362,-0.163748702914546,-0.343347500144908,1.09362955999925,-0.950558272043846,-0.107697575750711,-0.0921342061445287,0.957473361885736,-0.460806994105007,0.886249224572714,-0.311069693446055,0.623858534561906,0.0928564680867298,-0.610158647989233,1.04484310926307,-0.438548248593672,-1.5239052421426,-0.832341871759208,-0.131957968085655,0.328707356098352,-0.379510717243556,-0.332891998811579,-0.716385214860792,-0.648157080167818,-0.10803206059234,0.259291717973675,-0.491091808232528,0.0729136949535487,0.299983646578183,1.13250977781265,-0.276699195997606,-0.396521214009118,-0.422595651401555,-0.357953855886592,0.684935143991474,-0.522582603039299,0.00536020814733414,0.110958815797364,0.282100805011109,-0.328993491130332,-0.0703528342289897,-0.571252225173208,-0.591440110659894,-0.0610280810378499,0.0861929167731835,0.106771846663573,-0.405022337437055,-0.421481955765026,-0.745984871311483,-0.282715977331435,-0.0957163130954805,0.0553552195263035,-0.436418619357228,-0.527226289708546,0.395221697403108,-0.739614475061277,-0.882033832831486,0.844888363189904,-0.824253570079769,0.979926672372996,0.205905013982934,0.200711181829228,-0.529646910582147,0.473955332237258,-1.03566422871085,-0.873749280880481,-0.263508997231952,-0.395016997345555,-0.32956609307933,-0.299610818428363,-0.310863356254211,-0.14083563395153,-0.485190701286051,-1.2683149868412,-0.540559856802027,-0.72166376198945,-0.71712804706497,0.382334683088649
