"","JHP_RS00115","JHP_RS07880","JHP_RS00140","JHP_RS00150","JHP_RS00165","JHP_RS00360","JHP_RS00365","JHP_RS00430","JHP_RS00540","JHP_RS00590","JHP_RS00615","JHP_RS00645","JHP_RS07920","JHP_RS00680","JHP_RS00685","JHP_RS00690","JHP_RS00715","JHP_RS00720","JHP_RS00785","JHP_RS00795","JHP_RS00815","JHP_RS00835","JHP_RS00935","JHP_RS00945","JHP_RS01090","JHP_RS01170","JHP_RS01385","JHP_RS01470","JHP_RS01525","JHP_RS01590","JHP_RS01705","JHP_RS01825","JHP_RS01845","JHP_RS02285","JHP_RS07990","JHP_RS02360","JHP_RS02510","JHP_RS02620","JHP_RS02625","JHP_RS02660","JHP_RS02665","JHP_RS02670","JHP_RS02805","JHP_RS02840","JHP_RS02915","JHP_RS02955","JHP_RS02985","JHP_RS03105","JHP_RS03230","JHP_RS03310","JHP_RS03315","JHP_RS03320","JHP_RS03355","JHP_RS03420","JHP_RS03425","JHP_RS03540","JHP_RS03545","JHP_RS03710","JHP_RS03725","JHP_RS03770","JHP_RS03960","JHP_RS03965","JHP_RS03985","JHP_RS03990","JHP_RS04015","JHP_RS04080","JHP_RS04095","JHP_RS04150","JHP_RS04160","JHP_RS04165","JHP_RS04190","JHP_RS04245","JHP_RS04270","JHP_RS08090","JHP_RS04335","JHP_RS04340","JHP_RS04365","JHP_RS04420","JHP_RS04565","JHP_RS04595","JHP_RS04610","JHP_RS04630","JHP_RS04745","JHP_RS04835","JHP_RS04910","JHP_RS05075","JHP_RS05195","JHP_RS05260","JHP_RS05320","JHP_RS05330","JHP_RS05350","JHP_RS05395","JHP_RS08185","JHP_RS05485","JHP_RS05635","JHP_RS05670","JHP_RS05730","JHP_RS05920","JHP_RS05975","JHP_RS05990","JHP_RS05995","JHP_RS06005","JHP_RS06065","JHP_RS06075","JHP_RS06100","JHP_RS06155","JHP_RS06320","JHP_RS06570","JHP_RS06575","JHP_RS06795","JHP_RS06845","JHP_RS06850","JHP_RS06995","JHP_RS07085","JHP_RS07255","JHP_RS07330","JHP_RS07475","JHP_RS07555","JHP_RS07560","JHP_RS07595","JHP_RS07650","JHP_RS07830"
"HPJ99_Oxs_2 (GE) - TPM",1.29641315149089,1.16814854174174,0.777751030993847,1.67798190024568,0.0395320611263935,-0.584515512743145,-0.331889808670805,-0.462783319272644,0.125040750843464,0.508867998021707,0.604726754283529,-1.13897882373761,1.31032034129419,1.56696707167518,1.03331766118985,0.258876705267133,-0.972710823127026,-0.906530675614717,1.4622308513349,1.24681967372088,-0.420539292248689,0.0999209902387569,0.325700274850443,1.4457039951683,1.28673375208814,0.813007090416217,-0.446817430612197,0.229475122620728,1.34349701663551,1.96606057636777,-0.0757651318670614,2.35402830136659,2.82889760270702,1.87069362208728,-0.438634068611805,0.576509827678431,-0.573688502843445,1.04313406775214,1.35130195401951,0.98250576003455,0.0158934354099663,0.180527577071262,0.202259619188042,0.278550423416558,0.44007705456266,0.367157060742124,2.31451248714531,0.678538154060584,0.800803563445436,0.905040744122615,1.22470800428107,0.561056619596821,1.53825224945496,-0.934549566000385,-1.18004320186673,1.53245338842142,1.15570696926608,0.177385058903058,1.37655520532898,-0.0373158061286853,0.903943567136814,1.36270502924539,0.668342860091725,-0.0700089140998074,-1.01510471172383,-0.114226112896091,-1.28835011696538,1.35896255055203,1.54563585044489,0.641495247887369,0.903517523681184,1.27020716096384,0.0359083526576707,3.12353838791791,0.903483027728894,0.373709535985669,-0.207257757244186,0.130413602928029,-0.509258779968833,1.07430174006729,2.12230929413263,0.431931799300574,-1.49287790526663,1.38515852196751,-0.18980235698804,1.38597269221732,0.0541938761897427,-0.244421195166418,1.1711956622034,1.9708333672404,-0.172584935628613,0.105234225504026,1.12238492028086,-0.998077029393635,1.40102549476286,-0.971879543287104,1.90654396001881,0.82188736960782,1.47889835777204,0.38837220187905,0.262589683530109,2.44668483168963,0.00361370683372392,-0.648411016676966,-0.594931631171682,1.89101207873032,0.128808738970858,0.802247458006033,1.10435223780699,0.243778288545658,0.78435136621803,1.11328045337306,1.36652004681545,-0.950398400730114,2.26077019246567,1.08480046887794,0.359417045581689,1.43288519149641,0.735173373574418,0.823565283281133,0.196210278386766,0.3056720323252
"HPJ99_Oxs_3 (GE) - TPM",0.75367022002249,0.280727548228062,0.943542197296709,0.158345723678803,-0.426372857872233,-0.950691573844865,-0.699906582486542,-0.890776514594127,0.0795133761621835,-0.263135006239721,1.13539854914406,-0.714242902982539,0.959860959188051,0.759858025833209,1.07502077546476,0.438978456483981,-1.5169120645632,-1.09637800256389,0.415156765819993,0.680242223527679,-0.852145181376129,-0.144000300540406,0.192861072386861,0.566822150185366,2.05240748263516,0.0111511783611945,-0.6299375536083,-0.0274922386816432,0.499074853785521,0.864449992749757,-0.921185241969098,1.05356110039142,1.39174517639447,0.479599379143137,-0.420901890648698,0.982634805631957,-0.0953394212370711,0.947380184669565,0.107711727850828,-0.540962178554677,-0.243281963468528,-0.0768009832351428,0.330251273872196,-0.142247760936731,1.35228486181674,-0.182244732596299,1.01577645798243,0.264532439436433,0.226341942518576,0.925360664834491,1.21443747568273,0.737909281071296,0.135785130751556,-1.00517192443415,-0.806948885492682,0.854531024596353,0.40432543453675,-0.651535601499023,1.53963154923677,-0.587232255208289,0.0606688058278587,0.756081753069754,0.199573316293792,-0.50420525221288,-1.00470743738946,0.0330663142228615,-1.53266904397743,0.251334916562954,1.22300476101927,0.189998318030792,0.0374372633884833,1.25463823404016,-0.405534417552048,0.684256302072179,0.0966571925626132,-0.116061659852863,-0.159574739441046,0.214997843628109,-0.790618599139148,0.271421268480349,0.778671724256243,0.47731998815871,-1.54542996771155,-0.65085327591279,-0.318201529130897,1.5169346224849,-0.280120520551875,-0.194574034015458,0.273581552362462,1.55836147166529,-0.655310275309915,0.606192768072126,0.492023610199351,-0.510181493260326,0.841106815570686,-1.2605661064533,0.121374671176759,0.0987925262095737,0.819435364831657,-0.516584111364684,-0.531648142467626,1.21300272551543,0.43612337097796,-0.679195067060595,0.685349742235432,1.48884447284297,0.0915033696736926,0.503457473042431,0.205287008107834,-0.343219595353745,0.632419528918539,0.783239980622999,1.13982381104797,-0.919605354676675,-0.219234635361297,1.66844694056185,0.0907210675650233,-0.207547188694552,0.311399115792162,0.392364022234995,-0.0203975839178254,-0.129337378634179
"HPJ99_Sp_1 (GE) - TPM",-0.629223060771054,-1.18632314225089,-0.681309804202737,0.228662972865382,-0.934444417133125,-1.34460135750223,-1.7616149176624,-0.351558272673353,-0.811822337976025,-0.132287615128797,0.385890014637358,-0.106101934015272,0.109598136647001,-0.259029133263398,-0.337450785679781,-0.648473024602837,1.86218627747652,0.748498753669672,-0.632450929405288,-0.144048480505247,-0.253329656587434,-0.291020882122143,-0.974306218795227,-0.084511235358211,-0.357630823475571,-0.722274470236173,-0.572790201972755,-0.851559547816888,-1.05089141547308,-0.00793804500947503,1.78055694322905,-0.32276557051433,-1.04358502844157,-1.27812888601272,-0.397342370104755,0.348328310293203,-0.509657644306174,-1.05813000250693,-0.407211823767785,-1.39401418128396,-0.756988955278609,-0.552036068407899,-0.532577351546436,-0.9547927496749,-0.788407418319177,-0.585084601495565,-0.350048058371114,-0.0640106030010333,-0.123250979310225,-0.086144125771611,-0.334538872368096,0.00960226459883702,-1.15036646209632,-0.082184224729738,0.017432600327127,-0.80444604736843,-0.858273969755966,-0.13770107531618,-0.717815908033136,-0.324595302853044,-0.83882151889811,-1.32030824817047,-0.0240681570056419,0.12995864914334,-0.376493654582375,-0.554715957650595,-0.949125031515314,0.662992177195962,-0.986525854296084,-0.624981429939496,-1.20752372198591,-1.17190977777423,-0.754302101084252,-1.18341966278511,-0.835914113430026,-1.10909841865485,0.834570249781015,1.06191001517685,-0.388309928080839,-0.00377544940062055,0.0227358020305093,-0.963001879976433,-0.209576800179832,-0.396300689984076,-0.239952575780936,0.0745082896492856,-1.05477766748397,-0.605943933952459,-0.951991906183696,-0.390470019266513,-1.11568496677122,0.814188685499795,-0.233265416886679,-0.0900352768366898,-0.883416807557579,-0.244502510337802,-2.1288182216288,-0.772822107053558,-0.416109458192362,-0.563959911124842,-0.483728039058257,-0.77201212104965,-0.31683192630426,-0.995090871046789,-0.102088962367354,0.0662765292028013,0.0210374420949858,-0.589101299469295,4.5820529128999e-05,-0.719410338124399,0.0951943725502586,-0.261105340017766,-0.734601844732326,-0.285620999434174,0.0165800875437878,-0.545125348442084,-0.22534713168897,0.437152454492694,-0.145414897916674,-0.173552661562409,-0.436676430151176,-0.251429019618259
"HPJ99_Sp_2 (GE) - TPM",-1.06616524250616,0.395760213699115,0.547011835588052,0.698009395629748,-0.725545877506433,-1.75031383446366,-1.86872141360171,-0.707868732923015,-0.288100619639848,-0.0222154437512018,-0.317903399896929,-0.469512072659493,-0.0898820893935616,-0.350246808424244,-0.202619695018981,-0.39536989751247,1.02380487839922,-0.0451462468806235,-1.16402796275085,-0.18617894531796,-0.0983495725190354,0.0588103532903526,-0.852615580878176,0.525077048174348,-0.77155734395655,-0.867780683076415,0.109545784197115,-0.383175981802615,-0.724215819333903,-0.532983120224589,0.414895558527292,-0.248560773171033,-1.29466309932861,-1.62782830570397,-0.488482340083944,-0.0866337362032066,-0.0420771046049834,-1.00863840235515,-0.848939878780014,-1.56184114450609,-0.91574408482836,-0.717637570612645,-0.121491899814261,-0.767775247067641,-0.632488391944684,-0.662584067050943,-0.109824981013247,0.366116005940378,-0.14752774485111,0.382098576101024,0.558997635700526,0.959093238856923,-1.42083778522092,-0.205252095125249,-0.0432316250350834,-0.932302352266671,-0.823429816320313,-0.291826131687029,0.0681336240927055,-0.10215183190102,-0.821715070730712,-0.978768752489871,-0.246458096615873,0.457003693468928,-0.373376867347589,-0.263419813605346,-1.135777717479,0.478986240463466,-1.23510751579247,-0.769620467362697,-0.579830542518499,-0.589386286704397,-0.59280632171422,-1.30855492987302,-0.491192095658526,-0.889335780828609,1.80076462855614,0.122589103964465,-0.340409887337178,0.232220402575559,0.463547015595775,-0.668220470911619,0.0210610935274315,-0.52990323859444,-0.841918204745741,-0.681207715125086,-1.1150452070784,-0.650901568022838,-0.822574793238866,0.217250568140774,-1.02983440604032,0.915302134395894,-0.738143649878376,-0.360271283918921,-0.987228715523186,-0.308181992677837,-2.06801359860086,-0.498819195874589,-0.967388002378755,-0.874832740607456,-0.874791238222371,-0.774442099605591,-0.366841630402974,-0.834817794893952,0.256526643178761,0.086697810437329,0.267282342288994,-1.15248264358092,-0.20110639093425,-0.777838419984801,-0.225471927586285,-0.08710267258074,-0.542249160065719,0.190254258130321,-0.344655907255308,-1.24586087747322,-0.213112520248259,-0.590684463718418,-0.674077763583993,-0.464969934115435,-0.993455864467453,0.0685081064158171
"HPJ99_Sp_3 (GE) - TPM",-0.520260337290739,-0.752468932537483,0.943363048200606,0.277321970500662,-1.00386479804539,-1.55305655594016,-1.85891273060212,-0.587590850484409,-0.751659692874024,0.0507018379008642,0.601048408261636,-0.230734188523074,-0.219795013392728,-0.183897985718036,-0.383527343836252,-0.518330050173399,1.19868475524332,-0.138833301307921,-0.833131700915139,-0.672848520108286,-0.00441128385006038,-0.170510710294597,-1.00019012723607,0.42074342502158,-0.620480769193729,-1.16189338963886,-0.514586515724523,-0.420823554534395,-0.744713193332889,0.597860689747462,0.423852748983882,0.0264902727542682,-1.75790227252084,-1.57514899403182,-0.228214359107422,0.0532110802899297,-0.0537196133675337,-1.51769856124882,-0.903408294133172,-1.34378301603213,-1.06857701461947,-0.815063865129934,-0.134087831094667,-0.679296253253525,-0.520313481935254,-0.0906540971362406,0.242933492700222,1.309288609258,-0.203626647338497,0.337759788613441,0.735970764044315,1.06949152347901,-1.41850295484852,-0.0971157821150305,-0.174188054573291,-0.79086341831424,-0.612789327750014,-0.353665168002967,0.0605217770905968,0.25341114298534,-0.703559119188169,-0.684366649436103,0.22869967553627,0.941666270366202,-0.525875391690418,-0.30662442167101,-0.654988866364134,0.284067259122069,-1.13520174454425,-0.752606219729757,-0.0184499465381442,-0.40788166284802,-0.454974556253468,-0.804425748277289,-0.135290173830438,-0.748616738128278,0.889357002119176,0.0499167002579333,-0.143395165782412,0.728430063439377,0.935248327097584,-0.555731737514799,0.229620593993709,0.707905361017655,-1.12309227663044,-0.202863601342737,-1.05000020385775,-0.380990353569591,-1.28989136678747,1.26022137305811,-0.813771532250301,1.11669269231702,0.131214736678701,-0.552687097279126,-1.29129457480049,-0.297073145691321,-1.99419537704679,-1.03388898581206,-1.13885466606609,-0.733595521202029,-0.407883672431149,-0.815324651577895,-0.315771477001468,-0.883174192483454,0.270911643123416,-0.133530234564169,0.937697780348314,-0.4014941932749,0.00629847657396541,-0.580959694840186,-0.155953499221542,-0.429186759707812,-0.58849439071635,0.0838072194360176,-0.579685488354518,-1.38792981069214,-0.308166892801414,-0.642399060666986,-0.741021324294175,-0.656105274755203,-0.606537554446827,0.102299757963534
"HPJ99_Tm_1 (GE) - TPM",-0.371076637144879,0.147679294323911,-0.619513658006178,0.404538857326621,0.1362567886353,1.41580127350249,1.43808758846896,0.479930456423209,-0.229626113370347,-0.169729417157228,-0.0130821085123502,-0.496236225583731,0.332416701191351,0.158003346673377,0.025218136481417,-0.447014707226375,-0.717813606734325,-0.780747784733938,-0.609625298037587,-0.203461099731055,-0.413838715842079,-0.00416515744567065,-0.0549075214560969,-0.267533029904752,-0.258748197638797,-0.844277439483122,-0.750583656912436,-0.274445439405877,0.547957001089115,-0.950868673714466,0.281789964789133,-1.59992762013688,-0.204253465556534,1.01281820171545,0.762675812249697,-0.629412679246507,-0.603775051804664,-0.932687269923792,0.769731749634999,0.348897881792893,0.0335571919025466,0.0500957738510575,-0.359499914750931,0.0361412215655637,-0.216721320365746,-0.520245250125996,-0.422583442566226,-0.333668236802896,-0.421515728673198,-0.324873364771297,-0.123981056670848,-0.17300297448258,0.687469888714178,-0.702232451084636,-0.661438120212287,0.42203676579035,-0.283809158752533,-0.325837632486684,-0.352784916232224,0.155355717321602,0.0838467730286014,0.319655591437973,-0.588199514629483,-0.353845786185744,-0.639825191579532,0.0686517676148235,0.888960509263872,-1.06125008558678,0.545391417985523,-0.273574918296071,1.65949774760212,0.834776413457145,0.156247830034732,-0.229217370309609,-0.607633761932601,-0.775742610774417,0.279285774705706,-1.54996150655555,-0.990119671615989,-0.662450354445188,-0.505724946282835,-0.491695403218572,-0.293542936259744,-1.36015757311309,-0.414736840741191,-0.79691400899215,-0.149700249232529,-0.692017821519161,-1.25836217443978,-0.656657967091088,0.172628493207015,0.0806069968152456,-0.261618474942564,0.256166016710451,-0.0764347316207804,-0.422705675473499,0.171983376618326,-0.23658097499188,0.321079926771208,-0.157142875342226,-0.591611304177237,0.0958840925046714,-0.502297856030369,-0.408014195348464,0.0448736492250772,-0.433872330818959,-0.356247408630617,0.218663602119304,-1.01128687365705,-1.12342600268708,0.267892064247416,-0.528526425331492,-0.210795088041771,-0.391973926472796,-0.255330563450558,-0.533872358021052,-0.641610211586341,-0.0168272619465361,-0.0807817904982154,0.275213156375383,-0.0573567941260547,-0.871562887069897
"HPJ99_Tm_2 (GE) - TPM",-0.344347736246015,0.31420128575053,-0.416208420975349,0.702950760703191,-0.0835942890064227,1.93024891709702,1.02065154374387,0.693068097160756,-0.174728377869748,-0.0776410656348108,-0.105977472363966,-0.293808554575176,0.335090426494878,0.0186344804001098,-0.0138444388631189,-0.258711471400082,-0.297165231811874,-0.390708456784821,-1.00458542568719,0.0807308939573728,-0.183169770484259,-0.0738095803722805,0.161614291297018,-0.0854404140941937,-0.534057925325017,0.0221032857230335,-0.433896202232572,-0.292454755905525,0.395830659598989,-0.346674530148279,0.491785378831614,-1.82712116487913,-0.0121724871043509,1.01819627865796,0.725658991002723,-0.148078106940134,-0.517414414479662,0.212622378608866,1.59976927268658,0.425503532497031,0.392978495039246,0.607136523993983,-0.166294267806999,0.384158204325497,-0.336740965893718,0.209528235897595,-0.127290914700625,-0.490423234148726,-0.179804511166905,-0.3461535619098,0.0290814150178042,-0.166315022947368,0.535910789088792,-0.231787874120063,-0.35217968261311,0.501125795093154,0.349074661640794,0.119970747767967,0.00768532026077992,0.121416760735474,0.31368191888443,0.505401043933553,0.166391056685394,-0.263797261723373,-0.398452268838456,-0.247943358683955,0.49804978562029,-0.279808027427212,0.716485357965321,-0.259154117047118,1.51866448688705,0.669115730351961,0.240843254749329,-0.409345947949052,-0.465946150290583,-0.172626584754617,0.000303752509158185,-1.31647422294097,-0.75440963439431,-0.113762213581732,-0.40702566368645,-0.524197568247851,-0.332405351547193,-0.946046803303561,-0.167808816814493,-0.409385464058406,-0.0907201183565381,-0.747323898698437,-0.87106196422942,-1.07582374355032,0.0601211577953223,0.147709021956557,0.381440039545211,0.386281187441469,0.155034233639342,0.141906051291149,0.859583525036277,-0.266969404517588,0.536799652675005,0.489976190739181,0.0342709299831225,0.0587772016666774,-0.0901971097826383,-0.167026162398828,-1.00243344795054,-0.466006199260253,-0.535489771045265,0.199787878130463,-0.909264289440448,-0.424895760140211,0.292127884246134,0.392195021500868,0.0135073102810374,-0.220181989906329,-0.628097147702926,-0.481922075302289,-0.433598219321934,-0.630744238683464,1.07532524575326,1.56784334603278,-0.393327087520403,-0.516936736146713
"HPJ99_Tm_3 (GE) - TPM",-0.501944600164708,0.539339434999294,-0.822455306935544,0.335966938171455,0.14205840051645,1.40017757127474,0.948349374051689,1.22637656824631,-0.156666997562841,-0.0364682604552028,-0.453827259112694,-0.507464994804594,-0.0831742700860437,0.114480371101375,-0.246151191199232,-0.31456307871274,-0.0853024203192828,-0.352379943415392,-0.364912048001641,0.00585383330978559,-0.196151415626827,-0.0265540642727503,-0.0906439390122662,-0.167667346915917,-0.561191014220806,-0.135670622064072,-0.79433806880772,-0.116839695764523,0.463637541605846,-0.425405692580859,0.906320963087618,-1.50234530475074,0.24443977073765,1.3290640375053,0.494086941995657,-0.128089258588122,-0.610213055620801,0.202332593490776,0.808994306090637,0.286337095040173,0.659739983828342,0.37102589629434,-0.0290213058114246,0.135457711484486,-0.598540158166787,0.348368067165159,0.0903103373524977,-0.338634071558324,-0.540385535816601,-0.414716913818372,-0.0902738934431559,-0.381490826174463,0.70315770746219,-0.19079585707685,-0.190208968948333,0.578014736220024,0.580162240103735,0.170648915952006,-0.615153424055841,-0.297556249967687,0.0925060523734697,0.574437656780418,-0.0396102422743668,-0.75788792975005,-0.366737638977586,-0.419089342353796,0.384545956605346,-0.463415028148475,0.756878700588968,0.0753157351536991,1.33619859644736,0.397267871994019,0.265628565486045,-0.0306702043892408,-0.318243862139509,-0.261071372129904,-0.603689569937118,-1.42407361282852,-0.395874141807829,-0.0479269611030349,-0.541772031273526,-0.488776343621404,-0.0688163893291583,-0.863775982026847,-0.642660137515651,-0.0293133726296501,-0.21007957725857,-0.700818461319703,-1.54645739317561,-1.22645984761451,0.179149592507679,-0.22918289885718,0.0267464676885673,0.0701077309289742,0.107928514429246,0.043654900564857,0.699108127685521,-0.455542078301744,0.50252231607388,0.351822449878931,-0.0272505663129725,0.206888172680807,-0.431656358285093,-0.100891035433931,-0.113657698150346,-0.213307777384948,-0.249952077638187,0.518890126523348,-1.02245193960357,-0.766650881861576,-0.196696700096272,-0.0133277443536799,-0.226576707686398,-0.345433263699311,0.806100214287199,-0.564873873955048,-0.276066338127103,0.225109033861804,0.308868431398656,0.351991117985517,0.259339539722368,-0.633445655332502
"HPJ99_Vic_1 (GE) - TPM",-0.261931818884006,-1.21728633481233,0.398164284125815,-1.50116100582853,0.0591748206600485,0.231848934733938,-0.601839722655097,1.65344069599182,-0.198175120369076,-1.4268253867503,-0.0500083842154291,0.355171299844469,-1.55678601887266,-0.541335280235845,-0.882160021373177,-0.336548554094639,0.950261081788463,1.07301790470961,0.0819137328018404,-1.05789973298253,1.11215223403238,-0.657232136932436,0.2289502025351,-1.17711567656881,-0.312243072090665,-1.0213104465832,1.27228072489168,-0.344925559107935,-1.014786876389,-1.31745716821733,1.20369769820249,-0.480068389654557,0.331925249986803,-0.722841917673574,0.00731262641097031,-0.18853315995122,0.621798695893727,-0.126365070125926,-0.368273843976272,-1.20308829104187,-0.114458145036648,0.216032328605228,-0.536352084963799,-0.877819624141548,-0.768844300241203,1.28336250599265,-1.3177016450308,-1.3965940071058,-1.20348270356812,-0.822026593142967,-1.01671610788071,-1.14177455006487,-0.994749437176227,1.00355653444348,0.606016994927032,-1.18586843850232,-0.304013735891784,-0.375333177565189,0.768563799280695,-0.988074691273536,0.116394662950414,0.388422436012369,-2.01951103096148,-1.83161904678894,0.533834146375529,0.157005480783324,-0.215223517008106,0.41743845373513,-0.76561390334264,-0.185682567001263,-0.736542688425878,-0.264720304879132,-0.837282352217672,-0.566721835041707,1.71165543828891,-0.202122766253817,-1.34648179318186,-0.134955277178497,1.69643008557115,0.207138575443147,-0.855963275593068,-0.443040472439387,0.134190749383061,1.25237050115529,0.825834942646828,-0.104239329484138,-0.615746858829842,0.956059944513902,0.0307610184756826,0.861004341379706,-0.264714683104753,-0.0650293065271009,0.728564717869302,0.400664162908861,0.693944514769268,0.0366056173569797,-0.373206305823552,-0.747802332844475,-0.868660453657054,-0.354873118721178,-0.290687032545404,-0.877141186009267,-0.363779905793748,0.628337896535827,-1.2425806812746,-0.521241052609193,-0.611253154229979,-0.676071750157079,-0.79038257785513,0.40911570585649,-0.75991258705166,-0.887671472034154,-1.00616427618185,0.405037620898161,1.49148686041045,0.574996246486366,-0.880409125367207,-1.09756947144113,-0.232368911463404,0.971250366170954,1.24071580113779,0.928793944324987
"HPJ99_Vic_2 (GE) - TPM",-0.954218399752807,-1.5989075747054,-0.118473005906011,-2.23446586716574,-0.665294365329555,-0.637896162230168,-0.725751100418577,-0.220850817285787,-0.405639636024092,-1.40338362243533,-0.115581003383388,0.180682079968636,-1.70970504611662,-1.1909830461099,-1.39584480128946,-0.696688452008106,-0.00332244498636931,0.204404208772695,-0.740477633197356,-1.36600018958265,-0.0388786066988696,-0.21412291025192,0.187438213475756,-1.58366820211781,-0.744538428672204,-1.42711143953331,0.417478163604004,-0.744044945353608,-1.4075924992747,-0.972205490621541,0.752759293018399,-0.972133925966146,0.0185537726595731,-1.54007382072655,0.0419803672560035,-1.05672626624086,0.247092314172429,-0.0739622522536964,-1.07247274702068,-1.11208601793045,-0.795230522104744,-0.876897650461071,-0.640297833536625,-1.38395692111119,-0.883555667799133,-0.393104028487102,-2.30003443246609,-1.68393399682508,-1.70057422885704,-1.28704641177543,-1.27520126304655,-1.22250956328382,-1.30366960816117,-0.155802555084508,-0.377525639434057,-1.39365813189334,-0.997429415246058,-1.2537822225401,0.371026979688216,-2.03978174901181,-0.679214630544619,-0.296712900177798,-2.30369588732675,-1.8303547171577,-0.118915148471657,-0.553196955588336,-0.200778383980123,-0.78363219475226,-0.771994422889192,-0.651470123260278,-1.63202321038689,-0.744357855066658,-0.877304091480236,-0.388110273983507,-0.211625384817004,-0.652022461869726,-1.62099490656171,-0.0313886783728055,-0.00999576930055364,-0.814701817247921,-2.10142419359266,-0.374238855183142,-0.300885005255582,-1.62285112442663,-0.680131309724823,0.154044777596973,-0.89424313424723,0.204144300153222,-0.697534017405512,-0.702393435671741,-0.451701086018686,-0.802178180142977,-0.599298645226522,-0.923079792711871,-0.978227277145789,-0.380047808214331,-0.880687260811326,-1.84481732228815,-1.62925481978589,-1.02606735339189,-0.709711299038963,-0.577798348082663,-0.908285159306121,0.0199489431348781,-0.611550130569654,-1.22055398105777,-0.814573016050741,-1.59145956355595,-0.85903893151824,0.288594540689349,-1.17159602825107,-1.37042565120755,-1.25157438020977,-0.232099546040307,-0.781930281515228,-0.0512572552611108,-1.25539569577273,-2.02871868266686,-1.27311611423461,-0.869560783246625,0.424443442185614,-0.603437638163655
"HPJ99_Vic_3 (GE) - TPM",-0.956412560639271,-0.91282162746053,0.251259732304065,-1.87646226324075,-0.638410774412015,0.193155608431309,-0.539591153285174,0.503098219964888,-0.249663098246525,-1.23536706206714,-0.294864464492631,0.703893284652595,-1.7358333044206,-0.79290829250428,-1.18484895255912,-0.548812901856934,0.378465826991977,0.94047462927531,-0.210404680545388,-1.0149973720635,0.0977938296172131,0.0927432485205668,-0.290822635178853,-0.984983474025978,-0.372346944333527,-1.39521600438944,0.576167503778624,-0.463443966087637,-1.10343212712734,-0.833603847852791,0.746709079286599,-0.764423047091198,0.500819426969681,-1.24368680584909,0.169658184402557,-0.819826732870928,0.277500008824667,-0.30071750843742,-0.657983111121883,-1.13821540884428,-0.435946919120761,-0.151866825272513,-0.474928156969499,-1.08958960200596,-0.685293945258381,1.14242085653274,-1.93827774808797,-1.29300967211311,-1.344568544536,-0.90795414113255,-0.925745157339098,-1.11493474704341,-1.04373948385651,0.415013603490731,0.629955693865705,-0.725804769110771,-0.877260076144094,-0.942784969189113,0.0260687896688256,-1.62752371596004,-0.131267917484747,0.238291212374287,-2.04734655660628,-1.89791844657712,0.726297527358541,-0.528919279864887,0.176118202917048,-0.4794595498687,-0.866752807249494,-0.670635195805548,-0.876210358968236,-0.327088479412905,-0.796759625991329,-0.763856804883552,0.623701918801094,-0.120164874970222,-1.67144330916327,-0.191603483244612,0.113746634726492,-0.670706652863736,-1.45819165934048,-0.234354952529855,0.425624489803559,-0.671278212328432,0.196425753101716,-0.0944359935934082,-0.70536595709349,0.104465666472062,-0.58999970735478,0.180029337119667,-0.302408493140758,0.0259129133783304,-0.00999084907108222,0.797634525380486,-0.577403277828222,0.24631285579751,-0.810602414070064,-1.08550974940815,-1.47522363177587,-0.691138603476863,-0.781330064751236,-0.832043060587925,-0.711925027162884,0.323647849815057,-0.746515667171134,-0.927843810572985,-0.882607958959805,-1.03138667250242,-0.725202485951923,-0.477491379427536,-0.96922965731414,-1.55794390135158,-1.06030668877636,0.170278373023422,-0.245128639560283,0.141593765615395,-1.29449222793088,-1.07813022287816,-0.439696260476337,0.277277332459833,0.634819429828936,-0.0401229146517801
