"","HPG27_RS00305","HPG27_RS00550","HPG27_RS00970","HPG27_RS01750","HPG27_RS08150","HPG27_RS02175","HPG27_RS02255","HPG27_RS02875","HPG27_RS03000","HPG27_RS03005","HPG27_RS03300","HPG27_RS03860","HPG27_RS04045","HPG27_RS05250","HPG27_RS05325","HPG27_RS05500","HPG27_RS05730","HPG27_RS05755","HPG27_RS06245","HPG27_RS06330","HPG27_RS06345","HPG27_RS06350","HPG27_RS06355","HPG27_RS06360","HPG27_RS06365","HPG27_RS06370"
"HP_G27_Mig_2 (GE) - TPM",-0.955623475003223,-1.10388019690901,1.03612869666788,2.07128147240706,0.238673079312613,-0.630944236004647,0.504378553385985,0.109423427115,0.527550537365155,-0.363544599540085,-0.930898041241398,-0.111114966626852,-1.35292821125083,0.810729137292457,-1.20588736197278,1.03613241208659,0.058035294237696,-0.0973342739335448,-1.26976609269726,-0.424207388357278,-0.240828803874996,0.46705598612427,0.323019290436086,-0.536567048695092,-0.546685155600877,-0.0328811724503162
"HP_G27_Mig_3 (GE) - TPM",-0.6513769038893,-0.60541287902924,0.67764069781572,1.41338040633081,-0.586820404188031,-0.649682819812846,0.556543744903838,-0.30945869574931,0.757913875266974,0.694069240444557,-0.0580409920736488,0.26924360356491,-1.00911966725805,0.0585436233470935,-1.36681441955732,1.28245385111981,0.776828396568356,-0.46427447350665,-1.48630341950189,-0.544778160104868,-0.148537290725059,0.167723862044712,0.265916747680753,-0.744112621024549,-1.0033862089403,-0.224688275014912
"HP_G27_Nd_1 (GE) - TPM",1.39162157425482,0.87851012758721,-1.66360391928083,-1.28084169092988,-1.5110737311498,-1.91250861604912,2.2656190064003,-1.51037358842778,-1.90374727746185,-2.48721254748953,-2.42024425324342,-2.27506680766464,1.18973136087282,-1.02282915986414,1.8450220841647,-1.56751706908563,-2.23278353428592,-2.48541899747431,0.741278089149094,-1.71824238881838,-2.5545058813926,-2.5536994772535,-2.70846767815498,-2.3575919110426,-2.12901232104383,-2.3110886310145
"HP_G27_Nd_2 (GE) - TPM",1.18894284916075,1.65816209909635,-1.4882647575591,-1.23976722171909,-0.97047928546519,-1.74085137189328,2.73255417616786,-1.64367943145533,-1.65260593493284,-2.72378207421021,-2.30453724610675,-2.21631315668782,1.54510264949979,-0.709527977747726,1.49302682130246,-1.47021034909603,-2.30175904691041,-2.47478639357106,1.31938596762345,-2.06394047230635,-2.4406898523085,-2.59683617350151,-2.50182706910424,-2.3615398870115,-2.22769257201364,-2.34399981121781
"HP_G27_Nd_3 (GE) - TPM",1.48045873864316,0.884952706451751,-1.44783554863734,-1.1183572751655,-1.6427556054536,-1.71899297025938,2.55375755917137,-1.73215498471422,-1.46772601267155,-2.40444754896382,-2.14741741947766,-2.02202257465301,2.07820402127726,-0.927179402735528,1.05819411659813,-1.51329528955197,-1.88182161203792,-2.6097068607629,1.93833893242726,-1.95779655633311,-2.43061996703993,-2.48363570026678,-2.5486450901405,-2.1038432374593,-2.19207412754998,-2.11299528659917
"HP_G27_Ns_1 (GE) - TPM",1.27634151464421,1.36164016456759,-0.292929971873643,-1.2323211427553,-0.530337682270195,-0.213984272935073,-0.0303695391203595,-0.416398635211434,-0.482065541492646,0.155708776932459,1.29957666006611,0.248270697968767,0.15305714929309,-1.2015170087808,0.108710318987152,-1.03853057030271,0.693441189302851,0.185636295072225,-0.500706221385468,-0.414713268979457,0.161833037751064,-0.11811234859011,0.166771830320327,-0.182341286932707,-0.209286688436113,-0.235450697979673
"HP_G27_Ns_2 (GE) - TPM",1.26168796119126,0.914485949949662,-0.24105154742721,-0.76830201609518,-0.536145358339098,-0.123527067691807,-0.151402546842638,-0.183399595244972,-0.272848636585601,0.196564096917498,1.61193666897244,0.0717050564643206,0.193895782114222,-0.733511303444893,-0.103522722051658,-0.766001343189979,0.55027183572053,0.39988334455636,-0.32261340759974,-0.127076626047677,0.157418801554741,0.178170744466599,0.053596387052468,0.504857697315773,-0.0765081869761132,-0.18517188040656
"HP_G27_Ns_3 (GE) - TPM",0.936183537975413,1.94645798982461,-1.01434857431186,-1.55989759701472,-1.44843401519146,-0.698950986012269,-0.00296868974586276,-1.18445060061163,-0.984376184266891,-0.10609481576511,0.781700281399074,-0.501478054377603,0.17334206741572,-1.64781510622792,0.359697625514198,-1.33262112463474,0.637403038419534,0.24747903017468,-0.654539153657417,-0.782629091195865,-0.259416397942463,-0.620307977051522,-0.674932174200218,-0.285197061150919,-0.79270576408614,-0.677115343461216
"HP_G27_Oss_1 (GE) - TPM",-0.796430619976688,-0.857186283569468,0.532834312043957,0.0126713241895697,0.336693036691459,1.35450724422892,-1.24096578602252,1.36762873138707,0.557388334029022,0.496488852361432,1.02840882068115,1.06018844461056,-1.25479064805898,0.590603877241959,-1.51157989845236,1.20509077112864,-0.127847952697939,0.583895993319542,-1.06226941017848,1.34677719915152,1.13828171010423,1.052884718349,0.985809817863805,1.47863303242487,1.09356036266475,1.32738403130758
"HP_G27_Oss_2 (GE) - TPM",-0.743515866896556,-1.40568463631867,0.311853377946989,0.14619612783503,0.747231264316473,1.42122351359302,-1.35166160140629,1.38272172343903,0.541941536057137,0.801057702097089,0.948125957040609,1.169014396446,-1.41829003246033,0.219541038711506,-1.37988490040285,1.09698124763319,0.29491662135762,0.477357023801254,-1.07365675629553,1.43886014766631,1.12389312144068,1.33752058324116,1.19598882984565,1.4974531118215,1.28540379242403,1.66914503178024
"HP_G27_Oss_3 (GE) - TPM",-0.532598420638654,-0.268836551021904,0.186105431098023,-0.604063529325288,-0.21180650720977,1.24117090259642,-0.822275444687232,-0.160057306729286,0.126770046248146,-0.169511023100796,0.331074828996078,0.464664692502583,-1.21778746913885,1.13220470874065,-0.156072007396374,-0.0499181635037419,0.784111736213839,0.624294946740576,-0.61319296302982,1.31100927980953,0.888467641949293,0.452257442614486,0.642693930464959,0.24794418149833,0.766173834002282,0.937828366470984
"HP_G27_Oxs_1 (GE) - TPM",-0.606644423175745,-0.340379228762078,0.0335652321417906,0.489910199281628,1.35819969821843,1.38235256378881,-0.66714388693119,1.56539224662301,0.422675108088841,0.734427454202189,0.430404878625748,1.0063575930472,0.0105412371944102,0.616469264826526,0.661151319173371,0.0822566870711954,0.250560678576309,1.50708343175815,-0.738810686345884,0.353476678545559,1.05726527085156,0.939804344548716,0.260650079650893,0.781407069752682,1.47017509848498,1.50172668867458
"HP_G27_Oxs_2 (GE) - TPM",-0.281553865914003,-0.638870026153361,0.208643478821283,-0.0300518282710452,1.11188214162339,1.73402643957794,-0.542890785899502,1.44082035662538,0.581223411959477,1.24108888700821,0.526687306564757,0.847878588559626,0.820558224078882,0.807999127414679,1.20857121548069,0.428472387998797,0.160183742746932,0.91397378117334,-0.399205915786859,0.669254114277105,1.0233375645945,0.470242462802866,0.448617397821214,0.715342023071762,1.24539836906344,1.47899024500995
"HP_G27_Oxs_3 (GE) - TPM",0.0322346465327374,0.536507403387945,-0.0221930067759893,0.498885940789654,0.356280695287735,1.03550982842729,-0.413099439223405,0.70645141104043,-0.00139918825237819,-0.152226242676689,0.123857950250396,0.554920836877426,1.12595060888912,-0.119147719459712,1.27037438571361,-0.594880553337844,0.106504320847731,0.735945523188855,-0.386264577901927,0.453014117037022,0.935266597473734,0.283280474844914,0.389352302852207,0.396846441495405,0.662119158410906,0.832209288211897
"HP_G27_Sp_1 (GE) - TPM",-1.35938213388036,-1.20520532644719,1.92146515247263,1.43176424006897,1.98616000620172,-0.00981627800097436,-0.775478790343722,1.32875143216836,1.40908754102083,1.58339477634035,0.755794119102589,2.08423726443505,-0.575299868914354,1.91828212546849,-1.55711221061759,0.778042558269041,2.29194226884782,0.439975511495545,-1.80669869482005,1.15910941866255,1.09880775870207,1.04978067841263,0.62594451046558,1.91627748638712,1.52255482945381,0.44670568120433
"HP_G27_Sp_2 (GE) - TPM",-1.44738835563208,-1.34029724964552,2.24829749225619,1.07319535588972,1.41238248871802,-0.16284500676895,-0.732818571640315,0.985796087298673,1.50858638337904,-0.0947668052911295,0.563147138175811,0.714901042616297,-0.68948306533664,1.57518039117769,-1.67681775992575,0.19279916922532,0.644313320879828,0.794795605265477,-0.802369757125355,1.62149153119217,0.729860739548105,0.784345143817227,0.643208536151753,0.462675722515314,0.650408014493498,0.622367051328131
"HP_G27_Sp_3 (GE) - TPM",-1.26704419175378,-1.43287641774038,2.33428863004987,1.59614136774074,1.47774580450772,0.208657341438556,-0.821183303000669,0.77523243256481,1.95485629458336,0.327330547808371,0.0668290535702002,1.03877535651372,-0.909094755064442,1.40376451728332,-1.40472725162662,0.433161071459938,2.04565724542724,1.1642280625882,-1.4439764729917,1.99512623227999,1.2641926608738,0.83807710679865,0.662242770981497,-0.441705171296552,0.0942087232879725,0.564537980598252
"HP_G27_Tm_1 (GE) - TPM",-0.405033425484817,0.122331147809052,-0.318103311977576,0.311579249093191,0.257406464990574,0.500250128877431,-0.257677226742884,0.340116572672864,0.556654911200976,0.600648083814105,0.0177156219873462,0.367387189975952,-0.121068991551121,-0.21294410910245,0.539687644917629,0.238651247270113,0.190561636753966,0.0563740600063298,0.695108235539572,-0.270665639437114,0.107578296784824,0.264840232429783,0.694643583095011,0.486818581144739,0.239775499403223,0.388061330852186
"HP_G27_Tm_2 (GE) - TPM",-0.202381696115305,-0.0743889653662513,-0.624591115475394,-0.0315097724110601,0.252177029420805,0.432609127533171,-0.316482338815803,0.159046798875496,-0.0972188110674615,-0.112392151911312,-0.0912096961364825,-0.0554266229550562,-0.39577643883201,-0.567473801221509,0.334678040073355,-0.0389756107510493,-0.525571128966158,0.0266961306399197,0.514681383815093,-0.303253067535907,-0.0472804029360141,-0.0252230607658484,0.156419440380946,0.101822845750206,0.319672751695852,-0.0320623553973978
"HP_G27_Tm_3 (GE) - TPM",0.120265423525032,-0.126403685842219,-0.751807656133777,-0.416051062956659,-0.752457681139077,-0.152753247480794,-0.282946927738285,-0.404543244172625,-0.123086971982346,-0.198307191132452,-0.772025973352557,-0.458809986142113,0.0730681975005066,-1.2764323109078,-0.271559928195286,-0.676162597449552,-0.869749754157587,-0.697814685511395,-0.57479286019104,-0.523909898495224,-0.580554904786839,-0.360516501938381,-0.756579187912364,-0.24507355544089,-0.0585992704163174,-0.133361866701863
"HP_G27_Vic_1 (GE) - TPM",1.30410096097705,0.30926159729323,-0.052988948867366,-1.0043332830974,-1.08796107277181,-0.522969226420383,0.764593381356384,-0.729303178436518,-0.294414025810967,0.113880536757569,0.0886445076334844,-1.08403850210845,0.221200765541742,-0.950520401234407,0.860809619226015,0.347944623539654,-0.383632154702105,-0.46444694998978,1.50454733405336,-0.0532243200572591,-0.541231523174367,-0.882236880646819,-0.460501257544133,-0.537220313630885,-0.454793554370716,-0.610019974556128
"HP_G27_Vic_2 (GE) - TPM",0.299672702431114,-0.270744356201486,-0.241071529344539,-1.15122973355087,-0.813219302025037,-0.603908458368317,0.508819111443889,-0.823214002851648,0.166506817681624,-0.363101210187024,-0.834167710659853,-1.00886147862408,0.00152235614034174,-0.444212205235589,0.280694474359174,0.114765835460399,-0.152011637843301,-0.430793236898363,0.542027140318455,-0.448436273516254,-0.603173570648416,-0.50946540582768,-0.522100603584967,-0.0828260488846988,-0.140331325398201,-0.461562249798143
"HP_G27_Vic_3 (GE) - TPM",0.77306461534101,0.388656777620908,-0.40740966873319,-1.36644055862826,-1.82239857847926,-0.871023872055188,0.281715522801124,-1.1029501405475,-1.01189165550288,-0.588140506061127,-0.627132634718641,-1.30175216248506,0.328178201183463,-1.37906910785462,-0.26835072236449,-0.33382542285232,-1.23092542314903,-0.812370074019937,1.32524639358431,-0.865668479724612,-1.04081583176433,-1.08848868679377,-1.11115706848173,-1.09413037300326,-1.02441795194222,-0.967416619783654
