"","JHP_RS00350","JHP_RS00555","JHP_RS00640","JHP_RS00965","JHP_RS01650","JHP_RS01655","JHP_RS01660","JHP_RS01665","JHP_RS02290","JHP_RS02310","JHP_RS02610","JHP_RS02615","JHP_RS02870","JHP_RS03360","JHP_RS03530","JHP_RS03745","JHP_RS03805","JHP_RS03975","JHP_RS04215","JHP_RS04590","JHP_RS08175","JHP_RS05155","JHP_RS05355","JHP_RS05745","JHP_RS08215","JHP_RS05870","JHP_RS06110","JHP_RS06520","JHP_RS07025","JHP_RS07030","JHP_RS07720","JHP_RS08315"
"HPJ99_Mig_3 (GE) - TPM",-0.183857811794895,-1.55585114647818,-0.757547083654229,-1.12926362257689,-1.43674063451576,-0.534080750955539,-1.09522199473203,-1.1888405790877,-1.14493282668525,-1.08892253210337,-1.02298198363891,-0.596097481863356,-1.41389942597282,-1.07863765289421,-0.519128968481281,-1.21776058062099,-0.905998319015889,-1.50057260415279,-1.39208722516507,-1.01714474207127,-1.40017391927836,-1.43542521323428,-1.84394545512715,-0.730898180806825,-0.86665169714765,-1.22253604273312,-1.57852152380674,-1.0761557302406,-1.18160143271803,-1.32966747820486,-0.284727983296639,-1.00403462871197
"HPJ99_Nd_1 (GE) - TPM",-0.595563801417549,-0.111269331320845,0.820048633502159,0.0577129458336235,-0.645831572538744,-1.12380734927339,-0.912978017276834,-1.05535678004125,-0.718196083912276,-0.977933175277082,-0.66184095340438,-0.575783662467811,0.129479783236201,-0.0661005921200353,-0.900739517030125,-0.712066440262198,-1.24250762053932,0.142971451942824,-0.124667632856432,-0.957773659807325,-0.910073480607666,-0.846846338106878,-0.362927100460444,-1.12385904315803,-1.2353149019687,-0.749754006221494,-0.643953416662125,0.0139334393071205,-0.913340354129108,-0.562177669813573,-0.566278305272106,-0.970476191017194
"HPJ99_Nd_2 (GE) - TPM",-0.0579131092371873,-0.451103214701342,0.527528647392394,0.427141881132807,-0.249873737270033,-1.01225102463573,-0.835846606456964,-1.11695235235717,-0.792542402073096,-1.16898181995428,-0.802561419891728,-0.452275461220925,-0.798268808673295,-0.469616191580554,-1.17834891995772,-0.885459240256261,-1.41868720386208,0.735481354515727,-0.801255057111746,-1.11107532986215,-1.00406384715329,-1.1177535483369,-1.00291584600534,-1.1256382615846,-1.48460361616389,-0.647626365027644,-0.733768776779372,-0.424178042774907,-0.789024673620338,-1.21419764941018,-0.670917580457377,-1.16530510737038
"HPJ99_Nd_3 (GE) - TPM",-0.583480630839536,-0.671826151703503,0.14730095130175,-0.16349722373206,-1.16507283497327,-1.28168737842562,-1.35479907819161,-1.17108475599295,-0.960237013424448,-1.28839167821245,-0.921487558581168,-0.625341148353795,-1.3352065956272,-0.592767837912293,-1.28126918552883,-0.971822545409864,-1.51672361542612,0.380789956107442,-0.806896698118977,-1.19536975125404,-1.10120030333183,-1.34813767556235,-1.08610748795266,-1.14201086716047,-1.24404965271342,-0.948069329640771,-0.397810185217683,-0.371999121166578,-0.990481404748124,-1.25431422215296,-0.603327827403741,-1.12454923199093
"HPJ99_Ns_1 (GE) - TPM",-0.00377885892437846,0.921575717757565,-0.0363067598662707,0.98409218740307,0.323917815598412,1.17883827418259,0.997602181612427,0.0693835168868364,0.185481783103364,0.751862531506259,0.744420239393149,0.683642246883051,1.04949208562896,0.284712028892833,0.975944450022777,0.428314518299359,0.694250158002972,0.629616791436112,1.83156778449596,0.520536030169339,0.942172408537061,0.72281222473953,0.456155720210588,0.00488047517310355,0.208267783139678,0.285001946861703,-0.428677653564206,1.40726045496056,0.404068289088662,0.272941597232646,0.507779453538185,0.998598261915094
"HPJ99_Ns_2 (GE) - TPM",-0.199961645041507,0.283340362989669,-0.115307568267529,0.178863844800606,-0.391825536916273,0.822292523962858,1.37473418374949,0.38982528272027,0.0494585683111338,0.822487942898311,0.569427615859393,0.681117465213637,0.325308990850156,0.378773054198128,2.06382595389329,0.273697843909427,0.485841338293491,0.126563819213674,1.31569235642002,1.14431161682551,0.398876730496777,0.43109668069516,0.272151552598132,0.0107071304228759,0.248905003939345,-0.190880336606485,-0.573628296687854,2.21331263164714,-0.218249496150541,0.658908369764279,0.597917050277484,0.940547300091281
"HPJ99_Ns_3 (GE) - TPM",-0.66204702515225,0.0987826653108552,-0.468137297357816,-0.441728186465869,-0.368920151857029,0.361859195541003,1.11281613923451,0.427744031625396,-0.0855804909302123,0.218367428293862,0.196398517014918,0.300626652115804,0.90101670001052,0.14289606539688,1.35140478104905,-0.00462600529692249,0.195517629828016,-0.0609510248495296,1.39453898612181,1.3026883331399,0.416618676566524,0.143700121120057,0.150419850862523,-0.166183356113088,0.615939628701182,-0.389114917342357,-0.574983759042919,1.71820223972274,-0.16405471839604,0.213692164479275,0.0354769155850845,1.09985299393439
"HPJ99_Oss_1 (GE) - TPM",-0.536413191443202,0.43674773255637,-0.0994551840687541,0.939073496293225,0.662321904006692,0.384307105623908,0.479343248155379,1.39850108434564,0.6628004607902,1.24751986835453,-0.103060136516973,0.206783999927579,2.20850828868148,1.04843120064094,1.53473935426121,1.38597250077034,0.106808074765683,-0.163136222196373,1.06320517042516,0.847381358937235,1.07596740577298,0.91538083001362,0.684287388930833,-0.610625419436544,-0.216869781152123,1.23855498834669,-0.594407669704552,-0.461189251812512,0.0834042772348287,0.143274935155369,-0.527544760942548,1.03409428419042
"HPJ99_Oss_2 (GE) - TPM",-0.771619160639632,0.573906427760108,-0.400269818916679,-0.00698860463181955,0.417049162932706,-0.0333948507571269,1.12155648392369,1.33651140754891,0.498259389484884,0.502907173641387,0.123772729820575,0.0252775638090403,1.49035303088227,1.18277078922405,1.77733718943789,1.31193593556485,0.176613608943981,-0.373685299785513,1.6631912323158,1.18146270800772,1.39905934812751,0.657302841130252,1.66119909130348,-0.51337080936538,-0.288227544162333,0.917272453368088,-1.03402294270025,-0.495699122286657,-0.0166637146541854,-0.318725370067927,-0.648760495971154,1.86715389794299
"HPJ99_Oss_3 (GE) - TPM",-0.21572425385945,0.550943056556934,-0.639040713241597,-0.203754106865633,0.84040771137282,1.08082350358977,1.09989026601858,0.405244094851504,0.635905661680416,0.95991031933449,0.121117326610222,-0.068895783261816,1.12665568217722,1.06974001247898,1.27402547360823,1.84092230335584,0.478259106152748,-0.306849853624235,1.04316511764997,0.79593819107768,0.540085240393966,0.673018075752708,1.46372857671766,-0.466044530299485,-0.147931331552859,1.53765854795512,-0.19355028739993,-0.356757910633495,0.976570251788689,-0.22643621012134,-0.767487352717775,1.6691822286344
"HPJ99_Oxs_1 (GE) - TPM",0.891042866557474,0.56388442601317,0.941561988662919,0.862705387706893,0.573466088072925,0.939984745123842,1.51811545799462,1.60742094301251,1.58768422376743,1.08545602121616,1.64624665427007,0.908709418614653,0.687936136527685,1.33298049304853,0.279883097454837,1.62679564640187,1.41405132701818,0.50524824392766,0.260269339922871,-0.36912396089075,0.572601582609374,0.468537117763298,1.30927670270346,1.43479824558769,0.845213545187668,1.22717752546784,0.434944698888682,0.341966369571524,0.999759305720357,1.15331697382108,1.02486430081019,0.819611284265647
"HPJ99_Oxs_2 (GE) - TPM",1.15268115688055,0.255394624696745,1.6599049196212,2.13869536194917,0.770997420917186,1.43900048754946,0.570429103385089,1.17230569083537,1.76038371027949,1.11391276318045,1.47446922374929,0.496904439670139,0.193070586942629,1.58540742080536,0.255197956760851,1.49852999891671,1.25048489609577,1.74163087739246,-0.152335496599295,-0.432007207772435,0.626794391128464,0.980636313871256,1.20516191514321,0.88691052952127,1.19115519243894,1.79075658372954,0.807357633392265,-0.0403833047981015,-0.0657347438193116,1.12820471849523,1.09094417458719,1.23846223634864
"HPJ99_Oxs_3 (GE) - TPM",0.678130323994266,-0.175602046973333,0.609305637969032,0.0598535923075174,0.529337688152604,0.845996272332629,1.20902665875377,1.26317759096736,0.837131745986277,0.426209748115621,0.83367871470227,0.167661362541122,-0.228839148151025,0.833182243477364,-0.0675296192668636,0.889112095047611,1.23018631970148,0.605271996096602,-0.862219950934467,-0.467806518636463,0.326750444607302,0.249147258944393,0.457637304791007,0.723562891626709,0.658117036820653,1.24154467872806,0.541007279844743,-0.127266644432415,1.6362285904618,0.690688505109054,0.376242176984853,0.0587941701380748
"HPJ99_Sp_1 (GE) - TPM",-0.895430859326142,-0.858558424916633,-1.00203876776032,-1.74307603918424,0.331546949422729,0.130415286865972,-0.564197675076515,0.218348042665567,-0.561101815939119,-0.418600508857711,-0.688327941167341,-0.21279931875796,-1.17553657001893,-0.552408383678648,-0.223181557960873,-0.323879804066948,-0.465073075727359,-0.658368968288556,-0.720862232559117,-0.377945070031634,0.333151965590681,-0.775560757647751,-0.152865980119759,0.73237417337214,-0.641269966446388,-0.177864078190506,-0.968716865361005,-0.838459797125521,0.911242301878617,0.114475765671448,-0.891006879958903,-0.205725450777885
"HPJ99_Sp_2 (GE) - TPM",-1.11834318948197,-1.23928181654104,-1.5147175798793,-1.32580296870034,-0.293761747433756,-0.668787444628472,-0.813470847263967,-0.110021012967295,-0.879459698136907,-0.80136342428276,-0.807888911451366,-0.624335437695334,-0.948233728358839,-0.918722319384911,-0.299218313526837,-0.40406531336946,-0.750857831824331,-1.03812137128652,-1.0076970368441,-0.805546414423021,-0.353501201424096,-0.685932992957581,-0.596878495569454,-0.179646206752755,-0.851256290735779,-0.669645032370447,-1.35383078381109,-0.845560564985844,-0.140647015160178,-0.915151519669018,-1.31931627564933,-0.78784950327059
"HPJ99_Sp_3 (GE) - TPM",-0.984188344750054,-1.16898600795014,-1.29885973307838,-1.49412084145578,-0.18718866254722,-0.38924961734245,-0.706004209677427,-0.184602440161207,-0.849754872754654,-0.833271173334931,-0.716309129773332,-0.683257252226581,-1.12386838136167,-0.879224430599421,-0.312206698689664,-0.541296033325024,-0.519740102765711,-1.11304928511657,-1.03538478845807,-0.837543466562693,-0.51152131325678,-0.69321582119468,-0.296718506218638,-0.104553895268133,-0.941652628605513,-0.622982265965201,-1.58173668959736,-0.557544806660894,0.0869068112781467,-0.752569012940555,-1.3625102022811,-0.551479172426558
"HPJ99_Tm_1 (GE) - TPM",1.78720571766957,2.65211740627156,1.44958389564057,0.938083832482345,1.64473207732655,0.979366565178227,1.06453866478489,1.20819274732221,1.56507976734445,1.37077047440671,2.03293227957681,1.97057877751407,0.939570502695982,1.7926399714337,1.02750285842439,1.01123702686919,1.54149368366261,0.468382751329923,1.42938644160523,1.57744768284758,1.75819072740316,1.56240543657334,1.2484718062726,2.32627576868035,2.15019103511166,0.848809357048787,0.869390227482558,1.91639936465998,2.25645976508924,1.6589346491521,2.00601106706326,1.24797396977188
"HPJ99_Tm_2 (GE) - TPM",2.02164142976045,1.30096713520994,1.53762998028537,1.18935346276874,1.16208669679773,0.985404306865267,0.560872861908879,0.818586966503664,1.40657204027838,1.22584249807435,1.70698965136893,1.34338121296765,0.567520287586636,0.993036741891822,0.700437628799838,0.622711325360425,1.57210939316009,0.940335097526222,1.09796825653207,1.51999398302865,0.990511219621603,1.47629456250592,1.08627260989551,1.74299437262239,1.83976087113588,1.12223232385278,1.67266375672613,1.88957830584836,1.17267547709566,2.03785984433356,1.62346603462781,0.934762760767762
"HPJ99_Tm_3 (GE) - TPM",1.64943351855754,1.09214359262066,1.33126103946166,0.883328019794309,0.838443119788189,0.330509659953168,0.487926209043326,0.627631699617396,1.42605018397749,1.20020984969159,0.785100392665479,1.06982566173715,0.931342395301443,1.20111189988195,0.744082519661591,0.614050498922306,0.943224585770931,1.42995062430908,1.28626688841752,1.33241022983796,1.00736693928834,1.7561471117864,1.33436894561948,1.15798748929784,1.68072831106313,0.947257008578747,1.32250550629517,1.19975178090234,0.239102709429241,1.35521278278926,1.16721002153794,0.77641957265972
"HPJ99_Vic_1 (GE) - TPM",-1.18325248803274,0.12167617747843,-1.26902717809978,-0.850335090931375,-0.0384111420606703,-1.4096391816791,-1.31556677859076,-1.4592178861531,-1.01192486972136,-1.02625912677073,-0.681805172177839,-1.29663176341755,0.211059433672116,-0.918586480483195,-0.888074047394356,-1.00606138363473,-0.493990664966025,-1.15879954900752,0.0998969384251334,-1.18874530269891,-0.348926206435713,-0.940596657670837,-0.743675690565289,-1.127103958892,-1.05835345128721,-0.941575358306337,0.158754746899252,-0.880207182406678,-1.68225452720437,-0.645022128109265,-1.23791983171682,-1.15572040419611
"HPJ99_Vic_2 (GE) - TPM",-1.32176777649317,-0.35211110212736,-1.59327677984542,-2.22323698277553,-0.83914121875718,-1.77290231574413,-1.61233914335345,-1.3782324654828,-1.19151173438624,-1.14563307665728,-1.09748713520177,-1.40202196585363,-0.600921530846765,-1.12539614805821,-1.40141359056902,-1.46426102602078,-1.02638633420024,-1.58344905357652,-0.0892272775159026,-1.28717969144849,-0.831470699932919,-1.18938428983325,-1.16272163384834,-1.32284924593899,-1.30717922569372,-1.21740228404359,-0.535943546508212,-1.18579429872695,-1.61557807513441,-1.0029712253997,-1.30148066098494,-1.06686129234171
"HPJ99_Vic_3 (GE) - TPM",-1.07693718482581,-0.520886194370749,-1.68304507389197,-0.968944688356522,-1.18237822439916,-1.74191421330256,-1.34671980071347,-1.34942481871486,-1.09203724863257,-1.17425531782707,-1.00938380140079,-1.30083306922437,0.106627639959283,-1.10294867033174,-1.18737502787135,-1.20893250450439,-0.726985061530194,-1.29782721281447,-0.303758866045389,-1.26301330395559,-0.623063260907258,-1.09087860960785,-1.07618834727527,-1.24096934484368,-0.890573707368159,-1.00424793536288,0.447642287707003,-0.956184645043939,-1.17823491581413,-0.770020475946994,-1.3368893162664,-1.1875861978169
