"","CE206_RS00540","CE206_RS00650","CE206_RS01525","CE206_RS02290","CE206_RS02475","CE206_RS03760","CE206_RS04000","CE206_RS04145","CE206_RS04225","CE206_RS04620","CE206_RS04995","CE206_RS05280","CE206_RS05335","CE206_RS05910","CE206_RS06050","CE206_RS06995","CE206_RS07945","CE206_RS08305","CE206_RS08840","CE206_RS09125","CE206_RS10195","CE206_RS11035","CE206_RS11255","CE206_RS11530","CE206_RS11545","CE206_RS12030","CE206_RS12175","CE206_RS12780","CE206_RS14425","CE206_RS14525","CE206_RS15140","CE206_RS15595","CE206_RS15655","CE206_RS16280","CE206_RS16580","CE206_RS17000","CE206_RS17055","CE206_RS18385","CE206_RS18425","CE206_RS18440","CE206_RS18560","CE206_RS18760","CE206_RS19115","CE206_RS19280","CE206_RS19450","CE206_RS19730","CE206_RS19985","CE206_RS20100","CE206_RS20155","CE206_RS21060","CE206_RS21350","CE206_RS21835","CE206_RS22930","CE206_RS23885","CE206_RS24065","CE206_RS24300","CE206_RS24310","CE206_RS24640","CE206_RS24645","CE206_RS26265","CE206_RS26270","CE206_RS27175","CE206_RS27355","CE206_RS28525"
"ACHX_Li_2 (GE) - TPM",-0.319645323194297,0.159419651289772,-0.470876572942434,1.02985073239027,-0.220823542835435,0.519587365935844,-0.082160761810034,0.520885584764181,0.0311801462456627,-0.411513126590992,0.567780811295942,-0.55880088408553,0.402047042520895,-0.329391677650672,1.02935520551132,0.359896937002418,0.884813542994065,-0.826958421693371,-0.746452336460484,1.21333772943688,0.951089774760526,0.554817919814561,-0.524088393555764,-0.0566297179295264,1.6877734853547,-0.49874872485991,0.262141364654887,0.848999713186978,0.979067744678546,0.214897271223315,-0.176832717036456,0.0353376731200436,-0.565316721835672,-0.38039877194307,-0.188441564906401,0.470117033866265,-0.63301294947107,-0.862331354002264,-0.35462603352912,0.699552666572281,0.467257594157556,-0.1488078001543,-0.17908975215025,-0.0348958116183778,-0.151057671512054,-0.568261463323798,-0.580986442180853,0.242681009657778,-0.233104928747196,0.548714412558051,-0.158676897879512,-0.632298793988586,-0.87623169577915,-0.526274695373686,0.430577153953698,-0.103871733292901,-0.62697537350241,0.908685855103448,0.116963018530891,0.140163144738733,-0.376335654200268,-0.825329031699154,-0.608721362548889,0.258955464682095
"ACHX_Li_3 (GE) - TPM",0.408549183211885,-0.718245622256774,-0.0641091979832126,1.03153403575965,0.650999684145492,0.819740867586145,0.244550794555497,0.535147614025282,-0.259292991937623,0.0549477106351027,0.511074186677514,-0.220018258263915,0.781263003316893,1.04036978623261,1.09083481332863,0.63228289023548,1.56579504881353,-1.05595011088372,-0.815964686697811,0.629263361388388,-1.17663806628405,0.272133602364901,-0.730570233950328,-0.529272057568123,2.11305520551151,-0.306140565140701,1.01328212160695,0.972532562617715,0.717942504201722,-0.027328612967362,0.016791315600224,0.0978207206618668,-0.491523049001954,-0.109438212711628,0.141143863102418,1.02755007115071,-1.17930622273698,-0.80335788681816,-0.597545621723078,0.581732982330526,-0.253790812992124,-0.392426966342025,-0.380108187624728,-0.29783498632276,0.041326453209156,-0.32319610876421,-0.626648032965603,0.242549538474636,-0.27768905019012,-0.131154599306964,0.519831751469538,0.584441488790142,-0.880877120994485,0.130240878755077,1.61486946362579,0.279618488589912,-0.00777004396977495,0.948360114014295,0.577625470265167,1.08704589852721,0.123808372223027,0.378818124332768,0.0367676015555897,-0.242673235199524
"ACHX_Mig_1 (GE) - TPM",-0.307922217596391,-0.0473046471787479,-0.956393136011909,0.350796418812508,1.04636383839247,0.269847276509095,-0.800717847814306,0.254483636779705,-0.653036550814672,-0.394703460979513,-0.976569566550892,-0.230316464495396,-0.0555336824336931,-0.41900361897085,0.0577280594414357,-0.833884269198968,-0.682392299436687,0.567102931386704,-0.520523116430141,-0.193881890523181,0.37933080442036,-0.30209597497729,-0.823396744422813,0.210045651727623,-1.44440376527319,-0.16047144181846,0.132150473132032,1.53442148102933,-0.548803880073006,-1.39477983426348,-0.91689574695989,0.0482514416898338,-0.0646508820355366,-0.672794486925183,-1.14972690548177,0.470411051362971,0.632692715867608,-0.210878680875729,-0.0688030109060714,-0.949626148783667,-0.173153053511988,0.343453922416418,-0.275893664827066,-0.0377427350786215,0.473528352330348,-0.807498857289994,1.39530663550402,-1.16640008722034,-0.548348946467054,-1.2317224251642,-0.899679201152398,-0.622542647975613,0.433251048401695,-1.63992789437711,0.66512535240623,0.1571168359492,-0.110092384560306,-1.00023131745722,0.266435661909286,-1.67522385107763,-0.788741865861673,-0.895859399583911,-0.38341976784228,-0.0274137142795977
"ACHX_Mig_2 (GE) - TPM",-0.734444570380168,-1.35310845707948,-0.88426732265919,-0.666445649910123,-0.206519271235956,-0.103759519593036,-0.731455205141225,-0.701279742119842,-1.21573035559933,-0.468607939351069,-0.778483342704754,0.211873739580204,0.148208412150052,0.690961840347112,0.15554004490846,0.0448189640461314,-0.276759453080555,-0.242655605297395,-0.71823561800925,-0.96946485540033,0.086929442295669,-0.464599003494489,-1.39973505657564,0.532291315746653,-0.942090472179409,-0.351927727395258,0.074856030261016,0.28886955608791,-0.820102860093717,0.913780120814028,-1.00577075073694,-1.01168552033382,0.105536782382783,-0.340172330496227,-0.740038058467351,0.956796953790387,1.39086860778096,-0.768675555534304,-0.502282521333255,-1.01230769965868,-0.57956607794386,1.10092341903327,-0.546589237178754,-0.4320394242462,2.13762765284827,-0.530956202092613,1.07205066617455,-1.56401290205047,0.0380206643132063,-0.646381657145172,-0.918713132914001,-1.37371130388391,-0.21173881138402,-0.593849755941426,0.322630625477581,-0.329445398459098,-0.542513324315287,0.513542224236278,0.426023749431813,-1.39976335821747,-0.838371223782293,-0.719155403739135,-0.619432941729726,-0.413108589854425
"ACHX_Mig_3 (GE) - TPM",-1.27013195938175,-0.917942115725874,-1.05301238833528,-1.05883504554764,-0.61931229862482,-0.578710975892545,-1.05769180746734,-0.652709613325282,-1.367420879052,-0.828647689739562,-0.686474816015263,-0.305415995998262,0.0970106455163511,-1.02363024120617,-0.953504163046714,-0.824032790759026,-0.535716691509258,-0.28209561586664,-0.51892181155968,-1.08686316271207,-1.56346475937209,-0.678449344125091,-1.12550430875257,-0.720260925796938,-0.949617084037482,-0.191222711617841,-0.568232086253152,0.411075301046938,-1.02240399166679,0.906266858231562,-1.07985835891916,0.441446417220395,-0.147077325311465,-0.674883566494285,0.595156098586595,0.00750345622153407,-0.0576553909279031,-1.19195367391229,-0.61104026231597,-1.42575617502819,-0.272906411603756,-0.786796192253224,-0.766826626836644,-0.603527417468807,0.353440754135462,-0.987852462961807,0.305961094548206,-1.13374367480724,-0.170519001723318,-1.2317224251642,-1.89944646470154,0.0136009186632916,-0.478284907561373,-0.0943221815997856,-0.399310202536046,-1.26994902350916,0.194751628956824,-0.31691148892075,-1.14021630045716,1.03810635054689,-0.847938323983678,-0.909309035132542,-1.04491663669778,0.12960061311987
"ACHX_Nd_1 (GE) - TPM",-1.27013195938175,-0.547271186806811,-1.08578567249686,-0.331282441472313,-0.101037915208635,-0.00487340516758947,-0.810004380764011,0.0817699369034176,-0.39501574904228,0.860385942719894,-1.09225723732877,0.196745741889671,-0.795046717304836,-0.729063138019731,-0.0785132758255184,-1.17047728535007,-0.922723445977333,-1.2310354896865,1.85953584323141,-1.2985116550385,-0.0869365522973984,-0.51364667369575,-0.0924190939802375,-0.446017517808739,-0.513034700518708,-0.322314792711293,0.20398656247904,-0.645941877103156,-0.879973075806495,-0.425908443238949,-0.0746980936891087,1.17657408285744,-0.430974791219578,-0.549752144563868,0.30152898075387,-1.10033639909153,0.892310879839668,-0.19784956914105,0.2659083306843,-1.21136501225861,0.562490206450109,-0.786796192253224,-0.569145897131633,-0.0504268680172036,0.876977573549991,-0.0604988164920683,-1.42977694933884,-0.498426934995482,-1.41305169503144,1.21023691382515,-0.00365997906097342,-0.185744526943841,-0.520237277673133,-0.670129931195432,0.721878233287476,0.0663952961950893,1.28183495893533,0.189072240614909,1.03782808484253,-1.16447610675469,-0.41138369966702,0.0812463274745895,0.493164977303991,2.06443903540534
"ACHX_Nd_2 (GE) - TPM",-0.874210854994594,-0.477797324508198,-1.14896674959304,-0.672153693416014,-0.830443650957574,-0.129604283610646,-0.639107536653215,0.0867415006313091,-0.535364678826925,0.155799183883072,-1.02020037807321,-0.594872236279788,-0.971060591659071,-0.979100965395413,-0.283762082307529,0.0609491716780442,-0.884259449110293,-1.09525313371478,0.0397883056405237,-0.675089920413838,-0.388314449489792,-0.704910476970177,-0.144549139193368,-1.05380104699488,1.47613280968942,-0.452098498288695,-1.63654387598351,-0.696984868941155,-0.669810343651448,0.112257807442912,-0.417741496838139,-0.430174865053528,-0.219464208596843,-0.302153576411838,1.17224453621411,-1.09338443972779,0.946510707964036,-0.914555394675583,0.338639880935339,-1.23503741199617,-0.643536486152024,-0.166709802373112,-1.13124322595061,-0.0422558710807367,0.0279669555848262,0.763564327739426,-0.873813850007797,-0.434674354571901,-1.46740308286165,-0.366483601205558,-0.616046880695142,-0.555152829886028,-0.477793839599665,0.524880120644117,0.084249747239428,-0.0603066429064585,-0.360713443589713,0.393397554977409,-0.368488232856951,-1.26804375049675,0.473668968808929,-0.705748447047603,0.404667772524244,0.204682309970364
"ACHX_Nd_3 (GE) - TPM",-0.289088421575174,-0.124903483221071,-0.602557920071522,0.378387816676725,-0.801567410004821,0.34783462130604,-0.397540059858889,1.25238558618338,0.161498530970865,0.0824494717187424,-0.561780634832842,0.876305834962837,0.0294434711969361,0.0106258401481527,0.303158890912303,0.626425876240672,0.781215886880081,-0.461521610015512,0.854265450406169,-1.02610892480246,0.759219248058841,0.239960184790386,0.597855967946517,-0.246785892197134,-0.340496030221552,0.118242801004602,-0.0513045950663536,-0.106503291353182,-0.52262780756181,-0.508621011242435,-0.582626910080372,-0.147138623748176,-0.389463491042362,-0.0129155175435352,-1.03921225508195,-0.146810889739628,-0.219501223917549,0.569757598937286,-0.271249516851088,0.566724446315448,0.952992473308214,0.135102244785443,-0.316871922875334,-0.370782830497338,0.531814452126856,0.827482496759674,-0.776762639295031,-0.34630729217245,-1.40630292897641,0.483441424436672,-0.815258150049459,-0.350972837048237,-0.341254009008401,0.35246197260898,1.39832223830163,0.166288028851491,-0.39361494801227,1.12274391509442,-0.0884806039168559,0.746236799527696,1.51658869506626,0.363489639375914,1.02157726460304,1.31399687640958
"ACHX_Ns_1 (GE) - TPM",-0.336729198146167,0.497205724020331,-0.794138675371136,-0.863487986564109,-0.472521038111176,-0.720434616532838,-0.283365861255495,0.571584357617338,-0.856449890257218,-0.321289674601455,-0.841999168786497,-1.03212533389833,-0.524457866092758,-0.409955547122081,0.407546165877917,-0.509565802426659,-0.699669822916321,-0.775066240331535,-0.439048816596244,-0.315541209532498,1.41202158693726,-1.16848483024664,-0.746262643261258,1.58086113064475,0.731218719387737,-0.775437130661866,-1.01459963197884,0.269481191224706,-0.806892026474163,-0.134054252170142,-0.919834039833184,-0.424140270161493,-0.213214317543881,-0.640330462528353,-0.20886592209781,-0.305948048174123,0.00932838079213836,-1.50249936388726,-1.31699033071094,-1.0693550217497,-0.957771362785434,0.62287674056882,-0.719504504409998,-0.472217701546807,-0.812352341396643,-0.602328571078805,-0.888846195037319,-0.861794361050601,0.0862707862612989,-0.0660987001410524,-0.0867184970442166,0.128153117760889,0.888731058921092,-1.22330442862644,-0.0458685480747292,-0.378345107158385,-0.2802926997694,0.0560301401947862,-0.360479665240386,-0.578142276429907,-0.459689684004533,-0.748393792896025,-0.936577113023873,-1.0573927272239
"ACHX_Ns_2 (GE) - TPM",-1.27013195938175,-1.15113765674215,-0.558508423802789,-0.400092167662607,0.104806142153304,0.269818608939219,-0.143551451934343,0.972642220074321,-0.413329821762425,0.933573897199416,-0.166056947368667,-0.755530312686954,0.687652318906945,-0.394940607968501,0.730649031944034,-1.12144743994993,-1.42687768165833,0.234911330817407,-0.20473328058284,0.976620495602393,0.204356222682315,0.0224254088734804,-0.342072027237112,0.537760619349956,-0.179479274628261,-0.700079046008891,1.54753603168504,0.324697006297179,-0.655563229107171,-1.3172834278963,-1.00642121031532,-0.0210352085484993,-0.255655896442419,-0.47758925248697,-0.0158934224308393,0.430362049043211,-0.878419416035271,-0.625938010343103,-0.693187548462096,0.363595784413478,0.292932517620974,-0.786796192253224,-0.525678213110814,-0.146220926651919,0.000557585815945637,-0.945522109327918,-0.49590149085086,0.0657608793811808,0.222650449216855,-0.249052999960282,-0.253776961692632,-0.224870822463931,2.52312960564752,0.116226912218109,2.53927012067103,0.271610268704325,-0.359891844385092,1.37561423939414,0.831835230190995,0.636989979456886,2.16759562182938,-1.02482086790546,-0.508000850840258,0.502053495815901
"ACHX_Ns_3 (GE) - TPM",0.0275330914376572,0.315095300419263,-0.687545531598678,-1.05883504554764,-0.163941090052812,-0.637498732458956,-0.616993946124449,0.493839974723906,-0.278786786635934,0.83058770704682,-0.450346695918169,-0.593975316064079,0.132928027585917,0.467244792888665,-0.390726092166089,-1.61920712610449,-0.677565160941112,-0.56948853423228,-0.252268711839358,-0.595176136169012,0.459266179072112,-0.773471377536879,-0.783883973803491,1.05474974302749,-0.0727172880034145,-0.542814257426419,-1.41214261579853,0.222479367935887,-0.545268538720025,-0.792449519587442,-0.751593930210632,-0.751783170872549,-0.144143275691085,0.0269184535630399,0.692656217819996,-0.0394939248083152,-0.216714528613224,-1.04176489975932,-0.237945061431195,-0.365540721064001,-0.242780185394923,-0.0939373909878103,-0.63325537915406,-0.133093815614903,-0.0947029332836997,-0.91880997128956,-0.945959346172383,-0.80258751782702,-0.71638030734923,0.0573201850842467,-0.135341084278138,0.206380769874477,1.3293909483539,-0.34986568417184,0.485621678080108,-0.245694327728462,-0.224584651806933,0.335481836410512,-0.565351687781008,-0.219332178408801,-0.576963878838273,-0.794727055262657,-0.294752521662366,-0.607206539600869
"ACHX_Oss_1 (GE) - TPM",-0.390457174897879,-0.184833947156201,0.847195241832852,0.22988320406736,-0.47761807237873,-0.484788400104758,1.12327084083562,0.284475009259728,1.51748627874269,-0.639185513578693,0.795319305170131,0.325772922842536,-0.19499470638823,-0.437441518379382,-0.524264050967255,-1.01445798303799,-0.642310000600204,0.124784719474532,0.770707748817827,0.0273708963348125,-0.339697004253319,0.670992803870182,1.04410238840003,-0.358921895526847,-0.165855608804761,0.968165359758869,-0.0588593633440948,-0.0657235562538235,0.654860057024142,-1.1995624875469,1.20881507814297,-0.527175865723935,0.579845142012641,2.63510540763297,-0.124492414734397,0.79542053906909,0.444419497061816,-0.568666312497386,0.591080748600578,0.123938471097006,0.875831169673943,-0.786796192253224,1.68827217088985,1.20627186954589,0.490340707225871,0.954888393928103,0.702413873613744,1.10751248349939,1.78152866972971,-0.751116082232945,-0.250994678897726,-0.370716499254459,0.219115065246628,0.163771443548946,-0.920320311633269,0.606502928459123,1.45971064292391,-0.464380986414984,-0.0685543677650539,-0.318188081621642,-0.113820292441522,1.01745053732389,-0.642271157631356,0.477624139361339
