"","SF5M90T_53","SF5M90T_105","SF5M90T_106","SF5M90T_107","SF5M90T_111","SF5M90T_112","SF5M90T_115","SF5M90T_138","SF5M90T_149","SF5M90T_151","SF5M90T_295","SF5M90T_297","SF5M90T_298","SF5M90T_321","SF5M90T_330","SF5M90T_331","SF5M90T_418","SF5M90T_419","SF5M90T_424","SF5M90T_556","SF5M90T_557","SF5M90T_626","SF5M90T_757","SF5M90T_777","SF5M90T_829","SF5M90T_854","SF5M90T_873","SF5M90T_977","SF5M90T_978","SF5M90T_1058","SF5M90T_1063","SF5M90T_1102","SF5M90T_1151","SF5M90T_1314","SF5M90T_1368","SF5M90T_1380","SF5M90T_1444","SF5M90T_1445","SF5M90T_1458","SF5M90T_1607","SF5M90T_1608","SF5M90T_1660","SF5M90T_1661","SF5M90T_1662","SF5M90T_1663","SF5M90T_1743","SF5M90T_1765","SF5M90T_1807","SF5M90T_1815","SF5M90T_1816","SF5M90T_1824","SF5M90T_1833","SF5M90T_1871","SF5M90T_1964","SF5M90T_2127","SF5M90T_2128","SF5M90T_2149","SF5M90T_2152","SF5M90T_2171","SF5M90T_2177","SF5M90T_2178","SF5M90T_2311","SF5M90T_2331","SF5M90T_2374","SF5M90T_2504","SF5M90T_2505","SF5M90T_2506","SF5M90T_2507","SF5M90T_2508","SF5M90T_2509","SF5M90T_2510","SF5M90T_2511","SF5M90T_2512","SF5M90T_2513","SF5M90T_2555","SF5M90T_2734","SF5M90T_2735","SF5M90T_2783","SF5M90T_2839","SF5M90T_2915","SF5M90T_2947","SF5M90T_2980","SF5M90T_3146","SF5M90T_3345","SF5M90T_3430","SF5M90T_3433","SF5M90T_3508","SF5M90T_3626","SF5M90T_3646","SF5M90T_3764","SF5M90T_3797","SF5M90T_3824","SF5M90T_3836","SF5M90T_3924","SF5M90T_3925","SF5M90T_4065","SF5M90T_4079","SF5M90T_4080","SF5M90T_4111","SF5M90T_4112"
"SHIF_Oxs_1 (GE) - TPM",3.32326444973032,2.29802819970213,2.24353419426816,3.01028310972649,2.48726720088753,2.69739153953648,2.45154643448393,2.47928413616899,2.07097918374008,2.00417483106946,2.05852317921362,3.28188459524646,3.3036632046169,1.84494820507703,1.96154713629341,0.694356652053697,1.45180267804208,2.55765583477139,0.488571260152296,2.87413854107475,1.94260384770162,3.24969952391171,3.16321722082552,3.03562918869234,0.98007494847466,2.51227546538124,2.19202757095597,1.83209366141087,1.72748530574974,0.906355763511021,2.74318819568658,2.38385426659772,2.6252895256755,3.63177176724741,2.20211149136082,2.99194239513931,1.98862406821609,3.13630221586133,2.29604098398591,2.70697244554862,2.12249755099749,2.06376919520929,1.64733685674536,1.71141087074821,1.33265428047506,1.88434179755501,1.88573846857316,2.29724254409905,3.01989832774108,2.64475245753128,2.79648816603106,1.56541585970022,-0.166666666666667,3.26498532832919,2.16992534263823,2.67945994620259,1.12432588597869,2.24071222634044,2.58751296849371,2.91291523629073,2.87907084816196,2.87075497092181,3.21492601594278,2.64333697233775,2.70734826171738,2.76147973320852,3.4531398342895,2.4728000240638,2.57413605568455,1.99357373421637,2.3429986135322,2.06148840422611,2.18819894909648,2.07091915233988,3.22606959011635,3.17762823506404,3.05367044911975,3.44670083835625,1.8155314793667,3.06511596571183,1.44809862938046,1.4537478301961,-0.124169985163524,2.43519365823353,2.39633849120155,2.20701058222822,3.07361363845322,1.81950447633487,2.76493919799192,2.675683324086,3.21026973441501,2.26720566857221,1.6065568269716,2.41375749286837,1.67431805507279,2.05812293795019,3.27494689881548,3.01469472509994,2.80706936545437,2.25302665605582
"SHIF_Oxs_2 (GE) - TPM",2.69274927895987,2.23975661269087,3.78304386770821,2.94473656848609,2.46120616033391,2.61860964931335,2.48355643699842,2.26255244308913,2.2577897022934,2.14068455626941,2.79433378148903,1.99505852367477,1.9527195439211,1.29350789805371,1.70232008947013,1.79643575442443,2.58743231188977,2.24521959573854,2.38292462198871,3.16489073676885,3.04719878692724,2.18156069970745,2.50649851538686,2.04747350189079,3.40636884878509,3.3605065740294,2.22674089735369,2.71982781120077,2.41421499891703,1.1020362719983,2.95527297512841,2.95702864520519,3.07902221452714,2.89050057651727,2.87832277570213,3.04582421374969,0.866567209961503,2.75276356583006,3.39501978368516,2.30115042229935,2.04611703906241,2.28901451340848,2.39155947686881,2.3365336236886,1.93753403270141,3.23289416285178,2.76382838720934,3.0723535912545,2.47648546291323,2.70900616838798,3.34625054161372,2.09229575887363,-0.166666666666667,1.16044910920928,3.79100498873444,1.62298980854209,1.54736151718707,2.4681464729623,2.19152725544379,2.72698020486064,2.35059878322264,1.89697127611551,2.82479658221361,3.19451468080026,2.67047183535993,2.90618032510595,1.53468307856474,2.64803191101195,2.49412792479209,1.94695668864302,2.39683957059119,2.63736463538956,2.37548516534835,1.97028817849723,3.09653202147764,2.83690798618602,2.31530208098397,2.98258631677992,1.49446824537131,3.21698656143439,2.96870669443738,1.9146095952306,5.12216241549818,2.36522050177395,2.12450965221313,2.30877476350317,2.82104419906305,1.79760038574181,3.28875629662591,3.34650362242798,2.85483472772482,2.12030096559326,1.79588103099731,3.00947329744568,2.11568708298838,1.88473782183102,3.29641683014096,3.27351122909484,2.57316959356214,3.53214349923189
"SHIF_Oxs_3 (GE) - TPM",3.50642990609594,2.94983117501138,2.75858713506455,3.05000991210348,4.14975985357123,3.68206816018742,3.83375222563711,3.64140578722231,2.60013691298985,3.08866239948244,2.8944578793127,2.38107287494522,3.61194815656929,2.89842702218376,1.76075061167923,2.01346808246326,2.60958200009507,3.2759852359589,2.72476647122456,3.48097457043476,4.04919690340953,1.87781462401323,3.14472133712064,3.12388302066203,2.28830982489295,3.1226092733528,3.65943730778415,3.86673697502844,3.47929616352759,3.27922645590845,3.47716959520609,3.71064649044219,3.47954288883821,2.9611478556899,2.11708504191151,2.8722708276455,3.07446508238832,3.13634562706279,1.82482526607789,2.77624986150475,1.96303570190637,3.41162284740983,3.56963039384619,3.00899294575185,2.67880935910155,2.79736654855544,3.22765808103155,3.14074180955208,3.19256412739591,3.12016195906391,3.25295252243088,2.26060064324058,5.83333333333333,1.81263571415254,3.39930072062839,1.65215973058549,2.30762047664452,2.00590566560332,2.58487902832617,3.09576788313524,2.52628733794175,1.95642747608083,3.50146133055624,2.75780598783838,3.76936912092508,3.70163187660662,3.48826666662409,3.43879688898006,3.79523962391187,3.6881387118206,3.18139107240845,3.33226160800533,3.59818284551433,3.06430229632997,3.11136132032309,3.67481987798248,3.70291032040755,3.28080771398748,2.39415732306855,3.25472556780633,2.46526173622243,3.10583684257054,0.119402840199261,3.13378134919134,2.90960602899331,3.63951005238116,3.58682476233777,3.98783527414279,2.1763055213465,3.05079305573508,3.11658458262597,2.14610897064755,1.60507688448183,4.11816706150882,3.36922323913246,2.62507759901439,2.91653827800188,2.82509496465267,3.67273574816218,3.23950999958263
"SHIF_Sp_1 (GE) - TPM",-0.180250644583586,-0.627753576904815,-0.561877122672367,-0.429944250974871,-0.777307375713847,-0.835595754062875,0.88926662940236,-0.703689881002073,-0.878004829047464,-1.2844333159311,-0.620024397134434,-0.292803682541922,-0.663679847508812,0.105388805585989,-1.29362990071122,0.939276406602575,-0.890952065484742,-1.01184804061306,-0.478767143487237,-0.464222405545858,-0.696433177561402,-0.437306115181407,-0.85425091177161,-0.993294915970858,-0.581418754764479,-0.401982068291594,-0.816060597753511,-1.15299075678213,-0.882934877369348,-0.672389968494921,-0.73150060557457,-0.492455940473986,0.0558515721384267,-0.1549833139318,-1.22132318758947,-0.604948950608919,-0.99919949416164,-0.724392356178595,-1.01328909801029,-1.1062455176846,-1.37503157547112,-0.0695076772454227,0.0685710391209724,0.0193916042601321,0.515684991335527,-0.2956597835628,-0.846837446562305,-0.850197901203572,-0.944039095731577,-0.726764150975403,-0.399492158408702,-0.0948207711700559,-0.166666666666667,-0.313780322329489,-0.393694827421695,-0.785012328791881,-0.542963839836434,-0.823907110875394,-0.487946268466949,-0.753138271509539,-1.1969821596976,-0.443227775231351,-0.488819284477086,-0.825562569626669,-0.385927460368866,-0.644417541047568,-0.784680587516729,-0.714567423304852,-0.173967307874563,-0.240561502005764,-0.65708650723743,0.168061358114141,-0.0863197065666703,0.0561337183869988,-0.692768072762832,-0.476260950393204,-0.622850047565461,-0.410774300288848,-0.721907241125476,-0.551425191669352,-0.265036915791367,-0.813232377540883,-0.604513905859303,-0.441598626842984,-0.357612212054094,-0.813343609965396,-0.197848248996001,-0.404999101894745,-0.536854616061051,-0.45466088235026,-0.711750781608763,-0.126013564628777,-0.616812818969771,-0.337821866099096,-1.32713449577373,-0.898206967206844,-0.685029779579253,-0.814996510976096,-0.719242957325718,-0.776022277507592
"SHIF_Sp_2 (GE) - TPM",-0.354844457903792,-0.654350761367021,-0.575887350696187,-0.602302163774609,-0.785099061287594,-0.848288800464966,0.738956914531121,-0.825517395649928,-1.11642905863557,-1.35447561549679,-0.524099900983217,-0.093107256695228,-0.571303494209756,-0.0379881804860709,-1.29362990071122,-0.909884375185072,-1.05882521793642,-0.918773219272708,-0.478767143487237,-0.467129016083758,-0.69559676990938,-0.984249030671366,-0.903029427679647,-1.14162118683238,-0.718161306350829,-0.358888614651687,-0.918660750358138,-0.963963689177543,-0.936527538252016,-0.743178920849167,-0.801453691074504,-0.401443498478511,-0.0502263235602549,-0.298756672309149,-1.03865836797572,-0.701581682656095,-1.12079099698925,-0.732541599282537,-0.872070139592399,-1.18157751331556,-1.54222959274113,-0.232263622431812,0.114060729444486,0.0697634394960126,0.660105072850621,-0.481754951478479,-0.752417929617406,-0.968234619673192,-0.964031106832678,-0.879559772088091,-0.469252984975648,0.897366546407553,-0.166666666666667,0.00385263001072367,-0.484624298395053,-0.450707583151166,-0.388825327824229,-1.0225214176091,-0.561604640865423,-0.963867492737045,-1.04424747864492,-0.663682554378186,-0.50456229550011,-0.548911787198242,-0.617901443585183,-0.53058285871785,-0.988577856006931,-0.668215056269407,-0.667996588885204,-0.285216165238386,-0.323037278852769,-0.149762277217281,-0.23000194576988,0.0292955294786405,-0.630275812982268,-0.50353875800042,-0.396084558085873,-0.412575366488349,-1.41484335056912,-0.577394999347953,-0.495345185585853,-1.13205004923221,-0.747079394696272,-0.623601367992165,-1.56819736902482,-0.995894480487997,-0.160582871102043,-1.08667409535327,-0.503062549398454,-0.439486688049655,-0.594093935494958,-0.878169513182061,-1.13886167130447,-0.359897582414646,-1.00728836157574,-0.983346850746622,-0.695199237261979,-0.876387740637308,-0.794851882064234,-0.428209858411735
"SHIF_Sp_3 (GE) - TPM",-0.412753888046615,-0.671063531851682,-0.59021320852966,-0.594458106517326,-0.743925254828768,-1.00939819466302,0.53489239688175,-0.725740410882011,-1.26203076368568,-1.31019507614943,-0.381343608940212,0.447184466742144,-0.696945185056004,-0.0432365668509913,-0.0672138556081269,-1.12178428674456,-1.09253419421318,-1.2064319249937,-0.478767143487237,-0.485659249912534,-0.708597241548876,-1.57815690490323,-1.09520688229641,-1.18738881776225,-0.654651729655774,-0.524411099850396,-1.03832186184888,-0.507977453462927,-0.684392371959337,-0.465701149617886,-0.520629629496797,-0.467644322538379,-0.0930651339140607,-0.224313267433705,-0.845440326793777,-0.640499350488807,-0.79537461797312,-0.806271151500009,-0.976076199440274,-0.879160016860387,-1.50820256102123,-0.243404149498742,-0.200014297086271,0.0503541768676261,0.300751263586961,-0.455707695652006,-0.888091529303546,-1.09160708495595,-1.1200093880761,-0.792740745500596,-0.414264829569098,-1.30858907767348,-0.166666666666667,-0.895940841345151,-0.392340351494555,-0.509905435486648,-1.48582949791733,-1.61815672039949,-0.997368872065003,-0.848642529717706,-1.10948241657237,-0.647541493202949,-0.565611028406091,-0.640672130696094,-0.732607645194619,-0.586621500104559,-0.988577856006931,-0.58221364244612,-0.460550033647584,-0.738810885473804,-0.481400335528254,-0.0898141022821276,-0.242383300722623,-0.0382010887358457,-0.615480673701351,-0.487676327429863,-0.476822873978068,-0.426604717330996,-1.53705533806193,-0.566165467347346,-1.04646129748437,-1.19567270316926,-0.751325871015679,-0.356899414400327,-0.87489651526144,-1.1288506888519,-0.174679097059635,-1.12920156126327,-0.543604459735044,-0.453339298161194,-0.311453354728148,-1.05684291085732,-0.571960984258073,-0.382954174831568,-1.24846633325862,-1.1731105389821,-0.572812341340332,-0.808123818318657,-0.847944300248071,-0.592054622716644
"SHIF_Tm_1 (GE) - TPM",-0.243881911207766,-0.577676363503384,-0.527815001193934,-0.567251116067928,0.00509892566602288,0.43548528225626,-0.586593217113039,-0.39010214118543,0.380821264629407,0.672118638173059,0.37219350928025,-0.563799157122679,-0.500654803406405,-0.603609497666082,-0.313694371704953,0.807743850021468,0.332662716997181,0.0897032976358419,-0.478767143487237,-0.393396106348143,-0.399182622978807,0.10338216760872,0.0933308011003313,-0.52704194754275,-0.501157150437361,-0.531488101426136,-0.0623884955869877,0.610180860825718,-0.0052608511775417,0.0210261336202626,-0.153230096279919,-0.403567622938756,-0.44091857394526,-0.323223989792713,-0.904998609785778,0.663964535392674,-0.340744765440833,0.0731324831630549,-0.441494086064837,-0.0539299782799905,0.368420079377504,-0.595267715663986,-0.694581149319359,-0.790119127802014,-0.726766279150814,0.449400077305192,-0.814119847301649,0.413766879620677,-0.0766338312695747,-0.492240973253351,-0.296728062063395,-1.30858907767348,-0.166666666666667,0.448303476915766,0.116218104566323,1.06525680500922,1.66306033612486,0.630422499200541,-0.0162312789871173,0.409174127656891,0.480931748474385,0.652148357220764,0.110194319628308,-0.0274899546941467,0.540302219995471,-0.258494536953781,0.319484732469984,0.932839988961356,-0.0913147705030471,-0.0649991704944198,0.186531113711338,-0.0122383407287007,-0.197087612772889,-0.222654557012475,-0.214303233376016,-0.408840042468137,-0.317694441975089,-0.337939425366067,0.72219826401284,-0.527450397407212,1.37761627642879,0.0201826206620416,-0.287155113041289,0.610594103130726,0.22867680176651,0.384611695667621,-0.42704524221653,-0.678705054227962,-0.374964315982307,-0.413647029320847,-0.455368308443271,0.644072860768695,0.904044716949675,-0.385706709169971,0.197683640362482,0.0374280116897461,-0.0949372908523767,-0.506886759477296,-0.12761173699979,-0.0504380958096691
"SHIF_Tm_2 (GE) - TPM",-0.155959305413388,-0.607879940259212,-0.530150289013796,-0.579514821043019,-0.104312299801261,0.0600484146637583,-0.552814941262319,-0.392960124680868,0.464826153614975,0.500847881007514,0.151366364125967,0.292513984949341,-0.504713801516463,-0.548930228148425,-0.0561335095182123,-0.519479263183234,-0.0583873026017802,0.27048467034162,2.83094532940604,-0.416817198139079,-0.371265643225383,0.55482748677703,0.101717192631896,-0.653839910306621,-0.040480511624995,-0.480742552854517,-0.0697929809839565,0.730308072876412,1.01396313970992,-0.449114556660826,-0.196949727363546,-0.421906421843206,-0.44310242662469,-0.543414489795269,-0.935840999105392,0.257339623618345,-0.267064278378728,-0.000278095548940238,-0.465579668394319,0.283141329382412,0.310688459155875,-0.616511464338756,-0.680435304258573,-0.733790765956187,-0.843665185244372,-0.112317653955471,-0.827725295039273,0.369245458016107,-0.318788539802253,-0.395250228101647,-0.294746086793809,-0.653035656584448,-0.166666666666667,0.287927011195603,0.108439571488739,0.628286432946737,0.680828232290641,0.605199933577464,0.462937359773093,0.307742327436199,0.727916924458304,0.904865989916878,0.193481734220881,-0.0916436942518993,0.281356276282526,-0.217229367896232,-0.327831231511645,0.471360472382004,-0.0112807840090459,0.271927790162394,0.505153938024497,0.130502289077145,-0.223214971660391,-0.310981857570291,-0.264220773619631,-0.404976756531817,-0.458886858762549,-0.352454589510226,0.256037393537303,-0.538231818681423,1.31709865551358,-0.510098474893044,-0.20644592589016,0.731291402036391,-0.247144341039174,0.161667822762529,-0.431662722243941,-0.457206960702992,-0.344044993676685,-0.408586571185873,-0.391269199001443,0.747547659087556,0.848232064833492,-0.387809810884358,-0.019388076563766,0.0254317629076768,-0.244853537558684,-0.563122766102065,0.0508199434634961,-0.255584111162253
"SHIF_Tm_3 (GE) - TPM",-0.281697355190452,-0.588668061225994,-0.543841246756646,-0.55234590411741,-0.0742245698513668,0.316001467477666,-0.578647786283355,-0.298943279010918,0.58794750759544,0.838252017315023,0.483973315429879,-0.0232086608245433,-0.48386220110345,-0.55792199705,-0.0885033832503066,-0.550709282013793,0.537805295385445,0.688082654244593,-0.478767143487237,-0.35830039012407,-0.396039750776795,0.55798731729018,0.132410881020219,-0.551825230995505,-0.24322468633801,-0.545229405072352,0.00470404329461124,0.608643093415572,0.588701717840643,-0.0465702685026296,0.118376966804117,-0.417913212878432,-0.387612892124283,-0.433212591142405,-0.767589858869648,0.397888167122397,-0.289395677565743,0.0122184243885115,-0.391415504175556,0.522184476327799,0.630901919613248,-0.563630797407249,-0.69075321774865,-0.684388900764207,-0.863755566353296,0.570051531155191,-0.840693449527826,0.513952708038895,-0.183145901268048,-0.306187543716203,-0.264238502558909,1.24503392161642,-0.166666666666667,0.766951228355329,0.114240099647136,0.957050064815335,0.525678791403217,0.369513629767153,0.374850762877904,0.45397928685322,0.56872406527512,0.782633673175483,0.156462405676857,0.0701794139812236,0.599321765082523,-0.129421450585442,0.244726441709544,1.01602481501959,0.25466652035935,0.218081415880022,0.585936783919695,-0.166343415709388,-0.102317834199431,-0.16415020538897,-0.323134648305638,-0.391078516158193,-0.126323576255997,-0.330651729807979,0.242116072339879,-0.553404336515408,1.48254630096901,0.221389020523797,-0.356576728675944,0.964711898434755,0.293547231081222,0.399124818641695,-0.421152580758037,-0.711237714030598,-0.386503844245395,-0.419050003650048,-0.23183546884239,1.03529397535364,1.42892384980016,-0.385451065601153,0.412062634808521,-0.000601411248844033,-0.229982101916279,-0.532131367364523,-0.384410502167519,-0.204430058774464
"SHIF_Vic_1 (GE) - TPM",-0.251399403974192,-0.449555594065489,-0.365073009156139,-0.469214881064611,-0.268319821910339,-0.381133279152545,-0.352124897928749,-0.564086377816079,-0.534587691141381,-0.571435343199446,-0.180294193771414,0.0276610593608963,-0.60587223586916,-0.589396626179966,-0.868638197764323,-0.825008867864583,-0.304412312116992,-0.22800082495937,-0.478767143487237,-0.422321847098619,-0.311040780273033,-0.00561909846958661,-0.735680925963078,-0.656173815730238,-0.128661015256813,-0.462194998468472,-0.32658637325516,0.253458823748347,-0.169262224995678,1.25047011317517,-0.10944044369746,-0.380040375700267,-0.457953531048957,-0.286753404735119,-0.272933654897346,-0.175260060457493,-0.48177798391687,-0.377917381683375,-0.595617352079318,-0.273335401713091,-0.537854779195292,-0.461497199922494,-0.439097575036321,-0.620777299787267,-0.691033555972686,0.162302806474379,-0.823690338007741,-0.563354476594445,-0.594255878717975,-0.476407619189072,-0.26302724466735,0.192316388467312,-0.166666666666667,-0.00540997815211218,-0.186854987867961,-0.0561266861220647,0.304954956324504,0.568491232006907,-0.0921581338061653,-0.583423437006572,-0.565822103800847,-0.618403975727537,-0.490227584044398,-0.494402599165696,-0.327899730073973,-0.425565566333504,-0.704928712561577,-0.379978617391988,-0.297932761549088,-0.537645610006229,-0.883454668391502,-0.719609232223866,-0.69529862983218,-0.55189002866871,-0.41641206891195,-0.378371021819657,-0.386949441813393,-0.353308604179311,-0.727611655449226,-0.43408211301457,-0.266486645511504,1.09045839051416,-0.223589088412799,-0.407570775074871,-0.68469683429954,-0.565851631857113,-0.368281387675376,-0.329024188068902,-0.3737463665785,-0.390631010628561,-0.522702843951437,-1.0448508647603,-0.201313314512647,-0.177962178946495,0.0580274688677689,-0.374944906019234,-0.285551557001018,-0.644470096981213,-0.516751422540824,-0.457694487355699
"SHIF_Vic_2 (GE) - TPM",-0.547710212183513,-0.511604158733033,-0.418350811302816,-0.595977851533018,-0.572156901843309,-0.618753248777342,-0.453059721763444,-0.650943682486734,-0.749402924259838,-0.778771378434975,-0.26024965701723,-0.84069902409786,-0.747805074612146,-0.664762982950425,-1.29362990071122,-0.211604329245484,-0.893649020152788,-0.151364672483287,-0.478767143487237,-0.497139955159542,-0.564769404253017,-0.216211587728018,-0.882904270379284,-0.998445209530331,-0.350185735992119,-0.581151378797363,-0.432708018371038,-0.271681919211057,-0.65752981028222,-0.230328828531441,-0.00938410687585895,-0.469702160103951,-0.518208500421657,-0.519824947241041,-0.632117367285613,-0.675470868366178,-0.753653773034338,-0.613891696229614,-1.10265181075759,-0.214873333734843,-0.548528935193961,-0.488744598370438,-0.700794186683078,-0.631306303715657,-0.630548740475238,-0.278136296509735,-0.971039725684233,-0.512717717410535,-0.711388355664068,-0.647297997710786,-0.37903346425833,0.0657448074567633,-0.166666666666667,-0.0329612019795932,-0.391268412756359,-0.0363156548253127,-0.794921910977277,-0.279480661571002,-0.645877207891653,-0.756710297665792,-0.894180610416955,-0.658811098044619,-0.61690626431335,-0.857433079652104,-0.421396336122403,-0.534986264457706,-0.295967272017151,-0.560518491535804,-0.488655475992163,-0.850553366095662,-1.04010734982538,-0.731454241456137,-0.776004869476266,-0.578623015527183,-0.618343019218641,-0.457614629159582,-0.594133414010623,-0.431543403932606,-0.837263272612746,-0.535170848278572,0.128948053780123,0.339062818988638,-0.612802089488142,-0.704529482088523,-0.625971478753439,-0.856576999578217,-0.431411440466242,-0.511170426526869,-0.415687606075381,-0.472554465365953,-0.704390181558922,-1.17283695853152,-1.17098454824951,-0.267458285143055,-0.471511811183661,-0.439321002661233,-0.389957944636192,-0.847336383749443,-0.536276858208776,-0.89467312642108
"SHIF_Vic_3 (GE) - TPM",-0.608648526484364,-0.512682712159774,-0.429363955050872,-0.590842414646271,-0.284863565324429,-0.477055052091532,-0.433193366143748,-0.581215115339805,-0.469813631589181,-0.760728780371855,-0.11113509664992,-0.186599765763272,-0.72145496178947,-0.659925865231546,-1.00685328610413,-0.330008033309483,-0.884755573289034,-0.557145823030785,-0.478767143487237,-0.480358165888419,-0.596031892037825,0.139104862138323,-0.816853741086449,-0.87341407515223,-0.54404675885036,-0.551207315102505,-0.473574795834915,-0.605966541571368,-0.490243667903278,-0.799066142057609,0.0303149981848451,-0.466658970501667,-0.516355399625427,-0.501593668667066,-0.607992182679871,-0.391094846929284,-0.740325461440147,-0.61542630278661,-0.677985526174048,-0.474425432534757,-0.71801500560697,-0.688874274170686,-0.645095520589004,-0.767548468640455,-0.783366809348282,0.195177608383241,-0.945510502305876,-0.564793722381062,-0.725555010108029,-0.653073545891402,-0.376779045321565,-0.549001445093925,-0.166666666666667,-0.504262590402568,-0.367812696039563,-0.298209471496418,-0.633154866739752,-0.335827405995466,-0.356646950860534,-0.693725804118047,-0.767525963016824,-0.788902367548263,-0.561004683239781,-0.561556914651304,-0.403713644061362,-0.567663774564522,-0.797176610856333,-0.465350025134161,-0.552216184373211,-0.96435199986641,-0.941872461414256,-0.793715889623626,-0.767848984126006,-0.664157567996353,-0.558125405570038,-0.440176754125796,-0.585210225742232,-0.413957378048835,-0.802205995669905,-0.528210072326141,0.115220714799932,0.540630569265433,-0.515547142384516,-0.586657718437653,-0.585706486967404,-0.678533155747019,-0.426768494459212,-0.859238801218966,-0.350217542048921,-0.464972415762732,-0.712257392578032,-0.916376174948101,-0.94648506693495,-0.216930903958959,-0.404546673121849,-0.481639496417895,-0.63375563418842,-0.778736223693872,-0.753545760660357,-0.899748955110766
