"","NTHI_RS00030","NTHI_RS00180","NTHI_RS00250","NTHI_RS00255","NTHI_RS00260","NTHI_RS00435","NTHI_RS01115","NTHI_RS01120","NTHI_RS01125","NTHI_RS01130","NTHI_RS01135","NTHI_RS01140","NTHI_RS01145","NTHI_RS01150","NTHI_RS01155","NTHI_RS01160","NTHI_RS01670","NTHI_RS01785","NTHI_RS02155","NTHI_RS02160","NTHI_RS02165","NTHI_RS02170","NTHI_RS02400","NTHI_RS02470","NTHI_RS02475","NTHI_RS02480","NTHI_RS02495","NTHI_RS02595","NTHI_RS09550","NTHI_RS02905","NTHI_RS02910","NTHI_RS02915","NTHI_RS02920","NTHI_RS02935","NTHI_RS02950","NTHI_RS03000","NTHI_RS03005","NTHI_RS03065","NTHI_RS03070","NTHI_RS03230","NTHI_RS03355","NTHI_RS03360","NTHI_RS03365","NTHI_RS03370","NTHI_RS03415","NTHI_RS03420","NTHI_RS03690","NTHI_RS03750","NTHI_RS03880","NTHI_RS03885","NTHI_RS03890","NTHI_RS03895","NTHI_RS09590","NTHI_RS03980","NTHI_RS03985","NTHI_RS04005","NTHI_RS04010","NTHI_RS04160","NTHI_RS04360","NTHI_RS04385","NTHI_RS04680","NTHI_RS04705","NTHI_RS04735","NTHI_RS04750","NTHI_RS04755","NTHI_RS04760","NTHI_RS04845","NTHI_RS04850","NTHI_RS04855","NTHI_RS04880","NTHI_RS04885","NTHI_RS04890","NTHI_RS05115","NTHI_RS05205","NTHI_RS05210","NTHI_RS05255","NTHI_RS05405","NTHI_RS05715","NTHI_RS05910","NTHI_RS05915","NTHI_RS05920","NTHI_RS05925","NTHI_RS05930","NTHI_RS05935","NTHI_RS05940","NTHI_RS06040","NTHI_RS06325","NTHI_RS06470","NTHI_RS06485","NTHI_RS06530","NTHI_RS07445","NTHI_RS07720","NTHI_RS07735","NTHI_RS07935","NTHI_RS08120","NTHI_RS08130","NTHI_RS08140","NTHI_RS08385","NTHI_RS08390","NTHI_RS08395","NTHI_RS08405","NTHI_RS08805","NTHI_RS08860","NTHI_RS08865","NTHI_RS09060","NTHI_RS09065"
"HINF_Oxs_3 (GE) - TPM",-0.182496512307699,-0.821468984701541,-1.03965482541641,-0.612559329448027,-0.723465401996096,-0.147983845785373,-0.497285766194555,-0.483069819409587,-0.539497236521831,-0.517913582812874,-0.494383567360587,-0.653001194291686,-0.378250844182404,-0.555980292548745,-0.478569323462055,-0.540371127824964,-0.619988442551173,-0.767585474421929,-0.211082324655345,-0.468874648365915,0.701016134831882,0.467389994902891,-0.629955409936881,-0.499831529614684,-0.312394043952204,-0.330978131732244,-0.444861222199853,-0.433783470543985,-0.843393530999092,-0.106667771182556,-0.228968780941121,-0.232990512283453,-0.642639518044824,0.913702117758946,-0.543126565964346,-0.869447366526488,-0.778371661374991,-0.359822615794793,-0.156814489865934,-0.66776431022933,-0.211921643451205,0.280334655846853,-0.135188036437588,-0.459897998861438,-0.652408378539825,-0.836811484121427,0.508192190028374,-1.13820397862779,-0.542396511451904,-0.463205827755868,-0.644803717129066,-0.323990772954907,-0.339454386599815,-0.389257421285032,-0.500288007056437,0.178997278098916,-0.847317206853787,-0.623711298781168,-0.616271020655148,-0.0659940002963589,-0.583847867501268,-0.939581234187879,-0.745166745636416,-0.565471526652193,-0.535053469350774,-0.537828351647457,-0.548454955501278,-0.156854677193832,-0.32307159389999,-0.0406607344045811,-0.400873061097106,0.552791549473008,-0.453165936965985,0.0309154092871515,0.360056662960068,-1.06619315356056,-0.506283142240558,-0.993870356926854,-0.183027599674653,-0.210487803109261,-0.427351202708937,-0.306264155764932,-0.298440144066807,-0.621103407081649,-0.660596020164861,-1.02743041283138,-0.313683401427426,-0.778692869619359,-0.0667018547175115,-1.07940135506474,-0.637569603198122,-0.150229788442061,-0.555269582697254,-0.382568340245735,0.234863429755386,-0.905912046015639,-1.06767597908959,-0.967104197998971,-1.12277037151963,-0.802351589301112,-0.795054493665411,-0.48301337955494,-0.182442321381384,-0.151252474157485,-0.464303012876347,-0.417457295789677
"HINF_Sp_1 (GE) - TPM",2.41925714411792,1.97058447597415,2.39999666914525,2.65829215010907,2.27227659895616,1.88992461863815,2.44893248077889,2.85085820200189,2.43307666195469,2.69633835899424,2.77934393329543,2.65559021968871,2.85022685404287,2.27932339193706,2.42172759649611,2.43313060197688,2.0097970832421,2.18007252448869,2.9090228727785,2.87168641849788,1.53683351476414,2.24639920869454,1.55208080176407,1.04762315187004,2.72394556253073,3.171228253654,0.982179398419219,2.05371442084834,2.39043024098553,0.914459345731385,1.81047593829258,1.8059690779147,2.56960772754328,-2.34170982646701,2.41807546333803,2.0729915856562,2.54957361092465,2.35981147374177,2.56927713009105,1.59004440968382,3.0974647467124,1.98667821619058,2.04645335050305,1.37666219609705,2.88597176192363,2.72955652428969,-2.09274165674301,1.65586622308273,2.96280518861131,1.42978037241615,0.124791505104039,1.55542423708977,4.39491983255854,2.86852685676247,2.24293116270201,2.07949252807124,0.476367178053034,2.33383327669191,2.78578942189868,1.81698155168079,2.74865983316155,1.75564324553561,1.60891468338585,2.878989232924,2.79254629483925,3.10590149769525,2.32347972047642,1.68322998144391,2.61844186108359,2.12397063497735,2.93260636387925,1.79690440611883,2.34766634130953,2.46696473427221,2.00932118033882,-2.03380160442764,0.657659512646851,1.15995682928659,2.26792111514369,2.33812091480642,2.75393639486461,3.31931196331755,2.70953007087062,2.28195527666554,2.64972555826988,2.39763484506271,1.92369569308941,1.42287802687227,1.67945774562893,1.56532156905144,1.84381691561964,1.59633280870336,1.29748269195107,2.12732314635808,0.0226750626181901,1.36437995143669,1.58411499147023,1.87491388835058,2.22440571709313,2.38247337879712,2.2581272769703,3.18021713877825,2.81603051552517,2.88018518323886,1.78790747857285,1.92111582158634
"HINF_Sp_2 (GE) - TPM",2.54737426690055,2.87647296900107,1.71596037592968,2.30950273992949,2.19452820515713,2.26052744895446,3.27011196440705,2.75876070690003,3.31508874612547,3.50925377243583,3.62667328815768,3.6143117282273,2.70968293991833,2.13659084594974,2.16326564970379,3.53022278555641,0.975049548569188,2.36827708036654,2.3481861618782,2.17749829780762,0.784096016544761,1.53871216532998,1.85537878575147,1.83890305333605,3.43349959108077,2.2396333478403,1.55267709958937,1.70624723542354,2.45160884691996,0.974628568500182,1.05792768474827,2.18021768495111,2.79666839645281,-2.24969043345834,2.39389643780027,3.5274308067999,3.08446545274236,2.68376232538302,2.71440954082602,1.85011680450581,2.49808227464193,0.0422654876780344,0.776128665942917,0.31398879500282,2.73090704331964,2.89972507740712,-1.91538747433314,2.43329826142772,0.132488480524855,-0.0846603001025079,-0.162925840641342,0.904023661190458,1.93345748707422,3.90150936107842,3.336799744615,1.2871794453943,0.987500680306189,2.18417121850205,2.73732981582094,0.981719251248392,3.03782578948344,1.41135303200324,1.89331215129983,3.44995711169434,3.13872291873947,3.00964051363608,1.67029811086029,1.22326120113094,2.30228684788738,2.96390273429663,2.38792244001962,1.76127358909231,2.37488833728779,1.63248489618215,1.18628696568061,-1.33247315653192,1.07943877165789,0.0555900774401706,1.98492059341177,1.57288915861011,1.55474774627095,1.98714002627313,2.18282873281855,2.39277704766567,2.70467106651875,2.56609350060946,2.28494964169359,1.53641990780183,1.5222574568329,1.96314296147384,1.32063173416829,1.67275521336778,2.46771332598364,1.59311141492368,1.08961218380648,2.70677570620305,1.29024790642661,2.71211773640694,2.04746285466542,2.44463839088165,2.24928337010174,2.19957821918392,1.38058785006386,2.63186810666542,2.03521601344422,2.0710503597196
"HINF_Sp_3 (GE) - TPM",2.47795237628208,2.64627253314855,1.94329481495057,3.11058559180151,2.86740483283754,1.9730568614687,2.29341957247311,2.85018497939022,2.31847886216414,2.67927591634625,2.30087374262998,2.45335654370225,2.54047225743783,2.52134378159749,2.08492749672069,1.86478152501438,2.07887949402602,2.34892478919809,3.73322320801235,3.7269156269403,1.67643662310088,1.22643929556243,2.2939732047632,1.84138866897573,2.93269904276053,3.66529959458144,2.08269931150025,1.58924901917412,1.27943009377161,1.75278272101889,1.1513007812018,2.57950429726541,2.26511079857307,-2.49125065484949,1.89995315262699,2.88196889937434,3.20220972902037,2.29308365163237,2.99280598054649,2.00542031126572,2.76408957803639,2.3859524446659,2.3026618741856,1.25162713676408,3.21314498514798,2.30139428205324,-1.8602296979284,2.84247069215608,4.17330992858794,4.63415166436228,3.77247157366949,2.81681970086046,2.49132822813246,2.27136178536186,3.27209205335691,2.58487613499487,3.40835094217807,2.4419800839789,2.80678587745693,2.30726889598894,3.10021507494305,1.43913744106036,1.88859694947856,2.60139685989817,2.90490988897704,2.88986274050914,2.87318206270026,2.95729936591094,1.78795395112875,2.28841982333052,2.75472067360165,1.48456358806025,2.38848752562751,1.91875105420962,2.28382270524745,-1.5595043969046,0.761060810566757,2.75795730826453,1.63680415580285,1.66390729984638,2.54087714642582,3.14248597831565,2.59667651042462,3.24424028520179,2.59954502882446,2.70331519577742,1.64261649602272,0.689065469725669,1.91814554525416,1.13611153013122,3.02629318865543,1.9070529777825,0.714083674927503,2.56244928757047,2.23604136867058,2.52941082890019,2.79392106870054,2.5996998988917,2.619052515581,3.17762181189757,2.73560106626018,3.30670201351548,3.88361070414524,3.16338954349195,2.18858850725411,2.11592513560371
"HINF_Tm_1 (GE) - TPM",-0.537561733216304,-0.480458971539433,0.264092781985588,-0.430583047210205,-0.369660383144382,-0.323196485332183,-0.228830615443597,-0.279034575773254,-0.0334084675029224,-0.298312636986937,-0.209613670624977,0.0374549054142261,-0.406189435514481,-0.530139461365717,-0.362882932751611,0.299741120743014,-0.765705001001408,-0.395088550622234,-0.280906063611371,-0.261415853429157,-0.340308532346539,-0.760681505248807,-1.04636372937361,-1.45619827973435,-0.405779965661271,-0.387691274442616,-1.48847240080823,0.280413091656636,0.600984153638259,0.461915241781037,-0.0139180806973122,-0.292781245037874,-0.606932496985485,0.227364185819667,-0.0647858738605116,-0.455069252469246,-0.370909078174345,-0.535950288831559,-0.454074139406331,0.316639751612094,-0.307427076693221,-0.095154603829703,-0.141169372830338,-0.258483722192611,0.262262707369182,-0.0821680214735423,0.517537873405477,1.10696076351153,-0.429359881930682,-0.564364828384117,-0.714986010545816,-0.657247367340526,-0.0263512171615074,0.0581337952405966,0.25679981323558,0.511192418867198,-0.304041978639316,-0.513331969994013,-0.0486124438275407,-0.787009054533044,-0.122614673756322,-0.471871518587388,-0.526288725324094,0.0037455221797521,-0.0153878555843107,0.0162045848433228,-0.0647400864988179,-0.0212790005619377,0.348985503960585,-0.759585701515745,-0.419996857455199,-0.552473916904792,-1.00175073410818,-0.214426766570935,-0.542807034706736,1.2652412026448,0.716140377543084,1.58964038746266,-0.821823866346996,-0.320164123714227,-0.446708293588266,-0.0367295817622574,-0.674103116070819,-0.539251165470044,-0.59388722729455,0.697859072633339,-0.971138769129589,-0.512167325151176,0.654910847929366,0.451884253126637,0.261866965126505,1.32620348838782,0.912248644770327,-0.95709866765894,0.924119068415354,1.02953637911799,1.11227731042254,0.810037560114818,1.35511262260223,0.576499230338138,-0.421902926263022,0.16908130119892,-0.490690842617908,-0.583277240630819,-0.460692585330056,-0.586396086853753
"HINF_Tm_2 (GE) - TPM",-0.627775632495173,-0.50290852834075,0.657960155987407,-0.136466836463787,-0.361972381138727,-0.576932171498837,-0.210385304725469,-0.404891760891341,-0.142793539778342,-0.410940792956834,-0.238262963719034,-0.225719969005057,-0.502195871016371,-0.575192233321924,-0.385724200927597,0.501512715786039,-0.702793353472747,-0.391512556092296,-0.389126595597605,-0.361260932257739,-0.284055746648722,-0.0166543294490326,-1.42654071107708,-1.43857131807969,-0.422819752643129,-0.361769786881391,-1.35315868820429,0.2213339981159,1.02664555115009,0.406401811818698,0.211441822716858,-0.298364270291086,-0.350249041667162,-0.107573376387172,-0.162750520423407,-0.368517893106269,-0.436269045306247,-0.480880105130715,-0.56952478449077,0.499501562154374,-0.188838999269789,0.502548155669726,0.398467958071378,0.754586738022906,0.31594821550469,0.0862760867662884,1.22396393258762,0.931320208923515,-0.53568467428204,-0.665296011864126,-0.824630518693479,-0.638115267983377,-0.22605304892862,0.0488441368506555,0.144915231858419,0.803967604810747,-0.419798117171076,-0.556587482342487,0.129020817032797,-0.968810431191467,0.250880114145767,-0.57437184804457,-0.568076399606857,-0.0242445157612204,-0.0602610648948909,-0.16390046736369,0.217513025115347,0.116684526219449,0.443274897945854,-0.141966807569872,-0.330591468303188,-0.0141423924308821,-0.486907434111999,-0.211001282298224,-0.306327885133432,2.0374772848572,0.219758548263702,2.17059363236124,-0.741899165167041,-0.634474641668262,-0.186032827416636,-0.108541194618515,-0.35967522617526,-0.511716672221592,-0.543724714586374,1.00766887711923,-0.628534742432928,-0.401620263929904,0.104411117888414,0.203869123692141,0.203052456742678,1.40545945144495,1.36612331534593,-0.850188185153046,0.220004193953827,0.634607330769177,1.40551252368712,0.620446182009812,0.787403275930015,0.21241793633095,-0.430861242385442,0.189199601782803,-0.542356631345805,-0.655162989053479,-0.619441387504401,-0.686063486161192
"HINF_Tm_3 (GE) - TPM",-0.555826989373633,-0.395945627081009,0.811118564733291,0.0420818297853747,-0.0476979545548881,-0.74448853102357,-0.158925131603967,-0.337146031449603,-0.133220785050487,-0.310090476135478,-0.276594072851052,0.0259641826694515,-0.396813243724553,-0.437985624121654,-0.383846699999705,0.701600358562768,-0.513605908954386,-0.346789813580978,-0.312322531475798,-0.235990652100933,-0.415067817926424,0.0708274919998991,-1.3672204703713,-1.4379640413617,-0.391477612068488,-0.379650701065506,-1.45133234354897,0.0974701623425924,0.505913045358693,0.912970690871548,0.797522332667375,-0.0376269414335895,-0.32234447450739,0.239388363042908,0.0611495667829513,-0.598514136433059,-0.614016820547985,-0.432782965948628,-0.444928444201056,0.613229261754879,-0.257287767389439,0.607309002544558,0.144460083597188,0.494442033027939,0.275231212936365,0.247297973658318,1.98619032105511,0.720543071329791,-0.366340134313647,-0.586583141331049,-0.765180668568415,-0.382913503610466,-0.339454386599815,-0.0696926252549509,0.125445964324824,0.493203620602292,-1.10790381144824,-0.382395793052428,-0.454498768602891,-0.924616169550759,-0.0217943076191943,-0.468685804367941,-0.35275819198866,-0.0482336350105075,-0.112498863263723,-0.205475163579562,-0.0667223497330342,-0.304866399799864,0.37119649859136,0.0622496361219828,-0.126724136767756,0.0329491546555326,-0.655312749004383,-0.161842464365354,-0.248787463207266,0.576011475261626,0.989554399790196,0.642009415637863,-0.635222109562651,-0.418298742334318,-0.369034318138128,-0.162406125251126,-0.238083130334209,-0.288722925485564,-0.427634059145092,1.11212757476311,-0.827038510260533,-1.22099438694681,0.438638626750262,0.553011398073964,0.243037156208144,0.959243959699109,0.953540440419319,-0.810773097911554,1.38158470528376,0.450106418625159,1.34538426861874,0.267839304740195,1.14231550991479,0.0175443704948796,-0.354558297546718,0.239292070019688,-0.47498148389253,-0.720955548002084,-0.561308016297437,-0.637579219628611
"HINF_Vic_1 (GE) - TPM",0.3858220581352,1.17302026531924,0.683335416783246,0.504830179445488,0.363364262644131,-1.18348234608232,-0.546965910523624,-0.357250252836819,-0.272204826535628,0.215968212272916,-0.0763463788988306,-0.241247526643824,-0.556261318928151,0.54880868502754,-0.269224787459613,0.229536121296996,1.10923230205208,0.995033388085832,-0.327449381816221,0.152135224294622,0.308270450651974,0.698230208550217,0.124056105354705,1.51029752164673,-0.161968188077881,-0.190918559362728,1.42612291971995,-0.667411426592278,1.17673688212539,0.800668008677402,1.24586871167489,0.803506335867274,0.943936667370083,-0.538405647427128,-0.561404953018444,0.196245945167296,0.169476296169231,1.52144419436476,0.72360382297826,0.73992410142741,-0.349897289148123,-0.705461248928006,-0.451068704531965,0.11316751115998,-0.62762990743371,0.627802765471316,0.350091181702822,-0.100658665395432,0.179309353112681,0.811353285427844,1.46749305046745,1.55243272836089,-0.285443167230194,-0.370108785833759,-0.274980385666761,-0.616237198467034,1.36207796642777,0.339182206300681,-0.177159823093158,0.481835993639322,-0.560358285548899,1.69863209840197,1.79538295057431,0.198271925580444,0.512068400355327,0.297169042944862,0.317645673543472,0.619668626675787,0.756841108567765,0.600845788373231,0.573568669931115,0.734682381387652,0.27753989695539,0.20917365800957,-0.27348624168912,-0.15837442262758,0.409464174713448,-0.0402466363942058,0.6612371173448,-0.0631521325504449,-0.0274166585175654,-0.29060077213821,0.446048574491206,0.686707224934981,0.696753174593823,0.141691523268196,0.3274345099592,1.2070834678741,-0.688203042849575,0.207177874361905,1.69718401272802,0.812983431716914,-0.941290381789903,0.26591769061686,0.234993453481471,0.325483376082477,-0.252723217456318,0.494682440463082,0.0936235337850478,0.843061465685513,1.3140429624786,-0.45199943150929,0.410697216403492,0.148653320236208,0.177052764289946,0.665135895989564
"HINF_Vic_2 (GE) - TPM",-0.0545596724560726,0.332039918560435,0.871343132727093,0.611268095642314,1.2331687386259,-1.79321127579095,-0.700384189878087,-0.557709155273187,-0.398306486529638,-0.0491266496737808,-0.255123412961068,-0.330199152258485,-0.399473736528049,0.292262877463198,-0.350256867424105,0.708839504140905,1.58164196096471,2.33721517895236,-0.48545122431369,-0.396288888948311,0.0082660464411436,-0.161607331239255,0.0322838785157172,-0.164382969227383,-0.0325401739022034,-0.0200186384546223,-0.886578961910369,0.329095672464087,1.44218018901995,0.81715741905318,1.25435441088799,2.1406839898916,1.74585522399796,0.0485465380458527,-0.211456786721074,-0.640223776151023,-0.530606536517726,1.13920354705438,0.688300894950932,0.76341863181768,0.113315943526992,-0.0205066468952923,0.575171355241019,0.899629119287956,-0.116488865256863,1.21367463152256,0.951007630122186,0.373941282827755,0.136820181033456,0.283201611432979,1.11101525671411,0.86986448686327,-0.262394466619184,-0.345032935605374,-0.233796638310557,0.327106752370713,0.848535749187748,0.480588217294796,-0.14899430349133,1.2571451001031,-0.561158737983084,2.74429164372356,2.2129017801599,0.217014270145195,0.043094053129175,0.070921447687478,2.25590217423037,2.74998009058281,2.10160459698515,0.960948270371192,1.05304881654785,0.713092123862957,0.195181739388616,1.78619404602346,0.364094683694045,0.0901237338251835,0.902810797177894,-0.614232626334297,1.14184532800789,0.826777437229711,0.750266557918384,0.320784205869504,1.35471693130335,0.83027723043339,0.695851826739297,0.0463916671257992,2.07836391096389,0.217596397685666,0.107388082907568,0.926153510713162,0.786289806399427,1.68611921815477,-0.730119704613962,0.522946664923043,2.68550239403891,0.857129450474243,-0.426457741874954,-0.788973824965644,-0.876848633809934,-0.83825536949331,1.77923695065058,-0.381065230485763,0.795889113304821,-0.0334486561178005,-0.11287123090469,0.0951629991773845
"HINF_Vic_3 (GE) - TPM",0.00975531322355779,0.768335285904362,0.828641556753101,0.461755032615688,0.507740031161305,-0.862775060721568,-0.645683264625508,-0.556720545877815,-0.483820450210613,0.115461131389141,-0.0172279949061314,-0.139952011538914,-0.487595950999589,0.508718760390397,-0.229297250296969,0.0242556888140339,0.609887882412321,1.44450718324228,-0.264868653567734,-0.232043864892092,0.924350062224055,0.802768291177374,1.45309835121151,1.94607457807476,-0.0285610893306294,-0.104930515441839,0.774864825802712,-0.329010103033607,1.1885826089044,0.701642256714053,1.05563301452919,1.32076770040711,0.79760185148995,-0.504787985250965,-0.447432093628587,-0.0688852986311716,-0.112233076643339,1.23440498646962,0.775711693843449,0.87266467909879,-0.257617960947285,-0.516426593348389,-0.089924345754107,0.623182689358708,-0.363024313602683,0.683275895948992,0.684846063297083,0.170862863970724,0.151190471644153,0.44992324985553,1.28629212215557,0.802467484106108,-0.293696738378991,-0.321868846391784,-0.285312797705388,0.0235187505286689,1.0954775683537,0.374161971613753,0.204977071989668,1.04553374503333,-0.541936606683381,1.77004157222799,1.16929543610673,0.285643488807627,0.431882505601212,0.287983508276832,1.21635354934521,1.38702100686984,1.58027805982918,0.540152438523105,0.523843155430366,0.924624733161335,0.381502089418283,0.811985726729956,0.372176581609765,0.0300028781016523,0.742788773858879,0.786185461428008,1.33766136321079,0.579704084836798,0.222077299498563,0.252979478285659,1.28511467253375,1.305362492562,0.925953884108474,-0.0927695872111841,1.22111826131171,1.51294658647782,-0.613631445896922,0.305921186724628,1.58709727149419,1.25981104418186,-0.819262445683416,0.144625085054117,0.721480833754857,0.59808266622436,-0.107024717916734,-0.0187567126034482,-0.31974339600669,0.459680817369498,1.15876086336772,-0.392256406116554,1.00402155421226,0.0551143329252867,0.261780246337129,0.548931051515493
