"","BPSL0023","BPSL0079","BPSL0195","BPSL0299","BPSL0344","BPSL0346","BPSL0405","BPSL0432","BPSL0462","BPSL0471","BPSL0472","BPSL0495","BPSL0496","BPSL0497","BPSL0498","BPSL0499","BPSL0536","BPSL0540","BPSL0549A","BPSL0561","BPSL0576","BPSL0633","BPSL0756","BPSL0776","BPSL0777","BPSL0839","BPSL0858","BPSL0880","BPSL0888","BPSL0940","BPSL0941","BPSL0943","BPSL1038a","BPSL1039","BPSL1048","BPSL1064","BPSL1127","BPSL1153A","BPSL1177","BPSL1287","BPSL1413","BPSL1433","BPSL1434","BPSL1686","BPSL1687","BPSL1688","BPSL1690","BPSL1759","BPSL1806","BPSL1840","BPSL1841","BPSL1842","BPSL1859","BPSL1967","BPSL1985","BPSL2032","BPSL2180","BPSL2291","BPSL2468","BPSL2493","BPSL2494","BPSL2495","BPSL2714","BPSL2736","BPSL2809","BPSL2883","BPSL2884","BPSL2898","BPSL2933","BPSL3006","BPSL3042","BPSL3131","BPSL3231","BPSL3232","BPSL3233","BPSL3234","BPSL3235","BPSL3236","BPSL3429","BPSL3431","BPSS0003","BPSS0058","BPSS0100","BPSS0206","BPSS0208","BPSS0209","BPSS0218","BPSS0273","BPSS0286","BPSS0380A","BPSS0390","BPSS0503","BPSS0558","BPSS0559","BPSS0570","BPSS0595","BPSS0632","BPSS0647","BPSS0649","BPSS0673","BPSS0800","BPSS0878","BPSS0915","BPSS0916","BPSS0917","BPSS0918","BPSS0919","BPSS0932","BPSS0934","BPSS1111","BPSS1118","BPSS1119","BPSS1120","BPSS1297","BPSS1311","BPSS1311A","BPSS1334","BPSS1392","BPSS1705","BPSS1706","BPSS1707","BPSS1764","BPSS1782","BPSS1793","BPSS1795","BPSS1796","BPSS1826","BPSS1862","BPSS1865","BPSS2073","BPSS2176","BPSS2304"
"BURK_Oxs_1 (GE) - TPM",1.39049576664659,1.71932579871083,1.87237039439984,1.13303509315618,1.55196210184596,1.86488700066946,1.10333553623424,1.52254685722856,0.601885193882307,1.62281390185841,2.22909636837614,1.03347369388111,1.19004627009913,0.907239878376188,1.88174637623604,2.73585116898376,1.007320484632,2.04972739041906,1.62316015417233,2.21300973973979,2.27760003499445,0.892684815124433,2.34720012511529,2.89746589510176,2.67376015147017,1.21064258670373,1.87643802394297,1.74191562442541,1.58996849985963,3.13270366032951,2.88946978368839,2.30357321450296,0.832108162768521,1.46963192848091,1.23412168869112,2.50797033531417,1.37017707832748,1.39956924274923,1.46842544408903,1.19196423833104,1.61632832892646,1.62467267386161,0.841792081052613,1.66575853773128,1.1354086549815,1.55282827311902,1.92866598285148,0.420410010868506,1.62144393556866,2.73155406655758,2.8690275232361,2.61769741838708,1.55572048380129,1.03983009547422,1.40245210022068,3.1279577043756,1.99612772771604,1.45639893205744,1.19808393029824,2.04516077436784,1.51136343150061,2.03410338339038,1.30895797568799,1.87434452470436,2.0057959820802,2.88768314157948,3.09239544189312,1.97423028336462,2.08552487787352,1.28351355715094,1.584810891458,0.424372872430175,0.895129570476375,1.13649878342964,1.02781517929841,1.67065245883757,1.98715348476807,2.70443774526212,2.0498269775028,1.69675866785633,2.38785475694392,3.07259762677778,1.82917119941256,1.2299916951302,0.560909810775751,1.27535620176028,0.998140691639277,0.45546214420109,0.849566465122622,1.09782147787321,1.83924449179877,2.55549121862891,1.28185076602223,1.39607121392225,1.52378073011711,1.1703678666434,1.43137984165566,2.0371957610438,0.984862038952009,1.22180788897146,1.61196013167803,1.67586446859284,2.53088647641052,1.94391325402082,2.06743860161739,2.22765963479628,1.80331931939587,0.665493471016561,1.09856866315103,0.987992853390867,1.92247588929783,2.54381889817456,1.78218582447704,0.599482154664498,0.800274381298661,0.151687972018685,1.75583786187272,2.17697263856052,1.68408591927835,1.91173320832195,1.18631642987139,1.77335945217004,1.62272363118873,1.43716535242885,1.59910148926445,1.07325858229543,1.24793673698629,1.95584223385295,2.02527191268515,2.5278840802453,2.34018123649631,0.568949311381824
"BURK_Oxs_2 (GE) - TPM",1.60160208522564,1.35074039394474,1.80834374974314,1.33847488113531,2.54677442936002,2.48810885356737,1.19603393054194,1.22804742858227,1.40607423009904,2.58926655438986,2.68121207059414,1.75010137880375,2.32841902050858,2.11698237403639,3.08350629828519,3.27775212522087,1.25134235118074,2.16960379716002,1.72973905085392,1.07246132466283,1.90732991076624,1.68450875166878,1.45325671907435,3.2869796275106,3.00163560993546,0.898683350850765,2.02801094669493,2.60097994078714,2.69214617520115,2.97291881418685,2.808855463135,2.20431891561247,2.03852708271732,1.9446688947522,2.21797053574059,2.95607922414848,1.76993892482895,1.55939175096113,2.05624362305995,2.04854114241019,2.51082733929195,2.00445676743295,1.32159053167571,2.49531279452864,2.77392550399876,2.05692905635068,2.86300567943115,0.860915211342972,1.83859200791842,2.8986647818189,3.13475769491997,2.90104945760629,2.49729619038,1.42726149798373,2.17175366254565,2.49157606204467,2.11045713957135,1.67471016574251,2.23448064752946,2.25253474623034,2.58079544496591,2.9297681431557,1.63107339700337,2.29127659798266,1.55538912743945,3.36106051037428,2.64693861070483,1.67079393117908,2.62797551928192,1.389139048577,2.64299143767895,1.59356122910956,2.31609588394749,2.44317090060827,2.55950146645846,2.74866959141775,2.69083115931879,2.20736448091445,2.70525317762047,2.24379233142539,3.10350632554542,2.98962529904428,1.08051802093702,1.87960392520629,2.24383792107298,3.31209478444967,1.74808993402307,1.0786010513903,1.27516636920426,1.58111369727912,2.25670359995693,2.28007362751955,2.24142300484372,2.66241344028388,1.96719147490315,2.07226287330975,1.51831983657565,2.61721743036051,1.55910341493435,1.10797035847818,1.61240783259132,1.97405086433938,2.11793364792309,2.16416261329609,2.37511937927633,2.28454894261298,2.28572155291263,0.916133891262807,1.19785114527213,2.06280092835369,1.81733120458918,2.86450310277047,3.12769482869374,1.9901728791963,1.69844523943853,1.7250870126622,2.48101149143619,2.00968842907339,3.20446383381923,2.44159476774076,2.07753684988106,1.71880361532717,2.20969286149949,2.38342313475949,2.30028516593286,1.40094397711955,1.33335514158486,2.92792901896639,1.622123614206,2.76255437609493,1.75120163970552,1.32087199676664
"BURK_Oxs_3 (GE) - TPM",2.51810059343512,1.82212758022211,1.77696639625005,2.33931893834577,1.35490794826721,3.59194786370475,3.14017322627535,3.45803530800981,2.7744447375227,4.38406517617268,3.68744233130992,4.79030414608142,4.40841073649539,3.86688538239483,3.98005378876755,3.14209001000467,1.64984495104338,1.33009153538131,2.23644704459524,2.05955002218967,2.27999089796823,1.30601238081657,1.42282555968444,3.07013362088271,3.4349496171947,2.13033022958352,2.72329784511287,1.99203933289669,1.92965737886963,2.15530793912851,2.59940457099055,2.63690209243265,2.8812619944983,1.78910121788623,3.21777005297007,2.35658100030552,1.99376110644395,2.11544915640038,2.68690741451163,2.88967696475894,2.72563459521531,2.79604591180158,2.26833033770708,2.73600273451497,3.0095774593015,3.5043669615289,1.83606659668593,3.05807553031708,2.86904200322361,3.61754407881164,3.24238843197717,3.69108691388522,2.52683296295077,1.74856295642209,2.54914798849574,2.68435759294433,1.60585997073313,1.92408275282956,2.83168845657976,3.91182623926645,4.11489840696791,4.01303505902183,1.46341241419072,1.75559060284123,1.9218961769317,2.91754951245791,2.70629769463473,1.10806260013467,3.98512012654797,1.25397993871529,3.08219288799334,1.211927333561,3.30038144172725,3.44350830646394,4.07054451398476,3.29914550964942,3.44844738079918,3.12021764545891,2.93260055708976,1.70493071097745,3.6563798846917,3.24257727497944,2.91657843648024,3.03482320333839,4.37526330588824,2.87805475907826,2.48472087741365,2.9197621288429,3.15691540919685,2.64387159640273,3.41033181310137,1.7870142711234,3.7001684567697,3.86459575191442,3.24911009415916,1.81182579185921,2.46661778954372,3.2907288890951,3.37172878539051,1.38142555103569,2.36774967151338,1.68351583349513,2.25017235279216,2.52137781537823,2.98250060341726,2.86826926624568,2.44397863638496,1.90428906180143,2.16131274413483,1.62591246562103,4.23644651548088,3.06614635483048,2.95606481643797,2.82110653115154,2.61625007776918,3.58701431224567,4.42905940659512,1.64141821539378,3.38273496649192,3.74536664743138,3.7543136028511,2.16893272843796,3.74425253292706,3.16876789431105,2.13173555991821,2.86161065931133,2.26608255362125,4.01814260485452,2.893626438941,2.9283132768971,1.70219842108387,2.57750698846297
"BURK_Sp_1 (GE) - TPM",-1.52220928811299,-1.33011874770113,-1.86096360862579,0.00595280360083909,-1.60213945338814,-0.90755451821303,-1.59155762705355,-1.41468317939784,-1.65845015867995,0.159330982505165,-0.0286549710343649,0.32793762026556,-0.193503162932876,1.16910735059055,-0.162391649003574,-0.381851514682501,-2.43979529415446,-1.77808678388557,-1.27780734677642,-2.00084958041027,0.0493020811797491,-1.67513500878379,-1.42765014844745,-0.520302788358415,-0.456508450663777,-1.41761451699892,-1.19150671518451,-1.63783731770624,-0.777288462186168,1.11926217120395,0.622310169303798,-0.395026739017866,-0.924182205883205,-1.05835202544122,-0.687604405245482,-0.254442976210936,-0.0485954903037499,-0.545071746410161,-1.91549235834637,-0.463543624765767,-1.38041638371164,-1.37767831227046,-1.23245448360623,-0.577745492341138,-1.097824301421,-1.0560278787994,-0.207009434414447,-1.3483071167901,-1.30973764665127,-0.228253044699497,-0.229785041784472,-0.353458153686756,-0.987011902953668,-1.98225719720731,-0.52063322296064,0.108799235626312,-0.96582841189234,-0.783683761687004,-0.0503386873418467,-0.000301212749376337,-0.582788283546421,-0.16211640820483,-1.49464941756459,-0.976579994547145,-1.88671519061466,-0.0990966554993505,-0.695640789825267,-0.811294097104832,-0.568850939482022,-1.74549332951034,-0.621360313258374,-2.19115536402681,0.0803825748919242,0.153661596494686,0.211806159697244,0.0284178524366214,-0.418335223174064,-0.752407423750457,-1.41799729675424,-1.65269448179579,-0.295919597182363,-0.317394498496667,-1.41150579031867,-1.30523122928624,-0.635830253264533,-0.739980273534037,-0.92981017143626,-0.849034148995475,-1.16060880594743,-0.634653193265675,0.447644147995861,-1.64330550524564,-0.840217792822759,-0.810639925996612,-0.971136827857891,-1.48417720376559,-1.16759686729816,-0.604004482686797,-0.642974212427141,-1.32075389218637,-2.04141161042997,-0.479963951747118,-0.737003743784757,-0.905898719932785,-0.948165079802732,-0.95077025118978,-1.11943475022709,-1.90648231925381,-1.88801231425049,0.355737435486452,-0.115174890949515,0.00149489641247778,-0.472844689269941,-1.19471752528911,-0.754770548335427,-1.36703109218246,0.0299730415006912,0.560168579408098,-0.859014496898061,-1.0567391720032,-0.0635150285865105,-1.62797255591561,-0.149350176228812,-1.27609181453632,-1.78694632050327,-1.04053029693973,-0.126600794232668,0.0552946031784548,0.180345142826873,-0.600234638721358,0.498056041170707,-0.768172916403067
"BURK_Sp_2 (GE) - TPM",-1.38809892465674,-1.19017313420449,-1.81722434529,1.56629113033482,-0.0127682401473345,-0.715238531851545,-0.71442652333316,-0.960934277572234,-1.61876316484473,0.0919163533028678,-0.0881515430922515,0.273428421185796,-0.163860953425469,0.403587818542694,-0.115108770806105,-0.450835012234852,-2.42789661519937,-1.80892654352575,-1.14195440553774,-1.93000951675986,-0.0121861347665308,-2.22487883975853,-1.111338850757,-0.44214530877205,-0.334853770001227,-1.66910786180013,-1.23991654656796,-1.42700727025683,-1.18921119210113,0.919437502765516,0.63021197069416,-0.352598331861361,-0.999650028116508,-1.00407368754117,0.0903104407443716,-0.663787248718515,0.2582023382305,-0.424616748300361,-1.28218571238828,-0.966466249172417,-1.40507412892311,-1.51730565912679,-1.33117619705862,-0.543809424298985,-0.971221524226874,-0.687086400649675,-0.912362601364581,-0.909902660007356,-0.811847967560317,-0.196342999342807,-0.075630046357149,-0.365217393585014,-2.00866478707717,-2.18285393900589,-0.802096379883551,0.147419874510131,-0.902734636658311,-1.04640452378989,-0.100595297988697,-0.0252263100697163,-0.547255858933376,-0.358373311117423,-1.7921495848935,-0.955932854470288,-1.31542354731876,-0.207503784876935,-0.68134186672256,-1.2215908539697,-0.520251339287158,-1.92755831841615,-0.628353081511969,-2.0445649963798,0.0309591498876416,0.116313022957452,-0.0403679550082853,0.0773084907002408,-0.428895177220903,-0.87683592805294,-1.39209784675259,-1.50885809858369,-0.281513378636935,-0.309134873272833,0.0290166831900278,-1.51725098312758,-0.340452594354956,-0.930341507340834,-0.477035265414303,-0.833125201342164,-0.813869863107967,-0.679464155866619,-0.00522217948581982,-1.24963995068148,-1.02836364647892,-0.712881229177077,-1.1792901286482,-1.48432027296241,-0.976838507659774,-0.279095275408109,-0.708013918775635,-0.754583687810845,-1.69996703408006,-0.346749013209572,-0.423226023447837,-0.879452905466502,-0.957416192327706,-1.08709465289156,-1.01232886813852,-0.237295175155204,-1.37266368052797,-1.05332699161795,-0.42176181917812,0.0120866672350688,-0.267118339287518,-1.28305892103554,-0.739662286331604,-1.27869206063683,0.0103523885026309,-0.628287796692336,-0.493680836762027,-0.626449360616625,0.258376727496425,-1.57824245936282,-0.323621225335187,-0.732937868709388,-1.49803414343043,-1.03064240214982,-1.77557368400065,-0.0290039926984407,0.0194235984419436,-0.460179948153148,0.644813675227254,-1.31476736612858
"BURK_Sp_3 (GE) - TPM",-1.56637212809248,-0.959978568927986,-1.75608176223121,0.167945999075759,0.0613057335927855,-0.906624351558783,-1.49951943245388,-1.00453103390294,-1.37269557878694,-0.032500338447327,-0.167064875078111,-0.446949292668957,-0.257009407562573,1.36985348079478,-0.191550867434596,-0.442825934285318,-1.73968000096083,-1.908702966864,-1.15252229132617,-1.70461792582587,-0.0631038604895386,-1.54588654482201,-1.2134043008131,-0.433621576075847,-0.458190109301929,-1.47714540893413,-1.21061814747511,-1.31537926584442,-0.900469272490891,0.761718227812607,0.862068481363821,0.0885769727531061,-0.597840605019077,-0.696032400294414,-0.735146795452355,-0.584486740135696,0.199550392503503,0.0146604623670214,-1.56506872794181,-1.11673213038864,-1.37372243458497,-1.57163649954141,-1.28960282950536,-0.617859350909341,-0.887661557086494,-0.995019813289022,-1.09882617894638,-1.05906675188312,-0.598155639961273,-0.209745427222769,-0.150048547592387,-0.23871842978431,-1.0584988621882,-1.84698356379023,-0.646408465066004,0.0429575013773909,-0.453910893221636,-0.901024049423583,-0.267908599807579,-0.0655397771265812,-0.455787798789927,-0.279001260161513,-1.83077447401804,-0.87272312387532,-1.51176573998158,-0.234099328461632,-0.577177463950567,-1.8794295839464,-0.614567163314756,-0.928228121676412,-0.618401689720675,-1.68668969200564,-0.07073281909185,-0.0331235230223486,-0.0870207143705194,0.0967730967519969,-0.341341132579162,-0.456173975769327,-1.40631282395782,-1.62038119522294,-0.224469564536476,-0.301122475490487,-1.41150579031867,-1.26521686929701,-0.636511998854478,-1.13004985218652,-1.40546043296936,-1.06944999204812,-0.714073813962759,-0.664677276823879,0.81823417199032,-1.1446037022,-0.959563207566486,-0.835515141265576,-1.4829484965695,-1.09447421243234,-1.32803202693604,-0.545188185598628,-0.851060854681826,-1.10411872600689,-1.58120744971685,-0.346188160961598,-0.665040472302146,-0.896312386967454,-0.944181229293382,-0.733535347636299,-1.01761555254947,-1.19918408631767,-1.59573019016596,0.178409514475788,-0.650604024133404,-0.493428834513187,0.195239383867249,-1.49751970395548,-0.518660741059257,-0.948987730877736,-0.0774884818650125,0.473312882072881,-0.0560694829929431,-0.388997048482566,0.101486839232699,-1.46165209411718,-0.229014736858137,-1.07319774157896,-1.41085784572158,-1.60855271962378,-1.55915018470575,-0.0810673791187117,0.74356505972729,-0.291429281649527,0.838702406911954,-1.00021321043785
"BURK_Tm_1 (GE) - TPM",-0.057600808137421,0.638297686987593,0.961817498349854,-0.638130297730665,-0.406010835252777,-0.886920496755113,-0.125724879472544,-0.709741548332172,0.0851797344015887,-0.4477192977056,-0.502678816980518,-0.675816934459773,-0.545667299464202,-0.55690091759106,-0.336150063493377,-0.455063594670467,-0.38701446330388,-0.743516493069538,0.294569749270762,-0.295283896984776,-1.34447111706873,-0.252666513885614,0.329912165802123,-0.348610349467049,-0.390500850748025,-0.175371484026177,1.11759305313254,-0.257217972108493,-0.274089855038049,-0.694942545808502,-0.744058541213067,-0.853406848088917,-0.0738877601733761,-1.10539804676557,-0.400413200592478,-1.10271069665563,-1.45268805618528,-0.513009524052916,-0.012821297630998,-0.338367565800065,-1.20641153655308,-0.743490876421309,-0.752730108384701,-0.581263506488574,-0.499612552247377,0.115915783008296,1.35364075764414,-1.17672816195852,0.919811033784993,-0.322477024940361,-0.409284200720609,-0.186139578109363,0.830477486236394,-0.088078571617104,-0.68347060370767,-0.963610726366994,0.134815983015211,1.05359735767325,-0.772409245970881,-0.634500998213345,-0.418029266955255,-0.337550916957539,-0.416749364759029,-0.146999540798162,-1.41123692639733,-0.568276877677427,-0.584131552466376,-1.45857702303632,-0.391663524695119,-1.19821439482503,0.142333892552245,-0.977036180386465,-0.0243760231140267,0.103208387034286,0.199392961527459,0.37717006088365,-0.130098721140091,-0.133310501764659,-0.865847679083441,-1.31268121284954,-0.224010479166759,-0.476634339858619,0.0832423449509976,-0.653657517357956,-0.474481109755526,-0.74873937399962,-1.28062544021424,-0.870802305952666,-0.204094501377561,-0.550378758541235,-0.00489478233792249,-0.340107348149738,-0.756627961738157,-0.802585138552117,0.0560525930082948,0.247384973810694,-0.0486486368727072,-0.184273374285676,0.520186862447871,-0.489215224885287,-0.312446184544874,-0.946763334715716,-1.03560728318298,-0.709573308029951,-0.835995473694894,-0.812926727375541,-0.856174584012338,-1.31413910242248,0.739128687181406,-0.880103742451724,0.216832957393174,-0.598031741392673,-0.376855033159939,0.145664483415968,0.356621567710465,0.348304573482182,-0.255960100995866,0.0948118596544524,-0.346736966745285,-0.65337551333977,-0.215912582418414,0.527359218464738,-0.691458125342466,0.0749028907624594,-0.366078728789214,-0.761237813813005,0.846521200494992,-0.459169235466652,0.206069120311693,-0.247936228964873,-0.44865618409828,-0.123992711362536
"BURK_Tm_2 (GE) - TPM",-0.293872134131022,0.44308290711923,1.06158732227005,-0.3605437016338,-1.17675103644131,-0.949652171955744,-0.262349573319369,-0.720380412793375,-0.231606929007018,-0.408747523406233,-0.443705776186964,-0.568706052352574,-0.357898855132002,-0.238255434295525,-0.331574609553145,-0.331205950050706,-0.156669922727176,-0.946787943851522,0.378179666805845,-0.789154729300535,-1.38362029704896,-0.0674084001409422,0.344020602540949,-0.376961241093247,-0.416708570295152,-0.436436468923696,0.891196492964906,-0.39442961161302,-0.497046336379889,-0.708912228977229,-0.734468491649396,-0.873078689722865,-0.289555973007719,-0.756953412918065,-0.543037294894841,-1.17200215910713,-1.21183325286768,-0.511777225412084,0.120165149971009,-0.0322856914647734,-1.09862591470669,-0.7872180248005,-0.614055082554435,-0.587765570252897,-0.615689958093915,0.0488030044575354,0.704402416891071,-1.10076041921939,0.460844790224951,-0.352078022270949,-0.360642452445253,-0.180857831165985,0.500040407391927,0.109169427622641,-0.577907390813708,-1.00184610592124,-0.367802117596262,1.00299737942775,-0.722391972084711,-0.588447553807712,-0.383998714760594,-0.275025637127241,-0.242969429610045,-0.290703924451726,-1.58369038507628,-0.566487433097364,-0.562368025748577,-1.41075115061125,-0.349839113400015,-1.05584544169353,0.194494725549958,-0.894399678837845,0.0862042571367546,0.150693644022403,0.235197705173613,0.466421407784568,-0.129545684575793,0.0764872367509586,-0.911201253299854,-1.10941083860182,-0.235838068981742,-0.452939102072261,0.0349942807563457,-0.75852036034527,-0.414812901950557,-0.805432095975619,-1.14933148869595,-1.08284290939071,0.482627582269632,-0.747758939515081,0.0606951259367872,-0.636066124512116,-0.715172552685348,-0.834405893666019,-0.143366598341901,-0.218524257106016,-0.252763255503308,-0.440372775740208,0.486913995604714,-1.05846901036336,-0.840790697924574,-0.115804403967791,-1.06957709843602,-0.731018194756819,-0.827419552322763,-0.809268376143633,-0.808625626213494,-0.606814822897765,0.684006496353975,-0.34276171095404,0.0643511523290607,-0.463433768157606,-0.827679812747177,0.65164124004495,0.422601397670587,0.357046715576937,-0.180463211099627,0.0957381821817504,-0.267569265703969,-0.323514768818198,-0.0568036684269493,-0.0334694883482253,-0.716124874968788,0.252395539885625,-0.646793786873826,-0.753868738894164,1.11668231185391,-0.525020836323575,0.518088643864907,-0.420248113527202,-0.606422460643578,-0.071650356762038
"BURK_Tm_3 (GE) - TPM",0.149108163841501,0.435231065683794,0.924178974921757,-0.713577227315579,-0.241595497548869,-0.918719280979181,-0.130971871362914,-0.891585405376164,-0.350875525689864,-0.400847779569861,-0.445431830311741,-0.430799577660027,-0.438767765369763,-0.169649356662045,-0.282752044559523,-0.341051671495575,-0.332654037650503,-0.638991819076878,0.180303960214994,-0.243734529193669,-1.33204953820442,-0.211638927244322,0.620319704039914,-0.365803534505335,-0.36845333021247,-0.131196088381973,0.476710332868151,-0.457645520862245,-0.189670663844465,-0.685284340678685,-0.718084632331857,-0.846462417339788,-0.00454703979064388,-0.783202237172864,0.137501148323546,-0.935677373136079,-1.3289981060976,-0.259679151833903,0.132400112328968,-0.0159025944010626,-1.31071715822657,-0.894497117587205,-0.552385960230568,-0.389448390024928,-0.455725276437482,-0.0633432554358722,1.66824830431787,-1.24749307392165,1.66352309979945,-0.308739801704141,-0.388563863554344,-0.201470788769022,0.0678931141953884,-0.248230526994923,-0.654011832373563,-0.978941235077168,0.138955713185848,0.696548364139724,-0.811574473941844,-0.47076386535799,-0.426252146225169,-0.251864386007519,-0.0639221010287547,-0.0420573807214714,-1.24256630040385,-0.555591781028007,-0.600658381366696,-1.09919763642192,-0.35968486289207,-1.23680499277577,0.184843646782576,-0.92561008825753,0.0898016783503749,0.160057696129246,0.228342158375738,0.511414814976298,0.0166518941204991,-0.0485593848336126,-0.738121994592851,-1.01235100103801,-0.242966598944979,-0.468372428201584,-0.414887477138767,-0.482685370872863,-0.335944512081032,-0.855928425344447,-0.696999891832519,-0.691370259452929,-0.16155946341788,-0.435066854441728,0.307635760918754,-0.945480929335726,-0.727831102322716,-0.751549474475756,-0.276828845305282,-0.0675404682471984,0.21272018584981,-0.385876793641543,0.54025125602181,-0.816666932866955,-0.418608078747291,-0.388855098071563,-0.990052324526447,-0.75832856191417,-0.682715543619863,-0.954387594815587,-0.662700454306058,-0.462211623077387,0.786357458390354,-0.453623979551443,-0.319296224163647,-0.179782982579016,-0.19151900640441,0.488989358314322,0.228424561970603,0.669275056419139,-0.145628189622057,0.0635754320265597,-0.297652685513756,-0.166319053912422,0.113231325851353,0.287742977053549,-0.720726530825694,0.685528144845493,-0.563334175082965,-0.599739346740845,0.371565172191195,-0.503292731531699,0.173422340063064,-0.233194597106523,-0.32109894724967,-0.28140384831975
"BURK_Vic_1 (GE) - TPM",0.42535322511049,1.69875692343672,-0.10192853889619,-0.0298225768012526,1.47326149223689,0.325224935113351,-0.783312490355345,0.538131191908288,1.74061221663919,-0.187228712222513,-0.168475596789605,0.566627538420266,0.763418971855727,0.610756147559868,-0.136591931159059,-0.24948216987452,0.458207572917771,-0.0951716459875912,1.02239273901939,0.845200139707479,-0.668287377148603,1.28669064418018,0.694386549028146,-0.271771277846844,-0.406050929212135,1.6378282321152,-0.0528958864089717,-0.637472764679396,0.91686814735006,-0.387978816206247,-0.25772944174282,0.105992423583741,2.15114392236694,1.79756608722567,0.979971463803867,0.323331835805171,0.503622749695968,0.402703652848334,0.681444719497206,0.720240636847643,-0.49943030763228,-0.535348028360509,-0.628309458956294,0.0423865235987706,0.570931223403567,-0.232259045190725,0.0315524931004426,1.07637463377698,-0.331211361862309,-0.257094678426913,-0.266083702648438,-0.21145101584097,0.106096877636009,1.01863226760317,0.652689739785934,0.0489618839683502,2.1677144518177,1.71431294571998,0.101624622085259,0.228720746951709,0.476423326878536,0.0662749568942549,0.0482620541873822,1.43548653542857,0.0501082278776889,-0.419279661587144,-0.420442611660755,-0.0280787305544975,-0.44373812625614,2.18144965254985,-0.125372130525236,-0.273534466939016,0.118763830678186,0.183859894893997,0.129819934864305,0.0749008061382943,0.793044767490258,0.276072679733395,-0.249016900263481,-0.528851844236864,0.0484760030880299,-0.35267734013631,-1.17902506236261,0.274610398058669,-0.84413232527192,-0.52412560592706,1.08337290528205,0.997194719165267,1.44031174379673,1.40310966919596,-0.365058756708348,-0.635591461644826,-0.252632950158171,-0.5198841448641,0.780760449159864,0.863133618206704,0.420681012596547,0.621842780761714,1.50667623495551,-0.400055814953398,-0.13604439172971,0.488875820457574,-0.525822984644661,-0.822525165892374,-0.824974293216633,-0.665362031971808,-0.61916577106465,0.365280904198456,1.22929733235186,1.15967091596324,-0.359789974819328,-0.16827938013725,0.379693202157321,1.02001559719851,-0.72085130942387,1.07077333445527,-0.211308174840247,-0.33077472911752,0.436691251694954,0.935468775123419,1.35181713723156,0.173583508938792,-0.29725717578924,0.577324369077499,-0.212254578267685,-0.576668452922603,0.735699645888357,0.00957426938585342,0.0117430512441253,-0.623723517340691,0.917550399099167,0.743547735985158
"BURK_Vic_2 (GE) - TPM",-0.0706217055875596,1.34299732306609,-0.352479844194386,-1.50037872173297,0.0440445301661049,0.191918963257448,-1.06140527394974,0.542297281985191,0.58261311536047,-0.312362183129602,-0.420351217441381,0.17259716236562,0.0145383272410065,-0.341277063037834,-0.17406257999229,-0.303598594738419,-0.211613927834577,-0.145106833378063,1.29192429995132,1.1668476174167,-0.441303457606313,0.264301499069771,0.808208230013439,-0.243382151346712,-0.500603832983013,1.12984163985821,-0.0174551787315629,-0.358962828829401,1.19711436038835,-0.39444065881093,-0.199567433964058,-0.000904449316980221,0.156649788047403,1.25832575429125,-0.241251740458434,-0.157133178012978,-1.03863705991067,-0.170560986203051,0.214169667485539,0.562766567639129,-0.482693371164209,-1.03264031856201,-0.95088770410384,-0.103487619740267,0.21085104389712,-0.10479353069207,-1.03022571398653,-0.0337906059129926,-1.1116695460221,-0.277756180978303,-0.325536980472811,-0.25259473053255,-0.312379380312258,0.824165870787767,-0.124482356216514,-0.0606130507838978,0.969015760141336,0.225930958196421,-0.0337585059758004,-0.170375715075776,0.406320946444214,-0.0222414706658042,0.0610493869093664,1.04116515539158,0.12429674661483,-0.579598197777134,-0.36971774512162,-0.145509699879558,-0.474320626969318,0.957574032523492,-0.163424520050125,0.413581891391038,0.170534110705647,0.127826015188249,-0.164610187837107,0.0915567821582006,0.371864299549668,0.408173218152385,-0.783580694327824,-0.303301478791919,-0.0602124730552535,-0.328135500374045,-1.41150579031867,0.223211990130666,-0.959225107653007,-0.975937662959828,-0.101800482308995,0.367148699232599,-1.34869541719956,1.49187060782621,-0.594173013302908,0.453032514975725,-0.736639289675812,-0.588436216733204,-0.138388486477248,0.48476268529002,-0.00490485333188812,0.543700416805897,1.01667067526284,-0.998652149879742,-0.748805001082763,0.348112960314306,-0.406731316545385,-0.750823661699386,-0.807317241781049,-0.490850122268192,-0.605689410118014,0.328655118791281,0.654080442915393,0.298983089682077,-0.378792815215457,-0.56194867774453,-0.826526276249245,0.2845354906231,-1.41782960056037,-0.479001429769274,-0.160823864530511,-1.36143194812028,0.768824553617662,-0.326559195181071,1.27595999519195,0.0603317222285111,-0.0362491371765072,-0.0658692207501132,-0.489459699816718,-0.867015582681089,-0.461784091186326,-0.207835484537534,-0.0473346693468279,-0.583516554307873,0.455845591545584,-0.671694368413351
