"","PA0117","PA0118","PA0414","PA0416","PA0449","PA0997","PA1021","PA1080","PA1082","PA1085","PA1086","PA1087","PA1089","PA1090","PA1091","PA1168","PA1292","PA1445","PA1446","PA1447","PA1561","PA1657","PA1658","PA1659","PA1660","PA1661","PA1662","PA1663","PA1665","PA1666","PA1667","PA1668","PA1669","PA1670","PA1806","PA1807","PA1833","PA1967","PA1968","PA2246","PA2458","PA2484","PA2577","PA2651","PA2730","PA3098","PA3227","PA4190","PA4283","PA4408","PA4409","PA4410","PA4411","PA4578","PA4774","PA4807","PA4808","PA5040","PA5209","PA5229","PA5319","PA5433"
"PSEUDO_Oxs_1 (GE) - TPM",-0.753288128440242,-0.462780385576077,0.321260182341016,-0.0602739452355368,0.511068482595659,0.690689558506311,0.483313491758975,-0.404770940807095,-0.371715020830685,0.0602567611413168,-0.111869496744015,-0.50035702617839,-0.0393368919017776,0.306357139759239,0.132377907718415,1.22772189290607,0.356780818326679,-0.877440440197733,-0.217839131077521,-0.346268827361937,0.566034093442763,0.687822128859246,1.074103826462,1.45859622906364,0.873524833542616,1.16453150441393,0.989428907276304,0.991834545333522,1.1728162023855,0.478463714222403,0.570056867558429,0.864571770244755,0.591588593381791,0.141087766131821,1.40357048847794,1.18952079503095,0.161890114219158,-0.851129913360967,-0.270921517035812,-0.887020634636159,0.331466667208607,-0.0436357374875931,-0.359656270228965,-0.611768463101784,1.28997869289674,0.186410280926746,-0.43347239742783,1.66748368157182,0.665875837689175,0.516857464185825,1.01515507930959,0.970272101882286,1.05438448526043,-0.0942742413213153,0.0467752170721315,-0.258874333621743,-0.116408049234194,-0.0605556943260519,-0.927475078289555,0.0502840274075562,0.17810451741788,-0.782688306128045
"PSEUDO_Oxs_2 (GE) - TPM",-0.796903560609379,-0.67935907164828,0.903929869394312,0.197175830872236,0.045798366891386,1.02806215430793,1.29582053020597,-0.27825886983243,-0.156695843139289,-0.524152949857137,-0.0420055164353362,-0.313758277328298,-0.155967393730317,-0.172852654675502,0.0155442783489481,0.759646493483753,-0.204052660779131,-0.359146866896719,0.58098804047895,-0.488477740663861,0.732185284650328,0.835102912336601,0.804000367317925,1.35597977510732,0.7017717128072,0.644042453768717,0.992198000435383,1.39294158132446,1.21706062293433,0.974958207940324,0.862452513689693,0.969220525456981,0.796273957480804,0.152708048977711,1.34371402047659,0.920569109997027,0.105538271336658,-0.0150009617290753,-0.34551250334518,-0.443170807785501,0.275353264470763,-0.0840113083752629,0.00376842919335606,-0.208494417891983,0.839024155158068,0.130617061596785,-0.139392632803332,1.13175728420437,0.95823662748881,1.05030069388509,1.36634994605073,1.22436558128617,1.22520088665887,0.0870991312327441,0.327504403006888,-0.106988586009226,-0.0275108587497718,-0.179161559571338,-0.655890878833587,-0.0307321929654417,-0.583602049061614,-0.262522092935076
"PSEUDO_Oxs_3 (GE) - TPM",-0.508144447973416,-0.399644145005084,0.631200729383369,0.140421151659974,0.608523675824563,1.35743376163864,0.215046057325628,-0.209022497050421,-0.198928321522886,0.38424113852136,-0.336460761601681,-0.293025163048882,-0.46770437394395,-0.428550487339371,0.269573348808415,0.565213131088654,0.0580094999065896,-0.0662066348474171,-0.341137435932544,-0.0619447930368679,0.624852470517174,0.521153580562654,1.13163892986964,1.21210720557331,0.938941863822345,0.736073890409123,1.08938087627163,1.25599539538986,0.988783797723343,0.765241656095445,0.776307318392511,0.641993251776536,0.450157351694715,-0.201197811118921,1.72232029169378,1.54808153795193,0.105744612277743,-0.483484330080126,-0.619987420389227,-1.26045543513275,0.0202321192782973,0.0333921202881017,0.144039454794215,-0.73661403963953,0.731922002350031,0.397588082963843,-0.0697013362537034,1.98026693692635,1.2642239258454,0.868642323089155,0.907522457695441,0.891817915033069,1.53182428896661,0.227627801598955,-0.160020847928506,0.13578399150876,-0.128530739360089,-0.181520130981592,-1.11933328523889,-0.141273080075702,-0.501872571371011,-0.337205511751537
"PSEUDO_Sp_1 (GE) - TPM",-1.32618202517564,-1.50657668739499,-1.14713740788357,-1.71039154294691,-1.53271369900188,-1.23494005041358,-1.09494019314108,-1.2511148083735,-1.26466108372436,-0.885394044955837,-1.22104139120157,-0.979157055915739,-0.722091434623553,-1.00805718123828,-0.958226715304503,-1.52720284618951,-0.973537543592255,-0.961430446481347,-1.23549989108629,-0.958501905102758,-1.28242443466475,-1.17863517074695,-1.26725709569146,-1.06073956317746,-1.43042467217422,-1.50339890692579,-1.37668132339283,-1.25814178636991,-1.42420746344782,-1.39806706090038,-1.36503121933206,-1.47509374615891,-1.64493954355036,-1.28192118741537,-1.55597955454901,-1.41150767308515,-0.281326251436718,-1.22212079571055,1.34555924615966,0.990376544323378,-1.59266805582324,1.37739917880849,-1.3967925434138,1.58157379280426,-1.89686188778014,-0.290130357852586,-1.7804073439108,-1.32002403342256,-0.4590001458315,-2.11627522102315,-1.90675242028777,-1.35775058099272,-1.94603316567875,-1.34188173870198,-1.37344780492695,-1.14196755680953,-1.9648490521685,-1.76020593332382,-0.618151847319292,-1.10324572375436,1.08812624840467,-1.61397097106145
"PSEUDO_Sp_2 (GE) - TPM",-1.36098952771953,-1.27167910092754,-1.17666917509642,-1.47520916905406,-1.72537838330557,-1.23307942930158,-1.67329393119555,-1.25979568936991,-1.19893649459681,-1.05603949248191,-0.872591686400673,-0.741757057732271,-0.592541638837474,-0.886636595608014,-1.04875468570414,-2.30038359481819,-1.10923155551195,-1.11037041123094,-2.18012391513818,-1.12683828029294,-1.37527578450238,-1.16087801847709,-1.29595675039939,-1.22161919650967,-1.37466585434885,-1.17524621896468,-1.22451634125423,-1.24392860030974,-1.37426830857117,-1.38207881334117,-1.33176491950281,-1.07879470444207,-1.64984555626022,-1.24463700384194,-1.63447353988014,-1.42141706592956,-1.04981413150357,-1.08511988238228,1.70842624406093,1.41433109295931,-1.08724416118955,1.76328223200482,-1.4584457659001,0.999886345248234,-1.71298107396912,-0.648948613610072,-1.88028263285523,-0.98668271846117,-0.499814579430999,-1.98825857277322,-1.63369648648272,-1.224477288608,-1.82428897474174,-1.37170997700864,-0.9857365656431,-1.29545525499279,-1.75472924990598,-1.69890338399787,1.5856105422428,-1.10229684565194,1.35369839891604,-1.99856780323807
"PSEUDO_Sp_3 (GE) - TPM",-1.24619351912567,-1.30228646582302,-1.11867746917723,-1.69513144884929,-1.6260105757038,-1.27416395359674,-1.44351019472717,-1.36786578815469,-1.22785318219446,-0.73090324171685,-0.728083303163798,-1.02275456426874,-0.553845936880145,-1.06500152684775,-1.03162707583256,-1.89114542064272,-1.47381880005326,-0.985393986863676,-1.02912665608749,-1.13730096632099,-1.35350409948049,-1.21598274359866,-1.184117805562,-1.10778100211266,-1.43801095340496,-1.3644739757752,-1.14802475688209,-1.39510014003524,-1.4283646460027,-1.44167477436048,-1.42738760016211,-1.40913606616799,-1.71290725931216,-1.30289548603577,-1.64711505916467,-1.45584157138206,-0.729450987453467,-1.04944365249349,1.37567400090923,1.80047901526312,-1.76370396556084,2.39651544022739,-1.36669887189897,0.845153007932668,-1.61426396277073,-0.798509558189026,-1.82487511049152,-1.26338792737291,-0.362841899756725,-2.08509097054114,-1.79859489382995,-1.32795497764285,-1.84799077024392,-1.37145870296228,-1.16362311651788,-1.10433998759829,-1.76758863748731,-1.79527806185836,0.0478475237732723,-1.17155300987283,1.61657127739535,-1.3860000796072
"PSEUDO_Tm_1 (GE) - TPM",0.418929775707523,-0.955375037461594,-0.658896708814741,-0.445937123144417,-1.43122829049239,-1.01506410401687,-0.561523931850115,-0.758696492047663,-0.843273674842317,-0.746235735728831,-1.58977161059414,-1.7319906525856,-1.3882027951098,-1.27049004610766,-1.27999735302937,-0.72207307389704,-0.59332658742471,-0.816749604739142,-0.334083258623735,-0.603012777809305,-1.57877672768324,-1.18479752888812,-1.27773321880946,-1.2702795950094,-1.54669250522187,-1.29358359562066,-1.40416823270694,-1.19267694593436,-1.30179687743541,-1.10013317798534,-1.4519122310984,-1.35699553842326,-1.22977716582202,-1.15046183753123,-1.04121489321497,-0.643998767574224,-1.85738901190611,0.110075303446666,0.561225599114506,0.57404192622187,-1.22064300735334,-0.0548482048234923,-0.728455962851075,0.296507774395354,0.574759969890197,-0.925377979293916,-1.34660962296523,-1.35063104578136,-0.244122520557745,0.252293865664881,-0.320706714783211,-0.306946647095586,0.116485820698327,-0.936558817728895,-1.00213139840918,-1.20022993943258,-0.806887529246373,-1.61211256660841,1.59484358161,-1.09428464819473,-0.458884538807018,0.0607553268912113
"PSEUDO_Tm_2 (GE) - TPM",0.64148227771797,-0.216577635732919,-0.641877692919884,-0.430207935441408,-1.28839574925365,-0.894506353170205,-0.337954899164362,-0.764936587726495,-0.844816860522814,-0.747536836871995,-1.40008922779509,-1.58318939431566,-1.32962866843733,-1.19771285925611,-1.26261912430439,-0.448309932677373,-0.703179325953577,0.230567772268975,0.0679750619974227,-0.712793030950344,-1.47496423212711,-1.19023550838566,-1.3155537794668,-1.07575369026123,-1.46431878358855,-1.31933381682141,-1.31767357244807,-1.14303666750538,-1.26226098096274,-1.1070654079111,-1.30560139410089,-1.19274582817753,-1.07677285793084,-1.08772073938665,-0.975005667446362,-0.449205294598657,-1.73216382712213,-0.591240904590293,0.385380002287016,0.708873753029404,-1.14710105353629,0.340275303625308,-0.784058167944139,-0.108381423219304,0.389036492230263,-0.700078212324606,-0.786907941108768,-0.951944478237808,-0.271814194016912,0.208961532503097,-0.0328648605967667,-0.134263101135088,0.254179784867835,-0.860421571119557,-0.81746606697166,-0.981929916191941,-0.422229607133422,-1.61277103212943,1.39836194459021,-0.966783790825363,-0.195316854202754,0.882666657874746
"PSEUDO_Tm_3 (GE) - TPM",0.810670779743514,-0.601190745764488,-0.474028807419912,-0.191951050405565,-1.36083451703646,-0.799655983836167,-0.507345309885152,-0.775168716401006,-0.971696823405708,-0.801182475904258,-1.3819599126398,-1.54751454894436,-1.39900557096449,-1.09441547487574,-1.25605444669121,-0.191336093309184,-0.674565170808158,-0.208589961374103,0.194898068927505,-0.275715765301973,-1.27250542260345,-1.15338890911288,-1.23840333104796,-1.04469285638441,-1.34385168250374,-1.33334189985408,-1.25386509541164,-1.07013923943761,-1.15778107587704,-0.91089658689744,-1.0488710105129,-1.09681419157172,-1.03740447362839,-0.933557993205454,-0.995149714177543,-0.674886838768121,-1.58971073581668,-0.791932353930547,0.466612485166025,0.745276092065952,-1.03485445469417,0.147200137382645,-0.623033810534003,0.145243665188356,0.666911405435559,-0.860471017301609,-0.929583916351915,-1.23850638818282,-0.267484191921226,-0.051362034776436,-0.0172198506604461,-0.0605889451969283,0.269901345002439,-0.8952591283513,-0.579291008081812,-1.08578734628232,-0.192728428376008,-1.40831578297664,0.407459985565666,-1.03232244031715,-0.193476612713802,-0.151570561934785
"PSEUDO_Vic_1 (GE) - TPM",0.0374995983217324,0.141115684093356,0.0737702402083183,0.59597776759716,0.886685209024262,-0.96535939238725,-1.0255736147866,1.16509704020112,0.721118818608285,0.224134251875103,0.0953350308615472,0.639050580865031,1.27169971776285,1.04756987484447,0.135146040713906,-0.821010929908709,0.158726015394162,0.555433361031861,1.43950440764865,0.120868214361597,0.960858355108241,-0.344700547328417,-0.324330640984718,-0.432009768443833,-0.46512567528596,-0.461980407685805,-0.339284532420304,-0.475338419991207,-0.466484461568149,-0.574527443820243,-0.167350079095424,-0.389464789126903,-0.295122323429085,-0.270596873342407,-0.415893027900968,-0.79195377842022,0.906175656809623,0.80409874012289,-0.162736391446561,0.496723508152179,-0.0728702985839921,0.0359745451072952,-0.0881514893178652,0.026223791230514,0.0188203006383607,-0.877751334184134,1.91208437445829,0.872670514450596,-0.439135311516705,0.175624810841125,0.0790285139989136,-0.0918956623815995,-0.269911955348364,0.220326453892944,-0.453782992087852,0.198392757266208,1.36688725290764,-0.0409929036261233,-0.0487282303214004,-0.139782590338835,0.613787416394889,0.763253058881393
"PSEUDO_Vic_2 (GE) - TPM",0.159389373121808,-0.277813399181664,-0.365988638086126,-0.254701801074436,0.749272466576488,-1.13082193664422,-0.336556085024977,0.420907571555929,0.787359980798755,-0.250704454857318,-0.718081800365818,0.70477364401789,0.393902773801455,0.776385993403129,-0.412152981628913,-0.860613708760855,-1.10957639622842,-0.121315900163912,0.234099843390012,-0.174947165244548,0.75203058610952,-0.417680189763669,-0.677477409123915,-0.687671821037597,-0.860779272747104,-0.791958026393948,-0.708909856238762,-0.651077195097464,-0.633248492615544,-0.7522208389112,-0.395954387971277,-0.927730265177583,-0.835662380509314,-0.509214097001846,-0.38075762874804,-1.2992097550711,-0.0224987061527199,0.0288558878162518,-0.60293838935165,0.854342248345661,-0.285405103481211,-0.449303239771256,-0.0884861897506553,0.26397403465968,0.279773527132626,-1.25270475732797,0.929973673366283,-0.274168096889901,-0.857750910018119,-0.511839397869178,-0.325667389101743,-0.602798814308977,-0.648512436680996,0.371869942168098,-0.619164084694959,-0.700356525994531,0.152793325257781,-0.159980780752564,-0.215141966919077,-0.127481593325027,-0.6005345629234,1.02620876218688
"PSEUDO_Vic_3 (GE) - TPM",-0.182777513934731,0.0220458916419912,-0.392365613655266,0.0471096903093345,0.575661033466648,-1.11646679985771,-0.736318733873496,0.629638736755879,0.826137612171424,-0.536245754582481,-0.693911740821414,0.511358865995301,1.1975388575529,0.615328416719025,-0.417407676145397,-0.312598832938774,-0.0323424166891587,0.174640640308478,-0.314636333115783,0.090103684286185,0.727445939226536,-0.411823971901745,-0.520664084060432,-0.813800099186371,-0.368246953734323,-0.770201485100294,-0.646159827260851,-0.664980479752951,-0.805865473156203,-0.757482621553257,-0.540120208985841,-0.963040490641439,-0.573960514402085,-0.740348569921108,-0.524142875126145,-1.12176386910287,-0.0109798194698202,0.181618683460296,-0.354998686519308,0.675457278200621,-0.302791109653835,-0.220601930512211,-0.32180886268029,-0.135430143362225,-0.255903613090503,-0.681831505518633,0.854069175100711,-0.137970155643899,-0.902287649493618,-0.239339774352037,-0.333073537849299,-0.690060740342691,-0.611913381166352,0.0101131591089027,-0.72698379322942,-0.534494511327155,0.0490078615754826,-0.232678518346021,-0.593874304507993,-0.155645917366429,0.52156901045554,0.209819650497066
