"","OG1RF_RS00450","OG1RF_RS00485","OG1RF_RS01310","OG1RF_RS01315","OG1RF_RS01320","OG1RF_RS02095","OG1RF_RS02100","OG1RF_RS02105","OG1RF_RS02410","OG1RF_RS03320","OG1RF_RS03455","OG1RF_RS03850","OG1RF_RS03855","OG1RF_RS03860","OG1RF_RS03865","OG1RF_RS03870","OG1RF_RS03875","OG1RF_RS03885","OG1RF_RS03890","OG1RF_RS03895","OG1RF_RS04450","OG1RF_RS04455","OG1RF_RS04460","OG1RF_RS04465","OG1RF_RS04490","OG1RF_RS04645","OG1RF_RS04675","OG1RF_RS05095","OG1RF_RS05100","OG1RF_RS05315","OG1RF_RS05320","OG1RF_RS05710","OG1RF_RS06860","OG1RF_RS07095","OG1RF_RS07995","OG1RF_RS08265","OG1RF_RS08270","OG1RF_RS08275","OG1RF_RS08280","OG1RF_RS08285","OG1RF_RS08290","OG1RF_RS08295","OG1RF_RS09015","OG1RF_RS09020","OG1RF_RS09400","OG1RF_RS09405","OG1RF_RS09930","OG1RF_RS09935","OG1RF_RS09940","OG1RF_RS10125","OG1RF_RS10160","OG1RF_RS10165","OG1RF_RS10170","OG1RF_RS10175","OG1RF_RS11050","OG1RF_RS12745","OG1RF_RS12775","OG1RF_RS12990"
"ENTFA_Oxs_1 (GE) - TPM",-1.02906599601348,-0.645449983047767,0.536024846776139,-0.414884955627179,-0.385314939619424,-0.679565745887689,-0.666217725413406,0.325241981264245,0.955285703031801,-0.186130033471688,-1.11189562698941,0.206778702358568,1.01007762768471,0.902686801882081,0.952369757942916,0.642889354085643,0.240128162249338,0.648925435411158,0.641189292583113,0.647283810362297,-0.614197218419687,-0.426275998024031,-0.583219076344393,-0.49353812014665,0.249526440563338,-1.15279564429807,-0.1564271743979,-0.311960146826014,-0.115084688018217,0.152378042720079,0.541209261646722,-1.15272102330427,-0.697684183073853,-0.0993457434043071,-0.801477424356221,1.00277719390982,1.12137690117658,1.16814048050048,1.05917770978025,1.26314807635056,1.15848300740945,0.628972762161155,-0.0637587209306665,-0.581228508056528,0.955144058106765,-0.119594308446873,-0.803022521927634,-0.996922406900267,-0.84207472603691,0.747056659817254,1.05147740745846,0.701967600070103,0.318994416181751,0.383080007309751,0.0817502691841989,-0.743562664456031,-0.401985119639745,-0.221602619281703
"ENTFA_Oxs_2 (GE) - TPM",-1.11960704779549,-0.722761711112046,0.664718366511124,-0.339744698378566,-0.316702147565086,-0.922681464015092,-0.804634427108788,0.370247986817395,0.193792389702837,-0.126596166337736,-1.10135200919668,0.532997669179695,1.0338444282384,0.947095007664105,0.702388173111537,0.787751994786492,0.30248891600845,0.482398113209632,0.700312257204258,0.727643492438512,-0.274095487880876,-0.592700517576793,-0.718281514794232,-0.0132760689175504,0.741687544374494,-1.49915627201945,-0.199386329772857,-0.309382659864977,-0.172627891743333,0.408973840063206,0.78454808055809,-1.30929572490292,-0.598845853533516,-0.0910972095119068,-0.828110094326303,1.13923831733048,1.20471115507566,1.1731900095719,1.00083297515297,1.26556857998593,0.920964307042618,0.333938854742405,-0.0975968048266155,-0.602726361982749,1.122230052106,0.00781653467227317,-0.920072129746591,-1.05657706068825,-1.23315554498955,0.414692629592114,0.883963661633802,0.733148243952131,0.702065998453711,0.0150196185546075,0.104119584566457,-0.485842409419878,-0.278465518805384,-0.342641333671429
"ENTFA_Oxs_3 (GE) - TPM",-0.981401587920187,-0.782259373061165,0.419923217917389,-0.268151014355328,-0.185260381816765,-0.752368639795218,-0.594473664002973,0.374002384005168,0.921086378310763,-0.0638567343170108,-0.829351937210706,0.605908486708458,1.01762479168717,0.945283611648543,0.616870980070977,0.579228495717669,0.535373832590696,0.947159479931904,0.920196743010221,0.620215182097766,-0.711882226074859,-0.627803269779669,-0.829128950917011,-0.575775835417837,0.0704078278120993,-1.18491324965316,-0.270282610394926,-0.140743013189023,-0.022445868978896,0.214792664500792,0.0255849499374416,-1.01315826640265,-0.684457236937853,0.0930159124044755,-0.964685725622552,0.85690187749937,0.761333196498031,0.811131448942815,0.74428147384758,0.988425348949524,0.866816709320698,0.52454980647548,0.322346263956646,-0.337585474027163,0.578529066132957,0.450213711051243,-1.0033645544198,-0.910934001708506,-1.13364249441445,1.00161242837884,0.701530913370717,0.606386669534671,0.154857914167832,0.361273345955766,-0.0528136097411759,-0.631214045101538,-0.0755343171898003,-0.185018709053483
"ENTFA_Sp_1 (GE) - TPM",0.81215541339511,0.758334093362571,-0.778753012686091,-1.05830720249875,-1.02275081916344,1.16014045043413,1.06659193256936,0.900428698220054,-1.23283340257127,-1.21277099369939,-1.23618954344699,-1.08744974885487,-1.24053360284665,-1.19543559212485,-1.16194140209147,-1.18242144344112,-1.02756755210383,-0.992617993838765,-1.21798934327544,-1.21516452772388,1.83226150494417,1.58975178564963,1.5761801847624,0.995667386977287,0.906790415380789,1.12344521826723,-1.39374059733011,-1.15038383491631,-1.08310182890553,-1.07840716574441,-0.971083959886992,0.156915644825763,-1.57354773953213,-0.725685027932181,0.288453453474589,-1.14033680852207,-1.31516831983169,-1.29588310508355,-1.31756433492716,-1.31682826563522,-1.24373583647874,-1.14668497056878,-1.31336452526776,-1.12505843781755,1.76960370950055,1.73819812567718,-0.0661295747192869,-0.085359906554383,-0.431162963458362,1.2759029638088,1.29005885271348,1.56016968906763,1.42977300784527,1.95032163119064,-1.29978072383877,1.17088472821751,1.83309549761827,-1.40608778707553
"ENTFA_Sp_2 (GE) - TPM",1.04384254008359,1.37563246364452,-1.86248636608549,-1.08442630627223,-1.05254044749929,1.60306512106467,1.56279469671634,0.842413737259518,-1.2704126549269,-1.30447416668089,-1.27301693226606,-1.0845978265157,-1.22430260321041,-1.20054142934758,-1.22665310864981,-1.17485702959082,-1.00959940919084,-1.00407568374702,-1.23267955575812,-1.19095960934485,1.99520443936559,0.77516102230823,1.63843129081338,0.982528852881314,0.431204099370962,0.72955583500272,-1.30283469033948,-1.107948439479,-1.11189231182702,-1.17295139891078,-1.33698897728774,1.02994296937164,-1.56491997780418,-0.76826788162131,1.207817313321,-1.11500147068043,-1.31594166284821,-1.28613643120117,-1.30556122025815,-1.31298972495121,-1.25403847746501,-1.15131966904847,-1.30018945215738,-1.1306144829286,2.12533960985168,1.90529449820104,-0.445105155740365,-0.458569272110063,-0.1101628699848,0.725747820895683,0.905698153631209,1.59093739373755,1.5475256615085,1.6153950061197,-1.25440075818674,0.931058183809022,1.05327557409516,-1.29147831763628
"ENTFA_Sp_3 (GE) - TPM",1.28192988985401,0.971299137341139,-1.99533840778905,-1.06914688538209,-1.01827210275381,0.830571675247096,2.17334503033567,1.29650920461372,-0.986191180698221,-0.712626950303836,-1.0624329881879,-1.12016845183459,-1.28678028310462,-1.1696479824937,-1.27254150391423,-1.21750524365271,-1.04829278743903,-1.02929294627326,-1.24875816645964,-1.21129079243396,1.20372630771815,1.06145368497446,1.20369014905131,0.679067973928818,0.740239871141108,1.37206233824818,-1.28774404009679,-1.09650506936863,-1.06184009650991,-0.995305954992979,-1.25764219663782,0.477373391695926,-1.55522327591956,-0.789836393922866,1.34992971262662,-1.17190478833652,-1.3198580528856,-1.30357093643777,-1.31413911994934,-1.30946622567125,-1.25279485438003,-1.16140369896907,-1.30401166993743,-1.16297576944518,2.79032547899982,2.42432297432687,0.316886754198835,-0.485015829867469,0.0326673943811925,1.18949426449706,1.70499938865691,1.60843779657191,1.90621779602421,1.7866975919653,-1.20280386555372,1.77962143324702,1.73501214199558,-1.14960100405206
"ENTFA_Tm_1 (GE) - TPM",0.63386396164139,0.350691482879944,-0.0536142248795908,-0.66448520531029,-0.645947655622452,0.700061705572722,1.3107341631322,1.39882507269559,-0.519477352188556,0.130719501636721,-0.528226747871786,-0.785753015617671,-0.657527687899968,-0.652935570830923,-0.665111057001213,-0.6614657530231,-0.846269022455921,-0.695033034988423,-0.940235184812998,-0.985714941694995,1.15359663675894,1.04516756366987,1.39471272733002,0.965475612741725,0.792711965609467,1.7352511711197,-0.384458811916003,-0.640600871330825,-0.475218874176233,-0.000117502492546812,-0.484766246503618,0.9741934591694,-0.685001859925674,-0.814256364059824,1.54641111259392,-0.74144738343158,-0.632292281089996,-0.734401484414058,-0.743773304564158,-0.852179947920784,-0.851089346541325,-0.711736086783838,-1.06541284860016,-1.0039750890777,0.85321236406975,1.01833209999817,1.43162054403116,1.67235008865468,0.765350860624716,0.00153594828332194,1.22475231998029,1.18038856535995,1.62560369424495,1.43631301833162,-0.77295650100231,0.676861271289123,0.50915857349048,-0.64481762075589
"ENTFA_Tm_2 (GE) - TPM",1.16962014491171,0.193893772273601,-0.0643249137424374,-0.936521248681592,-0.942591320601459,0.729522694287427,0.796634598794662,1.50847090411443,-1.21605610572468,0.07405033624039,-0.771248142111048,-0.999681055257854,-1.04167715488724,-1.06816584789647,-1.00066431072431,-0.987211142305027,-0.996401667245264,-0.925581872757762,-1.14308923346236,-1.13623906449648,1.12870835935992,1.1137150211139,1.09827810046791,1.83470010720586,0.267400844547415,1.62536318710893,-0.483831944957309,-0.691017933707075,-0.482571688619385,-0.462203280241016,-0.945066198387915,1.61451231779458,-0.477427015227457,-0.825655313105052,1.61127279426634,-1.00333655983543,-1.08672530454384,-1.11392982430392,-1.15474692552632,-1.18872125681516,-1.14548820881861,-1.06924701646648,-1.15052125462482,-1.09938219549635,0.533136264614937,1.39316991546538,0.937438919578461,1.38639804808728,0.819219687986548,0.0505551523592764,0.882796643117315,1.05577399736603,0.993141947331189,0.975773615456874,-0.837635457441946,1.04639351373936,1.2464874554309,-0.605237706953233
"ENTFA_Tm_3 (GE) - TPM",0.719272414289112,0.346870895883089,0.373985175086716,-0.813381417965114,-0.804601454428929,0.616181956415743,1.30279007263165,1.61885132657727,-0.935803098695809,0.26815876923115,-0.629719948950904,-0.872801082506663,-0.832129379281978,-0.911059674813178,-0.903990324399203,-0.888068398930956,-0.912256748950951,-0.838662007762955,-1.07218804449198,-1.07131830535347,1.46378596852873,1.33606046728319,1.33803513605423,1.69807384720289,0.726758159402374,1.72204366559452,-0.393102405417812,-0.736702377599174,-0.493701438875965,-0.300826893461189,-0.541232943676823,2.11551852790472,-0.496270850567804,-0.804242353677368,1.60315960297925,-0.72174200040272,-0.797029780426992,-0.813805479383445,-0.868597817182472,-0.901114464234819,-0.908814652041581,-0.846858633661667,-1.13151268829319,-1.0232163657971,0.361218953779998,1.04051515498518,1.85392210687767,1.75694232447201,1.82464266781354,0.0633029401569423,1.06165516873779,0.989389337265564,1.19512897236313,0.876890395749347,-0.766855903061431,0.800026209228775,0.893969440926429,-0.544029651136683
"ENTFA_Vic_1 (GE) - TPM",0.999006278421316,0.701551991400429,-1.23266451655508,-1.05355534066439,-1.02625625239215,1.38450045438555,1.79401447953674,1.23558628811661,-0.174570394560359,-1.03248529681583,-1.01557517784903,-1.11052011209492,-1.26164326719725,-1.03828502747609,-1.21284296423225,-1.09535062612699,-1.03142188163413,-1.03137614328996,-1.24002447840377,-1.26644470315671,1.27409768053268,1.72480385939004,0.554540362904231,0.098090977467165,1.6742595481326,0.743176457859518,-1.11300048653259,-1.24096886282402,-1.07906543346957,-1.41254399526032,-1.02835953904156,2.21011661555406,-1.33744740635944,-0.739790226680791,2.12987759877076,-1.08405880946539,-1.30297724931233,-1.29177849231117,-1.31585180026182,-1.32137006604754,-1.25425152469687,-1.15878337473989,-1.06372213070437,-0.96839468789989,1.08915844291037,0.976148258448967,2.2308806094128,1.82101039833059,2.36872771696535,0.43246205740622,1.00706394139507,0.766484728489513,0.875296389820664,0.456036608887213,-1.27887486167998,1.02978645952041,-0.115648965559186,-1.00181992020377
"ENTFA_Vic_2 (GE) - TPM",1.25599546933638,0.301518968504255,0.0229676910463923,-1.07598447518023,-1.04022262709715,1.73556961546751,0.958658896601311,1.90748335166568,-2.24070897454953,-1.1538890835793,-1.10134270491774,-1.14076004787367,-1.28677753669344,-1.22505689410266,-1.18538211291103,-1.22270576349802,-1.04295141105615,-1.0479174389349,-1.23718885969041,-1.31505901199804,0.494873578083928,1.67126388611111,0.987160090749763,-0.413926775188082,1.77680598094885,0.785772097939077,-1.04802960690539,-1.24820047144455,-1.00245391363843,-1.03811971197211,-1.70022207511859,1.07599589475048,-1.32459486121549,-0.828448904539244,1.34555520467066,-1.12870844008555,-1.32733705750803,-1.30925439308398,-1.31971698183747,-1.31813877598457,-1.25733928834581,-1.16140369896907,-1.10857554929379,-0.968249419052767,0.383790686458605,0.54876779118613,1.81432915593975,1.90205311569602,2.02319057401855,0.849644960112359,1.15602190310958,1.04333081317345,0.98314216804418,0.946222228275421,-1.26613784089681,1.23343530006122,-0.310710996177897,-0.755966006732659
"ENTFA_Vic_3 (GE) - TPM",1.44544688063058,0.22019000095348,-1.80635528293284,-1.08944183024135,-1.04114498906282,1.65384421658034,1.63440189288254,1.11253100465349,-0.361843989930064,-1.0539823407303,-1.26196918733891,-1.13019192967214,-1.29359194584225,-1.16557633972224,-1.12721799197232,-1.18022535610179,-1.04343364647897,-1.0369154879023,-1.23959435000175,-1.30348567371948,1.23094795433131,1.54047143443736,1.33951725932003,0.0444213202521627,1.67593989637851,0.856469268876995,-1.06325761422475,-1.19000873869032,-1.08441493608823,-1.29896044593636,-1.47423931907139,1.13202520475476,-1.36493330794107,-0.774477235408036,2.06027582667552,-1.10571509734529,-1.31865606738907,-1.30515051872005,-1.32531469483825,-1.32020591446552,-1.25663531169513,-1.16140369896907,-1.10595559094988,-0.934776138622529,0.284985105770098,0.874884175035955,1.54345368549708,2.05426149587275,1.9142729269145,1.48804477983864,0.81761436071476,1.1824324978484,0.906430037316052,1.51154027909776,-1.25636206833155,1.45450296969955,-0.0732994323669249,-0.944866087764142
