"","E2348C_RS02915","E2348C_RS03535","E2348C_RS03540","E2348C_RS03770","E2348C_RS05225","E2348C_RS05235","E2348C_RS06135","E2348C_RS09735","E2348C_RS27060","E2348C_RS11485","E2348C_RS12180","E2348C_RS27185","E2348C_RS12360","E2348C_RS13405","E2348C_RS13435","E2348C_RS13550","E2348C_RS13635","E2348C_RS13810","E2348C_RS14115","E2348C_RS14135","E2348C_RS25550"
"EPEC_Mig_3 (GE) - TPM",-1.51704711569885,-0.517037480821316,-0.247661308478785,-0.934089145166352,1.1138111673728,-0.695925672042398,-0.717988723924582,-0.515986081061955,-0.695972819231582,-0.731183730916579,-0.792738325588367,-0.702407759516559,-0.404523393150625,-0.50283229977939,-1.00633812972783,-0.753935787687733,-0.319381330005892,-0.969655189303165,-0.279202555263726,-1.01401498597883,-0.166666666666667
"EPEC_Nd_1 (GE) - TPM",0.241265573245393,0.361676625661138,-0.247661308478785,0.542182038645992,-0.627404282547061,-0.465836251720006,-0.717988723924582,-0.515986081061955,-0.302576531683284,0.396724783112871,0.522569954311144,-0.702407759516559,-0.211892811203283,1.92195252856146,0.416955438553428,0.458506606146583,-0.319381330005892,0.41217179133403,-0.279202555263726,0.576029866288104,-0.166666666666667
"EPEC_Nd_2 (GE) - TPM",-0.0252141314326235,-0.517037480821316,0.0669003924004654,0.0855691224004448,-0.00800103642075429,-0.139697224314852,1.68185867050927,-0.221655460889263,-0.378968230282407,-0.125260075576659,-0.439439990114008,-0.702407759516559,-0.328630451412951,-0.50283229977939,-0.678649227046431,-0.474791746986389,0.10192789507349,0.143841576792551,-0.279202555263726,0.0110104771855985,-0.166666666666667
"EPEC_Nd_3 (GE) - TPM",0.0520525740827145,-0.517037480821316,-0.247661308478785,-0.359760525617272,-0.394815893298955,-0.0693276701086719,0.633739678633936,0.312931332723932,-0.338863356697616,0.463331703025394,0.600243482130064,-0.411594551891853,0.496657004961396,-0.50283229977939,0.101098280454245,-0.282247134733695,0.392533494921674,1.22548781432968,-0.279202555263726,0.718040187693102,-0.166666666666667
"EPEC_Ns_1 (GE) - TPM",0.413538086226604,-0.517037480821316,-0.247661308478785,-0.565571427927255,-0.627404282547061,-0.0928411554619105,-0.717988723924582,-0.515986081061955,-0.695972819231582,-0.731183730916579,-0.409678529114808,-0.702407759516559,-0.287822673786889,-0.50283229977939,-0.295752022939167,-0.753935787687733,-0.319381330005892,-0.969655189303165,-0.279202555263726,-0.273100003678471,-0.166666666666667
"EPEC_Ns_2 (GE) - TPM",0.98964152064094,-0.517037480821316,-0.247661308478785,-0.0693598260509181,-0.102114423848697,-0.695925672042398,-0.717988723924582,-0.515986081061955,0.110541984089208,-0.217325346473345,-0.792738325588367,-0.702407759516559,-0.320070799743816,-0.50283229977939,-1.00633812972783,0.429715853491317,-0.319381330005892,-0.497500286507785,-0.279202555263726,-0.289614142508413,-0.166666666666667
"EPEC_Ns_3 (GE) - TPM",-0.33023371278504,-0.517037480821316,-0.247661308478785,-0.15592748204858,-0.627404282547061,-0.271434773709191,-0.717988723924582,-0.179054367288743,-0.695972819231582,-0.731183730916579,-0.792738325588367,-0.702407759516559,-0.480332671131309,-0.50283229977939,0.119016583959001,-0.114841697293101,-0.319381330005892,-0.650989420137881,-0.279202555263726,0.941629234488173,-0.166666666666667
"EPEC_Oss_1 (GE) - TPM",0.292022199714749,-0.517037480821316,-0.0857442501530691,-0.409231647632793,-0.521127356890516,-0.218738558796247,-0.1003416464823,-0.21297940176521,-0.0432747907389326,-0.419291419889631,0.116543176495334,0.360645602320341,-0.364221690559605,0.16767575593653,0.343054960450788,-0.466563346686976,0.764939332199659,0.0333744562575604,-0.279202555263726,0.129162114921582,-0.166666666666667
"EPEC_Oss_2 (GE) - TPM",0.115460041032569,-0.517037480821316,-0.247661308478785,-0.173660846082358,0.758388698782005,-0.592221356084149,-0.0468403854601921,-0.515986081061955,-0.341355098676155,-0.561729350042176,0.590523910099821,-0.124839659802847,0.216564658260561,-0.50283229977939,-0.27319863676626,-0.129405879195077,-0.319381330005892,1.83297866028444,-0.279202555263726,0.897062465833644,-0.166666666666667
"EPEC_Oss_3 (GE) - TPM",-0.262958813495649,0.0301283210297116,-0.247661308478785,-0.146153585941922,0.329876913571448,-0.695925672042398,0.209245997223137,-0.288543643464202,0.283881690823621,-0.262959415518662,-0.519728896668808,-0.303433967060495,-0.139247454670179,-0.50283229977939,-0.499898379741529,0.108892565198501,-0.319381330005892,0.105905767093527,0.919845601571113,0.966192592195981,-0.166666666666667
"EPEC_Oxs_1 (GE) - TPM",-1.08686392977498,-0.237076520834731,0.00108143717296855,0.409752123065222,-0.341688092476502,-0.585964898927274,0.230862690835217,-0.16686885042768,-0.63330419839688,0.167203890105597,0.115227559907808,-0.600338984751196,-0.583219358669203,0.0121968648123705,-0.552872513713915,-0.202096077673523,-0.152804132079806,-0.364305614561454,-0.279202555263726,-0.878923498778289,-0.166666666666667
"EPEC_Oxs_2 (GE) - TPM",-0.130896655785299,-0.517037480821316,-0.247661308478785,0.897041430906235,-0.163928651143905,-0.446203056536668,-0.717988723924582,-0.119560767360363,-0.695972819231582,-0.187116484372061,0.317571823563336,-0.238808229165903,-0.378083957410834,0.0819872980377014,-0.123628909521716,-0.252641182949494,-0.319381330005892,-0.844677167057155,0.417432377630568,-0.707220130106407,-0.166666666666667
"EPEC_Oxs_3 (GE) - TPM",-0.252028420222121,-0.517037480821316,-0.247661308478785,-0.798660719211174,-0.627404282547061,-0.400418262761076,-0.717988723924582,-0.164155859816457,0.0618946059700103,0.113827329122076,0.333442216085747,-0.702407759516559,-0.658642055512409,0.0161991573672971,0.691051434849541,0.247094715592301,-0.319381330005892,-0.41506087341139,-0.279202555263726,-0.537520493996533,-0.166666666666667
"EPEC_Sp_1 (GE) - TPM",0.164911860192293,-0.517037480821316,0.671967554158949,-0.934089145166352,1.78704986540922,2.01432022022581,-0.717988723924582,2.06546232255002,2.08433929833302,0.154532617326878,-0.792738325588367,-0.702407759516559,2.86916593631941,-0.50283229977939,0.909674990882873,0.878233137993482,3.37574228862497,-0.15582139930339,-0.279202555263726,-0.0151192760265706,-0.166666666666667
"EPEC_Sp_2 (GE) - TPM",0.325048991156777,-0.517037480821316,-0.247661308478785,-0.934089145166352,0.166385510013317,0.0169031143957526,-0.717988723924582,0.6156029613419,-0.695972819231582,-0.731183730916579,-0.792738325588367,-0.702407759516559,-0.440570522022853,-0.50283229977939,0.253500794161498,-0.753935787687733,-0.319381330005892,0.100587466797794,-0.279202555263726,-0.357209621212108,-0.166666666666667
"EPEC_Sp_3 (GE) - TPM",4.14985428050456,4.84742275030169,5.71018084527242,4.21590251383668,4.8473345506333,3.51809184294136,3.8273554570973,5.05867660588787,4.10731581313513,5.00695521900632,4.56047717261829,3.20916536234674,4.32502753706567,4.43152260540996,3.95884041137478,4.53309098081169,4.46841169265157,4.30279052806334,5.59858268990513,4.81022225725433,5.83333333333333
"EPEC_Tm_1 (GE) - TPM",-0.681858479813081,0.323152128312283,0.498839454517807,-0.530789531489699,-0.0149317077823754,-0.365922878061862,1.41770664084143,-0.16674135095348,-0.131749250025101,1.06624770219733,-0.163916994056073,-0.396089607329218,-0.295730159810088,1.04281946777641,-0.617511366424871,-0.257098667525971,-0.0694242809990089,-0.474188292572251,-0.279202555263726,-0.000458811152135199,-0.166666666666667
"EPEC_Tm_2 (GE) - TPM",-0.238130898940839,-0.206881832537229,-0.247661308478785,-0.487455485808953,-0.536966682942795,-0.289857686750145,-0.192394680425545,0.386478757451281,-0.140551756813882,1.25937949082819,0.445283732292729,0.654518878522478,0.544963200812048,1.20889784098453,-0.145126691453881,-0.264849871787627,-0.319381330005892,-0.116115317552046,-0.279202555263726,-0.340538065189586,-0.166666666666667
"EPEC_Tm_3 (GE) - TPM",-0.227430246259811,-0.191194201959443,-0.247661308478785,-0.464864816600506,-0.342368519531556,-0.269318823641767,0.93854683076396,-0.515986081061955,-0.550094273232479,0.523563651291609,0.0201623270352749,0.960745342542975,0.25697395029841,-0.50283229977939,-0.704747664606152,0.145255887717855,-0.319381330005892,0.567565041768965,-0.279202555263726,-0.0706265977419158,-0.166666666666667
"EPEC_Vic_1 (GE) - TPM",-0.498853850909647,1.20482899542397,-0.247661308478785,-0.934089145166352,-0.125329044945555,0.656675554038794,-0.717988723924582,0.199748541379469,-0.695972819231582,-0.731183730916579,-0.792738325588367,-0.702407759516559,-0.577458769742521,-0.50283229977939,-1.00633812972783,-0.0751309306666604,-0.319381330005892,-0.292722403298491,-0.279202555263726,0.647713157514162,-0.166666666666667
"EPEC_Vic_2 (GE) - TPM",-1.21780045651167,1.29616540518585,-0.247661308478785,-0.934089145166352,-0.627404282547061,0.253640968540661,-0.717988723924582,0.237714685542319,-0.695972819231582,0.0446192133062656,-0.792738325588367,-0.702407759516559,-0.564961321778462,-0.50283229977939,-0.167215862792493,-0.0391237260056111,-0.319381330005892,-0.969655189303165,-0.279202555263726,-0.576546357030512,-0.166666666666667
"EPEC_Vic_3 (GE) - TPM",-0.278117565794143,1.6979594509259,-0.247661308478785,0.129132057902642,-0.627404282547061,3.36401998588712,-0.717988723924582,0.404729906141168,2.2789591752636,-0.731183730916579,-0.792738325588367,-0.702407759516559,1.61154267620821,-0.50283229977939,-1.00633812972783,1.86569360300826,-0.319381330005892,-0.969655189303165,-0.279202555263726,-1.01401498597883,-0.166666666666667
