"","SPD_RS00325","SPD_RS00440","SPD_RS00475","SPD_RS00480","SPD_RS00485","SPD_RS00570","SPD_RS00575","SPD_RS00580","SPD_RS00880","SPD_RS00885","SPD_RS00925","SPD_RS01535","SPD_RS01540","SPD_RS01545","SPD_RS01650","SPD_RS01830","SPD_RS02000","SPD_RS02025","SPD_RS02255","SPD_RS02555","SPD_RS02565","SPD_RS03140","SPD_RS03290","SPD_RS03295","SPD_RS03300","SPD_RS03305","SPD_RS03380","SPD_RS03385","SPD_RS03830","SPD_RS03920","SPD_RS04115","SPD_RS04555","SPD_RS04585","SPD_RS04785","SPD_RS05340","SPD_RS05395","SPD_RS05400","SPD_RS06035","SPD_RS06040","SPD_RS06045","SPD_RS06630","SPD_RS06650","SPD_RS07780","SPD_RS08290","SPD_RS08295","SPD_RS08300","SPD_RS08305","SPD_RS08575","SPD_RS08580","SPD_RS08585","SPD_RS08590","SPD_RS08595","SPD_RS08600","SPD_RS09095","SPD_RS10300","SPD_RS10305","SPD_RS10460","SPD_RS10465","SPD_RS10710","SPD_RS10715"
"STRPN_Li_2 (GE) - TPM",-0.417953757758525,0.405863915677598,-0.359741640425262,-0.31252012655554,-0.369466199461048,0.179393487314254,0.782173647405021,-0.145196594960682,0.531511810178163,-0.735245969698219,-0.385243294719311,-0.458551340680665,-0.263935916982297,-0.275425553353873,-0.429912949440953,0.190505817869995,0.176677407991252,-0.266957005316978,-0.639786479788493,-0.439338398096517,-0.552753325833301,-0.351346925595196,-0.328968768977959,-0.15654954298598,-0.303685191112802,-0.266073823913222,-0.31383457419779,-0.356732086710696,0.728236137394094,0.777527337313717,0.104903205121549,0.695716306272333,-0.290279013872794,-0.721378931476561,1.05559828557658,-0.383255118325123,-0.212317924886066,-0.234414578643896,-0.316027280767791,-0.334597301285134,0.741388189879565,-0.508095742649877,-0.210526050647486,1.38317528824186,0.314927139422916,-0.236850846649603,0.0269097266293097,0.33564992936388,-0.0893925628090245,-0.0274506528103875,-0.236753831151088,0.625429935401584,0.42857669529977,-0.545322431023252,0.431552838284899,0.0500204527011333,-0.546099852077723,-0.501787633780279,-0.263133530394321,-0.0256734532037366
"STRPN_Li_3 (GE) - TPM",-0.528440543468959,0.237002483474458,-0.366629928889508,-0.298405817860849,-0.3686298806747,0.0767867839245235,0.502728262087874,-0.377302584898676,0.763711913990321,-0.75076960722783,-0.621681172615176,-0.625310613822811,-0.39805838470359,-0.393400939860198,-0.479373296649668,0.273550790274407,0.0684141064281525,-0.359632587260463,-0.644640651744659,-0.505021311944823,-0.509305456067084,-0.601534855646235,-0.344302400841142,-0.039951594636237,-0.291538025487113,-0.412771587922356,0.0416087700407789,-0.367454859184602,0.689523194188765,0.443951722282865,-0.0603832631071913,0.748327332440595,-0.265410414825885,-0.6921325440526,1.02124751197627,-0.367584109608635,-0.21835208281318,-0.270941657169339,-0.426290654553007,-0.418337228410058,1.16304574005003,-0.569024146370186,-0.251094258182852,1.3852799839452,-0.212883711498702,-0.041643999670668,-0.16625653483775,0.165724461504399,0.154074113739617,0.00998407974947929,-0.19333384554288,0.574667626012453,1.17822964107244,-0.580390282979805,0.303949725753734,0.26921188355667,-0.559430652822449,-0.438640416303767,-0.203325781600596,0.0571031249050922
"STRPN_Mig_1 (GE) - TPM",2.10290135491727,-1.0771942354491,-0.147725563314933,-0.167440260692351,-0.0498492088592775,-0.205812571823622,-0.500374269898105,-1.01068314034463,-1.14603260347366,0.184180670307481,-0.995592922531149,0.851069865683396,0.731197559521539,0.755107166558848,1.60210706509807,-0.459347005320727,-0.417522258380835,-0.270820460990139,-0.535776336709311,-0.254038273066886,-0.107519388275525,1.13775536855767,-0.349627079847963,-0.478926049471726,-0.632264212644797,-0.564051330959557,1.75312522017546,1.53310688797111,-0.575863780693492,0.329647115239257,2.44085341870934,-1.03784276906055,-1.04203171871335,-1.14436403085229,0.909720023733509,1.22562336230494,0.976267826401388,-0.966357536575018,-1.2121477315984,-1.77304071950871,-0.805146753474813,0.39901233266192,0.725927679070829,0.295955615513229,1.51712211150839,0.259141719360029,0.958051686329055,-0.363791060920895,-0.456716823757806,-0.275304813033162,-0.525325043465063,0.154780170036166,-0.257426752040509,-0.358811163498224,-0.59459869455666,-0.178794503754752,1.19231246716571,1.14411090586409,-1.01515320478316,-1.04869237357371
"STRPN_Mig_2 (GE) - TPM",1.78167037980224,-1.13505642360713,-0.176173162548018,-0.231081456764561,-0.133155525629824,-0.0511613604000634,-0.00869737534078484,-1.00570199363712,-1.0878536312016,0.135551963137676,-1.07499239098597,0.867347851748718,0.276200840713443,0.557749991159181,0.332229835535623,-0.440413415899646,-0.411800912003749,-0.225781983583393,-0.608221437970416,-0.363241045061566,-0.11068261899679,1.56355120215412,-0.460728091266701,-0.511217769835651,-0.583494311759488,-0.563001888481875,1.65869826763891,2.38305681912893,-0.56399765027127,0.113709471211616,2.48925943823088,-1.0861393356798,-1.03475207987049,-1.16123728907662,0.531890099333583,1.12926700181738,0.830651105645107,-0.958811128569281,-1.18788101879475,-1.79660807166151,-0.782499721571141,0.66600963356614,0.514866766474453,0.494627434976574,1.60687758753962,0.177461542514206,1.17101020550906,-0.574311882395876,-0.647588329062131,-0.261339659946669,-0.597802102250157,-0.240371603803394,-0.245794974201562,-0.0489450761336194,-0.616670301585228,-0.342854412149721,1.34801343656405,1.17856493952619,-0.940767883525473,-1.0529107358947
"STRPN_Mig_3 (GE) - TPM",1.30825764211049,-0.775288474020586,0.101905226758444,0.0492494266129653,0.187174473086927,-0.225347577221279,-0.279638785396002,-0.972247848877732,-1.12860498525387,1.25743581081891,-1.10728121512068,0.915344734855516,0.54654414720561,0.994950291316827,3.11112082532197,-0.104109550723173,-0.21510572727439,0.158134380662042,-0.489304633952686,0.22446190616834,0.430498410384962,2.06642706627151,0.157190528140916,-0.36820430382168,-0.564038422613791,-0.482053587748881,0.128309364836887,0.38557400805199,-0.534626619931828,0.437894626448402,1.94261874339526,-0.944498800521145,-0.98887593674972,-1.17001641928932,0.745105257279643,2.561363175465,2.00854813735205,-0.926402563519438,-1.1691457057224,-1.70419441617466,-0.733523136394974,0.611974913797735,1.70330719941889,0.661844602761552,1.62737531883522,0.328862029733913,1.34577529734866,-0.412216353419715,-0.4092031519111,-0.0988431641384702,-0.498424205348433,1.27182552896876,-0.221321750170848,-0.113082639807511,-0.329669392232814,-0.083101021745637,1.51230697674098,2.4769351561655,-1.10300022372392,-1.10658482135663
"STRPN_Nd_1 (GE) - TPM",2.22354730663846,2.62907752655257,1.78584429266133,2.15304061348217,1.65003371074809,1.94436196102032,1.0222949411099,1.60789988902383,0.58085237340242,2.24912543075705,3.09950562782187,3.2356616535324,3.10837742185074,2.32590877324743,1.45420530661709,3.98981666282713,3.37660691934591,3.40915945179933,3.80875495014331,3.01532288351611,3.51742430859594,1.71088299870345,2.4322765294974,1.67487051283158,1.45693625456319,1.45724225828166,2.01740659259942,2.16818773953502,3.84729367499393,3.46650098261876,2.03195139026671,1.12615700590168,2.11210744391133,2.54838466500089,1.49749539008828,1.59006209207113,2.0102292749183,1.81376380691042,2.1859736889772,2.98686863475507,3.52664150556124,3.9218096695478,2.29443328283386,2.987393605074,1.99149592333389,2.76478143078271,2.86165225120713,0.908697373792029,1.82558960842233,3.22139722637732,3.97488389999529,2.6335110880902,3.22027332057896,0.666199636401837,1.93830462458273,1.10159759716475,2.19324832358769,1.97956131902332,0.729281568505383,0.510161364045325
"STRPN_Nd_2 (GE) - TPM",1.31446821515142,2.51608158612057,5.18962689724697,5.13497372062177,5.24469297146586,3.97007104328687,3.77302841217023,4.59119745214094,3.53654387732975,3.20795892202181,1.76243750968856,2.41932073558499,4.35240086249621,4.90302850140755,3.40051042970188,3.67151424949035,0.66775812197856,3.79313344699567,3.21336898844586,4.21479621461624,3.89389171903566,2.17510849620643,4.72546323482922,5.22949920696453,4.92600140784098,4.90192504780611,3.38010516014477,3.58866206913593,2.9408663223157,3.68839219718156,0.567555971225061,4.15759146019369,1.16990796122169,1.80247469687861,3.99768281894835,4.06845334048,4.56031642219045,3.65714088863073,2.39688073063185,2.04830101436578,2.31715743528211,2.20223245112482,3.59036802207617,2.87348652733286,1.79335920851021,1.85126848430844,1.59117826675091,4.59630263598009,5.00620111335239,4.4389860789839,3.0389015542473,2.56758536108398,1.84127706300173,5.145363496398,4.30636645894659,3.44557959692111,3.1898599236802,3.23827030742072,3.67505997071397,3.32957157697449
"STRPN_Nd_3 (GE) - TPM",3.57081036625886,2.10425693072406,0.531308658208209,0.587913541413827,0.581221791423957,0.0187935392508311,-0.444135196711559,0.874176643582943,-0.0823943499722631,2.4450204540196,3.08557445185348,2.2494172893293,1.03874791110935,0.450270114835344,0.523964592992712,0.975102360762879,3.48777321710347,1.8421618178553,1.70487387814798,1.80191602759902,1.56305657551677,2.333175231286,0.822286285446204,0.392521638240954,0.263224625014585,-0.0420309315280904,0.54652371444276,0.833928483099189,1.25879937575788,0.0985674015796875,2.33154259339009,-0.00505757486514405,-0.221746730143082,0.193263262968069,-0.466452300013008,0.550781856637391,0.220680185806196,-0.121929287141295,0.178614318493469,0.305634324090193,1.48012953283368,2.78770361861125,2.4444063649098,0.912649625721091,3.40715996970024,3.07546027319436,3.30096188241356,0.0330634070081695,-0.0351862463009372,0.42996276507415,0.979391075592431,-0.591998556737814,0.0394248103095919,0.548191615400641,0.150170487806445,0.270046291629592,2.5395009927846,2.17637122041758,0.291882813196038,0.212679113298747
"STRPN_Ns_1 (GE) - TPM",-0.367032360157898,0.0284340710080161,-0.38012959379385,-0.322812663984196,-0.377919367493652,-0.540223377446806,-0.333006694133101,-0.0974995480846565,0.202094134713341,-0.873570427589226,-0.0465018299591581,-0.373494676231842,-0.376453596636175,-0.313176063438312,-0.518297744690003,-0.416814184650683,-0.587915143912131,-0.320449904429816,0.290050930722693,-0.350289175135868,-0.425151823492483,0.0126892635278397,-0.49732226364071,-0.452458867779654,-0.455058692860978,-0.437115669756149,-0.784955297930376,-0.3103662210884,0.655862279593667,-0.220371739043054,-0.0402674134100506,-0.414933069442079,-0.673789833122611,1.02456114308541,0.285735109995409,-0.495076433241142,-0.405127945460611,-0.300159830081971,-0.217898889074603,-0.180216106589054,0.0619262243065426,-0.41375893130971,-0.447513882152088,-0.316678942330014,-0.264302027126488,-0.478124834364346,-0.4440122470549,-0.331123351903066,-0.241115197967992,-0.16311158245173,-0.289848520313779,-0.395472886415963,-0.162029005426861,-0.412610036201565,0.179331580587819,0.818472892450881,-0.489558090314796,-0.443898424973458,1.13047264145951,1.18429772364349
"STRPN_Ns_2 (GE) - TPM",-0.371635890390589,0.320788913019106,-0.378512188402847,-0.353927811214073,-0.373563696434172,-0.650587105912352,-0.323760158275318,-0.355744252105292,0.153503656094929,-0.860636349901627,0.0216580123958288,-0.300548945487384,-0.315106252657781,-0.359270931219555,-0.541045465295069,-0.40433005237626,-0.554545355361519,-0.310463003972258,0.289747641005054,-0.291528286716846,-0.465611412853381,-0.133952637546872,-0.538044493548698,-0.360682524631047,-0.442320638306724,-0.333009972396848,-0.660161102936035,-0.127648718421675,0.645331117194221,-0.233508869568858,-0.055536025428405,-0.44966817792455,-0.69584131988086,0.878841105447747,0.272967790210471,-0.500514502848599,-0.377176329862992,-0.296833657183762,-0.203045628398705,-0.192225243040231,0.0368359737574092,-0.416794657421161,-0.434555348687848,-0.247284960010404,-0.342702110717095,-0.541488682854977,-0.450648795361617,-0.443911637091572,-0.209941713657879,-0.118040715186428,-0.324129542598945,-0.439384366728688,-0.225720885452857,-0.532749945780264,0.23699968253219,0.630160808738518,-0.497246780303313,-0.449458346307554,1.33770104285266,1.06754826712955
"STRPN_Ns_3 (GE) - TPM",-0.373300301802248,-0.0759912278334792,-0.377857340857636,-0.331643458042292,-0.373553136703521,-0.57055666540007,-0.371054324419573,-0.164468221046928,0.202038947051823,-0.858029736772412,0.0306569685790928,-0.347256437200941,-0.346203152792157,-0.319274639895442,-0.524412558163362,-0.407259356514068,-0.599131442637442,-0.311046703299986,0.286549477531927,-0.383651715961273,-0.462876072075129,0.0308264695148459,-0.513741193162677,-0.409111369737488,-0.436013369749238,-0.524360603557532,-0.720203317111955,-0.238256251669049,0.698312573566447,-0.199489111219168,-0.0344040197103226,-0.384561672001752,-0.676204307637927,1.03326739347477,0.263702369879137,-0.446293832703481,-0.377256694712578,-0.288155593534945,-0.208766766433886,-0.184625488691516,0.0849095973746799,-0.450033577060677,-0.462467297984391,-0.28280568011848,-0.430720140587049,-0.506951433532759,-0.410523449652263,-0.383666405548827,-0.221393735752522,-0.133180697094687,-0.237364817091351,-0.406154877725505,-0.250838905415902,-0.341879130084826,0.244482554689899,0.411626178345305,-0.498535769388353,-0.449987462669522,1.183821761839,0.978818178571082
"STRPN_Oss_1 (GE) - TPM",-0.179867572219396,-0.718216133387822,-0.354089109831814,-0.323045196216254,-0.361066155855703,-0.242399726155886,0.999339916115541,-0.0602082292944234,0.632345811625723,-0.0224604860901089,1.12005982857368,-0.439989814393103,-0.36848640216774,-0.183450715357461,-0.674246801454649,0.139735220610674,-0.694539293074117,0.0474345635813079,-0.5006977743007,-0.372882897171311,-0.352205958248268,0.393050168072302,0.364570209301243,0.696100943040247,1.27981135712289,0.884848450989267,-0.226698570413332,-0.316407311626372,-0.297010156975848,0.364177166699226,-0.54234349352871,0.633978347122834,1.40247088163644,-0.161761518293744,-0.462594672490457,-0.464581192810712,-0.399721768745513,1.88003117243458,1.22237748819822,0.677337582080057,0.369492441391183,-0.516508250628825,0.364300490716107,-0.259553424327956,-0.409957145037433,-0.818058316582158,-0.886846588222826,1.26191281181263,0.42824140675081,-0.329339527880381,-0.469332414732815,0.532538374089562,0.127213797275055,-0.477508787334704,0.02545290814605,-0.386542310516995,-0.225414667419323,-0.0941022282866384,-0.0868919160131001,-0.0676561716082997
"STRPN_Oss_2 (GE) - TPM",-0.169325270025734,-0.693302208196999,-0.350644282219082,-0.353927811214073,-0.358938668201977,1.0250531503978,2.40938108130548,0.862241238738966,2.44686884630429,0.313457870191042,0.566965020528029,-0.711920857527701,-0.383359452144259,-0.273366914541811,-0.61357405184882,0.0541426577966045,-0.76273268786006,-0.131150772220585,-0.593218694359758,-0.273992277192524,-0.0737463984743773,0.763519111862314,0.178428427555578,0.590938578530185,1.29490582828272,1.26591583364542,1.27444997786792,0.70706949889388,-0.357997661916449,0.250950293327385,-0.309708785775219,1.53443214407939,0.357867125425005,-0.20460334897264,-0.1895929385896,-0.344895186945002,-0.183913500254918,0.998654047605479,0.57134341005253,-0.304597822601698,0.212425640775973,-0.345794025134208,-0.0961510062512869,-0.184617426922062,0.149421892825062,-0.756631360092228,-0.86378176203501,2.21102057543069,0.973313671539769,-0.314836462727429,-0.533654238943376,0.224398612001046,-0.322810494039386,-0.16316812813173,0.0195775120149963,-0.443097323165634,0.504521248605051,0.693701464032285,0.516447352112341,0.605090581049013
