"","pWR501_0003","pWR501_0084","pWR501_0166","pWR501_0167","pWR501_0283","SF5M90T_968","SF5M90T_969","SF5M90T_970","SF5M90T_971","SF5M90T_972","SF5M90T_973","SF5M90T_974","SF5M90T_975","SF5M90T_976","SF5M90T_1339","SF5M90T_1355","SF5M90T_1360","SF5M90T_1495","SF5M90T_1496","SF5M90T_1825","SF5M90T_1960","SF5M90T_2086","SF5M90T_2087","SF5M90T_2189","SF5M90T_2352","SF5M90T_2363","SF5M90T_2364","SF5M90T_2367","SF5M90T_2368","SF5M90T_2369","SF5M90T_2370","SF5M90T_2371","SF5M90T_2434","SF5M90T_2435","SF5M90T_2436","SF5M90T_2437","SF5M90T_2706","SF5M90T_2773","SF5M90T_3441","SF5M90T_3442","SF5M90T_3904","SF5M90T_3912","SF5M90T_4086","SF5M90T_4104","SF5M90T_4105","SF5M90T_4150"
"SHIF_Li_2 (GE) - TPM",-0.782130807843452,-0.537426493122257,-0.6954435612435,-0.487201720132091,-0.822661599667311,-0.308158616416466,-0.145133246893673,-0.238317540057596,-0.23786312218808,-0.156848872205688,-0.379024846820261,-0.31746629552371,-0.360430280570373,-0.184327861776758,-0.424274447333326,-0.455459018770045,-0.808312752729037,-0.314436874616451,-0.366201524599546,-0.620692671665114,1.12005176965722,-0.473711692798396,-0.365854457468005,-0.311967089616859,-0.62111753148903,-0.309466286677326,-0.306633935884917,-0.343801212089867,-0.310564920553146,-0.32099409315762,-0.324667016386025,-0.32443203532909,-0.354466557011406,-0.399504470808274,-0.429921444987671,-0.462048103576483,-0.688090596248953,-0.285357195888675,1.13324440796322,-0.424329415757425,-0.366729045532262,-0.210614307350173,-0.28084341099152,-0.165354706987418,-0.664487713570935,-0.530254242361051
"SHIF_Li_3 (GE) - TPM",-0.70182431274442,-0.681706700879037,-0.451029549109423,-0.525743677719001,-0.746992659956566,-0.472898786543123,-0.365321264765384,-0.153988041675925,-0.393691783422191,-0.317126998113635,-0.44806836401613,-0.322350882464865,-0.48887219205961,-0.514216591800771,-0.424274447333326,-0.481297717875352,-0.753330315028898,-0.315811886309934,-0.383952662411254,-0.672367858130992,0.553728617892118,-0.175447078368396,-0.35421188224089,-0.311967089616859,-0.629745223284116,-0.336747513048128,-0.305973758347187,-0.307569518613425,-0.313346991787845,-0.318234145845704,-0.322497227271455,-0.326058280532175,-0.372027870771038,-0.38251752161034,-0.422712503686954,-0.472833876558913,-0.156406926933131,-0.179857976153231,0.63994496711066,-0.424115408650047,-0.366729045532262,-0.225753028536865,-0.28084341099152,-0.339338456080598,-0.550154352416611,-0.478392652002358
"SHIF_Mig_1 (GE) - TPM",0.402793300657537,0.232498940804267,-0.871311829117039,-0.804738265351305,-0.0977576220227246,0.581561382798713,0.00810532107503655,0.265470618770451,0.300105902323391,1.00655930216239,0.195606309542527,-0.329548561006938,0.131440642275216,-0.140202529696115,-0.424274447333326,1.04581045700292,-0.696369259765575,-0.317486887978352,-0.309652902579867,0.684845503603671,-0.34708880600771,-0.73574949101398,-0.333592071566998,-0.311967089616859,0.293413344736505,-0.317336049020999,-0.315779650416073,-0.23311479460369,-0.27533509621086,-0.294989101030177,-0.293652690829297,-0.274713756259652,-0.202105212194025,-0.288846531085192,-0.212133688921423,-0.431372904977388,-0.688090596248953,-0.454889619760054,-0.069397272126081,0.575670182179807,-0.366729045532262,-0.244379327062038,-0.28084341099152,-0.410908713842243,0.301503658384027,0.318666937817005
"SHIF_Mig_2 (GE) - TPM",0.190144526853017,-0.114614133815195,-1.295940128719,-0.576029628304016,-0.578194508162674,-0.239288656915927,0.0131396628884505,-0.249645983892211,-0.157474156140849,-0.252953171904077,-0.356910566227376,-0.156161757020445,0.0628381718246413,-0.439981027511071,-0.424274447333326,0.387250086665922,-0.74002011256187,-0.311178139312601,-0.313626719434222,-0.818802370526133,-0.361947415619387,-0.613682151269511,-0.34970332233711,-0.311967089616859,-0.247475446703959,-0.307142473875218,-0.308503144091617,-0.311861950619312,-0.294406360025816,-0.29211529412335,-0.297297886055572,-0.278949348932786,-0.25473965262046,-0.325433372180049,-0.409425447853422,-0.403577740192569,-0.688090596248953,-0.546715872534614,-0.429054583448487,0.0653851159847335,-0.366729045532262,-0.213458559189483,-0.28084341099152,-0.335830241934507,0.4192505456295,0.526352322930687
"SHIF_Mig_3 (GE) - TPM",0.550228940966298,-0.29740893721473,-1.40425845164071,-1.06107797570949,-0.571395945594348,-0.250232777667968,0.15590694287844,0.671678478721548,0.0150664420933718,0.704599756863744,-0.311331587056453,-0.381368667458635,-0.0865838711045138,-0.546782553733615,-0.424274447333326,-0.0631189079714377,-0.456515252868274,-0.299721824196225,-0.343262739870042,-0.429941755043581,0.00477215297811827,-0.741607223695787,-0.363379291794929,-0.311967089616859,0.208528290884279,-0.291023483755129,-0.315779650416073,-0.282316334112952,-0.294879083406687,-0.297397834064972,-0.292749840217283,-0.301947447425849,-0.289471711856422,-0.317884424846618,-0.427750625101603,-0.395080083965897,-0.688090596248953,0.144595098385517,-0.353928351297328,0.284423459418983,-0.366729045532262,-0.211040151030896,-0.28084341099152,-0.467443189477599,-0.543200361684054,0.176351952165737
"SHIF_Nd_1 (GE) - TPM",-0.480865627544801,-0.72135362945908,-1.29597082808104,-1.14296611093427,-0.573808166824385,-0.417692561474781,-0.553232417942458,-0.293446231464182,-0.508520807821557,-0.566274857811576,-0.506564173937926,-0.496863664666158,-0.641783264272516,-0.664560690974115,-0.424274447333326,-0.999884473491222,-0.722554595358628,-0.31142402663692,-0.361371291856446,-0.76992466549782,-0.923823764867678,-0.805743065946597,-0.352907078445902,-0.311967089616859,-0.379511567976759,-0.327245269763545,-0.311064648455403,-0.317360698728463,-0.309204691565949,-0.314245353545459,-0.311362553743239,-0.316188117521957,-0.3816924160429,-0.398987723385599,-0.437960704854915,-0.394258355232667,-0.688090596248953,-1.13333768902732,-0.646076471181487,-0.571305830361416,-0.366729045532262,-0.126423993678343,-0.28084341099152,-0.548366909433266,-0.43743050851087,-0.362482841819659
"SHIF_Nd_2 (GE) - TPM",-0.459652756352313,-0.688737932375473,-1.32527245642105,-1.11826025693342,-0.632315007035126,-0.403506923658388,-0.517673707236832,-0.440702399216653,-0.573163240506213,-0.486102190076432,-0.586168013796777,-0.456251616765138,-0.633353054234561,-0.596546117382018,0.0505816197555734,-0.903644569770956,-0.559887579664181,-0.302755843378364,-0.367453868570476,-0.84999001051232,-1.05325668841781,-0.796776703531379,-0.363702803487504,-0.311967089616859,-0.473008985785488,-0.311143052569996,-0.302007352443792,-0.299947895081604,-0.30939156725839,-0.317106483840877,-0.314953586159067,-0.312169796818,-0.385215123656918,-0.400801741316092,-0.435941857206351,-0.38328079180653,-0.688090596248953,-1.11643914905007,-0.779104186831441,-0.569211264519635,-0.366729045532262,-0.173161158053049,-0.28084341099152,-0.446006621055632,-0.674625717895556,-0.566275324938899
"SHIF_Nd_3 (GE) - TPM",-0.407314166713223,-0.689762909434798,-1.38250211676489,-0.970574297645269,-0.571808271893976,-0.208427735181482,-0.354492789285248,-0.549917339154716,-0.23028231414417,-0.34851557449026,-0.476633689907359,-0.349772487527011,-0.485935957439591,-0.569021863572765,-0.424274447333326,-0.31838826975782,-0.836954372842378,-0.248769035929892,-0.224037298644955,-0.510886672382667,-0.878673007790837,-0.616871830691009,-0.253323672796694,-0.311967089616859,-0.482114689162477,-0.231580900206536,-0.181458537911037,-0.145228375159885,-0.175793908836935,-0.184196435251284,-0.16806610478055,-0.199897735216836,-0.245064180083243,-0.273004328248859,-0.394789694088037,-0.13850824737849,-0.688090596248953,-1.09883564025267,-0.600156934596398,-0.574067065069209,-0.366729045532262,-0.138387461649484,-0.28084341099152,-0.190981491848552,-0.442722009839684,-0.422311535931198
"SHIF_Ns_1 (GE) - TPM",-0.844105542111918,-0.354675362378271,0.762044896598801,1.02178591258337,-0.873336002040375,-0.558740073940282,-0.557012500600509,-0.546726072393583,-0.628554867396789,-0.199674420769187,-0.400418770749819,-0.388269830379884,-0.435145238465474,-0.330426568427451,-0.424274447333326,-1.20762551535719,-0.269238505797851,-0.317354896294936,-0.377810642763123,-0.495545331489524,-0.354151048462608,-0.330477279484425,-0.369772376840632,-0.311967089616859,-0.553334465607221,-0.343675630025101,-0.315779650416073,-0.320772278949168,-0.30874431035273,-0.323036283907112,-0.322059344539069,-0.324599590636903,-0.38039192545023,-0.392659815358182,-0.412592813371912,-0.234787962772343,-0.688090596248953,-0.513976902814379,0.0707486878852529,-0.567951377728923,-0.366729045532262,-0.27139508712932,-0.28084341099152,-0.398929149916073,-0.395175048322957,-0.545448724008288
"SHIF_Ns_2 (GE) - TPM",-0.848892961289515,-0.642583295711167,0.712894238949083,1.26740965584117,-0.795634096342078,-0.380238249068968,-0.42076870072864,-0.494500159022019,-0.0792037554073275,-0.0206406095292703,-0.33229487266171,-0.397622651776412,-0.368628983944222,-0.223193932029998,-0.424274447333326,-0.485746357607359,-0.00688301660951626,-0.319948585300723,-0.373923791800723,-0.795711996602196,0.290540402788359,-0.514912643129895,-0.370570400166986,-0.311967089616859,-0.527764477616952,-0.347670783403424,-0.312462113357256,-0.331326935280904,-0.315465289225247,-0.322519421577494,-0.325307537248172,-0.326935175815654,-0.366625449946788,-0.399760711266884,-0.404429325552916,-0.308776635502481,-0.23839151107774,-0.542439208789403,-0.137163246948151,-0.583599713644849,-0.366729045532262,-0.266553599092337,-0.28084341099152,-0.339461136812487,-0.0517540011373833,-0.638604491983559
"SHIF_Ns_3 (GE) - TPM",-0.818860996669357,-0.574520029120027,0.988966155151346,1.03577462096182,-1.07460824380482,-0.639701140010272,-0.425891208580095,-0.615457523467622,-0.412799626220782,-0.161376482012076,-0.433475392233832,-0.464134690217711,-0.507584099037329,-0.486674821816089,-0.424274447333326,-1.15694862177995,-0.269570793009817,-0.318944391353826,-0.379523101494046,-0.303206304443049,-0.709285437277891,-0.653321607089571,-0.365165063188045,-0.311967089616859,-0.615467524879842,-0.33220281929121,-0.315779650416073,-0.339557871814759,-0.314626047161416,-0.321103277208489,-0.323174336805948,-0.324166777516426,-0.374010789365542,-0.401417286984512,-0.397005665914271,-0.398214753829023,-0.688090596248953,-0.28705668700061,-0.0197177421637302,-0.593475268125407,-0.366729045532262,-0.277479874083911,-0.28084341099152,-0.338125282190264,-0.207536405168817,-0.637925559524986
"SHIF_Oss_1 (GE) - TPM",0.348040591311625,2.20244154142621,-0.324007875958128,-0.323202945551784,1.76636115707642,-0.489288878926095,-0.529721818068161,-0.643246016939889,-0.522280039696424,-0.729077937836667,-0.545340163232991,-0.426567519938183,-0.523762899047138,-0.776612137597623,-0.424274447333326,0.606469260546579,-0.910905747977626,-0.265872829248441,-0.00388011573752752,0.283036725208117,-1.28272921124844,0.640191592110049,-0.281577823311845,-0.311967089616859,0.0832916393642184,-0.135787106629303,-0.266159812555557,-0.215851853284746,-0.223206649587973,-0.20137510154115,-0.229841416322382,-0.300072614839193,-0.324972562578012,-0.313265451449084,-0.434043950359201,0.00168072628048138,0.0966178939127902,1.05112969395411,-0.847110304867643,-0.610141429758696,-0.366729045532262,0.0313913193854513,-0.28084341099152,-0.283766975252474,-0.329729125289954,0.0427546286301408
"SHIF_Oss_2 (GE) - TPM",0.540389892907533,2.13304051699169,-0.19876089652303,0.116063494662224,1.77970179795937,-0.5286568741624,-0.543490605467915,-0.641394689079104,-0.517626408223167,-0.641658826337858,-0.531480551872412,-0.45454926984925,-0.51220221246203,-0.766624132939747,-0.424274447333326,0.467637968633069,-0.8025381363136,-0.273433550295218,-0.00737385060059453,-0.13369775908637,-1.10218025941842,0.61851073306769,-0.24886943330966,-0.311967089616859,0.174882491974558,-0.103045598850966,-0.249899156420352,-0.227772474602629,-0.226915016600346,-0.203898610654596,-0.214949651178626,-0.297383921412429,-0.327307913518451,-0.302751974394073,-0.432538241010373,-0.0289609910868035,0.0123202834256736,1.2796390831521,-0.805588206516815,-0.614463730689032,-0.366729045532262,0.00350631866251488,-0.28084341099152,-0.334043761160329,0.227720557559249,0.0868406427001987
"SHIF_Oss_3 (GE) - TPM",0.103334408313736,1.24797136515137,-0.514079145737773,-0.544485475831101,1.39345403353573,-0.620302388103566,-0.50885411672704,-0.695230986857609,-0.516477703413091,-0.814948820895615,-0.636235108369875,-0.436953166384616,-0.53548506492124,-0.766863502762786,-0.424274447333326,0.374436008692183,-0.860298607138402,-0.257548949511183,-0.0908275576211721,-0.164166674396321,-1.40725227531607,0.350176305965256,-0.248556520817438,-0.311967089616859,0.404084275731336,-0.133085275419458,-0.24113365368789,-0.224339968047901,-0.236612657040113,-0.230062439856509,-0.263725488783815,-0.301290255216001,-0.298861456418698,-0.312334391775993,-0.42558531134022,0.0318781378856019,-0.688090596248953,1.09371092034099,-0.813954056158283,-0.605996209381381,-0.366729045532262,-0.00579979074703171,-0.28084341099152,-0.370918834903124,-0.0483394371052088,0.734379550259244
"SHIF_Oxs_1 (GE) - TPM",-0.418903086048928,-0.199081020036907,0.188455378822632,-0.20236779264481,-0.24226281754018,-0.537005006723627,-0.617660561658118,-0.618370194878372,-0.686938495220145,-0.66517620093478,-0.583479669927502,-0.396860089377394,-0.520227119000555,-0.133062867422335,0.262118134795979,-0.767366734053565,-0.248377923940922,-0.317663373444177,-0.381490660562809,0.629753147334379,0.327821877537422,0.665621396991923,-0.36865242309763,-0.311967089616859,-0.285713264417374,-0.330070809278288,-0.315779650416073,-0.327443790994272,-0.310593210356624,-0.318454225295314,-0.322163289740887,-0.325705369512938,-0.372466452131668,-0.386096952663176,-0.433310665685063,-0.496442022025116,0.0829108226232941,-0.882096750691524,-0.483230959183799,-0.63037846089448,0.591001737778517,-0.18650817263955,-0.28084341099152,-0.595443749742518,-0.526242564161216,-0.574352074097997
"SHIF_Oxs_2 (GE) - TPM",-0.31823255710619,-0.288015727766018,0.14836898600306,-0.156094637597416,-0.462296280845643,-0.550761375602438,-0.571742726118239,-0.612091554820799,-0.731841803648813,-0.614125217903243,-0.51962624549583,-0.373608607025079,-0.51328524728074,-0.431617088741519,-0.424274447333326,-0.245544991326948,0.0270695100533786,-0.284456607877511,-0.328029119442602,0.267856094680325,0.152371000187885,0.497465604422315,-0.339972835377802,-0.311967089616859,-0.390404154452147,-0.306017768584593,-0.274648244720741,-0.318575299940866,-0.278331409953246,-0.292258224237644,-0.290272879102353,-0.302831860123325,-0.330738498032044,-0.352530705875372,-0.426710742639083,-0.421300703077806,-0.434661139525935,-1.0348478259642,-0.628583339194785,-0.575618466525233,-0.366729045532262,-0.204610883788752,-0.28084341099152,-0.480939408879179,-0.618311052873684,-0.535098810306703
"SHIF_Oxs_3 (GE) - TPM",-0.404939584427555,-0.343086678689299,-0.379370220793192,-0.253524221428764,-0.607213590963251,-0.550205758170087,-0.556508352571611,-0.639599003532255,-0.617138737962558,-0.657516085992832,-0.576192317479339,-0.404107096310347,-0.512208359351407,-0.455139822032823,-0.424274447333326,-0.109786046668247,-0.14207228252418,-0.317820103918696,-0.369174365889243,0.44114233524188,0.225178848767573,1.40443574699401,-0.371984678805853,-0.311967089616859,-0.40070786338224,-0.325813602184726,-0.311070529728855,-0.338174083010244,-0.314329368490585,-0.317348180672791,-0.323796553557603,-0.325813328716972,-0.364105242333661,-0.387188594554359,-0.433253869557481,-0.475154400413197,-0.688090596248953,-1.04333895938572,-0.535492881884058,-0.645887505997266,-0.366729045532262,-0.231997675777111,-0.28084341099152,-0.559206413636754,-0.56253647942746,-0.646650947211689
"SHIF_Sp_1 (GE) - TPM",0.447710227422294,-0.63620114832695,1.22113514094659,0.817543957712133,-0.211407720119697,-0.153548243517818,0.344946083622531,-0.104233304091689,0.277713799155747,-0.0157548843087172,0.283058636010101,0.201108634874534,0.571752176590267,0.0441802794659993,-0.424274447333326,-0.570813781272046,1.36450155046315,-0.010511661923102,0.319604052691017,-0.575049107021557,0.563005556615173,-0.457152648788739,0.679591780436094,-0.311967089616859,-0.203869724972531,-0.273341437232639,-0.199676504652433,-0.152601176729957,-0.143662075193439,-0.0800068757850363,-0.053776486217873,0.00885226363680786,0.265363772115161,0.664014313260671,1.7779711861532,0.449140151062717,-0.688090596248953,0.860320660702585,0.85024130100606,1.9948250760342,-0.366729045532262,-0.275408185688927,-0.28084341099152,0.0499876439455917,0.089978548478968,-0.245905057000328
"SHIF_Sp_2 (GE) - TPM",0.00421735476768639,-0.638874710263275,0.807753800465956,0.893383947207329,-0.0794436379022992,0.119659223682165,0.282773606011259,1.38543074573397,0.444482659778278,1.11559875452786,0.864359014650283,0.37642559286948,0.830227340100024,0.611137583348046,-0.424274447333326,-0.792295752749611,0.32697786145029,-0.201551910994117,-0.0521802178789934,-0.240790348360286,-0.0776757345741309,-0.604682753663353,0.138971589805918,-0.311967089616859,0.0902793632445322,-0.293635021101536,-0.268484095633704,-0.266057974870024,-0.215968599332992,-0.23687619504675,-0.235111842891316,-0.0448606888486836,0.234520612351525,0.441664441458553,1.99050759222231,0.762151511531283,-0.688090596248953,0.795628098097743,1.30768690285913,2.15721849086951,-0.366729045532262,-0.263664002948552,-0.28084341099152,-0.0373500617060946,-0.621524468846555,-0.377602641539563
"SHIF_Sp_3 (GE) - TPM",0.223337055572341,-0.730241104462214,0.524885898848535,1.42315141847348,-0.0903704998727139,0.668705220825551,1.05156636931904,1.28024512835142,1.24203553465491,0.743131401021716,1.26880054725149,0.274959728895376,0.889584621393878,0.775683679367499,-0.424274447333326,-0.441234218241725,-0.160438193001279,-0.261025725673716,-0.154220892841849,-0.132785826543219,-0.265881904775009,-0.666071082630255,-0.0047808231671466,-0.311967089616859,0.117609074037942,-0.317831543662804,-0.307743585533311,-0.279143019663746,-0.274661083535459,-0.275140612703144,-0.252510385271197,0.0886012414259946,0.509375667872582,0.65644286293523,2.70330853278088,1.274734034542,-0.688090596248953,1.11925573643226,1.51194929786256,2.66158304821556,-0.366729045532262,-0.291963238611652,-0.28084341099152,-0.0482678830977616,-0.737161420244219,-0.122937521312685
