"","D7S_RS00055","D7S_RS00115","D7S_RS00280","D7S_RS00425","D7S_RS00430","D7S_RS00540","D7S_RS00930","D7S_RS01365","D7S_RS01795","D7S_RS01835","D7S_RS01945","D7S_RS02010","D7S_RS02190","D7S_RS02275","D7S_RS03180","D7S_RS03255","D7S_RS03460","D7S_RS03780","D7S_RS03785","D7S_RS03985","D7S_RS04010","D7S_RS04140","D7S_RS04145","D7S_RS04330","D7S_RS04365","D7S_RS04495","D7S_RS04500","D7S_RS04655","D7S_RS04790","D7S_RS05330","D7S_RS05375","D7S_RS05395","D7S_RS05740","D7S_RS05805","D7S_RS05945","D7S_RS06075","D7S_RS06125","D7S_RS06185","D7S_RS06450","D7S_RS06585","D7S_RS06735","D7S_RS06940","D7S_RS06990","D7S_RS07400","D7S_RS07440","D7S_RS07475","D7S_RS07550","D7S_RS07725","D7S_RS07965","D7S_RS08065","D7S_RS08395","D7S_RS08450","D7S_RS08580","D7S_RS08900","D7S_RS08965","D7S_RS09150","D7S_RS09210","D7S_RS09215","D7S_RS09280","D7S_RS09465","D7S_RS09545","D7S_RS09710","D7S_RS09715","D7S_RS10390","D7S_RS10995","D7S_RS11130"
"AGGA_Li_2 (GE) - TPM",0.148447665745775,-0.688995498357826,1.12641409012258,-0.270165583782663,0.796251678298794,-0.278610967601651,1.05520835973316,0.472504979855803,-0.48936866381014,-0.0176826729505652,0.166392640396974,-0.291176401257722,0.286900592723635,0.286144414856946,-0.400048122453242,0.542942946318952,0.645161620998133,0.160875418953129,0.141740569099948,-0.0246720032903656,0.321481744547757,0.602761449495552,0.704889409240843,0.42724197671584,0.551311154022449,0.239527232767204,1.79069889068789,0.084320829136001,0.316168311923737,-0.0824107347875045,0.529038781763085,0.594379220463586,0.610410644397898,0.194706015135181,0.793068278449521,0.202867447380459,0.730387051996111,0.773083463878004,0.968358707111179,0.791795883192819,0.840905202535828,1.90675420422344,-0.827349493097803,2.44292272912755,0.405675036458747,-0.24509023510136,0.192568156112943,1.56644648108347,-0.228851536931638,-0.0893443346231301,0.00108344902324994,-0.732643171407219,-0.386076853165454,0.641481876120714,0.156992677349793,1.6039686314227,0.699642127717731,0.239558044812004,0.50734179618256,0.0178052746240206,1.30334187418952,0.701955612504753,0.811468953602426,1.93551994021746,-1.15478364728709,-1.26194828141866
"AGGA_Li_3 (GE) - TPM",0.0669206869326434,-1.13131397575738,1.02669169274655,1.66857540525038,1.33365849126375,-0.0862018883206058,1.09263782793633,-0.0649765751078396,-0.44813330802707,-0.31885300886842,0.398654651397262,-0.623671262047458,0.588816404362115,0.565615686096473,1.01455919097562,0.761825335324939,0.610396090917027,0.300812187755138,0.362646612018867,-0.053009557795611,-0.0056658014671504,0.269000517014684,0.725451852512096,0.176273009185239,-0.0184171514548931,1.48695774412044,0.873601810867623,0.880444108650532,1.23265966698006,0.0694448525455079,0.297933138640935,1.437326209712,0.548972270870164,0.774506893832789,0.425928539066814,0.824454866816859,0.968923854754407,0.649070839869691,1.1984421965717,0.421076063044237,0.202074326447937,1.19248131022223,-0.313835870248787,1.88627822445427,0.0582775784107058,2.1935647260115,0.133156492814141,-0.694782126408563,0.354303415266791,0.0440576439929739,0.102829288868166,-0.812432859982914,-0.263025473613145,0.0468767861763002,-0.218918190883007,0.42386723296063,0.462392343824595,0.477478836801786,1.35874805159141,-0.741834999728287,0.743726114892052,0.184791814472164,0.646304989488797,1.89738273701476,-1.12325306476136,0.00814330137309743
"AGGA_Mig_1 (GE) - TPM",-0.366917104362324,-0.508050810137879,-0.703398140770121,0.882156766476914,1.38627628993885,-0.42390770953956,-1.21260195332047,0.18892498093262,-0.775498443449391,-0.765045556605858,-0.292205579527,-0.770267796857592,0.148785326470251,-0.669252334422729,-1.26842887783904,-0.472313419848571,-0.874950010695476,-0.440412016131956,-0.414659677486805,-0.165188036349578,-0.62597481165043,-0.94563337089149,-0.643708884011791,-0.197413996279626,-0.25791654016164,1.10663194707091,0.307117949567399,-0.401509656687821,-0.501323105469313,-0.259529253378851,-0.918861195103345,-0.940812384845733,-0.902780334012806,-1.0668387363456,-0.372691485378542,-0.0526982280984796,-0.466807618895463,-0.410468521384386,0.0985850560821657,-0.318036768444401,0.242152425211392,-0.908704559078933,-0.705958187605956,-0.720107717519114,-0.308837319705309,-1.10848706848345,-0.241779854198045,0.0272082960899725,-0.476222518257263,-0.927718166406144,-0.935263771692961,-0.475862954220887,-0.157401596361849,-0.644186889282905,-0.515823679217545,-0.599410431085521,-0.925624027006388,-0.187597046500422,-0.153332309165785,-0.424572931474515,-0.620391311468829,-0.260417147482898,-0.82425949985994,-0.337907198627259,-0.0895319968541867,0.805139856596698
"AGGA_Mig_2 (GE) - TPM",-1.30471601583825,-1.47752846473887,-1.05145231182135,1.42445454847666,1.35466025742201,-0.553295428547095,-1.31976431852646,-0.623134481004868,-1.43055742244837,-1.02784464736451,-0.212078827391791,-1.01947174664932,0.140793354559409,-0.885253469743932,-1.57233563832808,-0.534149428759811,-1.30420302541575,-1.08553024409765,-0.944269533258374,-0.948990689092383,-1.92068574774,-1.0388938402451,-1.29931562946106,-0.868028809900145,-1.18570718869692,-0.992675086449065,-1.34211824397358,-0.279450838676033,-1.07403237753331,-0.903472825772319,-1.0925461984888,-0.846070367217602,-1.04649684170759,-1.56818224717355,-0.704309356941168,-0.491243251395599,-0.956498680961848,-0.759661756428266,-0.674698808340084,-0.967998903765046,-0.635788183177978,-1.56380818438878,-1.44533947433022,-0.376881422668442,-0.958530498727475,-0.900210416741987,-0.957132867151661,-0.791028461320061,-1.18700496059965,-1.68541569854857,-1.54256605763171,-0.526035401988295,-1.0126481974161,-1.34648681361636,-1.06097114771159,-1.48715511946685,-0.573722705439327,-0.556316898437506,-0.711160363677007,-0.0944569589837905,-0.960972820015373,-0.936010850053992,-1.09319785024916,-0.16285504483999,0.677801843811871,-0.625211631417223
"AGGA_Mig_3 (GE) - TPM",-0.682476404749519,-0.640378228723816,-1.20236262951029,-0.156842847112329,-0.0982989360494956,-0.991705471989511,-1.56580501296361,-0.405544354122041,-0.541608143139028,-0.659557399678312,-0.179157912152469,-0.846949304202216,-0.190915462008944,-0.962093265642063,-1.72961270396989,-0.307108050291903,-1.07817277663782,-0.753168800132203,-0.521000168559391,-0.380651196471146,-1.78585917565012,-0.974749359118189,-0.878838655943876,-0.820276902524366,-0.468066410653589,0.405341808632378,-0.694030568147209,0.0141514057191665,-0.485045375497806,-0.285588441253329,-0.57167115106828,-0.98267455650131,-0.855300237986521,-1.77296043043278,-0.324738789023037,-0.539919698067874,-0.640198213430673,-0.281944134694739,0.00268453074238272,-0.205840403291474,-0.111591907848301,-0.828183152059424,-1.53138888689433,0.0820993724597007,-0.587900011527438,-0.329528269015473,-0.427685880166486,-0.294722419573781,-0.897065995450439,-0.847207676486641,-1.0144094479458,-0.475042061769096,-0.548128424747656,-0.688379357523089,-0.748141615065987,-0.707285266506208,-0.856373733565024,-0.539770621852616,-0.0971754444525067,0.263332430132282,-0.891752542889613,-0.913179013565114,-0.880435457976682,0.230945168570627,0.0560236458921689,-0.437988076923023
"AGGA_Nd_1 (GE) - TPM",0.605628735300041,1.60451394949767,1.00768179875192,-0.758437819767865,-0.365639982513509,0.61898310065827,1.4682316657123,1.78319732238163,0.296572372503692,-0.0552020944584811,0.463778326501175,1.11260267928765,0.277510888479196,0.0748326837709651,0.330931408158165,0.224964651070824,0.665242082550396,0.569388841978623,-0.107931957274443,0.165225822795197,-0.13474854143296,0.455399121254778,0.658528718166194,2.52307057774363,0.708513593046163,0.312040830030257,1.10286084417737,0.876889076660151,-0.682026541382489,-0.601512417399385,0.250054743235316,0.399132679497375,0.828346636255761,-0.148873963980904,-0.127646977225691,-0.126571333578213,0.187203906164557,0.579460528044049,1.03141197780373,-0.115963122477514,1.6487662309729,1.78308751200726,0.767821512194597,0.183983115151291,1.29327652675008,0.790319597969991,1.04618504411757,1.45958472811369,0.204609175680079,1.36159817889342,2.24445494368492,0.392173780210242,-0.123811978225232,0.472318778938527,1.00158672741262,0.267432661592621,1.92711952096867,1.93494824964821,1.39819710711596,0.468319149628405,-0.0935300577996959,0.180999925974948,0.223471288980502,0.441602215267936,-0.686175434093285,0.729403712167277
"AGGA_Nd_2 (GE) - TPM",-0.172088040809459,-0.253426052869552,0.113714322537213,-1.21256099874263,-0.858953586775154,0.976953558237937,0.187644445499948,-0.0829257734033307,0.293643029398359,-0.0517437606729572,-0.0498939140697437,0.20794916001353,0.172721507187172,-0.445977537567592,0.244478810095657,-0.57759151951901,-0.739289941201353,0.049366711071437,-0.838298544788296,-0.455834601372777,-0.553150176644192,-0.464493607124625,-0.146176693707481,-0.124183182808877,0.395827637454041,-0.694686750176057,-0.409985336540773,0.629696358569587,-0.611676228322629,-0.516346676380926,-0.584376569932086,-0.215880437736828,-0.0608096719831279,-0.355312844941431,-0.0714934412062174,-1.0958437791508,-0.641718620873642,-0.544434647845823,-0.455190746112152,-0.786290190519859,0.197086735060546,-0.0490186280969828,-0.443824608531622,0.420722785279797,0.0796889400216661,-0.422362993950324,-0.0553870045049333,-0.13392864078079,-1.05346113144617,-0.140082372528697,0.500560779903623,0.339221199752839,-0.341149845587228,0.298135216810889,0.342757785587698,-0.54999856042889,0.402598193194463,0.311028098034072,0.548554936563375,-0.115742503301652,-1.2398884311533,-0.266317606102457,-0.299691277382623,0.00776103552130372,0.34058688868794,0.405712610582052
"AGGA_Nd_3 (GE) - TPM",0.678417130703756,-0.11331219608062,0.806163327731173,-0.660916374794901,-0.81815107550658,0.685037083884909,0.810976533425331,0.523416694479309,0.171048489166477,-0.113266852648559,0.100013694237822,0.226941857805997,0.159042735756178,-0.581190595251495,-0.155188318519524,-0.523070854414948,-0.337232378841997,0.259576413710077,-0.650674331091399,-0.306573550763621,-0.718224596234078,-0.258017546859046,0.378251722678868,0.0317625207042061,0.981062185297536,0.487284134999696,0.0664564383948678,0.552279764752844,-0.294911424982608,-0.549837699949215,-0.343015936615181,-0.207750488116187,0.579276440974041,0.196506282717463,-0.296363663829342,-1.17474691890759,-0.16036524989049,0.16462617843051,-0.118788673471935,-0.558823882615783,0.0289503043818639,0.127004827653054,-0.130495116169203,0.162114581199736,0.172615279539328,-0.0570728811461369,0.462503487437048,1.30381838227966,0.153674957763797,0.224414987221991,0.595830321645174,0.894610591117987,-0.246448126809002,0.329226418469732,0.465239056693181,-0.275736267289288,0.709524620220841,0.936535057436587,0.717282032110585,-0.0796737728782713,-0.990833162563667,0.315380459831116,-0.166607828532639,-0.529066085597459,-0.11831917073465,0.191600820149325
"AGGA_Ns_1 (GE) - TPM",-0.670523266029186,0.217564768599027,-0.240682974078553,-1.17024177733578,-0.568530217268248,-0.265638224294766,1.09748261267102,0.244612527334451,0.0341668748162162,0.0308298737970727,1.15578345857097,-0.0374246648953572,0.72308579261912,-0.458044856805928,0.12399539971875,-0.494621192603765,0.269148922739205,-0.458650049149547,0.172189015463506,-0.234531212970078,1.61639696588798,0.91040833066891,0.916446090484287,-0.387505380378682,-0.327021946457543,1.0028645761005,0.322312826536594,0.0290700404748713,0.0772972995726134,0.246992243866589,0.417764608967133,0.306291921521932,-0.364941076211174,0.34699589405553,-0.640723338303481,1.55781847195339,0.208108587911067,-0.0794864585025327,-1.07277431394082,-0.527923165281991,1.03786664274192,-0.00840455804506859,-0.21421302752479,-0.33755228094093,-0.514032910019517,-0.132011320638747,-0.400422792795174,-1.22317680986885,1.75676757954979,-0.484241550819256,0.382300139300458,-0.216381888917241,0.079824870147574,-0.73728843767887,-0.434561107302966,0.0475780394411019,0.250649254056445,0.318658369056802,0.69019156674139,0.0129654198331733,-0.233865679148763,-0.15471667235893,0.0180307522574478,-1.22103053427778,0.68317566463135,0.366948340838751
"AGGA_Ns_2 (GE) - TPM",0.0664881299288053,-0.438703214767058,0.522977983204225,0.989634127525383,1.10113903737718,1.42646180032687,0.635495440205002,-0.255719400635166,0.568833304224932,0.0696028513362743,1.0663299126648,-0.116189715948308,0.0497972249324893,-0.63648452150948,0.484091126313878,-0.137327548169872,0.153592764540883,-0.585977212846615,-0.161252663548602,-0.0969534735283232,-0.332306177328913,0.271115068825049,0.770650589426808,0.314406684690631,0.702834872527599,-0.35040399618502,1.07770383540746,0.0155402922132589,-0.769795055087667,0.105010442483518,0.29558517257541,-0.191256570923871,0.0189674510352165,0.519740557109409,-0.607886255583758,0.0914737859826775,0.208271445286227,0.940556838399803,-0.541524851296637,-0.515499713216438,-0.592844050364403,0.185952266395332,1.76178420962799,0.265883843332643,-0.448385769619007,-0.756389211490624,-0.629224053011941,0.158242547401155,0.946631603173628,-0.756852853844092,-0.0422110448379594,0.406345637514828,-0.207400890514597,-0.193876059846642,-0.366350579086765,0.842464001962106,0.407096930027901,0.348121245421485,-0.454443093905573,0.919466250132193,-0.242864887082441,0.668514394885415,0.0185868075367134,-0.864765230791456,1.03933124288722,0.173162597897678
"AGGA_Ns_3 (GE) - TPM",-0.113820099011749,1.33509921592844,1.61241106244923,-0.452651032347423,0.0623220094964487,0.596844049511557,1.35782456172904,-0.656728812283394,1.11740567076919,0.0850187720666928,2.62685620450824,-0.0174889917967134,1.02775132746356,-0.654207052231358,0.630997223303431,-0.0389183854934547,0.444993853746582,0.00509299517836919,-0.102542932152842,0.361622180903897,0.356124732497414,0.752443916992691,1.28882579611926,-0.955457466022041,-0.131802953119645,1.14675573634642,0.0278903641936046,0.0400402502797331,0.669507818661689,0.296918246791677,0.479644753863474,-0.938213644744801,0.170062959073715,0.778660074296067,-0.597619772527859,0.951459491879255,0.674724011943362,1.24180822550219,-0.631230748708942,-0.215662405157768,0.195716049644173,-0.0649968417394439,0.54034576484777,0.493590564724066,-0.593419763444756,1.16626338461168,-0.227683142190894,0.881901804002291,3.36374758199563,-0.31643217528854,0.883158377710378,-1.01731337784716,0.34632193113144,-0.0355668400359425,-0.335325375003733,1.12399965026415,0.183821250086952,0.448747972991297,0.147972125362868,0.723031968330677,0.180127873337988,0.7889391040085,-0.0634501890315846,-0.637804288718617,0.410329117521443,0.236196795065238
"AGGA_Oss_1 (GE) - TPM",-0.196965407219143,-0.213478800531079,-0.788164647223233,0.0858158156808308,-0.29515526454191,-0.359275533144148,-0.246733815683089,-1.01068247345709,-0.334610920741974,-0.379854835120589,0.136008409316724,-0.250895936516474,-0.987880526746509,-0.195599078980962,0.332290308547059,-0.326573640536233,-0.440276376163584,-0.0777102872626987,-0.380491101188884,-0.706648408697798,0.76463410694424,-0.611363473110076,-0.521567518382785,-0.166619123236272,-0.137786748798586,-0.585762715616015,-0.38369164951981,1.14452387488441,2.35576783107061,-0.556862330225434,-0.523057144762444,0.528284266600388,-0.570154897660196,0.331330997087548,-0.304550705722572,0.946008236334059,-0.392815123278642,-0.86817185852839,0.607926217578088,0.6976044299278,-0.52772482440151,1.05680919159873,-0.381950054484343,-0.49576386268094,0.179515970358676,1.11902028626706,-0.817128089344671,-0.138372166414749,0.126382447044814,-0.136391508619594,-0.388739585851002,-0.465505752456206,-0.250679752620847,-0.89482996564082,-0.159574388721062,-0.549456914229379,0.013894024848727,-0.0215403710947638,-0.277354214115904,0.126447756105475,0.0261375695168816,0.163996241877144,-0.445511472123615,-0.683018653646445,0.694307202683857,-1.43612836431075
