"","SL1344_RS24250","SL1344_RS24360","SL1344_RS24710","SL1344_RS23640","SL1344_RS01295","SL1344_RS01630","SL1344_RS01860","SL1344_RS02415","SL1344_RS02445","SL1344_RS02455","SL1344_RS02950","SL1344_RS02960","SL1344_RS02985","SL1344_RS02990","SL1344_RS03000","SL1344_RS03910","SL1344_RS03920","SL1344_RS06810","SL1344_RS06815","SL1344_RS06820","SL1344_RS06825","SL1344_RS08215","SL1344_RS08375","SL1344_RS08680","SL1344_RS09340","SL1344_RS09380","SL1344_RS09640","SL1344_RS09920","SL1344_RS12550","SL1344_RS13000","SL1344_RS13020","SL1344_RS13025","SL1344_RS13030","SL1344_RS13035","SL1344_RS13040","SL1344_RS13210","SL1344_RS25770","SL1344_RS14525","SL1344_RS14815","SL1344_RS14820","SL1344_RS14825","SL1344_RS14830","SL1344_RS15595","SL1344_RS15600","SL1344_RS15770","SL1344_RS25880","SL1344_RS15960","SL1344_RS16330","SL1344_RS16335","SL1344_RS16425","SL1344_RS16475","SL1344_RS17025","SL1344_RS18160","SL1344_RS18520","SL1344_RS18535","SL1344_RS19305","SL1344_RS19330","SL1344_RS20020","SL1344_RS20765","SL1344_RS20845","SL1344_RS21465","SL1344_RS21910","SL1344_RS22625","SL1344_RS23430","SL1344_RS23435","SL1344_RS23440","SL1344_RS23445","SL1344_RS23525"
"SALMT_Li_2 (GE) - TPM",2.07152229417356,0.977631532482618,1.01841079376171,-0.280566374949586,0.691716175833113,2.18061165519467,1.84251744539412,1.22995995455777,1.55290303281999,0.927756635206948,2.24740870765301,1.87324833423677,1.30848912878864,0.687955850584935,1.4880915348079,2.00629712502689,1.20508541909147,2.03966361149088,2.09985609761373,2.73724937122133,2.37421773248952,-0.781379263558587,-0.573181944754682,1.7932973547001,0.836719930809606,1.154797445307,0.811367286021622,0.439884456052281,-0.535051057352491,2.51192750746641,1.3359506947357,1.9021024555064,1.77977848109171,1.34109560064549,1.77745294631344,1.08965170446037,-0.0277730154232784,2.64782423781478,1.74858319614119,2.08791134028604,2.08851147108672,2.50844488268269,1.41180608328189,1.418942865702,1.40591026503564,1.36123334354972,0.196925562135022,1.83838464791578,0.722516213790897,1.65594562517624,1.81856829927527,2.08296737111313,2.38858997034994,2.45139664437253,2.2381538497114,1.94896085780155,1.28693915396294,-0.252430387561822,1.74372978560319,0.505650526616889,1.0105328523195,2.19405175211394,2.17856343637551,1.89713148506418,2.07091744187924,1.43083914437242,1.20135365202305,1.62108038068744
"SALMT_Li_3 (GE) - TPM",2.05697933434083,1.51725262524984,0.946851695661416,0.137819368893777,2.40615641149867,1.94378367190675,1.54866929804831,0.801580147759091,0.0801271131218285,0.698162899182276,0.366456771358952,1.63486051820922,1.94614902646805,0.550485715441559,1.14162073408444,1.86515448588806,1.00397706603043,2.51735122434806,1.95327045788047,2.20748286939651,1.86687109352468,-0.3069024981631,-1.21583338235784,1.74796674020775,0.524942302479411,0.726142289849808,0.700001728506755,0.372154046269765,-0.560335182977005,2.20956589208159,0.941446072894974,1.32274637365556,1.32414606793946,1.28475091695209,1.05221911350796,1.31222330139391,1.60847999564581,2.13759440682216,1.35653696918442,2.26417355715121,1.77583949771881,2.32277820102905,0.787481229428392,1.51397735721405,1.41434882850454,1.36388067972059,1.00272852777003,1.62690545740887,0.943833436744199,1.15121919217895,1.11021244723214,2.0684558563731,1.25478545770529,2.15544964573206,2.3629110085346,1.9302483264237,0.929312898992629,0.614464186522203,2.52563631996325,0.215829377594287,2.03716935455782,2.40104569289947,1.20252542174594,1.22009247195977,1.73478143320779,1.248058010716,1.13002366433168,0.207434321938243
"SALMT_Mig_1 (GE) - TPM",-0.602512006399779,-0.744102372106113,-1.28569142457937,-0.390474532122989,-1.13947242193541,-1.04832163533378,-0.529696963505169,-0.341044736870776,-1.17723493325061,-1.10736144882861,0.514139502516812,-0.675122282190925,-0.953626254536071,-0.402656250992156,-0.782575867145658,-1.02729862574183,-0.586074986666765,-0.527405623495331,-0.501682670693024,-0.501442282140397,-0.538620323469923,1.88840262308114,1.03275973439608,-0.903723083148133,-0.634278591183079,-0.924446768691596,-0.36758812292642,-0.0553670802331478,-0.55193876549504,-0.0101161425316134,-0.983562548368991,-0.950697487733568,-0.74262509085877,-1.03851071365348,-0.866801311050064,-1.05067906973651,-0.249976240323395,-0.559300228212653,-0.651111027562218,-0.666522680856011,-0.672639420760299,-0.614856722405714,-1.48554030307709,-0.847746714841828,-1.14970499626786,-0.966656121814143,-0.757373608609177,-0.799049368135267,-0.546781560896115,-1.61629544135672,-1.50806916134788,-1.65377795220269,0.283442837850163,-0.740682640942406,-0.552633895837396,-1.64252644618121,-1.08374925112764,-0.255764566829091,-0.827940753970976,-1.19170243372665,-0.912177407000809,-0.394436981189471,-1.13364520456662,-1.27285384982461,-0.792221528120685,-1.03718602535511,-1.53482814380979,-1.54789513275835
"SALMT_Mig_2 (GE) - TPM",-0.602204268435532,-0.744102372106113,-1.24043121653077,-0.499378955075939,-0.305092171195484,-1.01829417917695,-0.614643094153949,-0.284782030581379,-0.839404225549109,-0.628413266029359,-0.669443466893279,-0.676778980723774,-0.859824297835129,-0.328137180986859,-0.705876534654178,-1.02215170323683,-1.5297920261442,-0.521511792791311,-0.503541559898611,-0.550760596569185,-0.418289269340435,0.619787453456044,1.41881721248729,-0.476013922516345,-0.634278591183079,-0.973926850692425,-0.433961211046169,-0.399482456744363,-0.522667750646431,-0.0993571521835358,-1.08294714058329,-0.96709912960717,-0.74851611543865,-1.11880978503025,-0.775656339791912,-1.10522176248182,-0.4778159363528,-0.559300228212653,-0.649561334881803,-0.668770766062024,-0.650842891000361,-0.597639274197324,-1.98958089970411,-0.865362161294251,-2.27140211984783,0.00801999658026599,-0.488287379219176,-0.882672528500942,-0.475597553771002,-1.19465046000861,-1.51999376154503,-1.68264295989685,-0.873639237491147,-0.695992513655284,-0.671954651730824,-1.17071742471265,-1.10961119771773,-0.640372253155782,-0.932966487231024,-1.19038293125888,-0.816310271877963,-1.04281156032737,-1.08481459137536,-1.1037900876189,-1.25475193448901,-1.02311771938539,-1.4241388393784,-0.587550766207233
"SALMT_Mig_3 (GE) - TPM",-0.607688520142469,-0.744102372106113,-1.07704084283909,-0.0242401293619756,-1.30824256756422,-1.37610017233333,-0.571602119248918,-0.135950549354181,-0.984661897814025,-0.934121634113344,-0.958424223919805,-0.663614236197435,-0.9336376667411,-0.64324319613815,-0.672260295342643,-1.01619333546771,-1.17727048664208,-0.511878456052777,-0.490773992082069,-0.528377241031651,-0.452957079198303,-0.173422860966671,1.08433170621901,-0.819258383685119,-0.622081042976989,-0.948970480414197,-0.486018749709856,-0.0279177552771295,-0.54243818729676,-0.443934058693771,-1.04569483000722,-0.999871688867825,-0.787904168813029,-1.10118089032538,-0.735735598673899,-1.13461496264943,-0.387119416432407,-0.559300228212653,-0.648621409570941,-0.675452325901556,-0.637586515230255,-0.564003484730581,-1.42285155037607,-0.99529760817117,-2.06675329500794,-1.1340667560426,-0.470946227873382,-0.862192349674037,-0.496196247012387,-1.62199798216401,-1.30038905290788,-1.73842481171583,-1.27198677164215,-0.717210556813252,-0.873543343408061,-1.72173859878684,-1.34506926033322,-0.714617551763041,-0.619667534303476,-1.19726546141939,-1.08325849066589,-0.821933728916627,-1.12763524936579,-1.04847187958893,-0.852268305177892,-1.06104635090957,-1.5887128293652,-0.970689779654878
"SALMT_Nd_1 (GE) - TPM",0.270371228250156,0.698894435840091,-0.460872077624715,-0.15578568275778,-0.168033839082411,-0.903785377732512,-0.0121151899831289,1.61327572898989,1.55071182133607,-0.547043106700106,0.736627658287858,1.11955980164804,0.374619517280005,0.72661818094906,0.92308424917391,-0.12792363883994,-0.667555159396375,-0.244603277206513,-0.265970385635168,-0.215317784299237,-0.251530560403818,-0.367501555920791,0.204328274906262,-0.586101226958893,0.810701341596942,-0.147566096976163,-0.0998789487817703,1.6740825176268,0.931692025622908,0.0879370334903789,-0.586040004880289,-0.0394012886577271,-0.167284661472791,-0.38220500761624,-0.269221966776022,-0.357508929650546,1.21332373187248,0.148735303204515,0.130527859118418,0.293925782459259,0.470983294432992,0.802593659884011,-0.923532892077795,0.535453930642954,-0.255276249074749,1.07154603324206,0.357088693326374,1.11463575941741,1.04628464037805,-0.862037441510159,1.35335151354484,-0.814941471905358,-0.280858579918394,-0.507689145222807,-0.876312803569068,0.964889088328384,0.54207558214894,0.524492150992178,-0.671797645872261,-0.301910082005761,0.493708900586037,-0.323981662225524,0.315852668690338,-1.23778334144937,-0.957583330971194,-1.01932522935045,-1.410974172603,1.50918117703101
"SALMT_Nd_2 (GE) - TPM",0.188273546872658,-0.744102372106113,-0.307915977633258,0.331394587087016,-0.556216394692875,-0.493038677236264,-0.049611049747064,1.35902524554738,-0.913335710530551,0.207923605558953,1.05697951255041,1.13415285571554,0.974303292398153,1.1831664949478,0.898326502597144,-0.0198327517319199,-0.0256717718468834,-0.261987460299354,-0.272922213674813,-0.204619091714143,-0.244714167124172,-0.100273827378178,0.280424560948421,-0.804628099959417,0.138805818646693,0.128056043211644,0.0595413186036473,0.900424071454239,2.05112057188881,0.228028920378676,-0.616192875001003,-0.443766686847752,-0.374902095618296,-0.454733503968126,-0.281298600260857,-0.365107020825117,0.31927876541652,-0.559300228212653,0.138909759242285,0.263387625455575,0.708790163237784,0.588797529643762,-0.150313183671734,1.18100276609082,0.256012875786867,1.53740864534506,0.150565281548258,0.974401234041949,0.943873308339083,-0.883869322010436,1.39757195822414,-0.805724183188806,-1.06204909431845,-0.449812976774556,-1.09011434811994,0.807195319887542,0.495038506123746,0.621003866269956,-0.605326564159953,-0.257917902760487,0.566824348900185,-0.248802510992025,0.0735351757270198,-1.22171905023466,-1.04286010893029,-1.01199867437347,-1.38736478847534,1.12524986966526
"SALMT_Nd_3 (GE) - TPM",0.252780147160119,-0.744102372106113,-0.395558251025875,0.278462385364392,-0.871698453905693,-0.702134124496071,-0.100126675829601,0.446848320364934,1.0052950770642,-0.0159515963443619,0.756839136346188,1.16154733499528,0.870115369278443,0.815209266523765,0.709558667719856,-0.171946581111807,-0.360671448427053,-0.234175185117244,-0.286650751125164,-0.176119905176674,-0.181680582897574,0.975373790581536,1.42444605929617,-0.509459182905685,0.151513124171004,0.186667653492651,-0.362632350902373,0.68923625952387,0.308152563699653,-0.0895705514989012,-0.538815744960931,-0.311597299625569,-0.381717475217916,-0.36878746074013,-0.353735550327039,-0.467777278980729,0.986533495722005,1.08794428067532,0.136491647711818,0.492549512280946,0.581449212245288,0.828656552615339,0.482529580272497,0.428408988958472,0.385497023136292,0.82676648968443,-0.107107959010141,1.3504712305516,1.56094493356069,-0.98122164840546,1.19413236705804,-0.699122578651691,1.40717727929025,-0.516729595966558,-0.824044437543195,0.773511450479871,-0.201215104982849,0.251012938426074,-0.555538228384401,-0.112683450449932,0.349469437495613,-0.0725431753011362,0.288456827754119,-1.32456902337279,-0.923594586416289,-0.983345481457321,-1.21251871693241,1.49577020711873
"SALMT_Ns_1 (GE) - TPM",-0.313133014276635,0.165366879622276,1.02303798267122,-0.0549737742684727,-0.0419968458952925,-0.951857835022137,-0.0287798282361718,0.983851397629346,0.761222229780569,-0.514036059991456,-0.759903845829805,1.57595798137355,-0.227413458874076,-0.175244064252004,0.17612010777421,0.858207008764454,1.22268748421503,-0.180746038682642,-0.293643049544668,-0.362119610098805,-0.346507324045332,-1.63307505879018,-1.17003404439774,-0.170892036514378,0.940528839894375,-0.115765937768794,0.734312579332845,0.606952470213625,2.88890429448986,1.12475387083148,-0.642194814137923,0.863510881556902,1.66748961954606,1.70569126438042,0.564210654591767,1.78615477865234,0.0740013807345942,-0.559300228212653,1.1529373562785,0.77058104118761,0.107635233964444,-0.440265323085621,-0.688124649474336,-0.919762707932032,-0.210261533878902,-0.539157324219282,0.916251005544169,0.339396397253697,-0.204023772855704,0.335137014777086,-0.971138003725554,-0.179150624541113,-1.23373485140621,-0.337557497937393,0.159194667038522,-0.954150003072006,1.46859635303409,1.22068914382573,0.0930184051198303,1.27077035609001,1.89786493623339,0.998807458921834,-0.655168981774867,0.594173998572088,0.183140641281217,1.25735262768628,1.27432923905903,0.0463829682965647
"SALMT_Ns_2 (GE) - TPM",-0.262212741265626,-0.329764178500397,2.39339843326907,2.04230339059591,1.17031519217292,-0.885237447943517,0.489865966131681,1.65925922055518,1.0497809417026,-1.00371951690881,-0.417502724435068,2.34137302599216,-0.101122419331845,0.163508015926434,0.443383233455787,1.024144136492,0.424232987442371,-0.138922536507248,-0.256052097152365,-0.34044766691502,-0.400549077091835,-1.38925238608747,-1.24456160693627,-0.238830876045906,1.64698371588243,0.0888429177918732,1.23154543820054,1.61519801564732,1.31487430195374,1.16526121371985,-0.302518664105237,1.62498542719661,1.56522502399008,1.60285926849563,0.31466472765248,1.17273702615999,0.912399105201281,-0.305170973522889,1.44429012861962,0.856717295811843,0.636096844749226,-0.143993805933251,-0.660828986390109,-0.919959255621625,-0.416725149779554,0.0283705595480436,1.26729209140271,0.0677648501739864,0.310990315738909,0.896361877639848,-1.12365246094121,-0.577105312585618,0.0278317220313145,-0.375835361863868,0.0262218089163078,-0.941129756484472,1.77309526348729,1.35335572663298,0.155277506960667,1.34319549939654,1.49198548740186,0.705910871200953,-0.308590960905111,0.775510366966224,0.629855811225758,1.14376631089799,0.735229965966799,1.15057473466356
