"","JHP_RS00595","JHP_RS01040","JHP_RS01085","JHP_RS01115","JHP_RS01140","JHP_RS01600","JHP_RS01955","JHP_RS02075","JHP_RS02120","JHP_RS02280","JHP_RS02320","JHP_RS02405","JHP_RS02420","JHP_RS02425","JHP_RS08000","JHP_RS02685","JHP_RS02880","JHP_RS02885","JHP_RS02920","JHP_RS03000","JHP_RS03030","JHP_RS03035","JHP_RS03130","JHP_RS03260","JHP_RS03800","JHP_RS03860","JHP_RS04200","JHP_RS04205","JHP_RS04715","JHP_RS04755","JHP_RS04880","JHP_RS05170","JHP_RS05210","JHP_RS05695","JHP_RS05750","JHP_RS05755","JHP_RS06120","JHP_RS06605","JHP_RS06735","JHP_RS06740","JHP_RS07070","JHP_RS07080","JHP_RS07345","JHP_RS07685","JHP_RS07705","JHP_RS07710","JHP_RS07765","JHP_RS07805","JHP_RS07810"
"HPJ99_Mig_2 (GE) - TPM",-1.00369552669135,0.0249556098525626,-0.982367677557108,0.415995235859871,-0.35416175653467,-1.41610131993732,-1.00534312927927,-0.740471533489838,-1.49752563072566,-1.41623023702849,-0.903110457736332,-0.926060670895975,0.0147852470901701,-1.06053190862478,-1.40738740087838,-0.916062874229122,-0.575419179655847,-1.06347158495107,-1.12141827642125,1.86749225592092,-1.37319197595277,-0.170735688388018,-2.07869426938774,-0.904790580584095,-0.753263653844681,-0.661136694685334,-0.764601302368627,-1.32977984522189,-1.35536290469182,-0.915139840234335,-1.25540561412123,-0.136851722783808,-1.11133869229366,-0.91442062189749,-0.234384787269573,0.138430218867795,-1.08403492769522,-0.722354469278675,-0.906109929151106,-1.44073086768408,-1.89920982170238,-0.763428937607566,-1.42030545560779,-0.887136866891511,-0.517224400553222,-0.143270828046579,-0.781863883953566,-0.665119395923045,-0.980531764236342
"HPJ99_Mig_3 (GE) - TPM",-1.24516749782916,-0.979874497392829,-0.243776538165009,-0.0629743469546589,-0.314511988168858,-1.92765667093552,-0.971849962997139,-0.943205814920513,-1.36052998273826,-1.34644284948473,-0.847547884615911,-0.775086139560604,-1.11806254077289,-1.89090027549932,-1.267885064008,-0.907901045867843,-0.769376029827764,-1.1724237846177,-1.46419336659142,0.541484513939392,-1.69992646600447,-0.437069464979598,-1.92255659629381,-0.932524612454291,-1.02938731011282,-0.676395905315512,-0.74057644076922,-1.13643163902159,-1.3777798067715,-0.769367923254421,-1.45513574876099,-0.611943385582297,-1.11230426295456,-0.910265705311062,-0.28860613331685,0.212341583202655,-1.6732296845875,-0.871518014800963,-0.812273580035259,-1.83094876259471,-1.81182622986151,-1.01951766280563,-1.94571166073613,-1.01292026827559,-0.533222087049872,-0.184479193228883,-1.16461656635053,-0.629428885139919,-0.989754921902767
"HPJ99_Nd_1 (GE) - TPM",-0.339871632444823,-0.105425346246652,1.69274108748952,0.437069117923088,-0.622590455838308,-1.12087490846456,-0.24325999384798,0.915601623478697,0.116931200538775,0.154802054518102,-1.65943365228312,0.139138232509988,0.873079779998758,-1.32527054090919,0.140739582868508,0.27368111942441,-0.656426150939454,-1.50950316230998,-0.533110435096337,-1.21555732410163,0.184248448513784,1.18476869638249,-0.622559743875579,-0.10611577223567,-1.37675530790961,0.204608839356427,0.0535178896395964,-0.357869084089617,0.695936063153248,2.58537430101283,-1.27018455133422,0.565373032118773,0.434589310920354,1.39275727873309,-0.581893037031761,-0.0994353857131929,0.0364034313093802,-0.965747066468398,0.417576796386026,0.830245168381496,0.363829066628986,0.36004802775447,-0.966110084075522,0.225856480246876,0.579224885327073,0.635493965957398,0.786963158644972,0.654576123107983,0.389646069106019
"HPJ99_Nd_2 (GE) - TPM",-0.036954277259711,0.975257265177249,1.60722094689802,1.34168321039777,-0.237457401185791,0.000247171741794732,-0.137095347471308,1.62260121188089,-0.0979972129382174,0.644794923680509,-1.74019628306503,0.399049933926886,1.18956479834219,0.344359723100975,-0.110126179136243,0.649059989601627,-0.185057993359819,-1.5569908476066,-0.387779156894525,-0.808343809209055,-0.55784192600251,1.09830936682298,0.707718479446968,-0.0354827702773061,-1.25408376800026,0.348958727860366,0.143165944920604,-0.163388050447826,0.130509045688702,0.57218666556041,-1.26330123307118,1.6543206536334,0.252403838010818,1.21396629745829,-0.244591689652757,0.0946537126162501,1.60563718750407,-1.12992508261443,0.0296789020947312,0.322379380769197,0.930127654790162,0.839203461863052,-1.39099967678764,0.760716317839038,0.76528363341304,0.28350503309625,0.223602028711166,1.21210086829568,0.288938322445646
"HPJ99_Nd_3 (GE) - TPM",-0.449134793300524,-0.0262663462301948,1.30252510258984,0.676275702250578,-0.401780222041627,-0.188945611796459,-0.438162827265069,1.51149689035181,0.191318986799636,-0.0223792325744752,-1.87596915222727,-0.299147559074284,0.385651181113611,0.537300165268908,-0.297436218811013,1.07065757355085,-0.743107716915906,-1.58538599339206,-1.34172027512319,-0.935521858593673,0.372713028979659,0.592606129475674,-0.862514789105014,-0.0337016719527273,-1.46127461702494,0.634554029014521,0.153814046490552,-0.134466095672293,0.523661347556998,1.99320043526664,-1.23526856014888,0.239944828443674,0.177571559602574,1.45655996315483,-0.125726328315481,-0.938219808475735,0.96180893145774,-0.89933786441537,-0.231415809749228,0.405661723424861,0.275849449756615,0.223695515347331,-0.727013496043406,1.10160802443009,0.735356573587365,-0.00587530702191662,0.336990182875277,1.19779238297233,0.28232593778429
"HPJ99_Ns_1 (GE) - TPM",0.888986318112578,-0.186204983348701,-0.437821825031972,0.278502142354241,0.449279095301273,0.277730074764555,1.47802504573599,0.383641778344951,0.0504353823131058,-0.304906484898032,0.730279188310902,0.546044475587823,0.0869919224336569,0.015440566141124,-0.291456305713798,-0.217739518939747,0.407880710254665,0.616420603009218,-0.141631509121314,0.829131334462224,1.83660188498404,0.181826767521412,0.935906506230383,1.90242370935479,0.846653945971238,2.02759940922586,0.921411046106542,-0.284706864778777,-0.758788752980801,-0.80775974667238,1.98987195370495,-0.617913404207778,1.45948190290448,-0.227953093542204,0.281598149736652,2.34452675815574,-0.137038739765971,1.88470430037856,-0.0159742147421915,-0.443312583441201,0.493057576434124,2.22859317463867,0.205919490746084,1.79033128546639,0.72133963894349,0.134703693009137,0.773212952743275,0.656228952988108,0.804481279231339
"HPJ99_Ns_2 (GE) - TPM",1.45719788858845,-0.841235941139814,-0.72367800574233,-0.273404510381312,0.809964579022969,0.521439364044397,0.902022646361954,0.279501092861843,-0.450839522155169,-0.532910345579318,1.2426999051665,0.806484949234956,0.0214761275978608,0.195145696965032,-0.343464646424801,0.0615783947954755,0.172998164816705,0.48127619072772,0.179241843243054,0.642064813145016,0.936109578561399,0.219668428664939,0.483473088460238,1.89739964056564,0.727210233032176,2.25129438523752,1.06002994336271,-0.450348608348356,0.0579399238295736,-0.52601484289768,1.97514423569118,-0.498411876574518,0.893854582509974,0.00147875130359007,0.407074171964933,1.62225218738902,-0.245509412973599,2.37655712545619,-0.675572255514985,-0.749531609075437,0.39796993291855,2.12346303359478,0.731271431852415,1.36482161603956,0.598927134253217,0.243715259948628,0.863955574097454,0.715686880805065,0.751876037464601
"HPJ99_Ns_3 (GE) - TPM",1.21223364342258,-1.40293183608336,-0.436169111200984,-0.56048804373876,0.516006411293491,0.478346683597977,0.761529202400713,0.269602109124878,-0.320539032132008,-1.03250284954287,0.495126456143964,0.669606056349879,-0.267904808135211,-0.940184116026963,-1.21096162667596,-0.441684490338181,-0.84958336333182,0.0657234458073245,0.239880920284902,0.267279190495144,1.20697369190173,-0.012928696911731,0.363464499569675,1.55664661398039,-0.132243590045276,2.01109435342494,0.807424544069112,-0.480696460334327,-0.62711534031986,-0.471135687412215,0.484905003951278,-1.28955487358426,0.296039633987688,-0.486794975056968,0.421639402804641,0.938655662434415,-0.647457141432089,1.86600558635085,-1.95743143721565,-0.935650107092105,-0.524093428864003,1.86649949215223,-0.528055404543101,1.84140501873587,0.497570583169353,0.0456756238582465,0.816146320158429,0.458913104624395,0.538451441674584
"HPJ99_Oss_1 (GE) - TPM",1.24938012741899,-0.707555433497931,-0.346022998671087,-1.15553597170741,-0.153316849417218,0.418240370407732,0.17951072773451,-0.719904196556126,0.402097449439648,-0.225293913840342,0.221551763852669,-0.681224249431952,-0.988914281589108,0.174619187019856,0.686801121007753,0.360268960842567,0.783612274324064,-0.142535680299959,-0.00192770441240787,0.552507046800523,-0.213375957347153,-0.6589441907294,0.15075383687511,-0.661268392090666,0.145004323324541,-0.572007726975903,-0.803291286793011,-1.02737962427405,1.11796824608855,0.127501878064482,1.48919960643168,-0.455893318345951,-0.56368768638561,-0.0532213627640643,-1.01007461220369,1.19122737696053,-0.742582165241563,1.14160247235551,-0.415076910341362,0.646879753147111,-0.482856178990031,0.166007936968395,0.782801839704384,-0.214893424939348,-0.613746865156541,-0.119910335549906,-0.14510224366134,-0.807686380073795,-1.0062421885054
"HPJ99_Oss_2 (GE) - TPM",0.85537886501639,-0.345096250395594,-0.350334499539612,-1.42885868627849,-0.523952132284888,0.556226299357176,0.0593278484125561,-0.55153179871093,0.223714349475616,-0.325910297854849,0.222140878742961,-0.787746353735053,-0.941913161176512,0.209524662882821,0.463907224064489,-0.15062987446911,-0.223560074252656,-0.0206390128178657,-0.27728334948747,0.49543851325944,0.287484123582604,-0.884082402676182,0.148487893692599,-0.840011596465864,-0.404543540880134,-0.598112290459253,-0.844527734302941,-0.903548512762962,0.983192135642863,-0.475934685380625,0.781388417583926,0.344964221402467,-1.11995171013451,-0.164676803738939,-0.975360449350397,0.654974311106462,-0.100115222051428,1.02551351736207,-0.442102412365977,0.13040678105456,-0.857038351365221,-0.208634415364523,0.0135795460790374,-0.457952551623382,-0.716841917557056,-0.336313270450213,-0.524533797197219,-0.958594992428063,-0.979071487082442
"HPJ99_Oss_3 (GE) - TPM",0.794876296990375,0.211746270153125,-0.0759519289174144,-1.06512272258748,-0.634032633010398,0.612185931425317,0.452361578143596,-0.580496016075859,-0.0325521711145902,-0.72839779932733,-0.290539521425191,-1.0147718550728,-1.31890591864488,0.247749720501497,1.06256010361956,0.106533225390518,0.109297974153215,-0.261724577744557,-0.600797147801435,1.26058608993726,-0.394013569728632,-1.18565675548825,0.381832216054753,-0.474192225621839,0.0836531066703197,-0.5607671216419,-0.773194662124307,-0.872288653912049,1.25253962261547,-0.984240318871323,0.253294865800914,0.185554626335201,-0.962156677579588,-0.317328820565779,-0.931459428679604,0.769819620009528,0.0739188707622164,0.740968769530057,0.594251498826788,0.59501141738832,0.205089734588707,0.411472504446453,0.668655455213023,-0.314805378523395,-0.620596019845383,-0.416610409619178,-0.804395980654123,-0.877683914521263,-0.89877430550127
"HPJ99_Oxs_1 (GE) - TPM",1.12789139898164,-0.0751443270395874,0.0668276245770733,-0.846212936372388,-0.487457267853177,0.590659778360837,0.775466756599783,0.100072707027548,1.23691042425611,0.0519303595374538,-0.329852841596319,0.176848738705833,-0.915257496516261,0.0774762902757599,-0.0849604846011585,-0.570686489356706,-0.162460404854195,1.30367857861884,1.14763916781713,-1.50171687990523,2.21211487934396,1.29881799602293,0.0069056578170888,0.496961769438184,0.46888113186795,-0.410729238216673,-0.0776289719311291,1.26546892382517,-0.41692550483405,-0.00557530422114132,0.518544343397671,-0.662137984502838,1.25696314170304,-0.00417397365215855,-0.3050111656231,0.664283629627121,-0.660155929708044,0.282759980326652,0.42050720638471,0.0352722401763683,0.445010077484858,0.0335703284411305,0.583667683786084,1.36370000393499,-0.0133879400706925,-0.798943362694283,0.943994702868228,0.290279165254019,1.26536584537139
"HPJ99_Oxs_2 (GE) - TPM",0.591908391054111,0.791865040614473,0.374827897656404,-0.662651843078699,-0.75878578016981,-0.00880130076332886,0.963089351357356,-0.118365359615735,2.08568793224045,0.664157139977208,-0.285356769495948,1.31805264260887,-1.01167909098807,1.23762184492218,0.431622449231912,-0.324356375052976,0.772518767279886,1.09247857251074,2.10906197383342,-0.833351908888783,1.63098151284399,-0.13884799549376,0.78456655048533,0.540577534001786,0.706230874735477,-0.369916002543207,-0.0681094625586796,1.26381610371461,-1.15833786127162,-0.344254735165487,0.0858072286134664,-0.602916814967454,1.13314112310838,0.12216947105294,-0.423284859672655,1.6414647515404,-0.762249049558814,0.0332915706637644,0.594585945256268,0.529744912496443,0.438757989991988,0.292744059826541,0.653147531816211,1.09072263735137,-0.063398648518636,-0.592145725745639,1.22887852092818,0.28172117579505,1.60223469706102
"HPJ99_Oxs_3 (GE) - TPM",0.830944438920127,0.00733440980994998,-0.0306092965837126,-0.81901162233141,-0.730601294913381,0.892022827273551,0.264731400529536,0.0723984494315422,0.990313639125358,-0.328561368943545,-0.279165843526133,1.41978857811474,-0.227521356477611,0.128106362026094,-0.96726622413462,-0.649934717560933,0.147400144840066,1.18093075738891,1.23788169985262,-1.95691477599333,1.45450826618951,0.254495212172535,0.660637820465961,0.679022555329837,0.577282358736182,-0.297908022364175,0.0431169639016052,1.03728439751917,-0.639283953737,-0.224635847998396,0.753959069854501,0.364415042391452,1.32598875756654,-0.130590349840414,-0.277541499801007,0.231336252702301,-0.416199605705685,0.0486377940699025,-0.210214946019341,0.0579066631988545,0.243009087777491,0.293794167877362,0.260163421338014,1.33402643895875,0.00525546926552383,-0.831594104268115,1.25314735379638,0.227262580659672,1.39560110776804
"HPJ99_Sp_1 (GE) - TPM",-0.510329154836775,-0.115806610745818,-0.643546128705511,-0.928740702904322,-1.08080676267765,-0.408859782743614,-0.709562974743232,-0.794448742290674,-0.775246076892745,-0.611509900378327,-0.257614295404858,-1.14768789904775,-0.658845252696495,-0.997347317662032,-0.374169917985711,-0.909927389795247,-0.896073093712518,-0.220186319612981,0.661669739511013,0.464126550425062,-0.679026901444951,-0.338242676457577,0.0765574778020222,0.0158203364403147,-0.12904649108575,-0.340247423497177,0.0641617140122855,1.18673897673074,0.44261955433006,-0.933409714889174,-0.0888446851219424,-0.221725560801496,-0.678205663565817,-0.469840539764086,0.208786110714988,-0.739419742677711,-1.14375193123204,-0.131225443379836,-0.620629257281386,-0.273214465653415,-1.56055504702318,-1.20363472874965,0.396850013487751,-0.606495668463246,-0.511819467573694,-0.474434562202311,-0.590444598183435,-0.274565497653277,-0.193492057880095
"HPJ99_Sp_2 (GE) - TPM",-0.983131796254912,-0.774396149961045,-1.29922130851202,-0.795266530307806,-1.43179263601333,-0.534718452006489,-0.946287552069273,-0.886764189611776,-0.907875875270812,-1.23383024384136,-0.822621326042421,-0.631663196116423,-0.599410952591754,-1.06441584381738,-0.792228869269576,-0.800651400420726,-0.90519954916558,-0.274877022087483,0.484533530063503,0.542625412880658,-1.09386477909424,-0.270351941471227,-0.509748103809256,0.411801478601441,-0.47003114956269,-0.163771663861166,0.320643495660884,1.52463947332467,-0.297874886927962,-0.676394207146436,-0.444498829394337,-1.53511431941268,-0.586011767718326,-0.595323833450165,-0.45085316037069,-1.19123017666262,-1.63963177857879,-0.116447133227965,-0.413479350961628,-0.822917374886095,-1.21074817793627,-0.74782637999351,0.485011731188494,-0.661284423733455,-0.39641194802236,-0.594583602829093,-0.47512998743582,-0.112644570192774,-0.0156172370159485
"HPJ99_Sp_3 (GE) - TPM",-0.868711329553504,-0.861126306232103,-0.70725886434175,-0.565240648709258,-1.47811154955807,-0.763360832846419,-0.614552985622246,-0.921295832309924,-0.742445382095624,-0.943817710869751,-0.662420291607409,-1.23782186346103,-1.38674761836519,-1.45301829606617,-0.0263333473522287,-0.45010347990338,-1.21265023518578,-0.306439265439212,0.540140003960531,0.554240630639031,-0.810113017887379,-0.0438052538389652,0.657618706846368,0.192051500473669,-0.0904940176860498,-0.338532366656835,0.0698990480194304,1.30268366953458,-0.204098318694515,-0.374202593499217,-0.40034196819525,-0.52071832834515,-0.78636411128962,0.165040346553008,-0.600028760634298,-0.33657537982937,-1.53822695087123,-0.478929305577535,-0.879527239328783,0.100703830266419,-1.01416265802677,-1.16296586219474,-0.267267437092462,-0.438232545499872,-0.52760240162128,-0.66853911230583,-0.411705468178907,-0.327614929252234,-0.0879512214251236
"HPJ99_Tm_1 (GE) - TPM",-0.353019952112021,-0.0400648816506132,0.0906224942019355,0.357023856289601,0.269357200241203,-0.136342033801698,-0.210685962940231,-0.445495351142535,-0.514089975530155,-0.103253423284985,-0.0688789410241302,-0.297816320628382,0.120904548497063,-0.282080093779662,-0.151326509928852,-0.672212899036905,-0.692396060749747,0.379509296325949,-0.779759146088291,-0.504127975368935,-0.115975883577631,0.0257371315853891,0.438703997869287,-0.587740297548893,0.0454414130692755,-0.646694058516806,-0.31200457211459,0.304941380773669,-0.687923077899109,-0.39274011408553,-0.165156603433324,-0.272569657081654,0.163184387733508,-1.06337623822327,0.713218635291514,-1.81310766073168,0.72046050225202,-0.250196178542163,0.997850074664098,0.157890485279695,0.175312857366448,-0.414055010034905,-0.0770804672030847,-1.02575981197336,-0.577582540022639,-1.29854641436225,-0.364384354156935,-0.460727300283302,-0.247095652457234
"HPJ99_Tm_2 (GE) - TPM",-0.484391221912359,0.218921566347616,-0.362939116818894,0.270849261569652,0.160624931171321,-0.765259151624778,-0.16036015158971,-0.378139512256497,-0.664589556110014,0.27250516453326,0.457971003900851,-0.377977046899503,0.820854857511897,0.247651359451448,-0.37895147578352,-0.679495748603807,-0.267131452736858,0.248073336708551,-0.453587652375922,0.201534562585089,-0.171934114685191,0.257884632663051,-0.159339926058552,-0.589362959968114,0.310293521144964,-0.635148845183545,-0.349342186938242,0.104400780602648,-0.577047344075238,-0.517467456835782,-0.128361717682941,-0.50511232808088,0.000627566444073595,-0.813872180286222,0.535500151709721,-0.942568380786747,0.663911204511549,-0.277321229032621,0.592001098771514,0.470935532603208,0.312897710385739,-0.225582856982196,0.871202023004609,-0.686859090978977,-0.575785640529958,-1.16288270930454,-0.508368215268204,-0.41890404351456,-0.244291253836997
