"","OG1RF_RS01345","OG1RF_RS01350","OG1RF_RS01355","OG1RF_RS01655","OG1RF_RS02610","OG1RF_RS02615","OG1RF_RS02695","OG1RF_RS02700","OG1RF_RS02705","OG1RF_RS04395","OG1RF_RS04400","OG1RF_RS04510","OG1RF_RS04515","OG1RF_RS04520","OG1RF_RS04525","OG1RF_RS05665","OG1RF_RS06160","OG1RF_RS13470","OG1RF_RS07310","OG1RF_RS12670","OG1RF_RS13045"
"ENTFA_Li_2 (GE) - TPM",1.58784123246371,2.91868568037001,2.75354316079454,1.9029321254637,2.37129577899625,3.50473379439369,3.25531456276376,3.31430900396456,3.01336741113984,2.40754760842809,2.01156879363787,1.68802007580958,1.88994217128342,1.84364620031096,1.3022312800532,1.96247948845298,3.18260851909268,4.29865920867613,1.69695268914041,2.46052736218637,1.7503198268093
"ENTFA_Li_3 (GE) - TPM",3.92895117790895,3.4586408878727,2.80123453870568,2.52274918117947,2.24010558185853,2.81301223771351,3.70937006187057,3.61423282856457,3.95377863661876,3.32960078268704,3.26603740417062,0.827287747624496,2.37683307530687,2.35085132433707,2.0656699323112,2.65731931494666,3.10103854266014,2.14804553130932,1.65021706794791,2.35946795836722,1.31652257125304
"ENTFA_Mig_1 (GE) - TPM",1.53338759306141,0.0871292723564361,-0.178102749567127,-0.421196588634075,-0.441369118337444,-0.402016125722952,-0.332688431688351,-0.300332205441885,-0.381466374941626,0.555376377535633,0.717663550579523,0.849580843376095,-0.29421177005933,-0.189914381451985,0.179821177644435,0.316903506553886,-0.377765356775004,-0.441314948967743,-0.611386569910136,-0.448215300179969,-0.283918020427965
"ENTFA_Mig_2 (GE) - TPM",1.2078126414187,0.0144008845933803,-0.242609102095173,-0.645673448923079,-0.436517557935295,-0.400839839516197,-0.182331542196067,-0.344598742426167,-0.381578823469381,0.0178148434150462,0.378214511403791,-0.617765882162867,-0.296110975024154,-0.0597716838606231,0.562243502506719,-0.200716819123266,-0.379901408126516,-0.287927343978226,-0.779342588839058,-0.764475252166248,-0.379425569546344
"ENTFA_Mig_3 (GE) - TPM",1.25324365257441,-0.00766080276501176,-0.369597848806898,-0.365458823059019,-0.445530245142657,-0.383275619808101,-0.256254462773516,-0.30746783209101,-0.349548972498008,0.132882055420017,0.224606441783021,0.972913818591177,-0.309174567542241,-0.202210950546554,0.305337615592332,0.290538326826428,-0.375396916530084,-0.441314948967743,-0.743126796407504,-0.121358077970147,-0.287471091729986
"ENTFA_Nd_1 (GE) - TPM",-0.653357928376415,-0.355771385981815,-0.176748326436884,-0.411963826296186,-0.424000479112928,-0.372218605838337,-0.417170709246261,-0.364660158770687,-0.394984492828734,-0.782982603816751,-0.764082937508279,-0.441500942031103,0.011202331505203,-0.160019864987641,-0.281691962260337,-0.399663683587766,-0.375419985380627,-0.441314948967743,-0.786678638690363,0.474562740324683,-0.708431041673336
"ENTFA_Nd_2 (GE) - TPM",-0.671922494293475,-0.400998865831516,-0.329697677389047,-0.377383763613892,-0.42998429295032,-0.374403700203645,-0.41672209106157,-0.392266861734217,-0.400055262046821,-0.781492709396434,-0.843316394825509,0.672020313973815,0.153190619554749,0.00297234087326316,0.603202764553674,-0.986698430328283,-0.378943957053536,-0.441314948967743,-0.927967293438083,-0.0120154872126014,-0.786100893753275
"ENTFA_Nd_3 (GE) - TPM",-0.613091623741809,-0.385384566920078,-0.293412781116299,0.609677887881955,-0.433031708100405,-0.361047251384156,-0.415807714204408,-0.356200026247106,-0.309291334340367,-0.78971779214711,-0.802280925213906,0.204030577028407,0.424683281441654,0.314880151442791,0.270527386066474,0.261476516069766,-0.379439145727318,-0.441314948967743,-0.641728879265275,1.24899919425217,-0.633611521728205
"ENTFA_Ns_1 (GE) - TPM",-0.460047439844647,-0.366373505760099,-0.341155750394761,0.415773927071816,-0.43790198875403,-0.394326125619278,-0.315803944622399,-0.293922061854827,-0.207197353396785,-0.774495917113823,-0.860220730612062,-0.828846394449236,-0.91864538143459,-1.00115399856226,-1.04777347699675,0.238592684965143,-0.372306622626192,-0.441314948967743,-0.279909168094118,0.748332421820936,-0.489181789881909
"ENTFA_Ns_2 (GE) - TPM",-0.482240586114105,-0.349751462424988,-0.336204599360625,-0.277822303452061,-0.442252866748429,-0.391868344487456,-0.344289939914187,-0.310626689504277,-0.293303028059341,-0.599103641348105,-0.740174612053922,-0.858581556744027,-0.847073872755406,-0.884639315178994,-1.1186103761451,-0.0789021484650469,-0.376179837312382,-0.370513841470633,-0.381062743104713,0.350074678615072,-0.611701579005928
"ENTFA_Ns_3 (GE) - TPM",-0.382850446651899,-0.330739797957233,-0.288867958665287,0.28508677364943,-0.439729289276126,-0.387120013035642,-0.348421195916127,-0.260644146910962,-0.233904276235863,-0.709783097388784,-0.822412276604483,-0.97830839905463,-0.921169762133735,-0.955372302458672,-1.1093767534258,0.478589055361205,-0.368729413950658,-0.348394629049036,-0.35550530524681,0.991835081408192,-0.545034369856501
"ENTFA_Oss_1 (GE) - TPM",-0.541422488402255,-0.351008108741277,-0.271252358218144,-0.223373870316859,-0.415138887688338,-0.344113464092578,-0.187676227907267,-0.235585986454236,-0.313407135558294,-0.0957586115629373,0.0318909974838409,-0.575336132181146,-0.530267831131363,-0.525431925141552,-0.749527192385718,-1.00997967338604,-0.273511180876139,0.00534857075319833,-0.0824303694841606,-0.0864686660305489,-0.426781483079468
"ENTFA_Oss_2 (GE) - TPM",-0.612917117286549,-0.379049463789219,-0.35123198718573,0.130511113785797,-0.418652471643211,-0.377814766489773,-0.279151012846648,-0.260007667092552,-0.257043047383826,0.00607258538773689,0.153759801418811,-0.790821049308824,-0.550886296070646,-0.673626241806409,-0.897964812816128,-1.14454245998328,-0.323340796237829,-0.0689374277438594,-0.307381781344877,-0.206954504503844,-0.441622142700112
"ENTFA_Oss_3 (GE) - TPM",-0.591595173569746,-0.325026586671584,-0.377201227485806,0.144059010940353,-0.415224981463882,-0.35134995729189,-0.0826185341199598,-0.259085792546686,-0.326729606979284,0.0893797542195444,0.413150197643664,-0.747619397012687,-0.634444473607488,-0.607012114853344,-0.59729389854594,-0.903741732902445,-0.276613920408772,0.344563306111146,-0.177982848770402,-0.129076594436315,-0.414736946973941
"ENTFA_Oxs_1 (GE) - TPM",-0.48026500617247,-0.282541615991662,-0.275157575375141,-1.35464172924828,-0.434200231828302,-0.380432546230427,-0.344210897158757,-0.295039736028719,-0.280938956886518,-0.837732246686499,-0.940251223971461,-0.0465732526549427,-0.0580841743109132,-0.176558198397996,-0.250541631979798,-0.879019120198226,-0.386457695044636,-0.441314948967743,-0.602641018895831,-0.84979606947925,-0.0153714922312905
"ENTFA_Oxs_2 (GE) - TPM",-0.456937080193606,-0.274274957407909,-0.200958117993734,-1.42014662842968,-0.435885617784419,-0.38595131038945,-0.374225655132162,-0.306966090624771,-0.324671489610142,-0.827682942532014,-0.892592196067283,0.104252358312982,-0.134238280480483,-0.285161034924729,-0.0580120460516753,-1.31157326230166,-0.387548186680873,-0.441314948967743,-0.604003649121298,-0.926748859267474,-0.183947228767689
"ENTFA_Oxs_3 (GE) - TPM",-0.508729455051366,-0.30381736575491,-0.288145818332425,-1.36883960222049,-0.433319259339027,-0.383069137422518,-0.367037312526631,-0.294310665381071,-0.272315687062851,-0.825009628437542,-0.955353680841614,0.35459241416031,-0.0464591540909783,-0.142442561576766,-0.0019536194421205,-1.28721445013489,-0.382471967815286,-0.441314948967743,-0.551286249202296,-0.852748801786009,-0.21082953092364
"ENTFA_Sp_1 (GE) - TPM",0.1353936687411,-0.162394010043749,-0.395976783009277,-0.766615747908244,-0.432759731889853,-0.390605002015237,-0.383455554110491,-0.36163730924785,-0.352250974476713,0.824311758965588,0.817060206408762,-0.0995225753002335,0.366134447726252,0.407172628886773,-0.0231868518969866,0.855361228537973,-0.375420946259797,-0.441314948967743,-0.633187250989599,-1.24150727278139,0.511235081124151
"ENTFA_Sp_2 (GE) - TPM",0.217890087113483,-0.173334078489043,-0.192389175937519,-1.39969643037871,-0.431478382884543,-0.399316335537548,-0.41694745456172,-0.381492090850313,-0.338615528456232,0.597412364693371,0.916142201852948,0.290503765051829,0.0176279698214358,0.776182145533073,0.763202626954138,-0.301854980485729,-0.365244355443085,-0.441314948967743,-0.629065930233955,-1.41483272755215,0.200260370810847
"ENTFA_Sp_3 (GE) - TPM",0.367615177003306,0.0561855021056036,-0.108105252596084,-0.608224631721369,-0.427594094578432,-0.38304071432117,-0.382637566042275,-0.343402237361813,-0.318547119452069,1.46587810601532,1.33355997864694,0.0941623711987817,-0.11042759904106,0.140723066748817,0.356304120789979,0.585927762806432,-0.356262942771827,-0.219282829786014,-0.601174060034432,-1.23101217973037,-0.0076461926359548
"ENTFA_Tm_1 (GE) - TPM",-0.402729407501637,-0.319502357812442,-0.300672171651687,1.61517413708884,-0.437533994491962,-0.387729730849627,-0.128171992411049,-0.0755810586893277,-0.00669533476547766,-0.362779264579136,-0.427842969911939,-0.77366499538723,-0.745403731494229,-0.812323555862241,-1.0209871567683,-0.330121975351354,-0.346695939926416,-0.36319292447282,0.703816912094547,0.109642288198148,0.0923373757066673
"ENTFA_Tm_2 (GE) - TPM",-0.41812650980525,-0.329808803801805,-0.358621766284419,0.685153825880275,-0.438068811237962,-0.387335703770262,-0.132115273111931,-0.101146279000247,-0.128200739351047,-0.29540986093921,-0.156515830608897,-0.721411098854198,-0.827137011138797,-0.831227996512955,-0.765524956771159,-0.649690674363114,-0.344558737208755,-0.327734875766589,0.41589907833936,0.245818233526781,0.0434558111525069
"ENTFA_Tm_3 (GE) - TPM",-0.350496604854966,-0.320864308138955,-0.280780556488189,1.41263610993749,-0.433775610521888,-0.383954557570578,-0.15272560350492,-0.124502038390747,-0.0441050495607528,-0.275901413537273,-0.181774895872938,-0.939081824902857,-0.838382212286668,-0.82523142809524,-0.801175122426569,-0.540152676368038,-0.340312006105494,-0.339371305525064,0.657398588800069,0.599399771480361,-0.0635903201658375
"ENTFA_Vic_1 (GE) - TPM",-0.336915194482255,-0.416552688173769,-0.248801819796031,-0.372591961443276,-0.434623210444766,-0.396042413677312,-0.376979032108864,-0.375553370806753,-0.296498627175768,0.145822202696616,0.333127291594892,-0.191937779482797,0.306332327532811,0.218412609823925,1.12501687434888,1.25967625095956,-0.386904915851474,-0.441314948967743,-0.538691845302247,-1.24256836512413,-0.679887388114295
"ENTFA_Vic_2 (GE) - TPM",-0.591691887400246,-0.405879235919893,-0.276599884330309,-0.189592214495543,-0.435976383303071,-0.381346196233294,-0.428642911185168,-0.356432738840005,-0.293956497552489,0.120773643826831,0.756192628252399,-0.45041015459113,0.870225248150866,0.957162067671199,1.45695483517693,0.78568709002352,-0.387842651788691,-0.441314948967743,-0.713790769633181,-0.834248343049687,-0.633300942787019
"ENTFA_Vic_3 (GE) - TPM",-0.466557616645228,-0.371454553985453,-0.259752601335954,-0.657030156982334,-0.448009376496712,-0.38633363761692,-0.41617123577052,-0.340758855177143,-0.381291070721878,0.182889492797954,0.415990388274393,0.189223614704722,0.54549208651286,0.816657883809208,1.44967558739189,1.23277347916549,-0.381879155322216,-0.200550532171625,-0.680150111790799,-0.992906519937336,-0.744512985760344
